-6.4979272,2.3025458,-1.3960047,-10.213677,12.930584,12.55479,4.1267772,-5.0883865,3.5130496,0.57861298,-23.796188,3.0138614,-7.4848027,0.88968724,-8.5485086,13.465734
-6.1622524,6.1544566,-18.519594,-1.3344173,4.1640859,-3.5195925,-18.030247,8.8266869,-1.1230808,-5.7135797,3.7814624,0.47735533,5.3345742,12.890459,-2.3553576,-4.8937421
-0.75940466,0.48007804,-16.667929,-9.544673,1.7350395,9.6603765,-9.9839916,11.512388,18.030773,3.1301024,8.6866922,9.2723799,-15.242058,-5.0242462,12.093692,-13.490618
19.174498,-3.94486,-1.1792016,-2.9583263,-3.5880973,-12.905756,-10.310189,-5.1618333,0.58058006,20.072683,4.6914148,10.057477,-3.734606,0.59406072,1.8516431,8.2856512
16.246817,-10.955385,6.4658527,-4.9723535,-2.1466863,-0.17250571,0.44729844,6.8711176,8.0167542,1.6703849,2.162147,-0.15538216,-8.3403664,-4.3841419,-1.9061223,-15.060965
16.613575,9.0136175,-0.83907866,-6.2824483,4.5099978,0.60137385,-9.8616762,4.243433,7.2507629,1.4587506,-13.025998,-5.8089442,20.904552,0.9664315,7.7137046,8.7367115
0.88492829,7.3124447,4.1223087,-1.3172572,5.6600857,-13.835448,1.2734455,4.7975583,7.3087044,-1.4332159,-10.168343,8.7864809,1.6320332,4.2770467,-6.4980307,3.0664403
-4.3242149,4.0393777,-11.009586,7.2779427,2.0230675,2.2009022,-4.5032706,-7.8889866,-2.8364489,4.5883217,-13.655599,7.4778948,14.558478,9.5726194,-3.1781139,-4.9594207
-13.633592,-3.2980366,0.078232929,-8.5245676,-4.3957238,-7.535049,13.64253,10.431302,-1.9440573,10.905746,-8.679183,21.536776,6.4545422,-3.0453622,-0.88533843,-1.9842582
6.4750299,1.7364508,-3.4642894,2.2565827,-5.651742,-3.2826724,8.82726,3.6561606,-8.4429903,15.534651,11.590037,1.4432887,10.102006,1.4069605,-1.5110959,0.90338951
-5.1932983,-11.814286,-13.603523,3.6514416,10.072258,6.3137059,1.1478908,6.3836074,2.2932587,-4.5916419,2.7787094,-15.736935,-3.3956709,-2.943547,27.112442,12.888148
-3.8592136,2.367177,18.848091,23.568283,1.0850921,-3.3013134,6.5526738,-5.9486556,-7.2002525,-7.2673297,2.1076393,9.6086712,0.84480804,1.8624624,1.3212209,-5.1235352
13.745958,-22.277458,1.0245336,4.5237002,-1.3530478,4.6736169,-23.404835,-10.359576,-5.5828547,4.8286819,0.59628099,8.5557375,21.525095,-5.4540062,-21.343246,-20.324398
-8.5363111,11.698871,3.4962869,-2.434031,11.574265,6.84657,-9.0167255,6.9743352,-4.9657807,3.342144,0.34865028,-15.846421,-2.2963152,1.7743444,13.596052,-4.1577239
1.2347987,0.73912507,11.391726,-24.727543,-8.9413118,-14.294921,1.9478176,17.329573,12.193103,-13.168049,-3.6731637,-6.6430812,-3.0973089,13.327618,1.0156133,-12.986362
-1.4926606,-0.4688282,14.298216,-10.333697,-16.782969,-0.44511044,-8.1571407,-12.346772,-0.11883143,4.4370084,-1.2114661,-6.3809886,23.738482,-4.0792999,-14.585393,-4.1257501
-15.457438,15.444205,13.784329,24.151413,6.7795858,-2.5342832,0.71556222,-4.5116782,-14.270601,-19.997671,-4.219202,-9.9106216,-9.422019,6.2070794,14.048218,6.7057433
