0,-0,0,-0,-0,-0,0,30.147388
-0,-0,14.796673,-19.054937,0,-19.931957,0,11.759673
0,0,-0,16.537056,-0,-13.173313,-17.885382,-0
0,0,-17.815264,-0,0,-0,-0,-0
-0,14.746626,14.545523,-0,0,-19.768648,-0,-0
0,0,0,0,0,0,0,-0
-0,0,0,-0,-0,-0,0,-0
-15.114257,17.19978,0,0,-0,-0,0,0
0,-0,-0,-0,0,26.745144,0,-0
0,-0,0,-0,0,-0,0,0
-0,15.372448,0,-15.413212,0,-0,-21.757589,-0
0,-12.867178,-0,0,-0,-12.90197,-14.367723,0
-0,-18.488945,-0,-14.547311,-23.353064,-14.021916,16.448038,-22.927042
-25.959682,-15.600219,-0,-0,-0,0,13.70855,-0
20.678993,-26.588308,0,-0,-0,-0,-0,-0
0,0,-17.561384,-0,-0,-0,-13.85867,0
0,0,0,0,0,-0,-0,-0
-15.418385,0,0,0,-0,0,0,-0
0,-20.907488,-0,13.842646,16.216356,18.294331,-0,0
0,0,-0,-0,0,-0,0,12.77243
0,-0,0,0,0,-12.775483,0,-0
0,-0,0,-0,0,-0,-0,-0
-0,17.686882,-0,-0,0,22.587166,-0,-0
-15.724545,-0,-0,-0,-0,0,-0,-0
0,-0,-0,0,0,-0,15.114887,0
-0,0,0,0,-0,0,21.235331,-0
-0,0,0,-0,-0,24.409952,-0,0
-0,-0,0,-0,-0,-13.531027,-14.393284,-0
-0,0,14.860823,0,0,-0,0,0
17.475359,-0,-0,0,-0,-19.330618,0,-0
-0,-13.808162,15.989039,-12.429393,-0,-0,-0,0
0,-0,0,-0,-13.132436,0,-0,-0
0,0,-0,-0,-0,-0,0,0
-23.27092,0,-0,-0,0,-0,0,-0
0,0,0,-0,-17.148336,0,0,-25.709686
0,-0,0,0,0,-0,16.608416,-0
-0,-0,0,0,0,24.335075,-0,-0
0,-12.313174,0,-0,-0,0,12.347761,0
-0,13.19375,-0,-16.234665,0,0,0,0
-0,0,-0,0,-12.395606,0,-0,-23.091146
-0,-0,-16.374674,31.170433,-20.179262,-14.347693,-0,16.87521
-0,0,13.366836,-0,0,0,-18.417543,-15.327521
0,-17.879793,-0,-0,-12.82233,0,-0,-0
-0,-0,-22.271544,-0,-0,-0,-13.553017,-0
0,0,-0,0,0,-0,-0,0
