2.8810654,20.129,14.745344,17.783037,8.8891439,7.8781657,7.412559,-5.8465543
-9.5128641,-10.451857,-3.5155237,21.104296,-7.7888474,-15.35004,5.0649047,-7.0793548
-0.3655284,11.456754,3.6753116,2.3379936,-8.7570152,-4.9402642,0.4826723,4.3786612
2.3185797,0.98153853,-8.0452423,-4.471951,13.027074,-0.49225086,-1.0432005,2.4352758
-11.078364,-1.2489219,8.9827423,-7.1147561,19.442245,-9.4959059,-13.374374,0.64539075
-10.968352,14.60695,13.744428,12.274189,-10.158096,14.46412,4.3799448,-0.81812423
8.9578714,-7.0028749,-4.3650489,-9.6100645,15.352086,-4.495482,2.4355383,-9.4854937
10.937845,-6.5079718,6.9748912,-16.511923,0.67260075,1.8486592,-0.9932062,4.9413824
-3.0115011,8.5477839,12.091108,-12.0202,0.1215061,-8.0424204,-3.5861588,0.80352521
-6.1916404,-4.7624493,-10.855452,-4.1603289,12.82809,-6.2480102,-10.860123,5.1098852
-12.702726,9.2975855,18.373617,7.0456634,-7.5039158,-17.046673,-0.80308187,8.6445761
10.610744,3.8468125,10.288368,-0.93590629,-0.95605493,-7.128448,-16.918779,2.6045454
3.2252173,-0.053548466,-9.2620106,9.643898,-7.6204801,-8.614996,4.816432,0.36011356
10.238236,1.7127491,3.5936577,11.908888,-11.358254,5.8444347,2.4303298,-5.8574786
-1.5653528,-2.71557,-12.369324,28.106861,4.3254752,-7.0814285,-14.094206,4.492116
5.545536,0.20319793,-12.703197,9.4053087,-7.8555655,-13.00658,13.922047,-14.96089
6.2865481,7.6970057,-9.8410044,-17.388123,4.1901093,-4.27072,9.6551771,-16.601542
-4.8335509,13.407938,18.055275,8.3325558,-0.19037364,-17.598686,-1.1572551,-2.8817346
9.281518,-12.861531,7.6721201,-3.1414809,-2.7745907,-3.1461661,3.6331606,5.8408451
4.0147595,-2.6426799,8.2626009,7.8013887,-0.15097284,18.563995,1.2001199,2.0760765
2.5449998,1.9169178,12.843121,7.5576401,-10.838916,4.6396732,7.5405107,10.551869
-11.334347,6.3667235,-3.4511812,-5.1600528,-24.064806,8.6822205,0.12890229,-7.8102293
6.6376915,-3.5634823,-2.6759043,-16.69747,-8.3787928,-4.5039663,-17.932648,-3.2913475
-12.441682,0.72413099,-19.376244,-12.72059,3.1573808,-2.1691544,12.431442,22.017988
6.3480153,-15.821053,-7.3353033,-5.2343655,1.9995712,-7.0388985,-16.941111,-11.205297
9.3318577,-9.9125757,-5.2173638,-5.6703835,0.12670499,-8.5573301,0.56271601,11.625917
2.1905231,-0.93103451,-6.0290852,2.3569062,5.6995482,14.488111,-16.347612,5.8975616
2.2452188,-5.5656438,0.89466923,3.5571589,-0.59635788,15.003807,13.783792,-8.1335077
-3.5441468,-5.6774979,6.5209322,1.3905529,12.131591,-2.605449,-1.1067539,-0.031030869
-2.5824103,-7.1835771,-3.6739407,-2.8914049,-12.263206,3.9177151,20.30891,-10.597339
-1.3702238,-16.91543,14.548923,7.8265505,-1.6327814,6.4516621,-6.6435947,-4.5451221
-7.4587231,-1.7570814,0.55124313,-18.771606,-9.848815,12.318956,-4.9708152,-16.601564
11.514979,-2.3870177,18.694523,-3.0233991,-13.107326,-4.0021334,-15.824133,-2.6647203
-21.735214,8.62216,19.054224,0.12302374,4.635529,-1.2853119,-7.8732529,11.883993
7.8202901,1.2481189,3.4434416,-3.5070987,-0.55417693,-2.4633763,5.6927023,19.802551
12.053719,12.484357,7.8875222,-7.3417902,-2.1268814,-7.877286,-14.667315,-0.9666422
2.7573318,-1.0783395,-7.7697582,0.52432454,-7.5681601,-11.35698,-26.799339,0.30309156
-3.2145026,4.3733478,-4.8360429,1.7690328,7.1752162,0.052587628,5.1765251,-5.5267377
-3.1084778,12.091291,6.2428675,-0.82944417,11.943787,3.3184364,-4.693017,-4.1349306
-11.406199,10.494078,7.077424,-2.2416553,-2.1923139,-6.2327738,1.8401793,7.2856054
9.6271639,1.0654459,0.9424839,-11.095651,5.4876451,11.245489,12.266541,-19.324085
-3.6695511,2.0864363,-5.7650275,7.3654485,19.740036,29.552702,-0.0615188,-1.928498
10.295364,-7.3873386,-1.6115059,-8.3724728,-9.4629736,-0.19955577,-15.676533,-12.257837
-5.1989222,-15.424094,-2.2999697,1.7645197,-13.269334,14.689324,6.5939012,-10.711173
12.150216,6.3268237,-6.2184758,12.301005,12.15995,12.691477,3.3053887,8.3324862
