configuration_index,lowpass_hz,training_lfp_rms_uv,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,simulation_attempts,completed_simulations,failed_simulations,completion_fraction,all_held_out_completed,failure_reasons,figure_exists
149,80.0,37.49490932254601,2,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,12,12,100.0,0.12527311965823174,9,8,1,0.8888888888888888,False,integration error: model derivative became non-finite,True
150,80.0,37.49490932254601,2,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,12,12,100.0,0.11478718928992748,9,9,0,1.0,True,,True
151,80.0,37.49490932254601,2,2,5,20.0,20.0,0,0.0,finite_difference,12,12,100.0,0.10353499092161655,9,9,0,1.0,True,,True
152,80.0,37.49490932254601,2,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,12,12,100.0,0.11302721127867699,9,9,0,1.0,True,,True
153,80.0,37.49490932254601,2,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,11,12,91.66666666666667,0.12565255165100098,9,9,0,1.0,True,,True
154,80.0,37.49490932254601,2,4,1,4.0,12.0,0,0.0,finite_difference,60,60,100.0,0.39495183899998665,9,3,6,0.3333333333333333,False,integration error: model derivative became non-finite,True
155,80.0,37.49490932254601,2,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,60,60,100.0,0.3926972523331642,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
156,80.0,37.49490932254601,2,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,60,60,100.0,0.3837962504476309,9,0,9,0.0,False,integration error: model derivative became non-finite,True
157,80.0,37.49490932254601,2,4,2,8.0,24.0,0,0.0,finite_difference,60,60,100.0,0.3725079149007797,9,9,0,1.0,True,,True
158,80.0,37.49490932254601,2,4,2,8.0,24.0,5,20.0,smoothed_finite_difference_savgol_order_3,60,60,100.0,0.38388708233833313,9,9,0,1.0,True,,True
159,80.0,37.49490932254601,2,4,2,8.0,24.0,9,36.0,smoothed_finite_difference_savgol_order_3,60,60,100.0,0.3889235835522413,9,9,0,1.0,True,,True
160,80.0,37.49490932254601,2,4,5,20.0,60.0,0,0.0,finite_difference,60,60,100.0,0.3708712663501501,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
161,80.0,37.49490932254601,2,4,5,20.0,60.0,5,20.0,smoothed_finite_difference_savgol_order_3,60,60,100.0,0.3819329869002104,9,4,5,0.4444444444444444,False,integration error: model derivative became non-finite,True
162,80.0,37.49490932254601,2,4,5,20.0,60.0,9,36.0,smoothed_finite_difference_savgol_order_3,60,60,100.0,0.38176011852920055,9,8,1,0.8888888888888888,False,integration error: model derivative became non-finite,True
163,80.0,37.49490932254601,2,6,1,4.0,20.0,0,0.0,finite_difference,168,168,100.0,1.1561833024024963,9,9,0,1.0,True,,True
164,80.0,37.49490932254601,2,6,1,4.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,167,168,99.4047619047619,1.2998231556266546,9,7,2,0.7777777777777778,False,integration error: model derivative became non-finite,True
165,80.0,37.49490932254601,2,6,1,4.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,165,168,98.21428571428571,1.2572620883584023,9,9,0,1.0,True,,True
166,80.0,37.49490932254601,2,6,2,8.0,40.0,0,0.0,finite_difference,168,168,100.0,1.0473674684762955,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
167,80.0,37.49490932254601,2,6,2,8.0,40.0,5,20.0,smoothed_finite_difference_savgol_order_3,166,168,98.80952380952381,1.164592208340764,9,2,7,0.2222222222222222,False,integration error: model derivative became non-finite,True
168,80.0,37.49490932254601,2,6,2,8.0,40.0,9,36.0,smoothed_finite_difference_savgol_order_3,167,168,99.4047619047619,1.1647533681243658,9,9,0,1.0,True,,True
169,80.0,37.49490932254601,2,6,5,20.0,100.0,0,0.0,finite_difference,168,168,100.0,0.9872565362602472,9,9,0,1.0,True,,True
170,80.0,37.49490932254601,2,6,5,20.0,100.0,5,20.0,smoothed_finite_difference_savgol_order_3,167,168,99.4047619047619,1.1432444602251053,9,9,0,1.0,True,,True
171,80.0,37.49490932254601,2,6,5,20.0,100.0,9,36.0,smoothed_finite_difference_savgol_order_3,165,168,98.21428571428571,1.1628363020718098,9,7,2,0.7777777777777778,False,integration error: model derivative became non-finite,True
172,80.0,37.49490932254601,2,8,1,4.0,28.0,0,0.0,finite_difference,358,360,99.44444444444444,3.1972403414547443,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
173,80.0,37.49490932254601,2,8,1,4.0,28.0,5,20.0,smoothed_finite_difference_savgol_order_3,358,360,99.44444444444444,3.2425564099103212,9,0,9,0.0,False,integration error: model derivative became non-finite,True
174,80.0,37.49490932254601,2,8,1,4.0,28.0,9,36.0,smoothed_finite_difference_savgol_order_3,359,360,99.72222222222223,3.276664223521948,9,0,9,0.0,False,integration error: model derivative became non-finite,True
175,80.0,37.49490932254601,2,8,2,8.0,56.0,0,0.0,finite_difference,357,360,99.16666666666667,3.187242740765214,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
176,80.0,37.49490932254601,2,8,2,8.0,56.0,5,20.0,smoothed_finite_difference_savgol_order_3,356,360,98.88888888888889,3.246836632490158,9,0,9,0.0,False,integration error: model derivative became non-finite,True
177,80.0,37.49490932254601,2,8,2,8.0,56.0,9,36.0,smoothed_finite_difference_savgol_order_3,356,360,98.88888888888889,3.2387343421578407,9,0,9,0.0,False,integration error: model derivative became non-finite,True
178,80.0,37.49490932254601,2,8,5,20.0,140.0,0,0.0,finite_difference,357,360,99.16666666666667,3.1560990754514933,9,9,0,1.0,True,,True
179,80.0,37.49490932254601,2,8,5,20.0,140.0,5,20.0,smoothed_finite_difference_savgol_order_3,357,360,99.16666666666667,3.2204343043267727,9,8,1,0.8888888888888888,False,integration error: model derivative became non-finite,True
180,80.0,37.49490932254601,2,8,5,20.0,140.0,9,36.0,smoothed_finite_difference_savgol_order_3,357,360,99.16666666666667,3.1462570540606976,9,3,6,0.3333333333333333,False,integration error: model derivative became non-finite,True
181,80.0,37.49490932254601,3,2,1,4.0,4.0,0,0.0,finite_difference,20,20,100.0,0.7239759992808104,9,9,0,1.0,True,,True
182,80.0,37.49490932254601,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.19904598407447338,9,9,0,1.0,True,,True
183,80.0,37.49490932254601,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.19229284673929214,9,9,0,1.0,True,,True
184,80.0,37.49490932254601,3,2,2,8.0,8.0,0,0.0,finite_difference,20,20,100.0,0.18111191876232624,9,9,0,1.0,True,,True
185,80.0,37.49490932254601,3,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.1876095775514841,9,9,0,1.0,True,,True
186,80.0,37.49490932254601,3,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.1724882684648037,9,9,0,1.0,True,,True
187,80.0,37.49490932254601,3,2,5,20.0,20.0,0,0.0,finite_difference,19,20,95.0,0.17738568782806396,9,9,0,1.0,True,,True
188,80.0,37.49490932254601,3,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.16971154510974884,9,9,0,1.0,True,,True
189,80.0,37.49490932254601,3,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.1714020874351263,9,9,0,1.0,True,,True
190,80.0,37.49490932254601,3,4,1,4.0,12.0,0,0.0,finite_difference,139,140,99.28571428571429,1.292641481384635,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
191,80.0,37.49490932254601,3,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,139,140,99.28571428571429,1.246170960366726,9,4,5,0.4444444444444444,False,integration error: model derivative became non-finite,True
192,80.0,37.49490932254601,3,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,140,140,100.0,1.080340938642621,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
193,80.0,37.49490932254601,3,4,2,8.0,24.0,0,0.0,finite_difference,139,140,99.28571428571429,1.223732303828001,9,9,0,1.0,True,,True
194,80.0,37.49490932254601,3,4,2,8.0,24.0,5,20.0,smoothed_finite_difference_savgol_order_3,139,140,99.28571428571429,1.2406122628599405,9,3,6,0.3333333333333333,False,integration error: model derivative became non-finite,True
195,80.0,37.49490932254601,3,4,2,8.0,24.0,9,36.0,smoothed_finite_difference_savgol_order_3,140,140,100.0,1.0792764369398355,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
196,80.0,37.49490932254601,3,4,5,20.0,60.0,0,0.0,finite_difference,140,140,100.0,1.085623623803258,9,0,9,0.0,False,integration error: model derivative became non-finite,True
197,80.0,37.49490932254601,3,4,5,20.0,60.0,5,20.0,smoothed_finite_difference_savgol_order_3,140,140,100.0,1.119499871507287,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
198,80.0,37.49490932254601,3,4,5,20.0,60.0,9,36.0,smoothed_finite_difference_savgol_order_3,139,140,99.28571428571429,1.2485207058489323,9,4,5,0.4444444444444444,False,integration error: model derivative became non-finite,True
199,80.0,37.49490932254601,3,6,1,4.0,20.0,0,0.0,finite_difference,500,504,99.2063492063492,7.0842930022627115,9,9,0,1.0,True,,True
200,80.0,37.49490932254601,3,6,1,4.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,499,504,99.0079365079365,7.094251165166497,9,8,1,0.8888888888888888,False,integration error: model derivative became non-finite,True
201,80.0,37.49490932254601,3,6,1,4.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,500,504,99.2063492063492,6.978194184601307,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
202,80.0,37.49490932254601,3,6,2,8.0,40.0,0,0.0,finite_difference,502,504,99.60317460317461,7.012348782271147,9,9,0,1.0,True,,True
203,80.0,37.49490932254601,3,6,2,8.0,40.0,5,20.0,smoothed_finite_difference_savgol_order_3,500,504,99.2063492063492,7.0568944830447435,9,9,0,1.0,True,,True
204,80.0,37.49490932254601,3,6,2,8.0,40.0,9,36.0,smoothed_finite_difference_savgol_order_3,504,504,100.0,6.4121344070881605,9,2,7,0.2222222222222222,False,integration error: model derivative became non-finite,True
205,80.0,37.49490932254601,3,6,5,20.0,100.0,0,0.0,finite_difference,501,504,99.4047619047619,6.944861525669694,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
206,80.0,37.49490932254601,3,6,5,20.0,100.0,5,20.0,smoothed_finite_difference_savgol_order_3,503,504,99.8015873015873,7.0015844237059355,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
207,80.0,37.49490932254601,3,6,5,20.0,100.0,9,36.0,smoothed_finite_difference_savgol_order_3,500,504,99.2063492063492,6.890602355822921,9,2,7,0.2222222222222222,False,integration error: model derivative became non-finite,True
208,80.0,37.49490932254601,3,8,1,4.0,28.0,0,0.0,finite_difference,1312,1320,99.39393939393939,20.05466728657484,9,0,9,0.0,False,integration error: model derivative became non-finite,True
209,80.0,37.49490932254601,3,8,1,4.0,28.0,5,20.0,smoothed_finite_difference_savgol_order_3,1311,1320,99.31818181818181,17.568105220794678,9,2,7,0.2222222222222222,False,integration error: model derivative became non-finite,True
210,80.0,37.49490932254601,3,8,1,4.0,28.0,9,36.0,smoothed_finite_difference_savgol_order_3,1311,1320,99.31818181818181,17.624934818595648,9,0,9,0.0,False,integration error: model derivative became non-finite,True
211,80.0,37.49490932254601,3,8,2,8.0,56.0,0,0.0,finite_difference,1310,1320,99.24242424242425,17.49830542318523,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
212,80.0,37.49490932254601,3,8,2,8.0,56.0,5,20.0,smoothed_finite_difference_savgol_order_3,1308,1320,99.0909090909091,17.464906683191657,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
213,80.0,37.49490932254601,3,8,2,8.0,56.0,9,36.0,smoothed_finite_difference_savgol_order_3,1308,1320,99.0909090909091,17.933061085641384,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
214,80.0,37.49490932254601,3,8,5,20.0,140.0,0,0.0,finite_difference,1307,1320,99.01515151515152,20.152506122365594,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
215,80.0,37.49490932254601,3,8,5,20.0,140.0,5,20.0,smoothed_finite_difference_savgol_order_3,1307,1320,99.01515151515152,17.66018862463534,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
216,80.0,37.49490932254601,3,8,5,20.0,140.0,9,36.0,smoothed_finite_difference_savgol_order_3,1306,1320,98.93939393939394,17.40615568868816,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
