lowpass_hz,degree,n_delays,delay_samples,configuration_smooth_0,configuration_smooth_5,configuration_smooth_9,coefficient_count,max_variance,max_standard_deviation,max_variance_equation_index,max_variance_feature_index,max_variance_feature_name,mean_coefficient_at_max_variance,mean_elementwise_variance,relative_rms_variability,mean_pairwise_cosine_similarity,minimum_pairwise_cosine_similarity
80.0,1,2,1,109,110,111,6,194.40305802293233,13.94284970954404,0,1,x0,213.34686941958344,117.64440698013915,0.061151367581401404,0.9999749265288033,0.9999511099440471
80.0,1,2,2,112,113,114,6,93.45165526817816,9.667039633113033,0,1,x0,92.54370940694155,55.10223176376733,0.09186032833930549,0.9998043670256137,0.9996293384602957
80.0,1,2,5,115,116,117,6,5.894598359653393,2.427879395615316,1,1,x0,34.312862558361246,3.2931409635266213,0.07931050168408767,0.9997239204205601,0.9995264710269405
80.0,1,4,1,118,119,120,20,4491.7124133822645,67.02023883411835,0,2,x1,-462.2710480256889,697.8006487951803,0.1340708834736692,0.9965464246296135,0.9942656229238384
80.0,1,4,2,121,122,123,20,2010.740244239074,44.84127835197246,0,2,x1,-158.98684709301676,378.6831585216359,0.2643334921460281,0.9667127582116488,0.9356563784531765
80.0,1,4,5,124,125,126,20,16.813972741566754,4.100484452057678,0,2,x1,-42.14300403058015,4.038208589045731,0.09214417848979066,0.9978040984671023,0.9964335928615441
80.0,1,6,1,127,128,129,42,17803.56762853426,133.43001022459026,5,4,x3,-554.8972572204412,2218.903855846567,0.19882202994452602,0.9920937953222803,0.987517955640992
80.0,1,6,2,130,131,132,42,1866.3734907989558,43.201545004767546,5,5,x4,157.89866440152787,182.30174169087203,0.2288149235865609,0.958026406374361,0.9332657356623023
80.0,1,6,5,133,134,135,42,17.946650165108178,4.236348683136007,0,2,x1,-42.3395999066183,3.329676972015617,0.09508538177850591,0.9975838084654384,0.9960987532210743
80.0,1,8,1,136,137,138,72,60264.40125022183,245.48808779698828,0,4,x3,-800.9956829865747,5607.950979151284,0.2706576290448326,0.9835477969769048,0.9794839230029804
80.0,1,8,2,139,140,141,72,2366.9279233943457,48.65108347605781,7,7,x6,161.70701080424107,234.12346752576863,0.29864784697694174,0.9161173033233964,0.8784907635099226
80.0,1,8,5,142,143,144,72,18.18954159730208,4.264919881697907,0,2,x1,-42.39133076882899,2.6990911583498556,0.0956003062586949,0.9976019314224458,0.9961330610833127
80.0,2,2,1,145,146,147,12,195.22358939385603,13.972243534731852,1,2,x1,-213.5507865607536,69.61723552093643,0.066171085130768,0.9985722221388734,0.9972834772167479
80.0,2,2,2,148,149,150,12,190.75916584874562,13.811559138951171,0,0,1,-53.9104940610444,45.526651090912054,0.11217159390385106,0.9874730282248562,0.9766982894371179
80.0,2,2,5,151,152,153,12,181.6338707454688,13.477161078857401,1,0,1,-10.471492142930373,17.217626576935256,0.18192384101542275,0.9522897305271937,0.9232824948929653
80.0,2,4,1,154,155,156,60,4406.057845895269,66.37814283252635,0,2,x1,-460.3019879620335,238.73054829228832,0.1360756801373087,0.9945355975845303,0.9904048601785617
80.0,2,4,2,157,158,159,60,2012.356944030993,44.859301644486095,0,2,x1,-157.72579884831566,154.3503853051834,0.2773876362390646,0.92906293940724,0.8634516683305524
80.0,2,4,5,160,161,162,60,345.531933592393,18.588489276764612,2,0,1,-28.03692414371041,14.785772974009392,0.24390478279270195,0.9164976780543173,0.8629025994420317
80.0,2,6,1,163,164,165,168,17667.85346785287,132.92047798534608,5,4,x3,-552.2665993647041,572.539144469252,0.20235914139925143,0.9899782699025866,0.9838305263369259
80.0,2,6,2,166,167,168,168,1849.212480977442,43.00247063806267,5,5,x4,156.27202323591277,58.115910364303005,0.2490030029727721,0.9301128575536826,0.8800104571202959
80.0,2,6,5,169,170,171,168,397.87371231502124,19.94677197731556,4,0,1,-28.97013578412016,8.403866953162028,0.2590976100235827,0.9058946536147413,0.8440530136611218
80.0,2,8,1,172,173,174,360,59703.494339983336,244.34298504353126,0,4,x3,-796.7768126272127,1249.4323618425979,0.2864649910258044,0.9735378442867463,0.9675850668924584
80.0,2,8,2,175,176,177,360,2385.230848426682,48.838825215464404,7,7,x6,160.38415604133436,52.959153005780195,0.30823904960382004,0.8961105601870015,0.83892025833842
80.0,2,8,5,178,179,180,360,384.256634606867,19.602465013535085,6,0,1,-29.041195106737987,5.934374276474954,0.2722117358246149,0.8966783949734521,0.828173589503399
80.0,3,2,1,181,182,183,20,204.62551032553324,14.304737338571906,0,1,x0,213.7415724690509,41.471719245726334,0.06599152288484829,0.999124497346477,0.9983166490533374
80.0,3,2,2,184,185,186,20,137.32191619007526,11.718443420099584,0,0,1,-34.312550262969104,24.237765480089973,0.10866175976677073,0.9917524680478037,0.9844936719669719
80.0,3,2,5,187,188,189,20,177.63185136938293,13.327859969604383,1,0,1,-38.14384852487262,13.016801912008603,0.21737416310692467,0.935426872729435,0.8946486430072714
80.0,3,4,1,190,191,192,140,4597.410363190947,67.80420608775643,3,3,x2,459.0771999722008,103.12751225789985,0.136864465053718,0.9955375771810768,0.9924420460338476
80.0,3,4,2,193,194,195,140,2183.2852149050527,46.72563766183457,3,3,x2,156.7856505099426,67.22574205012508,0.2839249015986456,0.9338150074984574,0.8728825490154211
80.0,3,4,5,196,197,198,140,302.5221650407237,17.39316431937339,2,0,1,-25.352133928783203,5.9736789580588345,0.2470327733348328,0.9143564580210305,0.8580333638749015
80.0,3,6,1,199,200,201,504,17859.54145295314,133.63959537858958,0,3,x2,553.3804623883822,192.3072200314247,0.20358968280191303,0.9898758027255775,0.9842856166319315
80.0,3,6,2,202,203,204,504,1967.2051662482672,44.353186652688976,5,5,x4,155.3721836977079,18.96985251265153,0.2481471051833089,0.9341472922261068,0.8884761588121072
80.0,3,6,5,205,206,207,504,357.728630341612,18.913715402892475,4,0,1,-24.99936795434925,2.902052114593351,0.27363048519155075,0.895769213605954,0.8266564420359128
80.0,3,8,1,208,209,210,1320,61335.08504735271,247.65921151322578,0,4,x3,-795.7590182922519,334.01671321018705,0.286163858422015,0.9761985857119649,0.9701316661755626
80.0,3,8,2,211,212,213,1320,2555.185932865393,50.54884699837765,7,7,x6,159.63502122784962,15.216090972849399,0.31599587358242176,0.894696701991358,0.8382412203318148
80.0,3,8,5,214,215,216,1320,428.2138586736058,20.693328844668898,6,0,1,-28.27548112491388,1.6480274787154148,0.28305912166415953,0.8887552379503655,0.8147141383284711
