configuration_index,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
72,312,failed,integration error: model derivative became non-finite,14.056000000000001,2.9933893134991463,95.38627131655812,23078,0,,0,,
72,620,failed,integration error: model derivative became non-finite,14.056000000000001,7.759654376635587,153.91842951253057,36851,0,,0,,
72,622,failed,integration error: model derivative became non-finite,14.056000000000001,4.514125372641711,119.84398061595857,28792,0,,0,,
72,778,failed,integration error: model derivative became non-finite,14.056000000000001,6.7862781182627545,135.1255213599652,32523,0,,0,,
72,1088,failed,integration error: model derivative became non-finite,14.06,4.050233432265274,111.19674956798553,26771,0,,0,,
72,1244,failed,integration error: model derivative became non-finite,13.948,3.1419940320404844,93.51188823953271,22499,0,,0,,
73,2,success,,14.192,14.192,44.038970907218754,33448,3549,68.75042008485643,3549,78.48042139697515,78.47779481350754
73,3,success,,14.192,14.192,40.58871830441058,31394,3549,56.39358404251601,3549,63.55671951366162,63.52870383800165
73,4,success,,14.084,14.084,31.258574785664678,23839,3522,14.741507430505749,3522,30.553984717603612,30.546274593633232
73,312,success,,14.192,14.192,35.2116209147498,29047,3549,42.30370299477644,3549,52.85980966118272,52.852862632601706
73,620,success,,14.192,14.192,33.46359243616462,24728,3549,16.126038653303684,3549,43.38116927945379,43.37759480590962
73,622,success,,14.192,14.192,42.25663542281836,32531,3549,62.59966831015079,3549,70.70379927201373,70.70290559631623
73,778,success,,14.192,14.192,37.26068025175482,30220,3549,49.29400526404716,3549,60.70571853891832,60.70683167441592
73,1088,success,,14.196,14.196,43.02865814138204,33348,3550,66.45653648321738,3550,80.18192439346349,80.18312079367891
73,1244,success,,14.084,14.084,40.51827399805188,31581,3522,56.40317994774824,3522,67.01568496176145,67.01445276045295
74,2,success,,14.192,14.192,34.276677928864956,33481,3549,69.30560717135995,3549,79.51484310758892,79.52019677561341
74,3,success,,14.192,14.192,32.22525078617036,31548,3549,56.61750719392692,3549,64.25258885172106,64.2537842673144
74,4,success,,14.084,14.084,24.213639618828893,23487,3522,14.400254120728325,3522,31.41165952690878,31.410772176676517
74,312,success,,14.192,14.192,29.67367254383862,28988,3549,41.89457716512371,3549,55.04221208910223,55.046580725953355
74,620,success,,14.192,14.192,24.63801720738411,23696,3549,15.75348264245976,3549,43.031169261983344,43.033273790558745
74,622,success,,14.192,14.192,33.169157080352306,32304,3549,63.08567325549208,3549,73.78817680140854,73.77661129040357
74,778,success,,14.192,14.192,30.813366914168,30120,3549,49.0910808636906,3549,59.60746822096706,59.589736055826314
74,1088,success,,14.196,14.196,34.15500799193978,33195,3550,67.0912739472877,3550,81.25944616113844,81.24519612280665
74,1244,success,,14.084,14.084,31.88227618485689,31160,3522,56.61378906053214,3522,67.00714333798359,66.97854301720035
75,2,success,,14.192,14.192,35.553332295268774,32846,3549,80.38478378901421,3549,90.56889122601149,90.5450555568365
75,3,success,,14.192,14.192,33.25901601091027,30846,3549,63.68058868172439,3549,69.03073801123917,69.02075903270418
75,4,success,,14.084,14.084,23.731452682986856,22343,3522,11.701630129475351,3522,29.47668147601824,29.470726150474544
75,312,success,,14.192,14.192,30.224832098931074,27588,3549,38.15287346464519,3549,53.04345795928039,53.02017659753399
75,620,success,,14.192,14.192,25.312245793640614,23032,3549,12.663765691357908,3549,41.626744216380345,41.62555281589389
