3.771436,-16.787388,4.323349,-0.76797825,2.0296218,-4.2782407,16.374498,-9.5622826,11.849346,-4.1405969,4.0040035,-16.039993,17.628073,1.4937128,0.73459923,-3.0921946,-0.19719684,-7.9010987,-14.208079,11.716542
-12.806908,15.420776,-12.842788,4.1865387,-8.2366123,1.3763068,9.8652277,-13.324224,-0.22876601,-2.7412596,-4.8539538,10.533108,-0.5122391,-2.5546758,5.3564639,-4.1725974,-19.758926,5.2011647,-6.0678868,9.3073349
-3.9345527,0.16180436,0.27096891,5.7088051,21.149811,-11.379094,-11.610909,-14.539863,6.3229461,8.9288054,-11.107725,3.056494,2.1722786,12.602808,13.48182,-9.343689,-25.458916,-12.117728,11.03078,-9.3206844
9.8700619,1.4997978,1.6795589,-6.7253752,-1.5552608,-0.60248107,-7.2698731,8.4091187,-9.7667799,-15.258195,17.919785,-1.4037504,6.1614194,6.2226963,5.3662772,-22.136772,4.045126,4.0908108,9.6458426,14.059123
-0.11053926,-19.805868,-3.9544017,13.54993,-12.664195,-4.3903441,-11.356669,-7.4898443,5.5274482,-0.98745972,9.2213364,0.16806169,7.0552363,18.072821,10.41605,0.56289446,-15.131291,-20.682158,-17.036188,-3.8554296
8.4852686,2.8011324,-8.635931,3.3713479,-14.550941,-10.810517,-3.264575,7.1332464,-17.661297,-1.2701277,-5.7378135,-1.4932975,-6.0190315,7.5036688,-14.739527,-10.407937,-5.7676773,0.50082612,8.1806889,-5.7721481
13.004215,11.42889,6.6454964,9.8844824,8.073411,-4.5327544,20.293171,5.6940293,-4.3587437,-2.5169871,-4.3971748,9.1870794,-4.1292191,7.9702768,-2.6619732,17.245726,2.8106604,-0.23051248,3.4961669,9.3549728
-6.9523406,8.3780603,-7.8022842,-3.2166679,-10.483073,-4.4707904,8.3098526,-7.5432563,5.9930568,-14.756562,11.066811,20.750481,-1.4677182,17.445337,7.9476867,-3.503516,6.946744,4.6491432,-17.924669,15.791761
0.38342077,-3.2948046,4.7027874,-0.87953258,7.5667233,-27.450161,4.0917349,0.98575014,-4.9597597,-10.676134,6.0788007,3.2731571,1.9331253,-4.5331793,-3.0955508,-9.193552,-12.518234,3.8708117,9.5118408,-18.15176
-0.86282188,-5.4523005,-4.2965779,-2.153903,-9.4239683,15.391022,-11.571887,-16.785156,-8.2472029,7.0467849,15.214785,1.39218,-12.779831,-12.790236,-13.36966,-0.6875217,20.275465,10.542565,-13.279642,4.3829999
22.310232,-4.3210268,1.9336751,5.1493773,-0.10088965,25.933723,-8.6225471,-3.68664,-25.255312,-5.8565488,-2.0021467,1.7032409,2.8151331,-1.311451,2.9636636,10.882811,-2.4565156,-10.149474,6.1459322,7.3525906
3.1523054,11.183881,2.0709379,4.7318482,10.418454,2.9757049,-8.4849472,-7.0866804,12.476145,6.1330824,-3.806792,0.33565727,-7.4344325,-10.563109,10.999043,-15.76604,3.1891124,4.9800658,-18.808516,-1.2950056
1.3081089,-4.9539509,-7.3521132,26.230131,-0.16049191,-11.903034,4.3318663,-0.41542101,-11.526616,-17.737858,5.7341509,-0.4922452,-23.614811,2.5296476,1.7774632,-9.5843477,-2.6729944,-14.776605,2.8378606,-6.6446757
6.3801231,5.4478331,-4.3025141,2.9998531,-0.65739548,12.985401,7.2615623,14.886109,12.618946,-1.6135474,-7.2736835,-11.51893,-5.5615139,-2.3098512,-21.042652,25.161156,4.9756856,5.3859096,-3.0298154,-3.1328161
6.9354677,23.053928,-4.9436293,1.4680775,-11.174101,14.181681,22.322561,1.7262359,-4.9197555,-12.562184,-10.710843,15.92942,-14.489906,-10.101866,4.328454,-9.7915831,-13.766132,-0.86659324,-6.7201052,-4.9909821
-1.4372159,-4.337534,5.3423729,-23.963993,9.2656374,-3.2007575,15.043906,9.8486223,-17.087177,-21.821758,-7.8514876,1.3067954,-2.7138467,6.9728189,10.862572,11.242404,-5.0420055,-9.664464,0.98774773,-1.3510158
5.6301293,6.1366343,4.8843341,7.0703955,3.637521,15.71634,-0.33244354,-11.27265,1.7821789,9.0994396,-13.516788,-2.9687939,-7.5703688,-11.946651,3.3323305,-29.771154,6.8580203,-2.135083,1.2177349,4.0948739
15.677463,-4.1941242,14.584497,17.32617,18.426613,5.7397203,-7.1377859,4.3608942,-3.0468395,-1.0350214,11.886288,-2.1786528,-15.004148,-28.920259,9.5991793,-7.4481568,-3.9339421,22.592169,-2.5733712,14.670835
3.492305,-14.482292,7.8314395,-5.1404982,7.9027925,12.805591,11.481498,-5.9474034,-1.1148309,4.3355513,-4.3457317,-15.869259,-14.017331,3.6029706,6.0332923,1.1774578,12.277751,-9.704566,21.045095,-0.67371708
17.810616,9.9751606,-17.055119,10.266647,8.8973169,6.5259004,1.9923398,15.651616,-24.707432,-1.9347687,-20.089813,-15.488481,-5.5650625,14.907749,-17.649557,-21.728868,-22.401733,4.727283,7.5197005,-20.412668
2.1047299,0.2306501,-2.3074253,-9.6509848,4.9614286,7.6634827,-1.9696714,7.7654667,-2.7253253,5.0301447,8.0980186,-21.806421,1.2331557,23.705267,16.647814,-4.4608598,11.393765,9.4252472,-2.427357,-17.63913
