configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,n_test_trials,trajectory_rmse_alpha_0p05,trajectory_rmse_alpha_0p0,trajectory_rmse_delta,x0_correlation_alpha_0p05,x0_correlation_alpha_0p0,x0_correlation_delta,max_amplitude_ratio_alpha_0p05,max_amplitude_ratio_alpha_0p0,max_amplitude_ratio_delta,collapse_std_ratio_alpha_0p05,collapse_std_ratio_alpha_0p0,collapse_std_ratio_delta,psd_similarity_alpha_0p05,psd_similarity_alpha_0p0,psd_similarity_delta,distribution_ks_alpha_0p05,distribution_ks_alpha_0p0,distribution_ks_delta
173,2,80.0,8,1,5,9,1.9836472538044652,1.2179171788481307,-0.7657300749563345,0.02927565486940144,-0.04309749591246432,-0.07237315078186576,1.896251133518173,0.6142161955507552,-1.2820349379674179,2.104227630610968,1.1070622816513365,-0.9971653489596317,0.17476119486909406,0.29313756552676185,0.11837637065766779,0.18762475049900199,0.10778443113772455,-0.07984031936127743
