configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
55,2,35.0,6,1,0,0.05,4,True,,2.0,0.7316244122543968,0.05337846951761796,0.42369527044858624,0.5517031165440445,-0.009664903310327096,0.1217564870259481
55,2,35.0,6,1,0,0.0,4,True,,2.0,0.839436623058749,0.08576341950802815,0.567521201619823,1.0340563320172698,-0.009617099997770601,0.11776447105788423
55,2,35.0,6,1,0,0.05,1088,True,,2.0,1.6680038083081303,-0.017243284585807015,0.7503286521145445,1.0243718358813092,0.16055623429802876,0.1217564870259481
55,2,35.0,6,1,0,0.0,1088,True,,2.0,2.2928028304320605,-0.03288842147260033,1.104369439180295,2.0230377111934774,0.16379851956926847,0.249500998003992
55,2,35.0,6,1,0,0.05,622,True,,2.0,1.1003059642193198,0.09632317451577088,0.5863650490162678,0.5062015438692348,0.07061287263852152,0.15768463073852296
55,2,35.0,6,1,0,0.0,622,True,,2.0,1.2653748360931696,0.10327048785843726,0.7206894395209885,0.9289398663409539,0.07688389820424306,0.16167664670658682
55,2,35.0,6,1,0,0.05,620,True,,2.0,1.0464133598088445,-0.007974639107881107,0.36893358806081933,0.4073499742007372,0.09103739625674338,0.3153692614770459
55,2,35.0,6,1,0,0.0,620,True,,2.0,1.1541622393453002,0.01395578951427363,0.544480811666294,0.7759223327678711,0.09721731951301398,0.18562874251497005
55,2,35.0,6,1,0,0.05,2,True,,2.0,1.599835343226563,0.07596425498875985,0.941685700387658,0.8711808607906809,0.0257532043518444,0.04590818363273453
55,2,35.0,6,1,0,0.0,2,True,,2.0,2.1099679416352455,0.050958912427577684,1.3999797960800058,1.6759508444655715,0.0268878081410487,0.21157684630738524
55,2,35.0,6,1,0,0.05,3,True,,2.0,1.030064508476615,0.1752818042431932,0.8697668075842856,1.3506983809822513,0.16279649314547115,0.20758483033932135
55,2,35.0,6,1,0,0.0,3,True,,2.0,1.4516971720731435,0.20918311988903068,1.2178390533473054,2.637602196760813,0.15764550720477308,0.29740518962075846
55,2,35.0,6,1,0,0.05,1244,True,,2.0,2.2357428363662772,0.12057468731546657,1.060557296504262,1.9262530338293717,0.49969034691436554,0.32335329341317365
55,2,35.0,6,1,0,0.0,1244,True,,2.0,3.3871034492293366,0.15494705517738513,1.6657274287097368,3.9540533306846384,0.500539163347517,0.3812375249500998
55,2,35.0,6,1,0,0.05,778,True,,2.0,1.3846606775237404,0.01873896351339536,0.9916211255639189,1.1516072944538027,0.09498678598285548,0.16766467065868262
55,2,35.0,6,1,0,0.0,778,True,,2.0,1.8881023400167072,0.030959455025416114,1.4331504318588704,2.25147060453605,0.0901462563158033,0.25149700598802394
55,2,35.0,6,1,0,0.05,312,True,,2.0,0.9097485213587746,0.0842302317262281,0.43992948596809844,0.4633062164065953,0.3085020485412101,0.16167664670658682
55,2,35.0,6,1,0,0.0,312,True,,2.0,1.0365264875632776,0.059773405178316655,0.6036800342102813,0.8687726573038514,0.3132667044479757,0.07584830339321358
