configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
65,2,35.0,8,1,5,0.05,4,False,integration error: simulation exceeded 60 wall-clock seconds,1.2423839358982511,nan,nan,nan,nan,nan,nan
65,2,35.0,8,1,5,0.0,4,True,,2.0,1.5522892698343822,-0.09863858564398852,1.5694654654235827,2.4699658205408674,0.062482633214414794,0.3313373253493014
65,2,35.0,8,1,5,0.05,1088,False,integration error: simulation exceeded 60 wall-clock seconds,0.8122590642288215,nan,nan,nan,nan,nan,nan
65,2,35.0,8,1,5,0.0,1088,True,,2.0,3.004615774652443,-0.05270176831524115,2.270577202765685,2.99577010830098,0.16006300025600914,0.31736526946107785
65,2,35.0,8,1,5,0.05,622,False,integration error: simulation exceeded 60 wall-clock seconds,1.086007281888215,nan,nan,nan,nan,nan,nan
65,2,35.0,8,1,5,0.0,622,True,,2.0,2.2996285280330064,0.10259391195775397,2.0484722204512,2.6712438890151384,0.0716727737969067,0.2375249500998004
65,2,35.0,8,1,5,0.05,620,True,,2.0,2.0869033142066944,-0.04802989457424984,3.2549869677855012,2.7283412142946752,0.2167929860649177,0.13572854291417166
65,2,35.0,8,1,5,0.0,620,True,,2.0,0.98020664382896,0.03824857628300548,0.28295029254910414,0.3593024529307495,0.22180913262290625,0.40718562874251496
65,2,35.0,8,1,5,0.05,2,False,integration error: simulation exceeded 60 wall-clock seconds,0.6113538194536619,nan,nan,nan,nan,nan,nan
65,2,35.0,8,1,5,0.0,2,True,,2.0,4.054501400549179,-0.012388451114771161,5.574728778834945,3.8384319962688993,0.02950540663130946,0.38323353293413176
65,2,35.0,8,1,5,0.05,3,False,integration error: simulation exceeded 60 wall-clock seconds,0.5459376623616592,nan,nan,nan,nan,nan,nan
65,2,35.0,8,1,5,0.0,3,True,,2.0,3.7478781654213402,-0.17340739633317065,4.56879032430185,6.683204473024627,0.12066385108368922,0.4231536926147705
65,2,35.0,8,1,5,0.05,1244,False,integration error: simulation exceeded 60 wall-clock seconds,0.4913347243375478,nan,nan,nan,nan,nan,nan
65,2,35.0,8,1,5,0.0,1244,True,,2.0,4.285160797756614,0.10906815319720427,2.8849947624588532,4.390564078297253,0.4987637699247819,0.47704590818363274
65,2,35.0,8,1,5,0.05,778,False,integration error: simulation exceeded 60 wall-clock seconds,1.2725011803912276,nan,nan,nan,nan,nan,nan
65,2,35.0,8,1,5,0.0,778,True,,2.0,2.334032539771774,-0.02978267150989936,2.369347023121196,3.090707998505417,0.1707485303342613,0.3013972055888224
65,2,35.0,8,1,5,0.05,312,False,integration error: simulation exceeded 60 wall-clock seconds,1.4945015833216468,nan,nan,nan,nan,nan,nan
65,2,35.0,8,1,5,0.0,312,True,,2.0,1.3445789032061783,0.08557189730851757,0.9911248617436613,1.5783895278054019,0.24360562165508773,0.1536926147704591
