configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,n_test_trials,trajectory_rmse_alpha_0p05,trajectory_rmse_alpha_0p0,trajectory_rmse_delta,x0_correlation_alpha_0p05,x0_correlation_alpha_0p0,x0_correlation_delta,max_amplitude_ratio_alpha_0p05,max_amplitude_ratio_alpha_0p0,max_amplitude_ratio_delta,collapse_std_ratio_alpha_0p05,collapse_std_ratio_alpha_0p0,collapse_std_ratio_delta,psd_similarity_alpha_0p05,psd_similarity_alpha_0p0,psd_similarity_delta,distribution_ks_alpha_0p05,distribution_ks_alpha_0p0,distribution_ks_delta
29,1,35.0,8,1,5,9,7.837405934706251,1.793818646080573,-6.043587288625678,-0.023242414376576488,0.005642046408491854,0.02888446078506834,9.092451673919092,1.1135842836256127,-7.978867390293479,12.343690969830718,1.840236263985136,-10.50345470584558,0.17212131830559763,0.1782470490362718,0.006125730730674184,0.36216455976935014,0.2492792193390996,-0.11288534043025053
