configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
28,1,35.0,8,1,0,0.05,4,True,,2.0,1.4092909625009444,-0.08385090138547578,1.284165388593919,2.2497971794604137,0.0480463696940065,0.23353293413173654
28,1,35.0,8,1,0,0.0,4,True,,2.0,0.9860521347095867,0.0016816837994000037,0.7534507351733943,1.2090515848164332,0.050542984525737904,0.13972055888223553
28,1,35.0,8,1,0,0.05,1088,True,,2.0,2.8156649609918376,0.009207802812588761,1.7689737837417983,2.872841561080759,0.16653963975724378,0.29141716566866266
28,1,35.0,8,1,0,0.0,1088,True,,2.0,1.9070260548194482,-0.010273109600567227,0.8991402080073608,1.4466081320487538,0.1646895752166521,0.18562874251497005
28,1,35.0,8,1,0,0.05,622,True,,2.0,2.3060856304617574,-0.07099824534153432,1.884384528308346,2.518125273719592,0.0778568429913972,0.24151696606786427
28,1,35.0,8,1,0,0.0,622,True,,2.0,1.5831619384524513,-0.032993564294707234,0.8206688360523509,1.2670950357955044,0.07839986972106036,0.1437125748502994
28,1,35.0,8,1,0,0.05,620,True,,2.0,0.9879592105871904,0.07744955377547931,0.3470803759800265,0.4728195086565054,0.20324954008639257,0.3333333333333333
28,1,35.0,8,1,0,0.0,620,True,,2.0,0.9538216282487665,0.09271361015093935,0.17661584313431902,0.24472103749167184,0.20874405102646534,0.45109780439121755
28,1,35.0,8,1,0,0.05,2,True,,2.0,3.3021010073120136,0.04661767501663004,3.0336108572699256,3.2047814720999073,0.025759903661789763,0.3193612774451098
28,1,35.0,8,1,0,0.0,2,True,,2.0,2.142863047878334,0.06068312288065383,1.3813449167906442,1.6433598831087342,0.0259049749883717,0.20758483033932135
28,1,35.0,8,1,0,0.05,3,True,,2.0,3.5214986150665313,0.06983662941040975,3.4842054462204533,7.0260439886862,0.1103101586375806,0.39520958083832336
28,1,35.0,8,1,0,0.0,3,True,,2.0,2.162197423435913,0.03282827348937845,1.5850447551802458,3.51158864362519,0.11054490535024145,0.3473053892215569
28,1,35.0,8,1,0,0.05,1244,True,,2.0,4.0519504023370985,-0.0026310306951482713,2.7731198662858287,5.128929673077279,0.48429481379062256,0.42115768463073855
28,1,35.0,8,1,0,0.0,1244,True,,2.0,2.600694525253326,-0.025045751331165926,1.2655733434177074,2.61192489356256,0.4877020368708125,0.32934131736526945
28,1,35.0,8,1,0,0.05,778,True,,2.0,2.268378711233894,0.0023729603853102103,2.151485342090638,3.090252764123869,0.16932776749842102,0.25149700598802394
28,1,35.0,8,1,0,0.0,778,True,,2.0,1.504208811632973,0.013484951911594075,1.0932326232065799,1.6018484236863135,0.18091502886404054,0.18163672654690619
28,1,35.0,8,1,0,0.05,312,True,,2.0,1.4618822844411012,0.10601952851090791,1.306687404901921,1.9071556809023587,0.261609094950809,0.18163672654690619
28,1,35.0,8,1,0,0.0,312,True,,2.0,1.0447736404334977,0.1575432976933905,0.6547003550510926,0.9762066794893817,0.2563399887873772,0.08982035928143713
