configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
19,1,35.0,6,1,0,0.05,4,True,,2.0,0.7129606591217975,0.04372940757931539,0.3979435583436397,0.47594944301839526,-0.008127658499988078,0.13572854291417166
19,1,35.0,6,1,0,0.0,4,True,,2.0,0.7752670981252126,0.08617906651100454,0.4892136058805991,0.8345356180391459,-0.00959375269177372,0.0658682634730539
19,1,35.0,6,1,0,0.05,1088,True,,2.0,1.577068981396464,-0.014231707125604757,0.7274042115315493,0.8505501611915518,0.15767223862196586,0.09381237524950099
19,1,35.0,6,1,0,0.0,1088,True,,2.0,2.0601607626533336,-0.036285983875194806,0.9047916450409667,1.662632118083601,0.1603963887415065,0.21157684630738524
19,1,35.0,6,1,0,0.05,622,True,,2.0,1.1166639092067923,0.10983308057565837,0.5944236290781608,0.5782602116676824,0.07095940215424368,0.10778443113772455
19,1,35.0,6,1,0,0.0,622,True,,2.0,1.2716047570910003,0.11972016830544788,0.7472904718722083,0.9996304838576574,0.07670007404506476,0.05189620758483034
19,1,35.0,6,1,0,0.05,620,True,,2.0,1.0377369746745173,-0.040972064788648455,0.3646080754419477,0.353106714427256,0.09118868173731735,0.3193612774451098
19,1,35.0,6,1,0,0.0,620,True,,2.0,1.1060240857731671,-0.011875980160475334,0.4540725165466183,0.6372977500870897,0.09551861590088746,0.21756487025948104
19,1,35.0,6,1,0,0.05,2,True,,2.0,1.4929745276016517,0.07300146597144952,0.9110348866024368,0.7194262912949357,0.025260193807176968,0.08582834331337326
19,1,35.0,6,1,0,0.0,2,True,,2.0,1.8320426766958762,0.06447753738652504,1.1257794095865075,1.3129149523858399,0.026759218700081428,0.10778443113772455
19,1,35.0,6,1,0,0.05,3,True,,2.0,0.935339529819824,0.14483004767416796,0.7861977584979701,1.061546151914814,0.16864088185999365,0.17964071856287425
19,1,35.0,6,1,0,0.0,3,True,,2.0,1.2418215359152007,0.17408009979564854,0.9985336494105361,2.041749699758503,0.1628090670285814,0.2654690618762475
19,1,35.0,6,1,0,0.05,1244,True,,2.0,2.254657861975804,0.12353660505574975,1.1897854033733524,1.840903577229218,0.49781572650113876,0.313373253493014
19,1,35.0,6,1,0,0.0,1244,True,,2.0,3.2416278403883556,0.16363964345245616,1.4600985701330493,3.593716544542844,0.49978830939516605,0.36726546906187624
19,1,35.0,6,1,0,0.05,778,True,,2.0,1.2846112292180454,0.02341999822197866,0.9290455871888781,0.9731749685184835,0.10663729736315206,0.13972055888223553
19,1,35.0,6,1,0,0.0,778,True,,2.0,1.6726074410808702,0.01767449189001421,1.1568797380019478,1.810973126464665,0.09792641519369316,0.2215568862275449
19,1,35.0,6,1,0,0.05,312,True,,2.0,0.9114491861807613,0.08111653719868371,0.43992948596809844,0.4463105313323681,0.3037784310230067,0.17964071856287425
19,1,35.0,6,1,0,0.0,312,True,,2.0,0.9984655212462022,0.10040396681984547,0.5633833346055388,0.7964303375979169,0.30960262387327786,0.08183632734530938
