configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,n_test_trials,trajectory_rmse_alpha_0p05,trajectory_rmse_alpha_0p0,trajectory_rmse_delta,x0_correlation_alpha_0p05,x0_correlation_alpha_0p0,x0_correlation_delta,max_amplitude_ratio_alpha_0p05,max_amplitude_ratio_alpha_0p0,max_amplitude_ratio_delta,collapse_std_ratio_alpha_0p05,collapse_std_ratio_alpha_0p0,collapse_std_ratio_delta,psd_similarity_alpha_0p05,psd_similarity_alpha_0p0,psd_similarity_delta,distribution_ks_alpha_0p05,distribution_ks_alpha_0p0,distribution_ks_delta
28,1,35.0,8,1,0,9,2.458312420548041,1.6538665783182553,-0.8044458422297858,0.01711377472101862,0.03229139052210176,0.01517761580108314,2.0037458881547625,0.9588635128904106,-1.044882375264352,3.1634163446452095,1.6124893681805046,-1.550926976464705,0.17188823678536258,0.173753712816751,0.0018654760313884244,0.29651807496118876,0.23064981148813482,-0.06586826347305394
