configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,n_test_trials,trajectory_rmse_alpha_0p05,trajectory_rmse_alpha_0p0,trajectory_rmse_delta,x0_correlation_alpha_0p05,x0_correlation_alpha_0p0,x0_correlation_delta,max_amplitude_ratio_alpha_0p05,max_amplitude_ratio_alpha_0p0,max_amplitude_ratio_delta,collapse_std_ratio_alpha_0p05,collapse_std_ratio_alpha_0p0,collapse_std_ratio_delta,psd_similarity_alpha_0p05,psd_similarity_alpha_0p0,psd_similarity_delta,distribution_ks_alpha_0p05,distribution_ks_alpha_0p0,distribution_ks_delta
65,2,35.0,8,1,5,9,2.0869033142066944,2.6225435581170973,0.5356402439104029,-0.04802989457424984,-0.003492926018954395,0.044536968555295445,3.2549869677855012,2.506716770183342,-0.7482701976021593,2.7283412142946752,3.1197311494099256,0.39138993511525033,0.2167929860649177,0.17547941327992964,-0.04131357278498807,0.13572854291417166,0.33688179197161233,0.20115324905744067
