configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
64,2,35.0,8,1,0,0.05,4,True,,2.0,1.76924573895493,-0.05405829146382833,1.9718536457712765,3.0663060898261376,0.047357920652612705,0.3273453093812375
64,2,35.0,8,1,0,0.0,4,True,,2.0,1.2512164626016067,-0.08403845961176182,1.1197803620541322,1.762663269909401,0.05155240078786344,0.27944111776447106
64,2,35.0,8,1,0,0.05,1088,True,,2.0,3.4443103690050947,-0.19776190731357465,2.835520094982237,3.0813650487934914,0.1699497984596058,0.3473053892215569
64,2,35.0,8,1,0,0.0,1088,True,,2.0,2.5189305763646743,-0.013410861208364204,1.600998393670612,2.3584341615763593,0.16199528670078264,0.2874251497005988
64,2,35.0,8,1,0,0.05,622,False,integration error: simulation exceeded 60 wall-clock seconds,1.6103733086418643,nan,nan,nan,nan,nan,nan
64,2,35.0,8,1,0,0.0,622,True,,2.0,2.019282852600718,0.025244966808809076,1.4094796407362993,2.1371137843005976,0.0731848910669788,0.2055888223552894
64,2,35.0,8,1,0,0.05,620,True,,2.0,1.1292595597138269,0.04461460886304707,0.8017046374346871,0.9147164539798677,0.20478061293187072,0.21756487025948104
64,2,35.0,8,1,0,0.0,620,True,,2.0,1.00225793535538,0.05112142251463189,0.2993988930142636,0.456060684572299,0.21042848364980446,0.36327345309381237
64,2,35.0,8,1,0,0.05,2,True,,2.0,3.586515378911413,-0.02505746086095741,3.3170541102925597,2.7872328356837897,0.03190488481461234,0.3972055888223553
64,2,35.0,8,1,0,0.0,2,True,,2.0,3.0787420479691137,0.03567479694790092,2.944962367112779,2.8087282313147965,0.027179746176522118,0.3253493013972056
64,2,35.0,8,1,0,0.05,3,False,integration error: simulation exceeded 60 wall-clock seconds,1.3146255610721755,nan,nan,nan,nan,nan,nan
64,2,35.0,8,1,0,0.0,3,True,,2.0,3.166592708521914,-0.03690491641527715,3.4073522674708716,5.760693121150525,0.11393214159991828,0.38922155688622756
64,2,35.0,8,1,0,0.05,1244,False,integration error: simulation exceeded 60 wall-clock seconds,0.632914954299261,nan,nan,nan,nan,nan,nan
64,2,35.0,8,1,0,0.0,1244,False,integration error: simulation exceeded 60 wall-clock seconds,1.451170422907103,nan,nan,nan,nan,nan,nan
64,2,35.0,8,1,0,0.05,778,False,integration error: simulation exceeded 60 wall-clock seconds,1.6961561398754939,nan,nan,nan,nan,nan,nan
64,2,35.0,8,1,0,0.0,778,True,,2.0,2.1018007848320703,-0.025468068608782063,1.846981504442422,2.682908268784453,0.15633116828741508,0.2934131736526946
64,2,35.0,8,1,0,0.05,312,True,,2.0,1.7597634002149984,0.06529588446439853,1.9579529311192152,2.418116431706039,0.2590824963511059,0.2375249500998004
64,2,35.0,8,1,0,0.0,312,True,,2.0,1.2106238169990697,0.11361439577085436,0.84420734307528,1.3479170355597143,0.2528859130278589,0.12974051896207583
