n_modes,degree,threshold,explained_variance,nonzero_terms,n_completed,n_test,psd_similarity,x0_correlation,collapse_std_ratio,x0_rmse
8,1,0.0,0.8326768479845444,72,9,9,0.7619938755682487,-0.04773655254413912,0.7367085774014741,41.64075937405757
8,1,100.0,0.8326768479845444,68,9,9,0.762180805628604,-0.04776305091193414,0.7362736010279378,41.63679253276497
8,1,1000.0,0.8326768479845444,49,9,9,0.7851919814690668,-0.04950759650247799,0.770590326540312,42.23813779765093
8,1,10000.0,0.8326768479845444,32,9,9,0.7831451428980457,-0.051980349467204416,0.7764230346958128,42.35455987686911
8,2,0.0,0.8326768479845444,360,9,9,0.798474166330522,-0.0879821239620601,0.726536005158132,41.20806310234242
8,2,100.0,0.8326768479845444,344,9,9,0.7983174452157595,-0.08716547499458768,0.7295353702149975,41.24454631565233
8,2,1000.0,0.8326768479845444,275,9,9,0.7917090142960042,-0.0939671427907846,0.7281033507349206,41.35403657330438
8,2,10000.0,0.8326768479845444,47,9,9,0.8182650517480529,-0.05634840953639848,0.7502747771734378,41.99247758590318
8,3,0.0,0.8326768479845444,1320,8,9,0.7269741971700705,-0.01793751562102509,0.6809216835622793,41.35578165017398
8,3,100.0,0.8326768479845444,1281,8,9,0.7304399785373363,-0.008222731445793226,0.676300725391974,41.33665540241649
8,3,1000.0,0.8326768479845444,1030,8,9,0.7301369963584923,-0.0003811512022290735,0.6860742436361834,41.54540998424058
8,3,10000.0,0.8326768479845444,181,7,9,0.7495386622644988,0.12210808401991383,0.766277834478664,42.545408100637715
