configuration_index,lowpass_hz,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,fit_runtime_s,feature_names_json,coefficients_json,equations
11,80.0,1,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,20,0.18520224653184414,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.5042831567645868, 311.2690516331543, -472.7821559273056, 227.40918798950716, -71.00398721823048], [0.27978552835713, 124.91470062460404, 0.3509253415592248, -125.46116391452378, 0.19226727940939656], [0.5033165042647592, -0.17488152865410672, 125.40196596622356, -0.3275340799198175, -124.90595033022676], [-0.2394837042927613, 71.09835509689744, -227.68626778440967, 473.0762386591506, -311.3718269744286]]",(x0)' = -0.504 1 +  311.269 x0 + -472.782 x1 +  227.409 x2 + -71.004 x3 | (x1)' =  0.280 1 +  124.915 x0 +  0.351 x1 + -125.461 x2 +  0.192 x3 | (x2)' =  0.503 1 + -0.175 x0 +  125.402 x1 + -0.328 x2 + -124.906 x3 | (x3)' = -0.239 1 +  71.098 x0 + -227.686 x1 +  473.076 x2 + -311.372 x3
12,80.0,1,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,20,0.19336255826056004,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.002001985571517773, 358.139214126214, -538.5918759392647, 232.62893159829818, -54.16619006428978], [-0.01247753164636776, 125.94849614340949, -2.995162704330944, -121.54096473220432, -1.4283634998790318], [0.11603537503954012, 0.8683221166837454, 122.70912955997687, 2.1458251184835, -125.71666071312787], [0.12835554686275708, 54.008848265252055, -231.98934673301704, 537.5321780105654, -357.5476516932163]]",(x0)' =  0.002 1 +  358.139 x0 + -538.592 x1 +  232.629 x2 + -54.166 x3 | (x1)' = -0.012 1 +  125.948 x0 + -2.995 x1 + -121.541 x2 + -1.428 x3 | (x2)' =  0.116 1 +  0.868 x0 +  122.709 x1 +  2.146 x2 + -125.717 x3 | (x3)' =  0.128 1 +  54.009 x0 + -231.989 x1 +  537.532 x2 + -357.548 x3
13,80.0,1,4,2,8.0,24.0,0,0.0,finite_difference,success,,20,0.17341170459985733,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.41778504936781813, 86.81188371439278, -112.76248237338706, 13.379384141995711, 2.5576262261638876], [0.12380834123507263, 72.77426078874451, 4.875231571893441, -89.75777267920101, 14.770753418707782], [0.07173632503827132, -14.736859278914876, 89.69788211339014, -4.824619631656765, -72.79898781065923], [-0.43353227888656604, -2.5859285544688757, -13.33526854946521, 112.76088371945526, -86.83391810969428]]",(x0)' = -0.418 1 +  86.812 x0 + -112.762 x1 +  13.379 x2 +  2.558 x3 | (x1)' =  0.124 1 +  72.774 x0 +  4.875 x1 + -89.758 x2 +  14.771 x3 | (x2)' =  0.072 1 + -14.737 x0 +  89.698 x1 + -4.825 x2 + -72.799 x3 | (x3)' = -0.434 1 + -2.586 x0 + -13.335 x1 +  112.761 x2 + -86.834 x3
14,80.0,1,4,2,8.0,24.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,20,0.1867293193936348,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.6370076120032532, 103.8191159155319, -144.5012804680211, 39.05442514660511, -7.3647059785793125], [0.2445337359000557, 70.32142636037152, 11.465505356900293, -97.88879453103857, 19.005997892754657], [0.059344077536981836, -18.945244801612855, 97.76979678763863, -11.355527041695323, -70.3735130643553], [-0.5113321061850922, 7.31996623300445, -38.981307060451336, 144.4714570191404, -103.82112647059873]]",(x0)' = -0.637 1 +  103.819 x0 + -144.501 x1 +  39.054 x2 + -7.365 x3 | (x1)' =  0.245 1 +  70.321 x0 +  11.466 x1 + -97.889 x2 +  19.006 x3 | (x2)' =  0.059 1 + -18.945 x0 +  97.770 x1 + -11.356 x2 + -70.374 x3 | (x3)' = -0.511 1 +  7.320 x0 + -38.981 x1 +  144.471 x2 + -103.821 x3
15,80.0,1,4,2,8.0,24.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,20,0.18770422786474228,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.4244570344069024, 149.2426076394775, -219.6968194770599, 84.29349987820004, -18.08385610661542], [0.35125186762477456, 59.89471810854174, 25.40766534659564, -100.68684235267672, 16.51119790416207], [-0.2066447508440642, -16.181419289485564, 99.84710442343562, -24.42336818606514, -60.38353953971567], [-0.2248796830993919, 17.978586641583885, -83.86329213717072, 219.0540920195408, -148.89761847881422]]",(x0)' = -0.424 1 +  149.243 x0 + -219.697 x1 +  84.293 x2 + -18.084 x3 | (x1)' =  0.351 1 +  59.895 x0 +  25.408 x1 + -100.687 x2 +  16.511 x3 | (x2)' = -0.207 1 + -16.181 x0 +  99.847 x1 + -24.423 x2 + -60.384 x3 | (x3)' = -0.225 1 +  17.979 x0 + -83.863 x1 +  219.054 x2 + -148.898 x3
16,80.0,1,4,5,20.0,60.0,0,0.0,finite_difference,success,,20,0.16534831933677197,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.372723952054665, 17.13909259387483, -39.00218845217545, 9.899668152737489, 5.13216971294069], [-0.3182203697980747, 30.924341070999052, 0.7901077736041334, -35.38137690772623, 5.495958688341786], [0.4929617204646471, -5.474375363133763, 35.3781939879962, -0.7956866433816481, -30.943488709960878], [-0.5554962652437806, -5.1316359270752026, -9.963093033925164, 39.0736865212055, -17.160100672356695]]",(x0)' = -0.373 1 +  17.139 x0 + -39.002 x1 +  9.900 x2 +  5.132 x3 | (x1)' = -0.318 1 +  30.924 x0 +  0.790 x1 + -35.381 x2 +  5.496 x3 | (x2)' =  0.493 1 + -5.474 x0 +  35.378 x1 + -0.796 x2 + -30.943 x3 | (x3)' = -0.555 1 + -5.132 x0 + -9.963 x1 +  39.074 x2 + -17.160 x3
17,80.0,1,4,5,20.0,60.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,20,0.1852816715836525,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.3576115362300182, 17.543307489085763, -39.491751336135344, 10.186049818121564, 5.044235028532487], [-0.28596246083114857, 30.92780742896524, 0.8731225960971224, -35.58441079541006, 5.6253799138097405], [0.46895037545032836, -5.601043400428668, 35.576948114869296, -0.8732266412470443, -30.948477043158842], [-0.5034385186797118, -5.044561705355607, -10.250462539546234, 39.558648459440754, -17.56014523166517]]",(x0)' = -0.358 1 +  17.543 x0 + -39.492 x1 +  10.186 x2 +  5.044 x3 | (x1)' = -0.286 1 +  30.928 x0 +  0.873 x1 + -35.584 x2 +  5.625 x3 | (x2)' =  0.469 1 + -5.601 x0 +  35.577 x1 + -0.873 x2 + -30.948 x3 | (x3)' = -0.503 1 + -5.045 x0 + -10.250 x1 +  39.559 x2 + -17.560 x3
18,80.0,1,4,5,20.0,60.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,20,0.18418645299971104,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.0063829434720908355, 22.671378573069166, -47.935072302169765, 15.270769459866075, 3.1031177325295873], [-0.18224584443138656, 33.70381573840677, 1.805410737038965, -41.09673516852346, 8.017703868060856], [0.5116347094602408, -7.991381383881883, 41.10809545089167, -1.8349491264079256, -33.703616574600396], [-0.02156424177045701, -3.1190871535016336, -15.308742356329551, 47.985485394759955, -22.688139675866143]]",(x0)' = -0.006 1 +  22.671 x0 + -47.935 x1 +  15.271 x2 +  3.103 x3 | (x1)' = -0.182 1 +  33.704 x0 +  1.805 x1 + -41.097 x2 +  8.018 x3 | (x2)' =  0.512 1 + -7.991 x0 +  41.108 x1 + -1.835 x2 + -33.704 x3 | (x3)' = -0.022 1 + -3.119 x0 + -15.309 x1 +  47.985 x2 + -22.688 x3
19,80.0,1,6,1,4.0,20.0,0,0.0,finite_difference,success,,42,0.30329793132841587,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.06212130239859494, 304.18380006627274, -505.2726438571986, 367.2282733805767, -278.8365366809204, 147.80730356992336, -40.555064188986194], [0.040302526524174466, 124.9937812425683, 0.07670457480552198, -125.11268289324468, 0.01595420287763593, 0.03529909340186375, -0.011541348076504586], [-0.10132835921258153, -0.06496275514921551, 125.14433749015633, -0.06487843181316616, -125.01964829655533, -0.01346616843197421, 0.021043957836508125], [0.05079112724747824, -0.020698821871543135, 0.03687258151056332, 124.9460671245336, 0.20895828398410118, -125.28390202759613, 0.11743383809517013], [0.09742743301917306, 0.014209085811975294, -0.021244387827391634, -0.0667145724339561, 125.16691039280323, -0.11818549371448514, -124.97880146338066], [-0.10721891378229817, 40.53957194837697, -147.7899782748228, 278.8689497516816, -367.3497430372182, 505.44652032940076, -304.27785929463863]]",(x0)' =  0.062 1 +  304.184 x0 + -505.273 x1 +  367.228 x2 + -278.837 x3 +  147.807 x4 + -40.555 x5 | (x1)' =  0.040 1 +  124.994 x0 +  0.077 x1 + -125.113 x2 +  0.016 x3 +  0.035 x4 + -0.012 x5 | (x2)' = -0.101 1 + -0.065 x0 +  125.144 x1 + -0.065 x2 + -125.020 x3 + -0.013 x4 +  0.021 x5 | (x3)' =  0.051 1 + -0.021 x0 +  0.037 x1 +  124.946 x2 +  0.209 x3 + -125.284 x4 +  0.117 x5 | (x4)' =  0.097 1 +  0.014 x0 + -0.021 x1 + -0.067 x2 +  125.167 x3 + -0.118 x4 + -124.979 x5 | (x5)' = -0.107 1 +  40.540 x0 + -147.790 x1 +  278.869 x2 + -367.350 x3 +  505.447 x4 + -304.278 x5
20,80.0,1,6,1,4.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,42,0.34175785817205906,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.08740099526743571, 385.936085609079, -721.3938074834207, 629.2040072218293, -476.49756048054525, 239.01904240951504, -59.48434502911991], [0.17324108023298534, 124.99933383843911, -0.0003848382916467486, -124.82199872489306, -0.47164618220071236, 0.4279623543318624, -0.13834442759683174], [-0.18213951278080534, -0.1180383959817472, 125.23421125161657, -0.050617875263500214, -125.13310103022246, 0.06440634229856769, 0.0046670211709576], [-0.051890366132553364, -0.09377957020792092, 0.34982288336013073, 124.23332663469319, 1.2194568911089438, -126.08868412451947, 0.3896888821280348], [0.21395321097448933, 0.04137658381674285, -0.009060050303849779, -0.32026877052446273, 125.6738860704063, -0.5731595311573434, -124.81451966120731], [0.03245518869299021, 59.50700083344416, -239.32754210674983, 477.44388999759997, -630.6488462323123, 722.5941434231788, -386.36480456556825]]",(x0)' =  0.087 1 +  385.936 x0 + -721.394 x1 +  629.204 x2 + -476.498 x3 +  239.019 x4 + -59.484 x5 | (x1)' =  0.173 1 +  124.999 x0 + -124.822 x2 + -0.472 x3 +  0.428 x4 + -0.138 x5 | (x2)' = -0.182 1 + -0.118 x0 +  125.234 x1 + -0.051 x2 + -125.133 x3 +  0.064 x4 +  0.005 x5 | (x3)' = -0.052 1 + -0.094 x0 +  0.350 x1 +  124.233 x2 +  1.219 x3 + -126.089 x4 +  0.390 x5 | (x4)' =  0.214 1 +  0.041 x0 + -0.009 x1 + -0.320 x2 +  125.674 x3 + -0.573 x4 + -124.815 x5 | (x5)' =  0.032 1 +  59.507 x0 + -239.328 x1 +  477.444 x2 + -630.649 x3 +  722.594 x4 + -386.365 x5
21,80.0,1,6,1,4.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,42,0.3544397857040167,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.2563288433683508, 416.66968070354125, -773.0608432714346, 664.4315929434148, -508.0841827266626, 264.7495444658119, -66.28618336225252], [0.4061752920659011, 125.76512217006716, -3.7159646081963613, -119.85098952537216, -0.8362204236708334, -3.165281692832552, 1.8271096526593176], [-0.14708774118305554, -0.4293051108602058, 126.08726031270949, -2.2043661470027165, -121.0098653346776, -3.8039353589130176, 1.37344665545513], [-0.3131285226847961, -1.5086859540794342, 5.356478608577427, 117.86036244762275, 3.7928874004534814, -124.9028095801524, -0.6143106647210064], [0.07358983986330724, -0.5749531425755836, 1.85909304392102, -0.9182173231120512, 122.2079874104268, 4.031059992084425, -126.63014712882915], [0.22575501477513008, 67.66629917512098, -268.4106051566123, 511.9702299850931, -666.6934424030505, 773.964850016115, -416.9129152580926]]",(x0)' =  0.256 1 +  416.670 x0 + -773.061 x1 +  664.432 x2 + -508.084 x3 +  264.750 x4 + -66.286 x5 | (x1)' =  0.406 1 +  125.765 x0 + -3.716 x1 + -119.851 x2 + -0.836 x3 + -3.165 x4 +  1.827 x5 | (x2)' = -0.147 1 + -0.429 x0 +  126.087 x1 + -2.204 x2 + -121.010 x3 + -3.804 x4 +  1.373 x5 | (x3)' = -0.313 1 + -1.509 x0 +  5.356 x1 +  117.860 x2 +  3.793 x3 + -124.903 x4 + -0.614 x5 | (x4)' =  0.074 1 + -0.575 x0 +  1.859 x1 + -0.918 x2 +  122.208 x3 +  4.031 x4 + -126.630 x5 | (x5)' =  0.226 1 +  67.666 x0 + -268.411 x1 +  511.970 x2 + -666.693 x3 +  773.965 x4 + -416.913 x5
22,80.0,1,6,2,8.0,40.0,0,0.0,finite_difference,success,,42,0.32166786305606365,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[-0.6745480353840003, 86.02635216670198, -112.4882545739614, 15.012156218658472, -0.6505514525445708, -1.7334258963775868, 5.31191198044597], [0.5100066105126623, 73.29504787382135, 4.467605577725413, -91.20521853603547, 19.774772868593885, -3.68145183926374, -0.8869198224072918], [-0.19453056630984408, -16.113771730383032, 91.25933561701366, -0.21259031153264313, -92.25981016052125, 20.34360859674957, -3.548369751677666], [-0.07755976030503572, 3.5467093003296055, -20.33468097163273, 92.21134426027018, 0.27304940411103257, -91.29517560852749, 16.130622976962137], [0.22851721422246052, 0.8864265766281721, 3.6898349558572727, -19.74292849532344, 91.13734304593663, -4.411129430810827, -73.3245778634739], [-0.587543625023599, -5.313818387815015, 1.7173128169436525, 0.6218231100196245, -14.929975027818704, 112.45350253385656, -86.03662821650761]]",(x0)' = -0.675 1 +  86.026 x0 + -112.488 x1 +  15.012 x2 + -0.651 x3 + -1.733 x4 +  5.312 x5 | (x1)' =  0.510 1 +  73.295 x0 +  4.468 x1 + -91.205 x2 +  19.775 x3 + -3.681 x4 + -0.887 x5 | (x2)' = -0.195 1 + -16.114 x0 +  91.259 x1 + -0.213 x2 + -92.260 x3 +  20.344 x4 + -3.548 x5 | (x3)' = -0.078 1 +  3.547 x0 + -20.335 x1 +  92.211 x2 +  0.273 x3 + -91.295 x4 +  16.131 x5 | (x4)' =  0.229 1 +  0.886 x0 +  3.690 x1 + -19.743 x2 +  91.137 x3 + -4.411 x4 + -73.325 x5 | (x5)' = -0.588 1 + -5.314 x0 +  1.717 x1 +  0.622 x2 + -14.930 x3 +  112.454 x4 + -86.037 x5
23,80.0,1,6,2,8.0,40.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,42,0.331984193995595,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[-0.7793215093501236, 103.24552786683137, -145.2903976872421, 44.38890079219838, -18.791693237091373, 7.060630936152188, 2.1252256274619126], [0.6360079202188347, 70.39095740157653, 12.733694807610927, -104.14269175860582, 33.76437957211738, -14.064966766338934, 3.1706527995752216], [-0.30508643750757686, -18.90344413272241, 95.0743881794538, 1.341552453320774, -100.68040562840656, 30.278168357303937, -8.198671801559078], [-0.037262177025670085, 8.172991971624874, -30.22866699619571, 100.58783077525544, -1.2260492006758428, -95.17478556439767, 18.957536882524238], [0.2762970656095252, -3.159234199000688, 14.050253728655195, -33.69906769064322, 104.02986701719058, -12.620346405983701, -70.4554648589002], [-0.7036936161444364, -2.1275619163538746, -7.068915572882214, 18.74501746246637, -44.30514751198478, 145.25723561765338, -103.24463891576701]]",(x0)' = -0.779 1 +  103.246 x0 + -145.290 x1 +  44.389 x2 + -18.792 x3 +  7.061 x4 +  2.125 x5 | (x1)' =  0.636 1 +  70.391 x0 +  12.734 x1 + -104.143 x2 +  33.764 x3 + -14.065 x4 +  3.171 x5 | (x2)' = -0.305 1 + -18.903 x0 +  95.074 x1 +  1.342 x2 + -100.680 x3 +  30.278 x4 + -8.199 x5 | (x3)' = -0.037 1 +  8.173 x0 + -30.229 x1 +  100.588 x2 + -1.226 x3 + -95.175 x4 +  18.958 x5 | (x4)' =  0.276 1 + -3.159 x0 +  14.050 x1 + -33.699 x2 +  104.030 x3 + -12.620 x4 + -70.455 x5 | (x5)' = -0.704 1 + -2.128 x0 + -7.069 x1 +  18.745 x2 + -44.305 x3 +  145.257 x4 + -103.245 x5
24,80.0,1,6,2,8.0,40.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,42,0.32984987646341324,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[-0.2363977845433261, 147.67203806588356, -214.9190781341712, 70.62572535497915, 7.913025209476971, -31.373238234949984, 17.4935965929113], [0.2510307196459087, 59.28568937944707, 28.431052376017377, -105.37581314767269, 19.232416726218865, 2.441723656829846, -3.5556131378051066], [-0.09434453510286012, -12.45879090876675, 84.23322848498356, 5.581384995792329, -94.47376894679661, 19.895881163512406, -2.981841606456864], [0.0618529807106521, 2.5835485664479005, -18.353387647061805, 91.73524887661512, -2.865235814697119, -85.78331376030167, 12.886293773870817], [-0.1393451310987354, 3.6070991591478907, -2.582029502337224, -19.082589411441223, 105.25572546328516, -28.268675571180875, -59.39240536586404], [-0.21834917866770553, -17.215078331906295, 30.3145078704998, -5.998743030265496, -72.56308952998349, 215.98528319433072, -147.9305216805555]]",(x0)' = -0.236 1 +  147.672 x0 + -214.919 x1 +  70.626 x2 +  7.913 x3 + -31.373 x4 +  17.494 x5 | (x1)' =  0.251 1 +  59.286 x0 +  28.431 x1 + -105.376 x2 +  19.232 x3 +  2.442 x4 + -3.556 x5 | (x2)' = -0.094 1 + -12.459 x0 +  84.233 x1 +  5.581 x2 + -94.474 x3 +  19.896 x4 + -2.982 x5 | (x3)' =  0.062 1 +  2.584 x0 + -18.353 x1 +  91.735 x2 + -2.865 x3 + -85.783 x4 +  12.886 x5 | (x4)' = -0.139 1 +  3.607 x0 + -2.582 x1 + -19.083 x2 +  105.256 x3 + -28.269 x4 + -59.392 x5 | (x5)' = -0.218 1 + -17.215 x0 +  30.315 x1 + -5.999 x2 + -72.563 x3 +  215.985 x4 + -147.931 x5
25,80.0,1,6,5,20.0,100.0,0,0.0,finite_difference,success,,42,0.3067082818597555,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[0.00845375311753842, 16.375036674688655, -39.10504325663349, 10.580859762656306, 2.671459798379885, 5.396776410313175, -2.1289620154622093], [-0.20040744053840298, 31.236212396206863, 0.7917716688379784, -35.688098074141216, 6.5765843615020865, -2.4563084359929372, 1.1357530419220383], [0.019906771843709627, -6.912983775022986, 34.76054161130348, 0.1545272562948428, -34.72860690997627, 7.663299343138818, -1.2174216518300585], [-0.30494960752794553, 1.1769522251163715, -7.63161225620581, 34.72176246737242, -0.13446855859212006, -34.795773919604194, 6.949172775303149], [0.7557198628582147, -1.1139837537202522, 2.4545989154600383, -6.606077002448282, 35.73269082339688, -0.8156747945473388, -31.252584251022444], [-0.764233420020198, 2.158169844662561, -5.437493598038575, -2.570188305754073, -10.716386482168067, 39.177742804908085, -16.41320077929129]]",(x0)' =  0.008 1 +  16.375 x0 + -39.105 x1 +  10.581 x2 +  2.671 x3 +  5.397 x4 + -2.129 x5 | (x1)' = -0.200 1 +  31.236 x0 +  0.792 x1 + -35.688 x2 +  6.577 x3 + -2.456 x4 +  1.136 x5 | (x2)' =  0.020 1 + -6.913 x0 +  34.761 x1 +  0.155 x2 + -34.729 x3 +  7.663 x4 + -1.217 x5 | (x3)' = -0.305 1 +  1.177 x0 + -7.632 x1 +  34.722 x2 + -0.134 x3 + -34.796 x4 +  6.949 x5 | (x4)' =  0.756 1 + -1.114 x0 +  2.455 x1 + -6.606 x2 +  35.733 x3 + -0.816 x4 + -31.253 x5 | (x5)' = -0.764 1 +  2.158 x0 + -5.437 x1 + -2.570 x2 + -10.716 x3 +  39.178 x4 + -16.413 x5
26,80.0,1,6,5,20.0,100.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,42,0.32971412502229214,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5""]","[[-0.0742278609801234, 16.776593570894676, -39.58959063221089, 10.919589243714533, 2.508952235089916, 5.47404915238505, -2.212227834104324], [-0.1694828656474547, 31.258536599065213, 0.8750484159078201, -35.923827501710605, 6.78793020419974, -2.5862451295028355, 1.1942632746653241], [-0.022001488449694736, -7.068721087744807, 34.93308273337929, 0.17462811439419573, -34.913839232846094, 7.886684292362551, -1.3071094449761698], [-0.30949352627215454, 1.2666943920942038, -7.85686539047822, 34.90110497233738, -0.14535587538546796, -34.97362553234809, 7.109896752984965], [0.8991787180395591, -1.1721699223105981, 2.5905345112445035, -6.820261934829351, 35.97214383971291, -0.9013921752887827, -31.276231019163074], [-0.6963800033540071, 2.2421186863714184, -5.518352761520724, -2.404045263282077, -11.060258881255708, 39.66304459971626, -16.813621469921355]]",(x0)' = -0.074 1 +  16.777 x0 + -39.590 x1 +  10.920 x2 +  2.509 x3 +  5.474 x4 + -2.212 x5 | (x1)' = -0.169 1 +  31.259 x0 +  0.875 x1 + -35.924 x2 +  6.788 x3 + -2.586 x4 +  1.194 x5 | (x2)' = -0.022 1 + -7.069 x0 +  34.933 x1 +  0.175 x2 + -34.914 x3 +  7.887 x4 + -1.307 x5 | (x3)' = -0.309 1 +  1.267 x0 + -7.857 x1 +  34.901 x2 + -0.145 x3 + -34.974 x4 +  7.110 x5 | (x4)' =  0.899 1 + -1.172 x0 +  2.591 x1 + -6.820 x2 +  35.972 x3 + -0.901 x4 + -31.276 x5 | (x5)' = -0.696 1 +  2.242 x0 + -5.518 x1 + -2.404 x2 + -11.060 x3 +  39.663 x4 + -16.814 x5
