configuration_index,lowpass_hz,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,1,2,1,4.0,4.0,0,0.0,finite_difference,success,,6,0.9288135077804327,"[""1"", ""x0"", ""x1""]","[[-0.1055728552162084, 197.01721811321863, -206.05327225968784], [0.07290423791702144, 206.1124925308806, -197.07960132253467]]",(x0)' = -0.106 1 +  197.017 x0 + -206.053 x1 | (x1)' =  0.073 1 +  206.112 x0 + -197.080 x1
2,80.0,1,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,0.13949079997837543,"[""1"", ""x0"", ""x1""]","[[-0.036171305723979495, 211.94030706708892, -220.04651504621577], [0.1357426894938864, 220.11859705258107, -212.0157520352352]]",(x0)' = -0.036 1 +  211.940 x0 + -220.047 x1 | (x1)' =  0.136 1 +  220.119 x0 + -212.016 x1
3,80.0,1,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,0.11471452936530113,"[""1"", ""x0"", ""x1""]","[[0.004143409330502392, 231.0830826138128, -236.9714080408641], [0.48018796723613677, 236.91480229836625, -231.0317912635739]]",(x0)' =  0.004 1 +  231.083 x0 + -236.971 x1 | (x1)' =  0.480 1 +  236.915 x0 + -231.032 x1
4,80.0,1,2,2,8.0,8.0,0,0.0,finite_difference,success,,6,0.09706160426139832,"[""1"", ""x0"", ""x1""]","[[-0.3744245303273608, 81.89456739600386, -95.3769689530016], [0.014175523436307338, 95.3784787403125, -81.89579555799877]]",(x0)' = -0.374 1 +  81.895 x0 + -95.377 x1 | (x1)' =  0.014 1 +  95.378 x0 + -81.896 x1
5,80.0,1,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,0.10917693749070168,"[""1"", ""x0"", ""x1""]","[[-0.4879361104554662, 90.44370542622907, -103.62699052815151], [0.012631483086743504, 103.61945277426658, -90.43118280898688]]",(x0)' = -0.488 1 +  90.444 x0 + -103.627 x1 | (x1)' =  0.013 1 +  103.619 x0 + -90.431 x1
6,80.0,1,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,0.1084357500076294,"[""1"", ""x0"", ""x1""]","[[-0.48515788364519624, 105.29285539859167, -116.07268126222166], [0.18681589598192905, 116.01032223380572, -105.2260222180691]]",(x0)' = -0.485 1 +  105.293 x0 + -116.073 x1 | (x1)' =  0.187 1 +  116.010 x0 + -105.226 x1
7,80.0,1,2,5,20.0,20.0,0,0.0,finite_difference,success,,6,0.09067657217383385,"[""1"", ""x0"", ""x1""]","[[0.2897721442590749, 18.261413681889856, -32.46911987827433], [-0.4977557583812375, 32.477210193886656, -18.28258151070975]]",(x0)' =  0.290 1 +  18.261 x0 + -32.469 x1 | (x1)' = -0.498 1 +  32.477 x0 + -18.283 x1
8,80.0,1,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,0.10590233281254768,"[""1"", ""x0"", ""x1""]","[[0.3206528091206517, 18.594625316262274, -32.711557990441825], [-0.41265952154446367, 32.71778547205054, -18.614285096283776]]",(x0)' =  0.321 1 +  18.595 x0 + -32.712 x1 | (x1)' = -0.413 1 +  32.718 x0 + -18.614 x1
9,80.0,1,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,0.10711851343512535,"[""1"", ""x0"", ""x1""]","[[0.5780538568984608, 22.620379873870938, -37.72805145417211], [-0.26295692845229035, 37.743591227360106, -22.650866126659952]]",(x0)' =  0.578 1 +  22.620 x0 + -37.728 x1 | (x1)' = -0.263 1 +  37.744 x0 + -22.651 x1
10,80.0,1,4,1,4.0,12.0,0,0.0,finite_difference,success,,20,0.18493494763970375,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.5182715435700957, 260.25821529603974, -375.4391122104964, 167.34713235542014, -59.49979876399705], [0.26496416675115847, 124.99349306871956, 0.11114835726265489, -125.19923962525333, 0.09129576829335738], [0.39718199363658957, -0.07080610095643335, 125.14765285495454, -0.0981907385093615, -124.9840477340403], [-0.2615758041990272, 59.51025750703357, -167.41145995492678, 375.55567934933964, -260.31427339043427]]",(x0)' = -0.518 1 +  260.258 x0 + -375.439 x1 +  167.347 x2 + -59.500 x3 | (x1)' =  0.265 1 +  124.993 x0 +  0.111 x1 + -125.199 x2 +  0.091 x3 | (x2)' =  0.397 1 + -0.071 x0 +  125.148 x1 + -0.098 x2 + -124.984 x3 | (x3)' = -0.262 1 +  59.510 x0 + -167.411 x1 +  375.556 x2 + -260.314 x3
