configuration_index,lowpass_hz,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,12,0.7122102007269859,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-20.2891785413, 233.21263319950663, -239.40643140145735, -0.12590340068675007, 0.30275247282608464, -0.15423767055809282], [14.685434004305188, 239.47327443765553, -233.25609684521189, 0.23960052643513086, -0.44822226418265004, 0.18639321243521534]]",(x0)' = -20.289 1 +  233.213 x0 + -239.406 x1 + -0.126 x0^2 +  0.303 x0 x1 + -0.154 x1^2 | (x1)' =  14.685 1 +  239.473 x0 + -233.256 x1 +  0.240 x0^2 + -0.448 x0 x1 +  0.186 x1^2
2,35.0,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,0.1319029312580824,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-19.79126865393761, 233.48789991795405, -239.61332137976322, -0.12777141994549476, 0.3043671137651775, -0.15437788578087291], [14.497382225346733, 239.6798861667611, -233.53297912433564, 0.23657806767362452, -0.44153751549864756, 0.18315809557770335]]",(x0)' = -19.791 1 +  233.488 x0 + -239.613 x1 + -0.128 x0^2 +  0.304 x0 x1 + -0.154 x1^2 | (x1)' =  14.497 1 +  239.680 x0 + -233.533 x1 +  0.237 x0^2 + -0.442 x0 x1 +  0.183 x1^2
3,35.0,2,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,0.12852867506444454,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-15.856852293816058, 235.85780427275262, -241.3414668092461, -0.134381180385012, 0.29944177127148003, -0.1465123645729501], [12.476126485659844, 241.386715956666, -235.89104740466107, 0.21303030530570252, -0.3887463068289136, 0.15771114228641475]]",(x0)' = -15.857 1 +  235.858 x0 + -241.341 x1 + -0.134 x0^2 +  0.299 x0 x1 + -0.147 x1^2 | (x1)' =  12.476 1 +  241.387 x0 + -235.891 x1 +  0.213 x0^2 + -0.389 x0 x1 +  0.158 x1^2
4,35.0,2,2,2,8.0,8.0,0,0.0,finite_difference,success,,12,0.11374151334166527,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-36.85601524489294, 106.04627555496936, -117.5466202320111, -0.044717486392542666, 0.15554798651169052, -0.06878555082054974], [26.074650600231298, 117.65156918097921, -106.10910395238771, 0.12067218553964272, -0.22768554734369495, 0.06590105867208476]]",(x0)' = -36.856 1 +  106.046 x0 + -117.547 x1 + -0.045 x0^2 +  0.156 x0 x1 + -0.069 x1^2 | (x1)' =  26.075 1 +  117.652 x0 + -106.109 x1 +  0.121 x0^2 + -0.228 x0 x1 +  0.066 x1^2
5,35.0,2,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,0.12929563596844673,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-36.070766157046336, 106.31501418605531, -117.70533668385647, -0.045930611357658795, 0.1558500983346473, -0.06854492823249954], [25.760089176763, 117.80782822410697, -106.37849486331109, 0.11962978695321029, -0.22476105877732994, 0.06474166502134263]]",(x0)' = -36.071 1 +  106.315 x0 + -117.705 x1 + -0.046 x0^2 +  0.156 x0 x1 + -0.069 x1^2 | (x1)' =  25.760 1 +  117.808 x0 + -106.378 x1 +  0.120 x0^2 + -0.225 x0 x1 +  0.065 x1^2
6,35.0,2,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,0.13177968002855778,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-29.548434626364166, 108.68326476557706, -119.00737908294353, -0.053231592527409624, 0.15129175501577885, -0.0630403728129592], [22.523186773769158, 119.08091667221282, -108.73622821104391, 0.10986726852475046, -0.19810151873428683, 0.05448232430165546]]",(x0)' = -29.548 1 +  108.683 x0 + -119.007 x1 + -0.053 x0^2 +  0.151 x0 x1 + -0.063 x1^2 | (x1)' =  22.523 1 +  119.081 x0 + -108.736 x1 +  0.110 x0^2 + -0.198 x0 x1 +  0.054 x1^2
7,35.0,2,2,5,20.0,20.0,0,0.0,finite_difference,success,,12,0.11542982049286366,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-41.93661447221985, 21.73322460421549, -37.57893399937819, 0.020231605433955368, 0.04056532442869932, -0.01290889682347409], [10.507335113633367, 37.81709685716452, -21.85761600520778, 0.0658430087310119, -0.08572814358339065, -0.023874795455031687]]",(x0)' = -41.937 1 +  21.733 x0 + -37.579 x1 +  0.020 x0^2 +  0.041 x0 x1 + -0.013 x1^2 | (x1)' =  10.507 1 +  37.817 x0 + -21.858 x1 +  0.066 x0^2 + -0.086 x0 x1 + -0.024 x1^2
8,35.0,2,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,0.12649847380816936,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-41.46088846771235, 21.955770350043547, -37.81854805659671, 0.01933648120952293, 0.04162455052881041, -0.01302473953089555], [11.304311376955505, 38.0473176487984, -22.078539548045352, 0.06489377934685947, -0.08477271461272717, -0.023882822144783017]]",(x0)' = -41.461 1 +  21.956 x0 + -37.819 x1 +  0.019 x0^2 +  0.042 x0 x1 + -0.013 x1^2 | (x1)' =  11.304 1 +  38.047 x0 + -22.079 x1 +  0.065 x0^2 + -0.085 x0 x1 + -0.024 x1^2
9,35.0,2,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,0.12909654714167118,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-36.77777812813008, 24.16071848804369, -39.96089423996571, 0.010749322382411474, 0.04950991260408782, -0.013131984418895992], [17.592420065890845, 40.116496867223965, -24.27215835055817, 0.055953090331647706, -0.07473287617991103, -0.023890080637208426]]",(x0)' = -36.778 1 +  24.161 x0 + -39.961 x1 +  0.011 x0^2 +  0.050 x0 x1 + -0.013 x1^2 | (x1)' =  17.592 1 +  40.116 x0 + -24.272 x1 +  0.056 x0^2 + -0.075 x0 x1 + -0.024 x1^2
10,35.0,2,4,1,4.0,12.0,0,0.0,finite_difference,success,,60,0.4748212192207575,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-8.5620859714453, 431.74362486394386, -725.1163430151628, 398.85534544128814, -106.55393210054285, -2.4675179010207815, 13.645637633051335, -13.742051871177114, 5.079362964244858, -18.31865841958666, 36.32379750067534, -13.414414792373213, -17.835898956840154, 13.125155271340644, -2.3926797792335694], [0.04374237943607456, 125.01475475949334, 0.003392418562536992, -125.0401606399658, 0.02273260604901999, -0.006413829414295314, 0.02798357575926949, -0.02363125724663533, 0.008062876257160031, -0.03425998487520397, 0.0671679734242894, -0.026044534781252706, -0.037524277174902004, 0.03146667219092343, -0.006812346778507871], [0.05253938763661538, -0.03479298633267719, 125.06855296597419, -0.026678994214204478, -125.00696685316534, -0.006920736509925685, 0.04654505473107006, -0.05159639550133863, 0.020248777037481198, -0.0705013518501685, 0.14867798098133847, -0.05722662340968029, -0.07709613247274054, 0.05962423772281164, -0.011752602836067319], [7.52487842601394, 106.46250681899697, -398.70122618931754, 725.131106073553, -431.818121319997, 2.4053090966005706, -12.887683586699653, 12.797934718961404, -4.692294304584492, 16.949933750189242, -33.487019325892796, 12.349996940242942, 16.510329766090656, -12.156297134293037, 2.207177916537137]]",(x0)' = -8.562 1 +  431.744 x0 + -725.116 x1 +  398.855 x2 + -106.554 x3 + -2.468 x0^2 +  13.646 x0 x1 + -13.742 x0 x2 +  5.079 x0 x3 + -18.319 x1^2 +  36.324 x1 x2 + -13.414 x1 x3 + -17.836 x2^2 +  13.125 x2 x3 + -2.393 x3^2 | (x1)' =  0.044 1 +  125.015 x0 +  0.003 x1 + -125.040 x2 +  0.023 x3 + -0.006 x0^2 +  0.028 x0 x1 + -0.024 x0 x2 +  0.008 x0 x3 + -0.034 x1^2 +  0.067 x1 x2 + -0.026 x1 x3 + -0.038 x2^2 +  0.031 x2 x3 + -0.007 x3^2 | (x2)' =  0.053 1 + -0.035 x0 +  125.069 x1 + -0.027 x2 + -125.007 x3 + -0.007 x0^2 +  0.047 x0 x1 + -0.052 x0 x2 +  0.020 x0 x3 + -0.071 x1^2 +  0.149 x1 x2 + -0.057 x1 x3 + -0.077 x2^2 +  0.060 x2 x3 + -0.012 x3^2 | (x3)' =  7.525 1 +  106.463 x0 + -398.701 x1 +  725.131 x2 + -431.818 x3 +  2.405 x0^2 + -12.888 x0 x1 +  12.798 x0 x2 + -4.692 x0 x3 +  16.950 x1^2 + -33.487 x1 x2 +  12.350 x1 x3 +  16.510 x2^2 + -12.156 x2 x3 +  2.207 x3^2
11,35.0,2,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,60,0.45690485276281834,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-8.238349769139846, 433.26388205996767, -728.4582704443698, 401.2366245178454, -107.07647494149238, -2.491713184470031, 13.830396215404454, -13.970812039658655, 5.171434526393175, -18.661139595757113, 37.152395057006224, -13.743299569403234, -18.328209543406476, 13.511191160619816, -2.4676274326975456], [0.06446849503098824, 124.99839986001253, 0.059664516935000585, -125.1033328868601, 0.04609612372049148, -0.009600843628255036, 0.041970171529265396, -0.03542314829868115, 0.012140242952283544, -0.05097430774985607, 0.09885030127300985, -0.03823584349742126, -0.05433791705165987, 0.04536649130886214, -0.009764416711784725], [0.06772142020710842, -0.06112299298489098, 125.13890607711771, -0.08940855945483382, -124.98838300300297, -0.01255347535503774, 0.07767232190269435, -0.08187116693034602, 0.03063424280638095, -0.11267598912724211, 0.23024938292805283, -0.08540794317308979, -0.11684723604662091, 0.087619095168514, -0.016817759039776642], [7.313708398583232, 106.99272994408933, -401.09710506785575, 728.4777694106949, -433.3361378461832, 2.461508654125131, -13.23541329424377, 13.158452495369485, -4.81862781005695, 17.4845896062947, -34.586471458473824, 12.730732365488949, 17.067386085802575, -12.534408009356104, 2.269738891733637]]",(x0)' = -8.238 1 +  433.264 x0 + -728.458 x1 +  401.237 x2 + -107.076 x3 + -2.492 x0^2 +  13.830 x0 x1 + -13.971 x0 x2 +  5.171 x0 x3 + -18.661 x1^2 +  37.152 x1 x2 + -13.743 x1 x3 + -18.328 x2^2 +  13.511 x2 x3 + -2.468 x3^2 | (x1)' =  0.064 1 +  124.998 x0 +  0.060 x1 + -125.103 x2 +  0.046 x3 + -0.010 x0^2 +  0.042 x0 x1 + -0.035 x0 x2 +  0.012 x0 x3 + -0.051 x1^2 +  0.099 x1 x2 + -0.038 x1 x3 + -0.054 x2^2 +  0.045 x2 x3 + -0.010 x3^2 | (x2)' =  0.068 1 + -0.061 x0 +  125.139 x1 + -0.089 x2 + -124.988 x3 + -0.013 x0^2 +  0.078 x0 x1 + -0.082 x0 x2 +  0.031 x0 x3 + -0.113 x1^2 +  0.230 x1 x2 + -0.085 x1 x3 + -0.117 x2^2 +  0.088 x2 x3 + -0.017 x3^2 | (x3)' =  7.314 1 +  106.993 x0 + -401.097 x1 +  728.478 x2 + -433.336 x3 +  2.462 x0^2 + -13.235 x0 x1 +  13.158 x0 x2 + -4.819 x0 x3 +  17.485 x1^2 + -34.586 x1 x2 +  12.731 x1 x3 +  17.067 x2^2 + -12.534 x2 x3 +  2.270 x3^2
12,35.0,2,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,60,0.4787253551185131,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-5.556525272811545, 444.6458195208364, -752.7398983564627, 417.3895270299241, -110.03772348716629, -2.862529283699838, 16.268769645150893, -16.71452772652796, 6.212769666301905, -22.745875613132075, 46.40927309510744, -17.264874408547904, -23.570607917266866, 17.48652253407271, -3.2171730490727204], [0.10366128855257982, 125.47856477041915, -1.1857380273204272, -123.960401023556, -0.3277721744370618, -0.07183873046139386, 0.37905446115300645, -0.37975439664777644, 0.1487091015990511, -0.5061435401222517, 1.0411830139710967, -0.4178045239101689, -0.5506402630404826, 0.447634865208228, -0.09034087238357706], [-0.0803385734511719, 0.618866106474243, 123.05392355925076, 2.168983408901786, -125.84489100675268, 0.07375986293368368, -0.4166228836176835, 0.4372112665107939, -0.16049195041089404, 0.6318458780726068, -1.3728654731858907, 0.5114492494115069, 0.7496938731529893, -0.5546134230837763, 0.10074960674411468], [5.263912817812088, 110.80177076907184, -419.6636809913722, 755.1508777376674, -445.54345427553955, 3.075067589957317, -17.09712031995878, 17.273988046509125, -6.304722999195366, 23.537442466598385, -47.40732410250658, 17.32651890668488, 23.793691704734584, -17.306775532009382, 3.1075535092729196]]",(x0)' = -5.557 1 +  444.646 x0 + -752.740 x1 +  417.390 x2 + -110.038 x3 + -2.863 x0^2 +  16.269 x0 x1 + -16.715 x0 x2 +  6.213 x0 x3 + -22.746 x1^2 +  46.409 x1 x2 + -17.265 x1 x3 + -23.571 x2^2 +  17.487 x2 x3 + -3.217 x3^2 | (x1)' =  0.104 1 +  125.479 x0 + -1.186 x1 + -123.960 x2 + -0.328 x3 + -0.072 x0^2 +  0.379 x0 x1 + -0.380 x0 x2 +  0.149 x0 x3 + -0.506 x1^2 +  1.041 x1 x2 + -0.418 x1 x3 + -0.551 x2^2 +  0.448 x2 x3 + -0.090 x3^2 | (x2)' = -0.080 1 +  0.619 x0 +  123.054 x1 +  2.169 x2 + -125.845 x3 +  0.074 x0^2 + -0.417 x0 x1 +  0.437 x0 x2 + -0.160 x0 x3 +  0.632 x1^2 + -1.373 x1 x2 +  0.511 x1 x3 +  0.750 x2^2 + -0.555 x2 x3 +  0.101 x3^2 | (x3)' =  5.264 1 +  110.802 x0 + -419.664 x1 +  755.151 x2 + -445.543 x3 +  3.075 x0^2 + -17.097 x0 x1 +  17.274 x0 x2 + -6.305 x0 x3 +  23.537 x1^2 + -47.407 x1 x2 +  17.327 x1 x3 +  23.794 x2^2 + -17.307 x2 x3 +  3.108 x3^2
13,35.0,2,4,2,8.0,24.0,0,0.0,finite_difference,success,,60,0.4632017705589533,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-35.68601322683037, 169.5066080885142, -266.68561901687485, 130.18110484636077, -36.93266092654686, -0.16899975924561428, 0.8837998900293784, -0.9266214385779762, 0.44211103402824276, -0.7989921111552105, 1.464568430519271, -0.8208783924981157, -0.6518601276469594, 0.7875144162251623, -0.20013180239998313], [7.710194791917099, 56.582423250694866, 32.879722983943935, -107.77191072314073, 19.33707871837021, 0.06780013001854054, -0.30238438921858823, 0.29297793170814, -0.1365649262783085, 0.25446922763395463, -0.45174781105801715, 0.2520394656726678, 0.20884118255094677, -0.2522640944122238, 0.06400556512720194], [-7.329777015328976, -19.29445330915367, 107.63557213152615, -32.768634339781585, -56.599351400456534, -0.06689421295045607, 0.28036521687791943, -0.2697310242844237, 0.12759729355041532, -0.22220009446939304, 0.4081836951383883, -0.23976513487541537, -0.20500106272709773, 0.2530536236786137, -0.06281562925950138], [29.576479037150442, 36.7361621910952, -129.78616753186458, 266.6255670567691, -169.63971583965835, 0.19274615110432783, -0.7767496737070239, 0.7622207964655446, -0.36545072826649316, 0.5724702470895443, -1.1317229832482838, 0.7062441733078534, 0.626053071249984, -0.7712840509541005, 0.17567799407099474]]",(x0)' = -35.686 1 +  169.507 x0 + -266.686 x1 +  130.181 x2 + -36.933 x3 + -0.169 x0^2 +  0.884 x0 x1 + -0.927 x0 x2 +  0.442 x0 x3 + -0.799 x1^2 +  1.465 x1 x2 + -0.821 x1 x3 + -0.652 x2^2 +  0.788 x2 x3 + -0.200 x3^2 | (x1)' =  7.710 1 +  56.582 x0 +  32.880 x1 + -107.772 x2 +  19.337 x3 +  0.068 x0^2 + -0.302 x0 x1 +  0.293 x0 x2 + -0.137 x0 x3 +  0.254 x1^2 + -0.452 x1 x2 +  0.252 x1 x3 +  0.209 x2^2 + -0.252 x2 x3 +  0.064 x3^2 | (x2)' = -7.330 1 + -19.294 x0 +  107.636 x1 + -32.769 x2 + -56.599 x3 + -0.067 x0^2 +  0.280 x0 x1 + -0.270 x0 x2 +  0.128 x0 x3 + -0.222 x1^2 +  0.408 x1 x2 + -0.240 x1 x3 + -0.205 x2^2 +  0.253 x2 x3 + -0.063 x3^2 | (x3)' =  29.576 1 +  36.736 x0 + -129.786 x1 +  266.626 x2 + -169.640 x3 +  0.193 x0^2 + -0.777 x0 x1 +  0.762 x0 x2 + -0.365 x0 x3 +  0.572 x1^2 + -1.132 x1 x2 +  0.706 x1 x3 +  0.626 x2^2 + -0.771 x2 x3 +  0.176 x3^2
