case,n_train,replicates,mean_completed,mean_terms,psd_similarity_mean,psd_similarity_std,x0_correlation_mean,x0_correlation_std,collapse_std_ratio_mean,collapse_std_ratio_std,x0_rmse_mean,x0_rmse_std
nd4,4,5,8.2,33.8,0.13386732942525192,0.011132646890925054,0.0031089257453036966,0.00770305527627992,0.992347890600392,0.2564992090167718,50.79442728329383,7.320177252832425
nd4,8,5,7.2,46.0,0.14313841033634978,0.028940705353838105,-0.019691240546492007,0.011444803460441086,1.0152478233097106,0.5593472666522424,52.18912679113653,9.552708013944418
nd4,12,5,5.8,55.4,0.14443682750827852,0.02851109174283204,-0.017944233143182355,0.021724444232028465,1.0388075160969676,0.33229542050997257,51.940916376637325,5.221419421467278
nd4,16,5,5.6,60.8,0.12098896878169156,0.012348378667778534,0.00045848159354590427,0.02423822391930074,1.0858350653106648,0.47683725508439223,52.67696629948946,8.445711014697727
nd4,20,5,7.2,66.2,0.12202450532764027,0.008828184655640677,0.01817752856872662,0.017972693911317016,1.4543291766375832,0.1031791300810581,59.40952776124235,1.6033289199612573
nd4,24,5,8.4,71.8,0.1156340015250134,0.010837707956006984,0.0032675814041858665,0.011688860548755923,1.3668976055378008,0.04831202777405154,57.993534159662055,1.0070558404622976
nd4,28,1,8.0,74.0,0.11607262216227239,0.0,0.028923134993338838,0.0,1.3848903499611787,0.0,56.44089474894722,0.0
