configuration_index,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
5,1244,success,,14.08,14.08,7.6428296230733395,18289,3521,35.8408462589279,3521,51.89674758799543,51.8678871610233
6,2,success,,14.188,14.188,6.601846402511001,17357,3548,57.97330392307107,3548,69.28519124299967,69.26435212674778
6,3,success,,14.188,14.188,6.843233291059732,17440,3548,43.76129304902524,3548,53.72805959418233,53.70487151404062
6,4,success,,14.08,14.08,6.253824381157756,16320,3521,11.984436834424626,3521,29.32891718799989,29.3038298022848
6,312,success,,14.188,14.188,7.4524543564766645,17492,3548,28.036142187962337,3548,46.04880511798154,46.05015032696547
6,620,success,,14.188,14.188,6.499734530225396,16695,3548,8.380682482973599,3548,40.47029707476674,40.47035996805574
6,622,success,,14.188,14.188,6.641733571887016,16977,3548,52.02581001145739,3548,63.07013539093824,63.048646270404284
6,778,success,,14.188,14.188,7.125788662582636,16644,3548,32.611425022266594,3548,48.05671707171687,48.04691209443377
6,1088,success,,14.192,14.192,6.6929901875555515,17229,3549,55.37761198242107,3549,70.868708594045,70.87865422639888
6,1244,success,,14.08,14.08,7.221149109303951,17169,3521,41.08753712524119,3521,55.525052766813204,55.516906219716006
7,2,success,,14.176,14.176,4.854825375601649,11277,3545,45.892834906543065,3545,59.62455546139536,59.629713887856056
7,3,success,,14.176,14.176,4.7232604790478945,10904,3545,37.68294619640325,3545,47.84942724014347,47.80814909863761
7,4,success,,14.068,14.068,4.734927162528038,10796,3518,8.84432731058637,3518,28.221433215856845,28.224219385810585
7,312,success,,14.176,14.176,4.844443144276738,11299,3545,25.613625057517776,3545,42.84568289867251,42.68436307892691
7,620,success,,14.176,14.176,4.885119458660483,10914,3545,4.434927698977134,3545,40.01801678660791,40.00155701316423
7,622,success,,14.176,14.176,5.063283795490861,11366,3545,40.54281752700243,3545,55.513321262893506,55.75031225314611
7,778,success,,14.176,14.176,4.868761256337166,11286,3545,32.65498774986959,3545,46.42742665515245,46.62065809327852
7,1088,success,,14.18,14.18,4.773116379976273,10758,3546,38.00046078654776,3546,58.089524932760085,58.24678293573706
7,1244,success,,14.068,14.068,4.96515578776598,11511,3518,45.320182819994,3518,58.610974595795106,58.452978724990956
8,2,success,,14.176,14.176,4.81695624999702,11255,3545,45.919462760218046,3545,58.722597565389364,58.715012327958306
8,3,success,,14.176,14.176,4.712394688278437,10975,3545,37.767641021240415,3545,48.71439425492958,48.63639361852987
8,4,success,,14.068,14.068,4.724214501678944,10886,3518,8.863441626122304,3518,28.36313429605779,28.34335612019364
8,312,success,,14.176,14.176,4.908251652494073,11475,3545,25.641771376471965,3545,43.58387169961669,43.425527615073186
8,620,success,,14.176,14.176,4.731126330792904,10623,3545,4.436383461351116,3545,40.07848723209256,40.03661927598752
8,622,success,,14.176,14.176,4.754240814596415,10826,3545,40.63594521536585,3545,54.40460412290956,54.650959957869276
8,778,success,,14.176,14.176,4.696296311914921,10929,3545,32.67341559187791,3545,46.692858355341656,46.696326759135154
8,1088,success,,14.18,14.18,4.8140076994895935,11034,3546,38.06384870138585,3546,57.08466764027434,57.0864317824772
8,1244,success,,14.068,14.068,4.863374043256044,11338,3518,45.41290134157692,3518,58.392129024328256,58.01266700907532
9,2,success,,14.176,14.176,4.169432060793042,10779,3545,45.979456460676566,3545,58.21065990882868,58.09477639149552
9,3,success,,14.176,14.176,4.391333332285285,11450,3545,38.6451172328633,3545,48.94154496924336,49.01073150646673
9,4,success,,14.068,14.068,4.364784913137555,11233,3518,9.10246466894815,3518,28.149578382830278,28.197691004594297
9,312,success,,14.176,14.176,4.031567968428135,10605,3545,25.576093786559678,3545,42.18831838780441,42.12868395682057
9,620,success,,14.176,14.176,4.287236761301756,10956,3545,4.407334689768228,3545,40.14065219860456,40.12879161029687
9,622,success,,14.176,14.176,4.567346815019846,11621,3545,41.658041816983435,3545,57.742042769814326,57.58764848668151
9,778,success,,14.176,14.176,4.285425717011094,11286,3545,32.36332354480609,3545,46.51471030335725,46.516367776883804
