configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,,,stlsq,50000.0,0.05,1.0,5,2,1,4.0,4.0,0,0.0,finite_difference,success,,14,42,33.333333333333336,2.2708157151937485,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 196.57503681387817, -206.23316006270508, 0.0, 0.0, 0.0, 0.0006388816734390982, -0.006726760829287535, 0.011158047052254996, -0.004843884418916899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 206.9775648913159, -197.4672181151224, -0.01709164465587085, 0.0, -0.007796151300328322, -0.0010964917101042167, 0.005898927675562658, -0.00850748510840101, 0.0035527283510180976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  196.575 x0 + -206.233 x1 +  0.001 x0^3 + -0.007 x0^2 x1 +  0.011 x0 x1^2 + -0.005 x1^3 | (x1)' =  206.978 x0 + -197.467 x1 + -0.017 x0^2 + -0.008 x1^2 + -0.001 x0^3 +  0.006 x0^2 x1 + -0.009 x0 x1^2 +  0.004 x1^3
2,80.0,,,stlsq,50000.0,0.05,1.0,5,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,16,42,38.095238095238095,0.3328975699841976,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 212.10330263608083, -220.74215597835448, 0.03851080234352952, 0.0, -0.017996350095655138, 0.0010505180445737126, -0.007219228264676633, 0.010871886977520395, -0.004529057087768944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 221.36903731255438, -212.7643551148809, -0.004788541038570848, 0.0, -0.017592637962834074, -0.0017921400930529113, 0.007858239456013374, -0.010390383055260221, 0.004179976484151623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  212.103 x0 + -220.742 x1 +  0.039 x0^2 + -0.018 x1^2 +  0.001 x0^3 + -0.007 x0^2 x1 +  0.011 x0 x1^2 + -0.005 x1^3 | (x1)' =  221.369 x0 + -212.764 x1 + -0.005 x0^2 + -0.018 x1^2 + -0.002 x0^3 +  0.008 x0^2 x1 + -0.010 x0 x1^2 +  0.004 x1^3
3,80.0,,,stlsq,50000.0,0.05,1.0,5,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,42,38.095238095238095,0.32476455718278885,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 231.71961719124047, -238.23817483842527, 0.018025734480549248, 0.0, -0.004840817462819497, -0.0032363475310002604, 0.005965425821538513, -0.002280638310037377, -0.00028192948783058104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 238.57084652624218, -232.0701469362552, 0.017118920985483985, 0.0, -0.029417502213811265, -0.002233377031712846, 0.010597543355435014, -0.014740282403392082, 0.006205664739978072, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  231.720 x0 + -238.238 x1 +  0.018 x0^2 + -0.005 x1^2 + -0.003 x0^3 +  0.006 x0^2 x1 + -0.002 x0 x1^2 | (x1)' =  238.571 x0 + -232.070 x1 +  0.017 x0^2 + -0.029 x1^2 + -0.002 x0^3 +  0.011 x0^2 x1 + -0.015 x0 x1^2 +  0.006 x1^3
4,80.0,,,stlsq,50000.0,0.05,1.0,5,2,2,8.0,8.0,0,0.0,finite_difference,success,,8,42,19.047619047619047,0.2984236143529415,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 81.94045819739064, -97.39882997821157, 0.0, 0.0, 0.0, -3.780113734483857e-05, 0.0, 0.0, 0.0003976672723991405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 96.39316582323787, -81.06269141402053, 0.0, 0.0, 0.0, -0.0001853204183552354, 0.0, 0.0, -0.00015176678382313637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  81.940 x0 + -97.399 x1 | (x1)' =  96.393 x0 + -81.063 x1
5,80.0,,,stlsq,50000.0,0.05,1.0,5,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,8,42,19.047619047619047,0.3059415053576231,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 90.56665655473567, -105.76181041662754, 0.0, 0.0, 0.0, -5.6142480642635723e-05, 0.0, 0.0, 0.00042583990977362955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 104.81771879126325, -89.72066825582083, 0.0, 0.0, 0.0, -0.00022549751482070884, 0.0, 0.0, -0.00012584869442665365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  90.567 x0 + -105.762 x1 | (x1)' =  104.818 x0 + -89.721 x1
6,80.0,,,stlsq,50000.0,0.05,1.0,5,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,8,42,19.047619047619047,0.30825994722545147,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 104.70226747548645, -117.54015322717731, 0.0, 0.0, 0.0, 9.329285125088497e-05, 0.0, 0.0, 0.0002979748620168299, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 117.16818117707152, -104.37112707046208, 0.0, 0.0, 0.0, -0.00022684821126378512, 0.0, 0.0, -0.00015593257177407759, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  104.702 x0 + -117.540 x1 | (x1)' =  117.168 x0 + -104.371 x1
7,80.0,,,stlsq,50000.0,0.05,1.0,5,2,5,20.0,20.0,0,0.0,finite_difference,success,,6,42,14.285714285714286,0.29073107428848743,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 18.261412850055223, -32.46911866009664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 33.25985262256698, -18.44834972022663, 0.09640467045963494, -0.13705756504233726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  18.261 x0 + -32.469 x1 | (x1)' =  33.260 x0 + -18.448 x1 +  0.096 x0^2 + -0.137 x0 x1
8,80.0,,,stlsq,50000.0,0.05,1.0,5,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,42,14.285714285714286,0.29775221087038517,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 18.594624461031664, -32.71155670075316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 33.46302450041527, -18.76506921405825, 0.09487339943359216, -0.13494945317223844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  18.595 x0 + -32.712 x1 | (x1)' =  33.463 x0 + -18.765 x1 +  0.095 x0^2 + -0.135 x0 x1
9,80.0,,,stlsq,50000.0,0.05,1.0,5,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,42,9.523809523809524,0.3052939139306545,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 22.620378155282733, -37.72804884230708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 37.74359200914654, -22.650867314798376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  22.620 x0 + -37.728 x1 | (x1)' =  37.744 x0 + -22.651 x1
10,80.0,,,stlsq,50000.0,0.05,1.0,5,4,1,4.0,12.0,0,0.0,finite_difference,success,,46,504,9.126984126984127,3.3433827441185713,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2"", ""x0^3"", ""x0^2 x1"", ""x0^2 x2"", ""x0^2 x3"", ""x0 x1^2"", ""x0 x1 x2"", ""x0 x1 x3"", ""x0 x2^2"", ""x0 x2 x3"", ""x0 x3^2"", ""x1^3"", ""x1^2 x2"", ""x1^2 x3"", ""x1 x2^2"", ""x1 x2 x3"", ""x1 x3^2"", ""x2^3"", ""x2^2 x3"", ""x2 x3^2"", ""x3^3"", ""x0^4"", ""x0^3 x1"", ""x0^3 x2"", ""x0^3 x3"", ""x0^2 x1^2"", ""x0^2 x1 x2"", ""x0^2 x1 x3"", ""x0^2 x2^2"", ""x0^2 x2 x3"", ""x0^2 x3^2"", ""x0 x1^3"", ""x0 x1^2 x2"", ""x0 x1^2 x3"", ""x0 x1 x2^2"", ""x0 x1 x2 x3"", ""x0 x1 x3^2"", ""x0 x2^3"", ""x0 x2^2 x3"", ""x0 x2 x3^2"", ""x0 x3^3"", ""x1^4"", ""x1^3 x2"", ""x1^3 x3"", ""x1^2 x2^2"", ""x1^2 x2 x3"", ""x1^2 x3^2"", ""x1 x2^3"", ""x1 x2^2 x3"", ""x1 x2 x3^2"", ""x1 x3^3"", ""x2^4"", ""x2^3 x3"", ""x2^2 x3^2"", ""x2 x3^3"", ""x3^4"", ""x0^5"", ""x0^4 x1"", ""x0^4 x2"", ""x0^4 x3"", ""x0^3 x1^2"", ""x0^3 x1 x2"", ""x0^3 x1 x3"", ""x0^3 x2^2"", ""x0^3 x2 x3"", ""x0^3 x3^2"", ""x0^2 x1^3"", ""x0^2 x1^2 x2"", ""x0^2 x1^2 x3"", ""x0^2 x1 x2^2"", ""x0^2 x1 x2 x3"", ""x0^2 x1 x3^2"", ""x0^2 x2^3"", ""x0^2 x2^2 x3"", ""x0^2 x2 x3^2"", ""x0^2 x3^3"", ""x0 x1^4"", ""x0 x1^3 x2"", ""x0 x1^3 x3"", ""x0 x1^2 x2^2"", ""x0 x1^2 x2 x3"", ""x0 x1^2 x3^2"", ""x0 x1 x2^3"", ""x0 x1 x2^2 x3"", ""x0 x1 x2 x3^2"", ""x0 x1 x3^3"", ""x0 x2^4"", ""x0 x2^3 x3"", ""x0 x2^2 x3^2"", ""x0 x2 x3^3"", ""x0 x3^4"", ""x1^5"", ""x1^4 x2"", ""x1^4 x3"", ""x1^3 x2^2"", ""x1^3 x2 x3"", ""x1^3 x3^2"", ""x1^2 x2^3"", ""x1^2 x2^2 x3"", ""x1^2 x2 x3^2"", ""x1^2 x3^3"", ""x1 x2^4"", ""x1 x2^3 x3"", ""x1 x2^2 x3^2"", ""x1 x2 x3^3"", ""x1 x3^4"", ""x2^5"", ""x2^4 x3"", ""x2^3 x3^2"", ""x2^2 x3^3"", ""x2 x3^4"", ""x3^5""]","[[0.0, 258.76485677751333, -374.0531627246031, 169.0980372937247, -61.6193562198646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00044448156907555983, 0.0, 0.003808142637187116, -0.0038360146017720562, 0.001698246147304746, 0.0, 0.0, -0.009899891005839162, 0.012957008928352578, -0.0030458548701972755, -0.008180915878158621, 0.016282354773011293, -0.001809904763212353, -0.007190515656734292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 125.01042391008306, 0.0, -125.0119345176397, 0.007603338175780699, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.982801099054953e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.852571884740298e-05, 0.0, 0.00010542452045419756, 0.0, -0.0001605743932374099, 0.0, 0.0, 3.64461505605928e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.0681730087555474, 125.11788547047254, 0.0, -125.05099619239968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.676198836335515e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.852331201248347e-05, 0.00020157965543759942, 0.0, -0.00014565313166921281, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7311048310209986e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 61.047234821390596, -165.55906962330351, 370.6308496785139, -258.67633500606235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003597761702234809, 0.0, 0.0, -0.015549414231114417, 0.004265510766234457, 0.0, 0.003010146645235915, 0.0, 0.006089067779678166, 0.01650657649955755, -0.025549466056465655, 0.0, -0.003889421281982816, 0.01825152608731891, -0.008776180733265207, 0.0, 0.001715302056964317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  258.765 x0 + -374.053 x1 +  169.098 x2 + -61.619 x3 +  0.004 x0^2 x2 + -0.004 x0^2 x3 +  0.002 x0 x1^2 + -0.010 x0 x2^2 +  0.013 x0 x2 x3 + -0.003 x0 x3^2 + -0.008 x1^3 +  0.016 x1^2 x2 + -0.002 x1^2 x3 + -0.007 x1 x2^2 | (x1)' =  125.010 x0 + -125.012 x2 +  0.008 x3 | (x2)' = -0.068 x0 +  125.118 x1 + -125.051 x3 | (x3)' =  61.047 x0 + -165.559 x1 +  370.631 x2 + -258.676 x3 +  0.004 x0^2 x3 + -0.016 x0 x1 x3 +  0.004 x0 x2^2 +  0.003 x0 x3^2 +  0.006 x1^2 x2 +  0.017 x1^2 x3 + -0.026 x1 x2^2 + -0.004 x1 x3^2 +  0.018 x2^3 + -0.009 x2^2 x3 +  0.002 x3^3
