case,n_train,replicates,mean_completed,mean_terms,psd_similarity_mean,psd_similarity_std,x0_correlation_mean,x0_correlation_std,collapse_std_ratio_mean,collapse_std_ratio_std,x0_rmse_mean,x0_rmse_std
nd2,4,5,9.0,4.0,0.1296635460730093,0.005629377300329038,0.011711683292327161,0.014617749918069363,0.9857327874509965,0.09141339189550379,48.40210391685447,1.1413948597903387
nd2,8,5,9.0,4.0,0.12837986356913583,0.008412895850043388,0.010037073612241553,0.017366032089731948,1.0734240201499547,0.06792295064956186,49.9507427949999,1.1136738063499938
nd2,12,5,9.0,4.0,0.12969238758804355,0.002249630203220677,0.003584593565496087,0.007706945514767812,1.085920942651826,0.0650597790690596,49.02654156918394,1.6304894218385695
nd2,16,5,9.0,4.0,0.12863650240695904,0.0005249604299479993,0.0008476235068538673,0.015918680452419304,1.1103866852527509,0.06259060543534993,50.70221354433666,2.207184134967344
nd2,20,5,9.0,4.0,0.12894491738819128,0.0017595261893062453,0.01841061926386433,0.014923780282924374,1.0897558149697892,0.04447797925323717,49.898305064471785,1.3183147540157143
nd2,24,5,9.0,4.0,0.12858312625541476,0.0005690973064137869,-0.006276873558301787,0.012371897055906292,1.1087273325645886,0.013570444175171722,51.047897492484694,0.8417007207756834
nd2,28,1,9.0,6.0,0.13422679001332422,0.0,0.014257970692429662,0.0,0.01853261114763646,0.0,38.88683895825515,0.0
