-2.6356394,7.3667617,-11.548067,-4.0512018,-6.0753102,9.5930176,-5.7665682,11.629371,10.012079,-2.9853487,-1.7142587,10.564909
3.70327,-4.0381923,-6.6547842,-2.6029944,1.1806026,3.8256485,5.4642916,9.3694239,0.84587723,-17.604692,18.149269,9.8667936
-3.0607791,-9.6408339,3.8049464,5.9484701,6.5781021,9.2109098,5.3181806,-7.9639211,-11.62423,0.093824103,3.6959541,12.439361
-8.0161667,-13.037926,18.710449,1.9266859,-0.80492234,-6.9877887,9.5740452,-5.9416804,-3.4264238,10.228088,-4.9885807,-3.3542547
13.903048,12.47147,0.61314702,8.3433218,-22.337578,-8.6657791,-7.8049316,3.8938301,-8.8797979,-8.8249111,-0.91728103,-12.617249
9.6830769,2.5569878,-4.9433856,-6.275352,10.953137,5.437665,15.6112,0.58881366,-6.9458337,-3.0018544,-15.638847,1.5827452
-0.51714873,8.3822737,-0.78148407,8.7108459,0.96663356,8.7749195,-7.7718568,-10.864294,-17.239695,6.3810005,8.373745,5.8959002
7.7755008,-15.321456,10.576915,-7.3511324,1.4612321,-1.3643392,-8.4199905,-8.4474869,-9.3873415,13.796127,-2.3236599,-18.921932
-2.7692251,6.5735803,-10.088984,16.09141,-0.24478699,2.388773,-2.3637407,-5.7693138,1.7091879,-12.68959,-5.6054249,6.981925
4.3351045,4.785531,-0.055539668,-7.7980337,-5.4694018,11.437018,-12.697214,-13.500432,-12.495535,1.5598203,-1.8291838,6.8802176
-5.0514517,-13.432554,-1.1952993,-15.339786,-13.441137,2.3597646,12.54893,6.92383,-8.5543194,18.905117,16.272913,4.3425369
6.6651831,-4.3527217,0.13576698,-3.8775525,8.1705294,-0.048704829,1.8603721,2.5027409,5.9059162,-1.58776,-6.852232,13.862583
13.650987,3.9021862,-1.1291027,-7.4981308,-0.17414385,9.5539122,-6.2380729,15.881615,-2.1665168,2.9828498,4.909965,-1.9427559
