configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,,,stlsq,1000.0,0.05,1.0,9,2,1,4.0,4.0,0,0.0,finite_difference,success,,83,110,75.45454545454545,2.7430810518562794,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5"", ""x0^6"", ""x0^5 x1"", ""x0^4 x1^2"", ""x0^3 x1^3"", ""x0^2 x1^4"", ""x0 x1^5"", ""x1^6"", ""x0^7"", ""x0^6 x1"", ""x0^5 x1^2"", ""x0^4 x1^3"", ""x0^3 x1^4"", ""x0^2 x1^5"", ""x0 x1^6"", ""x1^7"", ""x0^8"", ""x0^7 x1"", ""x0^6 x1^2"", ""x0^5 x1^3"", ""x0^4 x1^4"", ""x0^3 x1^5"", ""x0^2 x1^6"", ""x0 x1^7"", ""x1^8"", ""x0^9"", ""x0^8 x1"", ""x0^7 x1^2"", ""x0^6 x1^3"", ""x0^5 x1^4"", ""x0^4 x1^5"", ""x0^3 x1^6"", ""x0^2 x1^7"", ""x0 x1^8"", ""x1^9""]","[[-16.077353408430795, 232.90043505607952, -240.2167779401508, -0.2399525372724679, 0.5412458238003924, -0.27477902139567184, -0.0018088659842347816, 0.0014943270773370798, 0.002902510276788058, -0.0022239365611199293, 0.00013514324484566504, -0.0004087016496420559, 0.00041900047468620196, -0.00017307927897305158, 2.629189084904218e-05, 2.9561911098377884e-06, -1.3946718820322708e-05, 2.3046290894064054e-05, -1.6486705362664955e-05, 4.859985689464767e-06, -4.2354790152661855e-07, -3.462400986429536e-08, 8.793207536995174e-08, 0.0, -1.5434181062938626e-07, 1.0985341787768785e-07, 1.2795635031218915e-08, -2.1603430931645447e-08, -4.3112917361862185e-10, 2.0266595552772204e-09, -3.094875831518048e-09, 1.1348905070278677e-09, 1.6312221785371829e-09, -1.9920669429217067e-09, 8.766496607222505e-10, -1.5223848289378326e-10, 1.4479627299633557e-12, -7.633633044766346e-12, 1.4976570719476618e-11, -1.1471181195064357e-11, 0.0, 0.0, 9.688183575793785e-12, -1.0055457946674038e-11, 3.048604184440144e-12, -2.2349738511125176e-14, 8.373966682629491e-14, -8.316948621465022e-14, -3.631218142273218e-14, 6.256932265308427e-14, 5.427035939080807e-14, -4.384479688746764e-14, -7.103626964304161e-14, 7.515837009285478e-14, -1.9013908851504027e-14], [12.878804213045466, 240.5336176796491, -233.27753746779447, 0.3216667495811276, -0.6203490483331361, 0.2686044972757343, -0.0014614015016068392, 0.00795705496722585, -0.012291901093874244, 0.005468362550415409, -1.3493520423814111e-05, 3.1809733105434404e-05, 0.0, -2.510401315777482e-05, 9.12386130431503e-06, -1.0778605761461198e-06, 6.282427630365756e-06, -8.723774520069148e-06, 1.1892682172854702e-06, 4.077348226047207e-06, -1.7592095887859965e-06, -2.1779297832243618e-08, 1.2356691093983623e-07, -2.668664090771372e-07, 2.276905195134187e-07, 0.0, -1.04192387833404e-07, 4.149976940592918e-08, -1.670620754297443e-10, -5.4282981256265925e-11, 1.3659509303578419e-09, -1.8318483997169944e-09, -3.6798154386959686e-10, 2.5976211493479165e-09, -2.094322114951813e-09, 5.532279814040136e-10, -8.698488254807522e-13, 5.278758911785721e-12, -1.0711032340824188e-11, 7.672518421962685e-12, 0.0, 2.8357129192653058e-12, -1.086327924492402e-11, 9.163355347861596e-12, -2.505820508482938e-12, 2.6137480790180807e-14, -8.291991566534653e-14, 6.252070304752536e-14, 4.3507724592237087e-14, -3.9502544749891516e-14, -5.091181733160428e-14, 2.074649066031875e-14, 5.709952421385897e-14, -4.600531353797384e-14, 9.308012655233437e-15]]",(x0)' = -16.077 1 +  232.900 x0 + -240.217 x1 + -0.240 x0^2 +  0.541 x0 x1 + -0.275 x1^2 + -0.002 x0^3 +  0.001 x0^2 x1 +  0.003 x0 x1^2 + -0.002 x1^3 | (x1)' =  12.879 1 +  240.534 x0 + -233.278 x1 +  0.322 x0^2 + -0.620 x0 x1 +  0.269 x1^2 + -0.001 x0^3 +  0.008 x0^2 x1 + -0.012 x0 x1^2 +  0.005 x1^3
2,35.0,,,stlsq,1000.0,0.05,1.0,9,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,69,110,62.72727272727273,1.5493964366614819,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5"", ""x0^6"", ""x0^5 x1"", ""x0^4 x1^2"", ""x0^3 x1^3"", ""x0^2 x1^4"", ""x0 x1^5"", ""x1^6"", ""x0^7"", ""x0^6 x1"", ""x0^5 x1^2"", ""x0^4 x1^3"", ""x0^3 x1^4"", ""x0^2 x1^5"", ""x0 x1^6"", ""x1^7"", ""x0^8"", ""x0^7 x1"", ""x0^6 x1^2"", ""x0^5 x1^3"", ""x0^4 x1^4"", ""x0^3 x1^5"", ""x0^2 x1^6"", ""x0 x1^7"", ""x1^8"", ""x0^9"", ""x0^8 x1"", ""x0^7 x1^2"", ""x0^6 x1^3"", ""x0^5 x1^4"", ""x0^4 x1^5"", ""x0^3 x1^6"", ""x0^2 x1^7"", ""x0 x1^8"", ""x1^9""]","[[-16.328951763796738, 232.88723151844087, -240.14121657244982, -0.22209488527990887, 0.5099917384147769, -0.2605952880600736, 0.0005009588072100964, -0.0048254069923549985, 0.008722440959809414, -0.004052568963108933, 8.5250097146709e-05, -0.0002605022027237105, 0.00024623706346995467, -7.244508044879232e-05, 9.930478426984783e-08, 1.873403619821836e-07, -2.7104071132994115e-06, 5.001140683060194e-06, -1.9061581785140956e-06, -1.28419324530337e-06, 7.190708133362627e-07, -1.2881795608920672e-08, 3.238307998575324e-08, 0.0, -4.2169666813102157e-08, 2.9017910381899355e-09, 3.758665097243489e-08, -1.7805203324845776e-08, 2.891691026878896e-11, 8.169303504129277e-12, 2.8206874141943065e-12, -8.388687583860007e-11, -6.912919667768615e-11, 6.065492672872786e-11, 1.4943507905752487e-10, -9.793415947065449e-11, 2.0633741557322266e-13, -4.2881953891237987e-13, -1.1971397206473897e-13, 5.057298080537129e-13, 0.0, 0.0, -1.694263534501301e-13, -1.5380704874838692e-13, 1.6063952596872494e-13, -1.3554885467780058e-15, 1.284489897811837e-15, 4.714190069932146e-16, -4.578180048177177e-16, 4.6839456174834985e-17, 9.92239844846712e-16, 7.333560887909375e-16, -1.1475719962163747e-15, -2.5213026340616102e-15, 1.966419112812413e-15], [13.050048860531184, 240.7111695401567, -233.5182828547336, 0.3186678251456882, -0.6029722805070569, 0.25377036068225706, -0.0017083118960431168, 0.008429520153203083, -0.012288146040846083, 0.005257473232985909, -4.6223468769686264e-05, 0.00010157892296289742, 0.0, -0.00010760135405176172, 5.4601830585041745e-05, -4.716270088921295e-07, 3.3538547780562475e-06, -4.761807256297826e-06, 5.778519987118182e-07, 2.0884541570710017e-06, -8.000515165521671e-07, 6.411519481584701e-09, -1.1111608821679418e-08, -1.8452351100892855e-08, 3.9092573227662046e-08, 0.0, -2.7652982018163715e-08, 1.1627367086274875e-08, -7.872551538377908e-12, -1.1817180338814094e-10, 1.3517682305604293e-10, 1.1892668261510756e-10, -5.5573475031916975e-11, -1.1539911297293125e-10, 1.4388576073828744e-11, 2.99043624965328e-11, -2.5812546422634965e-13, 6.311270458319483e-13, -1.5927357859992255e-13, -4.096266229145427e-13, 0.0, 1.4363983794661398e-13, 2.183067258927516e-13, -1.820981839340254e-13, 1.655542993739492e-14, 7.206362737705291e-16, 6.277571471136314e-16, -5.724800668627808e-16, -1.884843613227208e-15, -1.1374080620157623e-15, 8.856556712169802e-16, 1.882005045452179e-15, 6.655462294964709e-16, -1.1973951140562046e-15, -1.0533087840048945e-17]]",(x0)' = -16.329 1 +  232.887 x0 + -240.141 x1 + -0.222 x0^2 +  0.510 x0 x1 + -0.261 x1^2 +  0.001 x0^3 + -0.005 x0^2 x1 +  0.009 x0 x1^2 + -0.004 x1^3 | (x1)' =  13.050 1 +  240.711 x0 + -233.518 x1 +  0.319 x0^2 + -0.603 x0 x1 +  0.254 x1^2 + -0.002 x0^3 +  0.008 x0^2 x1 + -0.012 x0 x1^2 +  0.005 x1^3
3,35.0,,,stlsq,1000.0,0.05,1.0,9,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,66,110,60.0,1.5124746579676867,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5"", ""x0^6"", ""x0^5 x1"", ""x0^4 x1^2"", ""x0^3 x1^3"", ""x0^2 x1^4"", ""x0 x1^5"", ""x1^6"", ""x0^7"", ""x0^6 x1"", ""x0^5 x1^2"", ""x0^4 x1^3"", ""x0^3 x1^4"", ""x0^2 x1^5"", ""x0 x1^6"", ""x1^7"", ""x0^8"", ""x0^7 x1"", ""x0^6 x1^2"", ""x0^5 x1^3"", ""x0^4 x1^4"", ""x0^3 x1^5"", ""x0^2 x1^6"", ""x0 x1^7"", ""x1^8"", ""x0^9"", ""x0^8 x1"", ""x0^7 x1^2"", ""x0^6 x1^3"", ""x0^5 x1^4"", ""x0^4 x1^5"", ""x0^3 x1^6"", ""x0^2 x1^7"", ""x0 x1^8"", ""x1^9""]","[[-13.533094142791494, 235.26944960013654, -241.84697732815243, -0.20959013169934118, 0.47084874553362105, -0.2376124105825475, 0.0004100956031096382, -0.004895505469475036, 0.009108181675766438, -0.004297105366711908, 8.521582422858335e-05, -0.00028535685054377805, 0.00030925828214336236, -0.00012219465273982687, 1.1605123464133719e-05, 4.102005223252431e-08, -2.6377469925624264e-06, 5.830592808476496e-06, -3.316789057065304e-06, -5.100771860366756e-07, 6.01853237352034e-07, -1.2697702622278954e-08, 3.180860084788424e-08, 0.0, -3.8809230143599243e-08, -2.073227877110778e-09, 3.919456277154108e-08, -1.7383173779337187e-08, 9.065094247695957e-11, -7.165238929034384e-11, -8.619074507808447e-11, 2.1848869843877653e-13, 0.0, 1.1699528403202838e-10, -1.5409804756304445e-11, -3.572681415604406e-11, 1.2396874258566595e-13, -3.273283874303619e-13, 1.7105996946804115e-13, 6.152720959047394e-14, 0.0, 0.0, 0.0, -7.054393638365689e-14, 4.150993145671427e-14, -4.810501960331427e-15, 6.8232319243247215e-15, 2.2316240706716238e-15, -2.90869776305594e-15, -3.138435171319483e-15, 1.027497258258321e-16, 2.5036865573740032e-15, 8.30303314719345e-16, -3.1176070287874683e-15, 1.5003147222164704e-15], [11.983842623367998, 242.1422557844792, -235.61681878059565, 0.2693501292798367, -0.501578659661874, 0.20624480412886242, -0.001194793991178331, 0.007316881107026083, -0.011368265246070758, 0.004949425759755591, -4.494225018485842e-05, 0.00010436029060767909, 0.0, -0.00012151161989009811, 6.436709022061932e-05, -1.1321310922923309e-07, 1.6448752856967468e-06, -1.8634953652324655e-06, -1.5489248603594034e-06, 2.6678253177386834e-06, -8.006809837440992e-07, 9.641013552399509e-09, -2.3536739412713327e-08, -1.6890344157492972e-09, 2.9947606958209533e-08, 0.0, -2.4545464695645344e-08, 1.0083059107562705e-08, -8.435052197937566e-11, 4.138773589891457e-11, 1.3397182832797406e-10, 0.0, -8.182831441251944e-11, -7.867759421739006e-11, 8.058556224502153e-11, -9.64083933120452e-12, -1.706827765513208e-13, 5.151770787390214e-13, -4.054640411330016e-13, 0.0, 0.0, 4.2382080039298977e-14, 1.9241244103070385e-13, -2.8327387081457347e-13, 1.1054975388465777e-13, 4.631331172804509e-15, -5.995016399529199e-15, -2.6804255226110042e-15, 1.897629391711952e-15, 3.061410568770593e-15, 1.0785796621398354e-15, -1.359192810056973e-15, -1.487868171828593e-15, 8.879350936089497e-16, -5.822858281987207e-17]]",(x0)' = -13.533 1 +  235.269 x0 + -241.847 x1 + -0.210 x0^2 +  0.471 x0 x1 + -0.238 x1^2 + -0.005 x0^2 x1 +  0.009 x0 x1^2 + -0.004 x1^3 | (x1)' =  11.984 1 +  242.142 x0 + -235.617 x1 +  0.269 x0^2 + -0.502 x0 x1 +  0.206 x1^2 + -0.001 x0^3 +  0.007 x0^2 x1 + -0.011 x0 x1^2 +  0.005 x1^3
4,35.0,,,stlsq,1000.0,0.05,1.0,9,2,2,8.0,8.0,0,0.0,finite_difference,success,,77,110,70.0,1.6155687551945448,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5"", ""x0^6"", ""x0^5 x1"", ""x0^4 x1^2"", ""x0^3 x1^3"", ""x0^2 x1^4"", ""x0 x1^5"", ""x1^6"", ""x0^7"", ""x0^6 x1"", ""x0^5 x1^2"", ""x0^4 x1^3"", ""x0^3 x1^4"", ""x0^2 x1^5"", ""x0 x1^6"", ""x1^7"", ""x0^8"", ""x0^7 x1"", ""x0^6 x1^2"", ""x0^5 x1^3"", ""x0^4 x1^4"", ""x0^3 x1^5"", ""x0^2 x1^6"", ""x0 x1^7"", ""x1^8"", ""x0^9"", ""x0^8 x1"", ""x0^7 x1^2"", ""x0^6 x1^3"", ""x0^5 x1^4"", ""x0^4 x1^5"", ""x0^3 x1^6"", ""x0^2 x1^7"", ""x0 x1^8"", ""x1^9""]","[[-34.7318592525549, 104.9142435784851, -118.77456420925192, -0.061865787351597985, 0.21859767530252824, -0.09920432730444, 1.9125464073827514e-05, -0.0009747558696540357, 0.0028632086692380997, -0.0011581811149109574, -1.499882247462629e-07, 0.0, -4.5403685881296344e-05, 6.246490823374009e-05, -2.1506521280964948e-05, -3.4338610972221843e-07, 4.6068831654025753e-07, -2.04281361962989e-07, 3.967460397473665e-07, -2.178939213175197e-07, -7.448848663584196e-08, -7.403636291460558e-11, 0.0, 1.365970517629601e-08, -3.183926035742134e-08, 2.535192177997795e-08, -7.266927700731536e-09, 3.1971282433397485e-10, 3.7497177553370374e-11, -6.638310612400045e-11, 1.1968998342369212e-10, -3.147900068660237e-10, 3.3831845903626665e-10, -7.944077570701009e-11, -7.672321600084791e-11, 3.930617674801708e-11, -6.073318816840038e-14, 7.171385021263434e-14, 1.802934657130565e-15, -1.291455842153009e-14, 0.0, 0.0, 0.0, 0.0, 0.0, -1.215942216403941e-15, -6.063909946504693e-16, 7.801072918032207e-15, 0.0, -2.485390778528048e-14, 2.3456783407125017e-14, 1.216393904629569e-14, -3.1816681287720924e-14, 1.9173821717744418e-14, -4.064420114578169e-15], [18.714797922438716, 119.13078833425502, -105.32973762294336, 0.21551699085822013, -0.42676077311307836, 0.15371729064260584, -7.035070254127395e-05, 0.0007252257444651268, -0.0021277598958706324, 0.0008039157446227403, -6.783265440562332e-05, 0.0002194525928458525, -0.000265526019246588, 0.0001676648636415959, -4.7551992256402944e-05, -1.0439399829230728e-09, 1.5193531246665777e-06, -4.095008041382973e-06, 4.149264834798338e-06, -2.1883558604597585e-06, 5.82324125744803e-07, 1.6931383284585393e-08, -5.9167665465730736e-08, 8.23625436711398e-08, -8.86875593440104e-08, 1.0177644302610184e-07, -7.513397375123538e-08, 2.161352037272771e-08, 4.484510120741061e-11, -4.188552252903963e-10, 1.268577275900745e-09, -2.105105379624789e-09, 2.227848636512303e-09, -1.4471854956285397e-09, 5.058608458080638e-10, -7.237498307513323e-11, -1.3494210724900165e-12, 4.070130418191087e-12, 0.0, -1.2662610395489301e-11, 1.5180323705273456e-11, 0.0, -1.1848772494571539e-11, 8.647142253696772e-12, -2.0330784232969183e-12, -7.14011730005349e-15, 3.19400867876302e-14, -4.045544589623226e-14, -7.22888139223102e-15, 4.188851837877723e-14, 0.0, -3.958240970922372e-14, 2.097637074133966e-14, 2.206849057359716e-15, -2.6654713017048283e-15]]",(x0)' = -34.732 1 +  104.914 x0 + -118.775 x1 + -0.062 x0^2 +  0.219 x0 x1 + -0.099 x1^2 + -0.001 x0^2 x1 +  0.003 x0 x1^2 + -0.001 x1^3 | (x1)' =  18.715 1 +  119.131 x0 + -105.330 x1 +  0.216 x0^2 + -0.427 x0 x1 +  0.154 x1^2 +  0.001 x0^2 x1 + -0.002 x0 x1^2 +  0.001 x1^3
5,35.0,,,stlsq,1000.0,0.05,1.0,9,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,77,110,70.0,1.503764545544982,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5"", ""x0^6"", ""x0^5 x1"", ""x0^4 x1^2"", ""x0^3 x1^3"", ""x0^2 x1^4"", ""x0 x1^5"", ""x1^6"", ""x0^7"", ""x0^6 x1"", ""x0^5 x1^2"", ""x0^4 x1^3"", ""x0^3 x1^4"", ""x0^2 x1^5"", ""x0 x1^6"", ""x1^7"", ""x0^8"", ""x0^7 x1"", ""x0^6 x1^2"", ""x0^5 x1^3"", ""x0^4 x1^4"", ""x0^3 x1^5"", ""x0^2 x1^6"", ""x0 x1^7"", ""x1^8"", ""x0^9"", ""x0^8 x1"", ""x0^7 x1^2"", ""x0^6 x1^3"", ""x0^5 x1^4"", ""x0^4 x1^5"", ""x0^3 x1^6"", ""x0^2 x1^7"", ""x0 x1^8"", ""x1^9""]","[[-34.01743705241179, 105.17227060534805, -118.9181897285551, -0.06208719193393659, 0.21766206890189155, -0.09899670953202203, 2.7148688969105442e-05, -0.0009918589400573087, 0.002894423716170193, -0.0011807689525985255, -5.152232758248356e-07, 0.0, -4.412829017372568e-05, 6.12474746222307e-05, -2.1123039007076223e-05, -3.5303023143453025e-07, 4.5393096656966666e-07, -1.2905333210624734e-07, 2.993801691580505e-07, -1.7718855977232676e-07, -7.714497136707346e-08, 5.437230479974981e-12, 0.0, 1.3052899658193124e-08, -3.066000524360597e-08, 2.439423108771579e-08, -6.9004323341226266e-09, 2.572614083727417e-10, 3.9309561749204994e-11, -6.222276296190229e-11, 8.898082203874214e-11, -2.583373325354386e-10, 2.7967057463375033e-10, -3.662084935574607e-11, -9.632955419109531e-11, 4.3052564761398586e-11, -7.213641401395048e-14, 1.0853448205312556e-13, -3.894328743329997e-14, 2.3620574604503276e-15, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3117401239823452e-15, -7.94108630094444e-16, 8.902585102165821e-15, 0.0, -2.8358195600502386e-14, 2.6831939946372398e-14, 1.3665822090468794e-14, -3.590040962798738e-14, 2.1515358371972143e-14, -4.513131588425261e-15], [18.446360978447753, 119.26478755790438, -105.57934210171413, 0.21494720046072976, -0.423534506008107, 0.15211124281989616, -1.8466984465064447e-05, 0.0005987702968752587, -0.0020347476270049206, 0.0007838107455059016, -7.002084053097622e-05, 0.00022648175996531488, -0.00027298417666195366, 0.00016987398541993138, -4.724444780134512e-05, -3.828464517146467e-08, 1.7004348921267773e-06, -4.432282071999695e-06, 4.462794483590122e-06, -2.3356889613834434e-06, 6.104994335276849e-07, 1.7450641719248624e-08, -6.162719310095313e-08, 8.722168734787062e-08, -9.362129014048819e-08, 1.0419285246142947e-07, -7.541950669826975e-08, 2.1500661858990028e-08, 5.255936553863991e-11, -4.666753460340913e-10, 1.3824680841206614e-09, -2.2523620044462675e-09, 2.3569057893145737e-09, -1.5350981016032576e-09, 5.467177406053719e-10, -8.095429078614108e-11, -1.3539201913926686e-12, 4.0806411768889006e-12, 0.0, -1.2681496196649714e-11, 1.519611856580488e-11, 0.0, -1.184853784891154e-11, 8.64119513722421e-12, -2.0302508764249505e-12, -7.390655665479277e-15, 3.372821183134476e-14, -4.4585395462564784e-14, -3.952731493256076e-15, 4.2426013430716445e-14, 0.0, -4.482295895707099e-14, 2.7855923327550424e-14, -1.3155085679934152e-15, -2.002995493816816e-15]]",(x0)' = -34.017 1 +  105.172 x0 + -118.918 x1 + -0.062 x0^2 +  0.218 x0 x1 + -0.099 x1^2 + -0.001 x0^2 x1 +  0.003 x0 x1^2 + -0.001 x1^3 | (x1)' =  18.446 1 +  119.265 x0 + -105.579 x1 +  0.215 x0^2 + -0.424 x0 x1 +  0.152 x1^2 +  0.001 x0^2 x1 + -0.002 x0 x1^2 +  0.001 x1^3
6,35.0,,,stlsq,1000.0,0.05,1.0,9,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,77,110,70.0,1.4804030489176512,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5"", ""x0^6"", ""x0^5 x1"", ""x0^4 x1^2"", ""x0^3 x1^3"", ""x0^2 x1^4"", ""x0 x1^5"", ""x1^6"", ""x0^7"", ""x0^6 x1"", ""x0^5 x1^2"", ""x0^4 x1^3"", ""x0^3 x1^4"", ""x0^2 x1^5"", ""x0 x1^6"", ""x1^7"", ""x0^8"", ""x0^7 x1"", ""x0^6 x1^2"", ""x0^5 x1^3"", ""x0^4 x1^4"", ""x0^3 x1^5"", ""x0^2 x1^6"", ""x0 x1^7"", ""x1^8"", ""x0^9"", ""x0^8 x1"", ""x0^7 x1^2"", ""x0^6 x1^3"", ""x0^5 x1^4"", ""x0^4 x1^5"", ""x0^3 x1^6"", ""x0^2 x1^7"", ""x0 x1^8"", ""x1^9""]","[[-27.084153373704353, 107.4219258709752, -120.06850415948713, -0.06475105623006511, 0.20627218998144978, -0.09579320716065769, 0.00034023162044789096, -0.001739171741252731, 0.003633321064557828, -0.001476397938234961, -1.3139917761423232e-06, 0.0, -3.727343291846207e-05, 5.232469024395594e-05, -1.7197393945285174e-05, -6.55852369110478e-07, 1.182152644193634e-06, -5.549032430758667e-07, 9.506213272222617e-08, 6.58339331691288e-08, -1.2270425724238114e-07, -7.894782512117954e-10, 0.0, 1.9892977713776802e-08, -4.275137465476181e-08, 3.19357327612447e-08, -8.199923488257783e-09, 1.9314783363140015e-11, 9.551037079238054e-11, -2.0001147397827542e-10, 1.0243547645126932e-10, 6.994803006063346e-11, -3.166289716162339e-10, 5.330367681570905e-10, -3.915652674142603e-10, 1.0522243750271149e-10, 2.066806355286087e-13, -1.0019658273781788e-12, 1.511959020497038e-12, -7.756589607034906e-13, 0.0, 0.0, 0.0, 1.191482999851107e-13, -6.013757733668013e-14, -1.5227757771849162e-15, -6.302633390368338e-15, 2.581950183736711e-14, 0.0, -7.555631706756096e-14, 7.25908132069278e-14, 3.566160742267344e-14, -9.7514681396878e-14, 5.925511836354511e-14, -1.2398216292412318e-14], [15.905223509912298, 120.61616128016433, -108.14591725790154, 0.19871653196954633, -0.3740429525529768, 0.1297075610094875, -6.011013073111736e-05, 0.0019115471083316115, -0.00463076256170052, 0.0021121003023753825, -7.679031660184194e-05, 0.000247143706154946, -0.0002852467652503172, 0.0001540061097152058, -3.4333324663648035e-05, -3.0637356496033453e-07, 2.2989310013085604e-06, -3.9200812526459475e-06, 2.0295756187690177e-06, 0.0, -1.2582933277781987e-07, 1.6575324808229093e-08, -6.105601537100978e-08, 9.27009853081355e-08, -9.942545447816299e-08, 9.554870058174048e-08, -5.993070636929169e-08, 1.535276990421317e-08, 1.2692512945208736e-10, -9.112208249695103e-10, 2.2599284842895712e-09, -2.814174308598538e-09, 2.0639853100449494e-09, -9.522632707506135e-10, 2.625765419805786e-10, -3.278161877611588e-11, -5.201729943014372e-13, 0.0, 7.2533525292134745e-12, -1.751013566466923e-11, 1.497022089438167e-11, 0.0, -8.640404421762734e-12, 5.646699275500873e-12, -1.1965509385904463e-12, -6.607830058396759e-15, 4.172405858692547e-14, -8.834377241714324e-14, 6.912094180946314e-14, 0.0, 0.0, -6.279006102437465e-14, 7.649973249071649e-14, -3.56797653198814e-14, 6.0250496696100475e-15]]",(x0)' = -27.084 1 +  107.422 x0 + -120.069 x1 + -0.065 x0^2 +  0.206 x0 x1 + -0.096 x1^2 + -0.002 x0^2 x1 +  0.004 x0 x1^2 + -0.001 x1^3 | (x1)' =  15.905 1 +  120.616 x0 + -108.146 x1 +  0.199 x0^2 + -0.374 x0 x1 +  0.130 x1^2 +  0.002 x0^2 x1 + -0.005 x0 x1^2 +  0.002 x1^3
