configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
46,3,35.0,4,1,0,0.05,20000.0,20,4,True,,2.0,25.280468292547628,0.11402996113623931,0.4098271302122663,0.5983453506509147,0.13339985082919426,0.1536926147704591
46,3,35.0,4,1,0,0.05,20000.0,150,4,True,,2.0,25.280468292547628,0.11402996113623931,0.4098271302122663,0.5983453506509147,0.13339985082919426,0.1536926147704591
46,3,35.0,4,1,0,0.0,20000.0,20,4,True,,2.0,25.365273264448977,0.03801310325444942,0.3193834659920229,0.4853863473510933,0.14027911501499019,0.1936127744510978
46,3,35.0,4,1,0,0.0,20000.0,150,4,True,,2.0,25.365273264448977,0.03801310325444942,0.3193834659920229,0.4853863473510933,0.14027911501499019,0.1936127744510978
46,3,35.0,4,1,0,0.05,20000.0,20,1088,True,,2.0,57.07208988029092,0.11965059791547106,0.7477145085664609,1.1148282344445668,0.19697137935293324,0.1157684630738523
46,3,35.0,4,1,0,0.05,20000.0,150,1088,True,,2.0,57.07208988029092,0.11965059791547106,0.7477145085664609,1.1148282344445668,0.19697137935293324,0.1157684630738523
46,3,35.0,4,1,0,0.0,20000.0,20,1088,True,,2.0,52.076913427026476,0.12691362018836147,0.5924877448791996,0.9185072561344543,0.1959477922747117,0.0718562874251497
46,3,35.0,4,1,0,0.0,20000.0,150,1088,True,,2.0,52.076913427026476,0.12691362018836147,0.5924877448791996,0.9185072561344543,0.1959477922747117,0.0718562874251497
47,3,35.0,4,1,5,0.05,20000.0,20,4,True,,2.0,25.127950038413438,0.12612921724201778,0.41550826925843637,0.6016051010612703,0.1261290022018521,0.15568862275449102
47,3,35.0,4,1,5,0.05,20000.0,150,4,True,,2.0,25.127950038413438,0.12612921724201778,0.41550826925843637,0.6016051010612703,0.1261290022018521,0.15568862275449102
47,3,35.0,4,1,5,0.0,20000.0,20,4,True,,2.0,24.85183864003832,0.09252322120275976,0.3089488578593005,0.48514404916788706,0.1306547501415766,0.1996007984031936
47,3,35.0,4,1,5,0.0,20000.0,150,4,True,,2.0,24.85183864003832,0.09252322120275976,0.3089488578593005,0.48514404916788706,0.1306547501415766,0.1996007984031936
47,3,35.0,4,1,5,0.05,20000.0,20,1088,True,,2.0,56.042664640734436,0.14765416609763565,0.7693416934704499,1.110567649560073,0.19659889510523446,0.1317365269461078
47,3,35.0,4,1,5,0.05,20000.0,150,1088,True,,2.0,56.042664640734436,0.14765416609763565,0.7693416934704499,1.110567649560073,0.19659889510523446,0.1317365269461078
47,3,35.0,4,1,5,0.0,20000.0,20,1088,True,,2.0,52.08161824008249,0.12885392662813355,0.6018356044285894,0.9128057422117657,0.19515779242774342,0.06387225548902195
47,3,35.0,4,1,5,0.0,20000.0,150,1088,True,,2.0,52.08161824008249,0.12885392662813355,0.6018356044285894,0.9128057422117657,0.19515779242774342,0.06387225548902195
