-0.27548832,15.294663,6.2446723,-11.65619,0.026249999,0.54688913,-4.8598166,1.9965382,-6.8312263,4.7840204,-2.1268291,19.324087,-2.1754036,-21.286259,-8.3810072,-9.490325
1.237475,15.720838,9.8889179,6.4732809,-10.579067,-2.2622135,5.568368,13.796739,-4.0267425,9.0478621,3.606302,2.2273393,14.955802,1.5035952,2.9314764,18.68482
1.5611904,16.888563,8.4350395,8.0033197,-14.162439,-1.069894,-9.7797556,3.24277,-5.5941081,-6.9997101,10.153455,29.280487,-8.4014368,-15.449356,2.295193,-4.2234006
-9.2622929,-0.64640057,-14.919586,23.021738,-9.3642445,-4.1364903,2.3951929,8.627636,16.778208,-0.80377126,5.9304528,2.5041344,3.9574385,18.569183,-4.1046448,-11.574278
8.5246553,-16.636742,-7.8558588,6.60005,-4.1982841,-3.7763855,10.546446,16.548567,-9.630887,4.2051682,-7.5106702,7.6869135,-5.5817766,4.6102381,7.9494681,-1.2571565
2.977499,-6.0875177,-3.7514472,10.739218,-3.44437,3.101058,-1.2890898,3.5156496,16.351217,7.93363,15.446573,9.8713827,-2.2823439,8.7797413,10.569868,22.682882
18.105742,3.7943227,6.1509132,-8.4131117,9.8693514,3.6700881,-6.6642323,10.428903,-26.644381,-0.39134338,4.4087706,4.5278091,-14.64531,3.8396189,-23.394121,-8.5536833
-4.0024142,7.3188791,14.760126,-7.6415682,-0.68031871,11.431314,6.4553232,19.922298,3.6947222,7.7830958,0.78253472,18.190269,6.2703695,-4.6103358,4.9313202,8.9272137
19.497681,-0.82758081,-6.7831345,-6.5524564,1.4693071,-17.877235,-2.6416085,-2.7075517,-0.042069267,10.79984,0.25879815,-5.2278728,4.9909205,-12.804196,-1.917452,-12.297549
-0.63073581,5.6550765,16.227848,-0.45360026,-32.952076,2.0290053,-0.35184544,1.1759716,-8.4734983,3.6480141,5.4359369,-13.215059,-6.425755,-5.9263048,-6.6839619,2.2250898
-0.37949353,-3.3086407,3.4441853,2.7761803,2.8708875,7.6501026,2.7405393,-0.13760415,-4.4870019,-18.203339,-16.625139,-13.376253,-1.1103307,0.81402898,3.7183092,-4.8704491
-0.36393255,9.1892309,2.0269685,-1.0787463,0.63720787,-0.040696189,-8.6629162,1.1848919,0.1820672,1.468102,9.8687992,10.159451,1.1271181,-2.6753309,-16.579458,11.244
-11.780396,9.4183912,5.7027316,10.049002,-9.218688,5.2816577,6.128262,3.7024932,0.47450849,7.6376572,3.4715419,-16.488857,-0.72552842,-3.7087994,-2.2794292,9.7355824
