label,lead_s,skill,n_forecasts
delay nd4,1.692,-0.05378745025500028,112
delay nd4,1.696,-0.03404254168136195,112
delay nd4,1.7,-0.02624686019083168,112
delay nd4,1.704,-0.03044330779779319,112
delay nd4,1.708,-0.033459631668645885,112
delay nd4,1.712,-0.025728972368140368,112
delay nd4,1.716,-0.011368313458835636,112
delay nd4,1.72,-0.002667432367870467,112
delay nd4,1.724,-0.0056538384100001254,112
delay nd4,1.728,-0.01040760548234,112
delay nd4,1.732,-8.23136839285255e-05,112
delay nd4,1.736,0.03128077112862001,112
delay nd4,1.74,0.07189991830819155,112
delay nd4,1.744,0.10101342509536014,112
delay nd4,1.748,0.10469653182008597,112
delay nd4,1.752,0.08548898072352094,112
delay nd4,1.756,0.05822039377032488,112
delay nd4,1.76,0.03873400259898078,112
delay nd4,1.764,0.03423784334726988,112
delay nd4,1.768,0.03723214808839907,112
delay nd4,1.772,0.029902252390818933,112
delay nd4,1.776,0.0034260559157612515,112
delay nd4,1.78,-0.02937713324622001,112
delay nd4,1.784,-0.04824206654594983,112
delay nd4,1.788,-0.047295635773439995,112
delay nd4,1.792,-0.03339644804606768,112
delay nd4,1.796,-0.011634497675045671,112
delay nd4,1.8,0.017312186682191658,112
delay nd4,1.804,0.05104895222075493,112
delay nd4,1.808,0.08264458677272242,112
delay nd4,1.812,0.10368167714507573,112
delay nd4,1.816,0.10892120886723311,112
delay nd4,1.82,0.09769338515080367,112
delay nd4,1.824,0.07123931984775289,112
delay nd4,1.828,0.03112188408109013,112
delay nd4,1.832,-0.01836677143668264,112
delay nd4,1.836,-0.0691444804576861,112
delay nd4,1.84,-0.10956336355647348,112
delay nd4,1.844,-0.12585955235191207,112
delay nd4,1.848,-0.11039258186942524,112
delay nd4,1.852,-0.07110968621263825,112
delay nd4,1.856,-0.028378502507443594,112
delay nd4,1.86,-0.002425038415154634,112
delay nd4,1.864,-0.0044281185760423605,112
delay nd4,1.868,-0.03449865300226425,112
delay nd4,1.872,-0.08372821384116425,112
delay nd4,1.8760000000000001,-0.13730359512938461,112
delay nd4,1.8800000000000001,-0.17741270651474414,112
