held_out,lead_s,aesindy_skill,persistence_skill,n_forecasts
fixation,0.0,0.5781917369648203,1.0,234
fixation,0.004,0.5244508322791035,0.9752738694311341,234
fixation,0.008,0.4406881240636901,0.9136943325744702,234
fixation,0.012,0.3647010599787215,0.8265996757286783,234
fixation,0.016,0.2978825579631439,0.7211956092130319,234
fixation,0.02,0.24133283859736768,0.6106463573259923,234
fixation,0.024,0.19819821616829117,0.511264514111598,234
fixation,0.028,0.17349118866420582,0.43439597565133764,234
fixation,0.032,0.1704264783318578,0.38462066886819196,234
fixation,0.036000000000000004,0.18789965857155697,0.3618182924328436,234
fixation,0.04,0.21898723050427066,0.3621815616681066,234
fixation,0.044,0.25252812919314094,0.3787187195191947,234
fixation,0.048,0.27635697526180447,0.4030766769418773,234
fixation,0.052000000000000005,0.27968337947549576,0.4270476432201618,234
fixation,0.056,0.2559321914893554,0.4433554362196964,234
fixation,0.06,0.20819868835954639,0.4488525588835255,234
fixation,0.064,0.14985265430491368,0.4473068304286946,234
fixation,0.068,0.09535570425735225,0.4454060822508921,234
fixation,0.07200000000000001,0.052242669906845264,0.44640378387373447,234
fixation,0.076,0.020349777815839364,0.4480857376796761,234
fixation,0.08,-0.005236544339326015,0.4457570130672189,234
fixation,0.084,-0.029688320318359787,0.4385484683920809,234
fixation,0.088,-0.054466931940540426,0.43175115110580453,234
fixation,0.092,-0.07613024123981608,0.430626680559745,234
fixation,0.096,-0.0891028436568616,0.4344846650966007,234
fixation,0.1,-0.0904586894140043,0.43830829023026724,234
fixation,0.10400000000000001,-0.08243401375026989,0.43757398388891783,234
fixation,0.108,-0.0704825939234803,0.43050537272965717,234
fixation,0.112,-0.059787552071646294,0.4184894198905052,234
fixation,0.116,-0.05280653180892322,0.40514452035810294,234
fixation,0.12,-0.04926373738818687,0.39376676650327413,234
fixation,0.124,-0.04897532951234903,0.38522549686886476,234
fixation,0.128,-0.05416459832710351,0.3780521900693912,234
fixation,0.132,-0.06791121550434809,0.3709824946552829,234
fixation,0.136,-0.09066749644493852,0.36560498509664235,234
fixation,0.14,-0.11880889173524442,0.3654536873682226,234
fixation,0.14400000000000002,-0.1468442163717686,0.3720350761147907,234
fixation,0.148,-0.17071800123707467,0.3826387074213994,234
fixation,0.152,-0.18932975871616997,0.392582056094918,234
fixation,0.156,-0.2032279256078154,0.3981864539970298,234
fixation,0.16,-0.21181703607785907,0.3961853785259179,234
fixation,0.164,-0.21281817871321618,0.38300111777384666,234
fixation,0.168,-0.2051877713327945,0.35792144246875746,234
fixation,0.17200000000000001,-0.1911964253318961,0.32519638403448087,234
fixation,0.176,-0.1752905416877011,0.2912877316444221,234
fixation,0.18,-0.161921554019225,0.2617146496834379,234
fixation,0.184,-0.1540449414284387,0.24009623148709905,234
fixation,0.188,-0.15254498893008459,0.22803608769377662,234
fixation,0.192,-0.15628942576977997,0.2253886184521547,234
fixation,0.196,-0.16316255411559333,0.23076641379954235,234
fixation,0.2,-0.17065282957812486,0.24105055239331785,234
fixation,0.20400000000000001,-0.17580652069879502,0.250381738481237,234
fixation,0.20800000000000002,-0.17564293668012668,0.2519118924566964,234
fixation,0.212,-0.16834612404497953,0.24263348238759594,234
fixation,0.216,-0.1540404669790398,0.22545892334830722,234
fixation,0.22,-0.13480533068578024,0.20624600417908487,234
fixation,0.224,-0.11464739396651194,0.19060072953448945,234
fixation,0.228,-0.0991808785919128,0.18307493507673242,234
fixation,0.232,-0.09379519138958188,0.18653017824591103,234
fixation,0.23600000000000002,-0.09999054097873165,0.199605573261555,234
fixation,0.24,-0.1127991997151808,0.21537618149999413,234
fixation,0.244,-0.12438956873259065,0.22636382020011545,234
fixation,0.248,-0.12996824359485687,0.22915923028777344,234
fixation,0.252,-0.12816920063918535,0.22224277088897548,234
fixation,0.256,-0.1193512574025668,0.20495807916809375,234
fixation,0.26,-0.10583715063415028,0.1808237398350696,234
fixation,0.264,-0.0922766778451383,0.1590328595531024,234
fixation,0.268,-0.08340362436192754,0.1496244713351874,234
fixation,0.272,-0.08071903872867944,0.1565006898992881,234
fixation,0.276,-0.08171301945539704,0.17493365623921373,234
fixation,0.28,-0.08215822798718365,0.19447157498405068,234
fixation,0.28400000000000003,-0.07889673598639124,0.20417890801111419,234
fixation,0.28800000000000003,-0.07195933571722096,0.19793782701819884,234
fixation,0.292,-0.06488068061842807,0.17779754335435827,234
fixation,0.296,-0.06226524027756163,0.15171174485430478,234
fixation,0.3,-0.06709403292864094,0.12704714433553452,234
fixation,0.304,-0.08012770414387513,0.10690112661126025,234
fixation,0.308,-0.10008317321742295,0.09050324234495953,234
fixation,0.312,-0.12330080931712273,0.07508346466203698,234
fixation,0.316,-0.1441035049278305,0.05847295947095954,234
fixation,0.32,-0.15706822371282003,0.04146915984659039,234
fixation,0.324,-0.15992384053174108,0.027846490578479408,234
fixation,0.328,-0.15424161308385825,0.021675525382553656,234
fixation,0.332,-0.14397815394508393,0.024124000730791337,234
fixation,0.336,-0.132989578561954,0.032450814213472554,234
fixation,0.34,-0.12210161484153653,0.04179295951709678,234
fixation,0.34400000000000003,-0.10908442550129245,0.04749625577396523,234
fixation,0.34800000000000003,-0.09239629373895719,0.04824866983952252,234
fixation,0.352,-0.07459117426122641,0.049210247210480236,234
fixation,0.356,-0.058811659900364736,0.058900359735561895,234
fixation,0.36,-0.045785733773088776,0.08264572065090778,234
fixation,0.364,-0.03602704219577697,0.11757216276225887,234
fixation,0.368,-0.03186444118170783,0.1510714648092826,234
fixation,0.372,-0.0358607314400813,0.168427575993546,234
fixation,0.376,-0.04762230835658444,0.16284946823488392,234
fixation,0.38,-0.06353756435429934,0.13726404294127273,234
fixation,0.384,-0.07903205244101329,0.10074046106428666,234
fixation,0.388,-0.09071358524003195,0.06355779897479445,234
fixation,0.392,-0.0969494618527852,0.033065938886635296,234
fixation,0.396,-0.09830670404351446,0.011734812063164693,234
fixation,0.4,-0.09842847553060795,-0.00258381638600943,234
fixation,0.404,-0.10251515995171442,-0.01389470401362312,234
fixation,0.40800000000000003,-0.11338134671749625,-0.02419064678395961,234
fixation,0.41200000000000003,-0.12875868723836137,-0.031690509982227215,234
fixation,0.41600000000000004,-0.14252882950458493,-0.03250628120150187,234
fixation,0.42,-0.14771508328006064,-0.024161267773238397,234
fixation,0.424,-0.1392914597336442,-0.00831130667750262,234
fixation,0.428,-0.1163173842311014,0.008676347112566927,234
fixation,0.432,-0.083455183573515,0.018042401624639093,234
fixation,0.436,-0.049663388518477625,0.013499212289531123,234
fixation,0.44,-0.023235357120406246,-0.004940788535868781,234
fixation,0.444,-0.008609803494767134,-0.03128513410676313,234
fixation,0.448,-0.00617781593508397,-0.05675829286948278,234
fixation,0.452,-0.013596441816324549,-0.07411791222730421,234
fixation,0.456,-0.0275558714812532,-0.08120368742453303,234
fixation,0.46,-0.04462372585430852,-0.08009450887807401,234
fixation,0.464,-0.0618396599776162,-0.07351075051531182,234
fixation,0.468,-0.07669915690528054,-0.06305766402881773,234
fixation,0.47200000000000003,-0.08726513981015568,-0.050212699036368075,234
fixation,0.47600000000000003,-0.09317179525628849,-0.03801506820422014,234
fixation,0.48,-0.09746673208374501,-0.030803061349565456,234
fixation,0.484,-0.10587252889952953,-0.031874238685494584,234
fixation,0.488,-0.12342480096078673,-0.041848891296879034,234
fixation,0.492,-0.1509510217429772,-0.058649639190713684,234
fixation,0.496,-0.1828514279972345,-0.07808090711037272,234
fixation,0.5,-0.21010341782273212,-0.09510161633892134,234
fixation,0.504,-0.22666932281978788,-0.1063694827258707,234
fixation,0.508,-0.2309087524593002,-0.11114926984853056,234
fixation,0.512,-0.2222482540516736,-0.1102685298332959,234
fixation,0.516,-0.2022403082064723,-0.10607946619858902,234
fixation,0.52,-0.17856239245587774,-0.10202902109372987,234
fixation,0.524,-0.16184909302022202,-0.10002249299546075,234
fixation,0.528,-0.1596275797950422,-0.09850916283279869,234
fixation,0.532,-0.1718253770044144,-0.09376792361247925,234
fixation,0.536,-0.1905863488892631,-0.0832813850306679,234
fixation,0.54,-0.20446317854049367,-0.06840940735666953,234
fixation,0.544,-0.20505559874446,-0.05368328339275376,234
fixation,0.548,-0.19050178302767118,-0.04373257873512913,234
fixation,0.552,-0.16418871292624684,-0.04113446962910504,234
fixation,0.556,-0.13305826327044415,-0.0459508134879552,234
fixation,0.56,-0.106197950532097,-0.05624032219914997,234
fixation,0.5640000000000001,-0.0924228749088376,-0.06939298313557257,234
fixation,0.5680000000000001,-0.09532799172796587,-0.08316879904916875,234
fixation,0.5720000000000001,-0.11287433198533187,-0.09531604049703583,234
fixation,0.5760000000000001,-0.14025610873425068,-0.10311531875273426,234
fixation,0.58,-0.17272913240986204,-0.10439930060847033,234
fixation,0.584,-0.20673556495740952,-0.09923845051285393,234
fixation,0.588,-0.2404361658737122,-0.09007909015879839,234
fixation,0.592,-0.2702295200342137,-0.08007295613718576,234
fixation,0.596,-0.28910413715222943,-0.07161631424273254,234
fixation,0.6,-0.29102095220615176,-0.06607095310690908,234
fixation,0.604,-0.2748905012458122,-0.0643244063169812,234
fixation,0.608,-0.2457527951309164,-0.06763366204550553,234
fixation,0.612,-0.21277327300175086,-0.07760722127755057,234
fixation,0.616,-0.18598166566503224,-0.09468509717342748,234
fixation,0.62,-0.17189232102491003,-0.11669816601900748,234
fixation,0.624,-0.17181050201915996,-0.13927914458474872,234
fixation,0.628,-0.18295170892885926,-0.1573232798604311,234
fixation,0.632,-0.19985253993398572,-0.1664336610172522,234
fixation,0.636,-0.2158989557581108,-0.16458590002025839,234
fixation,0.64,-0.22593172499680253,-0.1527664939660872,234
fixation,0.644,-0.2261442381881051,-0.13379912862508608,234
fixation,0.648,-0.21458890468573222,-0.11206961651254604,234
fixation,0.652,-0.19433132841315537,-0.09449899099613265,234
fixation,0.656,-0.1733509337808873,-0.08863246867497196,234
fixation,0.66,-0.1600289850771956,-0.09759612978986752,234
fixation,0.664,-0.15768245945961828,-0.11682184278026642,234
fixation,0.668,-0.16450559506864515,-0.13670417055223427,234
fixation,0.672,-0.17539255324963618,-0.14970868783465296,234
fixation,0.676,-0.18516025715668652,-0.15400625702055154,234
fixation,0.68,-0.1904387947906293,-0.1514117402253226,234
fixation,0.684,-0.18996644352187328,-0.14473256325732875,234
fixation,0.6880000000000001,-0.1856482152920119,-0.13693641155592973,234
fixation,0.6920000000000001,-0.18049870891156974,-0.1307726512576601,234
fixation,0.6960000000000001,-0.17581711261151964,-0.1279144213907943,234
fixation,0.7000000000000001,-0.16969010825114922,-0.1283233838862286,234
fixation,0.704,-0.1590468669112864,-0.1303742921675005,234
fixation,0.708,-0.1430677406786669,-0.13192921683411082,234
fixation,0.712,-0.12558357386250238,-0.13235292487609157,234
fixation,0.716,-0.11269208149610556,-0.13373534670818155,234
fixation,0.72,-0.10837573690436693,-0.13939811672202324,234
fixation,0.724,-0.1139240171828582,-0.15130030740947828,234
fixation,0.728,-0.12905546626605555,-0.16876637794396326,234
fixation,0.732,-0.15146731412739542,-0.1879639231092958,234
fixation,0.736,-0.1758657136931112,-0.2015951548088501,234
fixation,0.74,-0.19464743183052288,-0.20241816037714733,234
fixation,0.744,-0.20386524311194518,-0.1903606427368797,234
fixation,0.748,-0.2050032519175392,-0.17150618050513394,234
fixation,0.752,-0.19919927385388403,-0.15095562637303844,234
