configuration_index,lowpass_hz,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,simulation_attempts,completed_simulations,failed_simulations,completion_fraction,all_held_out_completed,failure_reasons,figure_exists
167,80.0,2,6,2,8.0,40.0,5,20.0,smoothed_finite_difference_savgol_order_3,156,168,92.85714285714286,1.3694091504439712,9,0,9,0.0,False,integration error: model derivative became non-finite,True
168,80.0,2,6,2,8.0,40.0,9,36.0,smoothed_finite_difference_savgol_order_3,161,168,95.83333333333333,1.3602420622482896,9,0,9,0.0,False,integration error: model derivative became non-finite,True
169,80.0,2,6,5,20.0,100.0,0,0.0,finite_difference,161,168,95.83333333333333,1.3606409961357713,9,9,0,1.0,True,,True
170,80.0,2,6,5,20.0,100.0,5,20.0,smoothed_finite_difference_savgol_order_3,163,168,97.02380952380952,1.3793462458997965,9,9,0,1.0,True,,True
171,80.0,2,6,5,20.0,100.0,9,36.0,smoothed_finite_difference_savgol_order_3,156,168,92.85714285714286,1.4950373768806458,9,7,2,0.7777777777777778,False,integration error: model derivative became non-finite,True
172,80.0,2,8,1,4.0,28.0,0,0.0,finite_difference,338,360,93.88888888888889,3.6164588956162333,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
173,80.0,2,8,1,4.0,28.0,5,20.0,smoothed_finite_difference_savgol_order_3,344,360,95.55555555555556,3.723462052643299,9,0,9,0.0,False,integration error: model derivative became non-finite,True
174,80.0,2,8,1,4.0,28.0,9,36.0,smoothed_finite_difference_savgol_order_3,337,360,93.61111111111111,3.6103647612035275,9,0,9,0.0,False,integration error: model derivative became non-finite,True
175,80.0,2,8,2,8.0,56.0,0,0.0,finite_difference,331,360,91.94444444444444,3.9603939475491643,9,4,5,0.4444444444444444,False,integration error: model derivative became non-finite,True
176,80.0,2,8,2,8.0,56.0,5,20.0,smoothed_finite_difference_savgol_order_3,326,360,90.55555555555556,3.491016758605838,9,7,2,0.7777777777777778,False,integration error: model derivative became non-finite,True
177,80.0,2,8,2,8.0,56.0,9,36.0,smoothed_finite_difference_savgol_order_3,340,360,94.44444444444444,4.2008796241134405,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
178,80.0,2,8,5,20.0,140.0,0,0.0,finite_difference,337,360,93.61111111111111,3.643990538083017,9,9,0,1.0,True,,True
179,80.0,2,8,5,20.0,140.0,5,20.0,smoothed_finite_difference_savgol_order_3,339,360,94.16666666666667,3.5991861652582884,9,9,0,1.0,True,,True
180,80.0,2,8,5,20.0,140.0,9,36.0,smoothed_finite_difference_savgol_order_3,337,360,93.61111111111111,4.043123982846737,9,2,7,0.2222222222222222,False,integration error: model derivative became non-finite,True
181,80.0,3,2,1,4.0,4.0,0,0.0,finite_difference,20,20,100.0,0.5619957949966192,9,9,0,1.0,True,,True
182,80.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.2680805679410696,9,9,0,1.0,True,,True
183,80.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.2605939991772175,9,9,0,1.0,True,,True
184,80.0,3,2,2,8.0,8.0,0,0.0,finite_difference,20,20,100.0,0.23948800191283226,9,9,0,1.0,True,,True
185,80.0,3,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,19,20,95.0,0.27506172098219395,9,9,0,1.0,True,,True
186,80.0,3,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.25014040991663933,9,9,0,1.0,True,,True
187,80.0,3,2,5,20.0,20.0,0,0.0,finite_difference,19,20,95.0,0.2638044375926256,9,9,0,1.0,True,,True
188,80.0,3,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.2432408221065998,9,9,0,1.0,True,,True
189,80.0,3,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,19,20,95.0,0.2687222398817539,9,9,0,1.0,True,,True
190,80.0,3,4,1,4.0,12.0,0,0.0,finite_difference,135,140,96.42857142857143,2.2493966054171324,9,7,2,0.7777777777777778,False,integration error: model derivative became non-finite,True
191,80.0,3,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,132,140,94.28571428571429,1.982790432870388,9,0,9,0.0,False,integration error: model derivative became non-finite,True
192,80.0,3,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,137,140,97.85714285714286,1.9892023783177137,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
193,80.0,3,4,2,8.0,24.0,0,0.0,finite_difference,139,140,99.28571428571429,2.0516761355102062,9,9,0,1.0,True,,True
194,80.0,3,4,2,8.0,24.0,5,20.0,smoothed_finite_difference_savgol_order_3,135,140,96.42857142857143,1.96786049567163,9,9,0,1.0,True,,True
195,80.0,3,4,2,8.0,24.0,9,36.0,smoothed_finite_difference_savgol_order_3,136,140,97.14285714285714,1.9864238779991865,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
196,80.0,3,4,5,20.0,60.0,0,0.0,finite_difference,139,140,99.28571428571429,1.9405803326517344,9,0,9,0.0,False,integration error: model derivative became non-finite,True
197,80.0,3,4,5,20.0,60.0,5,20.0,smoothed_finite_difference_savgol_order_3,137,140,97.85714285714286,1.5817756075412035,9,0,9,0.0,False,integration error: model derivative became non-finite,True
198,80.0,3,4,5,20.0,60.0,9,36.0,smoothed_finite_difference_savgol_order_3,138,140,98.57142857142857,1.6718935519456863,9,4,5,0.4444444444444444,False,integration error: model derivative became non-finite,True
199,80.0,3,6,1,4.0,20.0,0,0.0,finite_difference,478,504,94.84126984126983,11.143576614558697,9,0,9,0.0,False,integration error: model derivative became non-finite,True
200,80.0,3,6,1,4.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,475,504,94.24603174603175,13.586604844778776,9,8,1,0.8888888888888888,False,integration error: model derivative became non-finite,True
201,80.0,3,6,1,4.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,471,504,93.45238095238095,12.097070718184114,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
202,80.0,3,6,2,8.0,40.0,0,0.0,finite_difference,478,504,94.84126984126983,13.553840765729547,9,9,0,1.0,True,,True
203,80.0,3,6,2,8.0,40.0,5,20.0,smoothed_finite_difference_savgol_order_3,476,504,94.44444444444444,12.480567613616586,9,9,0,1.0,True,,True
204,80.0,3,6,2,8.0,40.0,9,36.0,smoothed_finite_difference_savgol_order_3,484,504,96.03174603174604,11.621601657941937,9,0,9,0.0,False,integration error: model derivative became non-finite,True
205,80.0,3,6,5,20.0,100.0,0,0.0,finite_difference,466,504,92.46031746031746,12.898040276020765,9,8,1,0.8888888888888888,False,integration error: model derivative became non-finite,True
206,80.0,3,6,5,20.0,100.0,5,20.0,smoothed_finite_difference_savgol_order_3,469,504,93.05555555555556,11.238539578393102,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
207,80.0,3,6,5,20.0,100.0,9,36.0,smoothed_finite_difference_savgol_order_3,472,504,93.65079365079364,12.69904706813395,9,3,6,0.3333333333333333,False,integration error: model derivative became non-finite,True
208,80.0,3,8,1,4.0,28.0,0,0.0,finite_difference,1240,1320,93.93939393939394,37.45105240121484,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
209,80.0,3,8,1,4.0,28.0,5,20.0,smoothed_finite_difference_savgol_order_3,1238,1320,93.78787878787878,43.84149373322725,9,0,9,0.0,False,integration error: model derivative became non-finite,True
210,80.0,3,8,1,4.0,28.0,9,36.0,smoothed_finite_difference_savgol_order_3,1222,1320,92.57575757575758,34.95097457244992,9,0,9,0.0,False,integration error: model derivative became non-finite,True
211,80.0,3,8,2,8.0,56.0,0,0.0,finite_difference,1213,1320,91.89393939393939,36.87237603776157,9,3,6,0.3333333333333333,False,integration error: model derivative became non-finite,True
212,80.0,3,8,2,8.0,56.0,5,20.0,smoothed_finite_difference_savgol_order_3,1205,1320,91.28787878787878,37.137938506901264,9,7,2,0.7777777777777778,False,integration error: model derivative became non-finite,True
213,80.0,3,8,2,8.0,56.0,9,36.0,smoothed_finite_difference_savgol_order_3,1216,1320,92.12121212121212,35.61001200415194,9,2,7,0.2222222222222222,False,integration error: model derivative became non-finite,True
214,80.0,3,8,5,20.0,140.0,0,0.0,finite_difference,1203,1320,91.13636363636364,34.66303180530667,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
215,80.0,3,8,5,20.0,140.0,5,20.0,smoothed_finite_difference_savgol_order_3,1201,1320,90.98484848484848,42.14039986021817,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
216,80.0,3,8,5,20.0,140.0,9,36.0,smoothed_finite_difference_savgol_order_3,1202,1320,91.06060606060606,36.037599708884954,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
