channel,n_delays,delay_samples,delay_ms,embedding_span_ms,threshold,degree,random_seed,train_trials,test_trials,train_score_r2,test_score_r2,test_derivative_rmse,nonzero_terms,simulation_horizon_s,dynamic_status,rejection_reason,simulated_test_trials,trajectory_rmse,x0_rmse,x0_correlation,max_amplitude_ratio,equations,error
0,4,1,4.0,12.0,0.1,2,0,28,9,0.9465456930490521,0.9465789262258847,15.410046987913713,47,1.0,viable,,9,1.2858866028245648,1.2928184183873315,0.08824939606060146,1.3168899118631823,(x0)' = -1.760 1 +  258.591 x0 + -373.786 x1 +  168.051 x2 + -60.801 x3 + -14.960 x0^2 +  54.635 x0 x1 + -42.121 x0 x2 +  18.835 x0 x3 + -35.804 x1^2 +  38.074 x1 x2 + -22.065 x1 x3 +  5.858 x2^2 + -4.956 x2 x3 +  3.563 x3^2 | (x1)' =  125.020 x0 + -125.025 x2 + -0.117 x0^2 +  0.280 x0 x1 + -0.989 x1 x2 +  0.531 x1 x3 +  1.304 x2^2 + -1.356 x2 x3 +  0.346 x3^2 | (x2)' =  125.021 x1 + -125.020 x3 +  0.207 x1^2 + -0.983 x1 x2 +  0.529 x1 x3 +  1.117 x2^2 + -1.161 x2 x3 +  0.290 x3^2 | (x3)' =  1.241 1 +  61.040 x0 + -168.101 x1 +  373.796 x2 + -258.658 x3 +  12.952 x0^2 + -41.126 x0 x1 +  39.555 x0 x2 + -22.060 x0 x3 +  23.761 x1^2 + -36.469 x1 x2 +  27.978 x1 x3 +  5.232 x2^2 + -14.128 x2 x3 +  3.211 x3^2,
0,4,1,4.0,12.0,0.2,2,0,28,9,0.9465456470672076,0.9465789631045641,15.410041672809742,44,1.0,viable,,9,1.3059227179877748,1.316137803617071,0.09070905622116239,1.8049129075935082,(x0)' = -1.760 1 +  258.591 x0 + -373.786 x1 +  168.051 x2 + -60.801 x3 + -14.960 x0^2 +  54.635 x0 x1 + -42.121 x0 x2 +  18.835 x0 x3 + -35.804 x1^2 +  38.074 x1 x2 + -22.065 x1 x3 +  5.858 x2^2 + -4.956 x2 x3 +  3.563 x3^2 | (x1)' =  125.021 x0 + -125.025 x2 + -0.406 x1 x2 +  0.300 x1 x3 +  0.788 x2^2 + -0.950 x2 x3 +  0.265 x3^2 | (x2)' =  125.018 x1 + -125.017 x3 + -0.325 x1 x2 +  0.243 x1 x3 +  0.624 x2^2 + -0.761 x2 x3 +  0.219 x3^2 | (x3)' =  1.241 1 +  61.040 x0 + -168.101 x1 +  373.796 x2 + -258.658 x3 +  12.952 x0^2 + -41.126 x0 x1 +  39.555 x0 x2 + -22.060 x0 x3 +  23.761 x1^2 + -36.469 x1 x2 +  27.978 x1 x3 +  5.232 x2^2 + -14.128 x2 x3 +  3.211 x3^2,
0,4,2,8.0,24.0,0.05,2,0,28,9,0.7017322000695363,0.7044579302471357,36.247356764639285,60,1.0,viable,,9,1.5307747484978882,1.559007632270399,-0.0037762189288977374,0.7764006985116764,(x0)' = -3.598 1 +  85.288 x0 + -111.300 x1 +  12.903 x2 +  2.351 x3 + -1.932 x0^2 +  11.120 x0 x1 + -6.579 x0 x2 +  2.876 x0 x3 +  0.376 x1^2 + -9.606 x1 x2 + -1.261 x1 x3 +  10.112 x2^2 + -6.809 x2 x3 +  3.173 x3^2 | (x1)' =  0.640 1 +  73.049 x0 +  4.728 x1 + -89.742 x2 +  14.856 x3 +  2.340 x0^2 + -8.903 x0 x1 +  4.433 x0 x2 + -0.972 x0 x3 +  2.031 x1^2 +  5.562 x1 x2 + -1.426 x1 x3 + -4.810 x2^2 +  0.837 x2 x3 +  0.458 x3^2 | (x2)' = -0.417 1 + -14.515 x0 +  89.153 x1 + -4.391 x2 + -73.148 x3 + -0.845 x0^2 +  5.520 x0 x1 + -4.264 x0 x2 +  0.586 x0 x3 + -1.313 x1^2 + -5.548 x1 x2 +  2.766 x1 x3 +  3.989 x2^2 +  1.505 x2 x3 + -1.977 x3^2 | (x3)' =  1.983 1 + -3.439 x0 + -11.183 x1 +  111.221 x2 + -85.694 x3 + -2.509 x0^2 + -1.088 x0 x1 +  6.386 x0 x2 +  0.266 x0 x3 +  0.701 x1^2 +  6.563 x1 x2 + -5.566 x1 x3 + -4.983 x2^2 + -3.813 x2 x3 +  2.759 x3^2,
0,4,2,8.0,24.0,0.1,2,0,28,9,0.7017322000695363,0.7044579302471357,36.247356764639285,60,1.0,viable,,9,1.5307747484978882,1.559007632270399,-0.0037762189288977374,0.7764006985116764,(x0)' = -3.598 1 +  85.288 x0 + -111.300 x1 +  12.903 x2 +  2.351 x3 + -1.932 x0^2 +  11.120 x0 x1 + -6.579 x0 x2 +  2.876 x0 x3 +  0.376 x1^2 + -9.606 x1 x2 + -1.261 x1 x3 +  10.112 x2^2 + -6.809 x2 x3 +  3.173 x3^2 | (x1)' =  0.640 1 +  73.049 x0 +  4.728 x1 + -89.742 x2 +  14.856 x3 +  2.340 x0^2 + -8.903 x0 x1 +  4.433 x0 x2 + -0.972 x0 x3 +  2.031 x1^2 +  5.562 x1 x2 + -1.426 x1 x3 + -4.810 x2^2 +  0.837 x2 x3 +  0.458 x3^2 | (x2)' = -0.417 1 + -14.515 x0 +  89.153 x1 + -4.391 x2 + -73.148 x3 + -0.845 x0^2 +  5.520 x0 x1 + -4.264 x0 x2 +  0.586 x0 x3 + -1.313 x1^2 + -5.548 x1 x2 +  2.766 x1 x3 +  3.989 x2^2 +  1.505 x2 x3 + -1.977 x3^2 | (x3)' =  1.983 1 + -3.439 x0 + -11.183 x1 +  111.221 x2 + -85.694 x3 + -2.509 x0^2 + -1.088 x0 x1 +  6.386 x0 x2 +  0.266 x0 x3 +  0.701 x1^2 +  6.563 x1 x2 + -5.566 x1 x3 + -4.983 x2^2 + -3.813 x2 x3 +  2.759 x3^2,
0,4,2,8.0,24.0,0.2,2,0,28,9,0.7017322000695363,0.7044579302471357,36.247356764639285,60,1.0,viable,,9,1.5307747484978882,1.559007632270399,-0.0037762189288977374,0.7764006985116764,(x0)' = -3.598 1 +  85.288 x0 + -111.300 x1 +  12.903 x2 +  2.351 x3 + -1.932 x0^2 +  11.120 x0 x1 + -6.579 x0 x2 +  2.876 x0 x3 +  0.376 x1^2 + -9.606 x1 x2 + -1.261 x1 x3 +  10.112 x2^2 + -6.809 x2 x3 +  3.173 x3^2 | (x1)' =  0.640 1 +  73.049 x0 +  4.728 x1 + -89.742 x2 +  14.856 x3 +  2.340 x0^2 + -8.903 x0 x1 +  4.433 x0 x2 + -0.972 x0 x3 +  2.031 x1^2 +  5.562 x1 x2 + -1.426 x1 x3 + -4.810 x2^2 +  0.837 x2 x3 +  0.458 x3^2 | (x2)' = -0.417 1 + -14.515 x0 +  89.153 x1 + -4.391 x2 + -73.148 x3 + -0.845 x0^2 +  5.520 x0 x1 + -4.264 x0 x2 +  0.586 x0 x3 + -1.313 x1^2 + -5.548 x1 x2 +  2.766 x1 x3 +  3.989 x2^2 +  1.505 x2 x3 + -1.977 x3^2 | (x3)' =  1.983 1 + -3.439 x0 + -11.183 x1 +  111.221 x2 + -85.694 x3 + -2.509 x0^2 + -1.088 x0 x1 +  6.386 x0 x2 +  0.266 x0 x3 +  0.701 x1^2 +  6.563 x1 x2 + -5.566 x1 x3 + -4.983 x2^2 + -3.813 x2 x3 +  2.759 x3^2,
0,4,5,20.0,60.0,0.05,2,0,28,9,0.26816836604201033,0.2656335846967043,57.13483281083973,60,1.0,viable,,9,1.4909060482976366,1.5471686017360309,-0.11733184825645965,1.2241688356508638,(x0)' = -1.501 1 +  16.723 x0 + -39.825 x1 +  10.394 x2 +  5.069 x3 +  1.220 x0^2 +  2.759 x0 x1 + -0.999 x0 x2 + -1.757 x0 x3 + -1.295 x1^2 + -0.489 x1 x2 + -0.263 x1 x3 +  0.517 x2^2 +  0.279 x2 x3 +  0.567 x3^2 | (x1)' = -1.127 1 +  32.134 x0 +  1.105 x1 + -36.622 x2 +  5.722 x3 +  4.646 x0^2 + -8.674 x0 x1 +  0.803 x0 x2 +  0.144 x0 x3 +  0.709 x1^2 +  5.311 x1 x2 + -0.138 x1 x3 + -2.803 x2^2 + -0.166 x2 x3 +  0.204 x3^2 | (x2)' = -1.176 1 + -6.930 x0 +  37.483 x1 + -1.024 x2 + -31.672 x3 + -1.366 x0^2 + -0.671 x0 x1 +  4.664 x0 x2 + -2.262 x0 x3 +  6.131 x1^2 + -11.942 x1 x2 +  2.070 x1 x3 +  1.835 x2^2 +  3.272 x2 x3 + -1.604 x3^2 | (x3)' =  0.132 1 + -4.705 x0 + -12.179 x1 +  41.679 x2 + -17.182 x3 + -0.398 x0^2 +  1.730 x0 x1 + -1.678 x0 x2 +  1.117 x0 x3 + -3.319 x1^2 +  1.072 x1 x2 +  4.258 x1 x3 +  5.634 x2^2 + -9.013 x2 x3 +  0.182 x3^2,
0,4,5,20.0,60.0,0.1,2,0,28,9,0.26816836604201033,0.2656335846967043,57.13483281083973,60,1.0,viable,,9,1.4909060482976366,1.5471686017360309,-0.11733184825645965,1.2241688356508638,(x0)' = -1.501 1 +  16.723 x0 + -39.825 x1 +  10.394 x2 +  5.069 x3 +  1.220 x0^2 +  2.759 x0 x1 + -0.999 x0 x2 + -1.757 x0 x3 + -1.295 x1^2 + -0.489 x1 x2 + -0.263 x1 x3 +  0.517 x2^2 +  0.279 x2 x3 +  0.567 x3^2 | (x1)' = -1.127 1 +  32.134 x0 +  1.105 x1 + -36.622 x2 +  5.722 x3 +  4.646 x0^2 + -8.674 x0 x1 +  0.803 x0 x2 +  0.144 x0 x3 +  0.709 x1^2 +  5.311 x1 x2 + -0.138 x1 x3 + -2.803 x2^2 + -0.166 x2 x3 +  0.204 x3^2 | (x2)' = -1.176 1 + -6.930 x0 +  37.483 x1 + -1.024 x2 + -31.672 x3 + -1.366 x0^2 + -0.671 x0 x1 +  4.664 x0 x2 + -2.262 x0 x3 +  6.131 x1^2 + -11.942 x1 x2 +  2.070 x1 x3 +  1.835 x2^2 +  3.272 x2 x3 + -1.604 x3^2 | (x3)' =  0.132 1 + -4.705 x0 + -12.179 x1 +  41.679 x2 + -17.182 x3 + -0.398 x0^2 +  1.730 x0 x1 + -1.678 x0 x2 +  1.117 x0 x3 + -3.319 x1^2 +  1.072 x1 x2 +  4.258 x1 x3 +  5.634 x2^2 + -9.013 x2 x3 +  0.182 x3^2,
0,4,5,20.0,60.0,0.2,2,0,28,9,0.2681608809880227,0.26562186165514146,57.13528943389588,54,1.0,viable,,9,1.4798146492833475,1.5302122554677888,-0.11731149459714858,1.1518408739098436,(x0)' = -1.501 1 +  16.723 x0 + -39.825 x1 +  10.394 x2 +  5.069 x3 +  1.220 x0^2 +  2.759 x0 x1 + -0.999 x0 x2 + -1.757 x0 x3 + -1.295 x1^2 + -0.489 x1 x2 + -0.263 x1 x3 +  0.517 x2^2 +  0.279 x2 x3 +  0.567 x3^2 | (x1)' = -1.011 1 +  32.157 x0 +  1.116 x1 + -36.604 x2 +  5.666 x3 +  4.686 x0^2 + -8.727 x0 x1 +  0.880 x0 x2 +  0.738 x1^2 +  5.230 x1 x2 + -2.815 x2^2 | (x2)' = -1.176 1 + -6.930 x0 +  37.483 x1 + -1.024 x2 + -31.672 x3 + -1.366 x0^2 + -0.671 x0 x1 +  4.664 x0 x2 + -2.262 x0 x3 +  6.131 x1^2 + -11.942 x1 x2 +  2.070 x1 x3 +  1.835 x2^2 +  3.272 x2 x3 + -1.604 x3^2 | (x3)' = -4.705 x0 + -12.156 x1 +  41.696 x2 + -17.230 x3 + -0.348 x0^2 +  1.696 x0 x1 + -1.730 x0 x2 +  1.196 x0 x3 + -3.252 x1^2 +  1.049 x1 x2 +  4.178 x1 x3 +  5.656 x2^2 + -8.819 x2 x3,
0,6,1,4.0,20.0,0.05,2,0,28,9,0.9741002699244143,0.9743903932997994,10.67127481687084,137,1.0,viable,,9,1.5143591800874978,1.5187531718681981,-0.07310611410385504,0.8305385745046711,(x0)' = -1.904 1 +  301.974 x0 + -501.989 x1 +  365.214 x2 + -277.973 x3 +  148.229 x4 + -41.289 x5 + -21.267 x0^2 +  95.356 x0 x1 + -110.905 x0 x2 +  100.819 x0 x3 + -66.386 x0 x4 +  25.877 x0 x5 + -86.671 x1^2 +  176.217 x1 x2 + -154.743 x1 x3 +  92.525 x1 x4 + -38.126 x1 x5 + -74.847 x2^2 +  122.531 x2 x3 + -66.429 x2 x4 +  30.620 x2 x5 + -39.096 x3^2 +  25.836 x3 x4 + -17.898 x3 x5 +  10.127 x4^2 + -5.595 x4 x5 +  2.763 x5^2 | (x1)' =  124.988 x0 +  0.094 x1 + -125.143 x2 +  0.058 x3 + -0.095 x0 x3 +  0.101 x0 x4 +  0.342 x1 x3 + -0.313 x1 x4 + -0.517 x2 x3 +  0.411 x2 x4 +  0.504 x3^2 + -0.639 x3 x4 +  0.092 x3 x5 +  0.119 x4^2 | (x2)' =  125.044 x1 + -125.043 x3 +  0.129 x0^2 + -0.185 x0 x1 + -0.009 x0 x2 + -0.528 x0 x3 +  0.960 x0 x4 + -0.429 x0 x5 + -0.105 x1^2 +  0.467 x1 x2 +  0.856 x1 x3 + -1.891 x1 x4 +  0.894 x1 x5 + -0.287 x2^2 + -0.699 x2 x3 +  1.505 x2 x4 + -0.649 x2 x5 +  0.375 x3^2 + -0.299 x3 x4 + -0.119 x3 x5 + -0.462 x4^2 +  0.651 x4 x5 + -0.169 x5^2 | (x3)' =  124.981 x2 +  0.145 x3 + -125.201 x4 +  0.080 x5 +  0.121 x0^2 + -0.370 x0 x1 +  0.347 x0 x2 + -0.564 x0 x4 +  0.329 x0 x5 +  0.297 x1^2 + -0.688 x1 x2 + -0.230 x1 x3 +  1.536 x1 x4 + -0.823 x1 x5 +  0.309 x2^2 +  0.975 x2 x3 + -2.315 x2 x4 +  1.101 x2 x5 + -1.326 x3^2 +  2.705 x3 x4 + -0.993 x3 x5 + -0.680 x4^2 +  0.264 x4 x5 | (x4)' =  125.022 x3 + -125.020 x5 + -0.176 x0 x1 +  0.212 x0 x2 +  0.336 x0 x3 + -0.959 x0 x4 +  0.529 x0 x5 +  0.293 x1^2 + -0.489 x1 x2 + -0.859 x1 x3 +  2.180 x1 x4 + -1.163 x1 x5 +  0.059 x2^2 +  1.273 x2 x3 + -2.128 x2 x4 +  0.958 x2 x5 + -0.744 x3^2 +  0.749 x3 x4 +  0.492 x4^2 + -0.783 x4 x5 +  0.216 x5^2 | (x5)' =  1.283 1 +  40.748 x0 + -147.426 x1 +  277.857 x2 + -364.938 x3 +  501.953 x4 + -302.280 x5 +  7.403 x0^2 + -34.733 x0 x1 +  48.702 x0 x2 + -46.861 x0 x3 +  37.036 x0 x4 + -17.530 x0 x5 +  25.375 x1^2 + -63.244 x1 x2 +  59.579 x1 x3 + -47.459 x1 x4 +  31.957 x1 x5 +  41.244 x2^2 + -77.214 x2 x3 +  62.841 x2 x4 + -48.537 x2 x5 +  32.075 x3^2 + -50.535 x3 x4 +  45.886 x3 x5 +  15.345 x4^2 + -29.298 x4 x5 +  7.314 x5^2,
0,6,1,4.0,20.0,0.1,2,0,28,9,0.974100235015042,0.974390405670491,10.671272241965804,119,1.0,viable,,9,1.4885743443440882,1.4927019146951128,-0.07326673678284407,0.7999217838296716,(x0)' = -1.904 1 +  301.974 x0 + -501.989 x1 +  365.214 x2 + -277.973 x3 +  148.229 x4 + -41.289 x5 + -21.267 x0^2 +  95.356 x0 x1 + -110.905 x0 x2 +  100.819 x0 x3 + -66.386 x0 x4 +  25.877 x0 x5 + -86.671 x1^2 +  176.217 x1 x2 + -154.743 x1 x3 +  92.525 x1 x4 + -38.126 x1 x5 + -74.847 x2^2 +  122.531 x2 x3 + -66.429 x2 x4 +  30.620 x2 x5 + -39.096 x3^2 +  25.836 x3 x4 + -17.898 x3 x5 +  10.127 x4^2 + -5.595 x4 x5 +  2.763 x5^2 | (x1)' =  125.021 x0 + -125.025 x2 | (x2)' =  125.043 x1 + -125.042 x3 +  0.395 x0 x1 + -0.649 x0 x2 +  0.638 x0 x4 + -0.331 x0 x5 + -0.736 x1^2 +  1.811 x1 x2 + -0.234 x1 x3 + -1.235 x1 x4 +  0.696 x1 x5 + -0.964 x2^2 +  0.346 x2 x3 +  0.893 x2 x4 + -0.470 x2 x5 +  0.111 x3 x4 + -0.232 x3 x5 + -0.561 x4^2 +  0.696 x4 x5 + -0.171 x5^2 | (x3)' =  125.036 x2 + -125.032 x4 +  0.119 x0^2 + -0.382 x0 x1 +  0.364 x0 x2 + -0.583 x0 x4 +  0.345 x0 x5 +  0.375 x1^2 + -0.942 x1 x2 +  1.398 x1 x4 + -0.793 x1 x5 +  0.533 x2^2 +  0.542 x2 x3 + -2.027 x2 x4 +  1.022 x2 x5 + -1.124 x3^2 +  2.435 x3 x4 + -0.923 x3 x5 + -0.586 x4^2 +  0.220 x4 x5 | (x4)' =  125.022 x3 + -125.020 x5 + -0.176 x0 x1 +  0.212 x0 x2 +  0.336 x0 x3 + -0.959 x0 x4 +  0.529 x0 x5 +  0.293 x1^2 + -0.489 x1 x2 + -0.859 x1 x3 +  2.180 x1 x4 + -1.163 x1 x5 +  0.059 x2^2 +  1.273 x2 x3 + -2.128 x2 x4 +  0.958 x2 x5 + -0.744 x3^2 +  0.749 x3 x4 +  0.492 x4^2 + -0.783 x4 x5 +  0.216 x5^2 | (x5)' =  1.283 1 +  40.748 x0 + -147.426 x1 +  277.857 x2 + -364.938 x3 +  501.953 x4 + -302.280 x5 +  7.403 x0^2 + -34.733 x0 x1 +  48.702 x0 x2 + -46.861 x0 x3 +  37.036 x0 x4 + -17.530 x0 x5 +  25.375 x1^2 + -63.244 x1 x2 +  59.579 x1 x3 + -47.459 x1 x4 +  31.957 x1 x5 +  41.244 x2^2 + -77.214 x2 x3 +  62.841 x2 x4 + -48.537 x2 x5 +  32.075 x3^2 + -50.535 x3 x4 +  45.886 x3 x5 +  15.345 x4^2 + -29.298 x4 x5 +  7.314 x5^2,
0,6,1,4.0,20.0,0.2,2,0,28,9,0.9741001369799954,0.9743904617310938,10.671260572108435,91,1.0,rejected,held-out trajectory 0: integration error: exceeded 5000 right-hand-side evaluations,0,nan,nan,nan,nan,(x0)' = -1.904 1 +  301.974 x0 + -501.989 x1 +  365.214 x2 + -277.973 x3 +  148.229 x4 + -41.289 x5 + -21.267 x0^2 +  95.356 x0 x1 + -110.905 x0 x2 +  100.819 x0 x3 + -66.386 x0 x4 +  25.877 x0 x5 + -86.671 x1^2 +  176.217 x1 x2 + -154.743 x1 x3 +  92.525 x1 x4 + -38.126 x1 x5 + -74.847 x2^2 +  122.531 x2 x3 + -66.429 x2 x4 +  30.620 x2 x5 + -39.096 x3^2 +  25.836 x3 x4 + -17.898 x3 x5 +  10.127 x4^2 + -5.595 x4 x5 +  2.763 x5^2 | (x1)' =  125.021 x0 + -125.025 x2 | (x2)' =  125.038 x1 + -125.037 x3 +  0.321 x0 x4 + -0.248 x0 x5 + -0.762 x1 x4 +  0.632 x1 x5 +  0.797 x2 x4 + -0.661 x2 x5 + -0.368 x3 x4 +  0.293 x3 x5 | (x3)' =  125.039 x2 + -125.035 x4 + -0.413 x0 x4 +  0.286 x0 x5 +  1.000 x1 x4 + -0.698 x1 x5 + -1.163 x2 x4 +  0.840 x2 x5 +  0.627 x3 x4 + -0.485 x3 x5 | (x4)' =  125.024 x3 + -125.023 x5 +  0.274 x0 x3 + -0.840 x0 x4 +  0.490 x0 x5 + -0.620 x1 x3 +  1.863 x1 x4 + -1.084 x1 x5 +  0.465 x2 x3 + -1.486 x2 x4 +  0.832 x2 x5 +  0.381 x4^2 + -0.279 x4 x5 | (x5)' =  1.283 1 +  40.748 x0 + -147.426 x1 +  277.857 x2 + -364.938 x3 +  501.953 x4 + -302.280 x5 +  7.403 x0^2 + -34.733 x0 x1 +  48.702 x0 x2 + -46.861 x0 x3 +  37.036 x0 x4 + -17.530 x0 x5 +  25.375 x1^2 + -63.244 x1 x2 +  59.579 x1 x3 + -47.459 x1 x4 +  31.957 x1 x5 +  41.244 x2^2 + -77.214 x2 x3 +  62.841 x2 x4 + -48.537 x2 x5 +  32.075 x3^2 + -50.535 x3 x4 +  45.886 x3 x5 +  15.345 x4^2 + -29.298 x4 x5 +  7.314 x5^2,
