configuration_index,lowpass_hz,stlsq_threshold,training_lfp_rms_uv,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,1000.0,37.49490932254601,1,2,1,4.0,4.0,0,0.0,finite_difference,success,,4,6,66.66666666666667,0.6538574676960707,"[""1"", ""x0"", ""x1""]","[[0.0, 197.0172185139639, -206.05327268047105], [0.0, 206.1124922541428, -197.07960103195933]]",(x0)' =  197.017 x0 + -206.053 x1 | (x1)' =  206.112 x0 + -197.080 x1
2,80.0,1000.0,37.49490932254601,1,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.12251241039484739,"[""1"", ""x0"", ""x1""]","[[0.0, 211.94030714595323, -220.04651513331362], [0.0, 220.11859675662228, -212.01575170837722]]",(x0)' =  211.940 x0 + -220.047 x1 | (x1)' =  220.119 x0 + -212.016 x1
3,80.0,1000.0,37.49490932254601,1,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.10079551581293344,"[""1"", ""x0"", ""x1""]","[[0.0, 231.0830825988333, -236.97140802415456], [0.0, 236.91480056233365, -231.03178932707254]]",(x0)' =  231.083 x0 + -236.971 x1 | (x1)' =  236.915 x0 + -231.032 x1
4,80.0,1000.0,37.49490932254601,1,2,2,8.0,8.0,0,0.0,finite_difference,success,,4,6,66.66666666666667,0.08839567378163338,"[""1"", ""x0"", ""x1""]","[[0.0, 81.89456721732647, -95.37696876811502], [0.0, 95.37847874707711, -81.8957955649984]]",(x0)' =  81.895 x0 + -95.377 x1 | (x1)' =  95.378 x0 + -81.896 x1
5,80.0,1000.0,37.49490932254601,1,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.09967288933694363,"[""1"", ""x0"", ""x1""]","[[0.0, 90.44370457222674, -103.62698967999525], [0.0, 103.61945279637467, -90.43118283094364]]",(x0)' =  90.444 x0 + -103.627 x1 | (x1)' =  103.619 x0 + -90.431 x1
6,80.0,1000.0,37.49490932254601,1,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.10131825413554907,"[""1"", ""x0"", ""x1""]","[[0.0, 105.29285477225993, -116.07268067327566], [0.0, 116.01032247498249, -105.22602244484995]]",(x0)' =  105.293 x0 + -116.073 x1 | (x1)' =  116.010 x0 + -105.226 x1
7,80.0,1000.0,37.49490932254601,1,2,5,20.0,20.0,0,0.0,finite_difference,success,,4,6,66.66666666666667,0.08765097055584192,"[""1"", ""x0"", ""x1""]","[[0.0, 18.261412850055223, -32.46911866009664], [0.0, 32.47721162276959, -18.282583603233043]]",(x0)' =  18.261 x0 + -32.469 x1 | (x1)' =  32.477 x0 + -18.283 x1
8,80.0,1000.0,37.49490932254601,1,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.101077601313591,"[""1"", ""x0"", ""x1""]","[[0.0, 18.594624461031664, -32.71155670075316], [0.0, 32.717786572677284, -18.614286756030094]]",(x0)' =  18.595 x0 + -32.712 x1 | (x1)' =  32.718 x0 + -18.614 x1
9,80.0,1000.0,37.49490932254601,1,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.095316706225276,"[""1"", ""x0"", ""x1""]","[[0.0, 22.620378155282733, -37.72804884230708], [0.0, 37.74359200914654, -22.650867314798376]]",(x0)' =  22.620 x0 + -37.728 x1 | (x1)' =  37.744 x0 + -22.651 x1
10,80.0,1000.0,37.49490932254601,1,4,1,4.0,12.0,0,0.0,finite_difference,success,,16,20,80.0,0.1584941651672125,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 260.2582316505101, -375.4391494978873, 167.3471668855626, -59.49981215289556], [0.0, 124.99348470756458, 0.11116742028610514, -125.19925727864464, 0.09130261331166939], [0.0, -0.07081863434976911, 125.14768143047708, -0.0982172009897049, -124.98403747333955], [0.0, 59.510265761265956, -167.41147877417197, 375.5556967769796, -260.31428014791885]]",(x0)' =  260.258 x0 + -375.439 x1 +  167.347 x2 + -59.500 x3 | (x1)' =  124.993 x0 +  0.111 x1 + -125.199 x2 +  0.091 x3 | (x2)' = -0.071 x0 +  125.148 x1 + -0.098 x2 + -124.984 x3 | (x3)' =  59.510 x0 + -167.411 x1 +  375.556 x2 + -260.314 x3
