configuration_index,lowpass_hz,stlsq_threshold,training_lfp_rms_uv,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,1000.0,37.49490932254601,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,20,20,100.0,0.5619957949966192,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-27.19217677951971, 196.92852049715108, -206.45637002258536, -0.14366470769238895, 0.35690097172914964, -0.1813332206457995, -0.0003288413966369778, -0.003798310456012357, 0.008318524938607253, -0.004011210646804595], [18.648930841447054, 206.51159702119668, -197.14806976778064, 0.26137657298822986, -0.5638775747639025, 0.2679407317899598, 0.0016191029063600598, -0.00011379250697310142, -0.00471473260683507, 0.003063898092766148]]",(x0)' = -27.192 1 +  196.929 x0 + -206.456 x1 + -0.144 x0^2 +  0.357 x0 x1 + -0.181 x1^2 + -0.004 x0^2 x1 +  0.008 x0 x1^2 + -0.004 x1^3 | (x1)' =  18.649 1 +  206.512 x0 + -197.148 x1 +  0.261 x0^2 + -0.564 x0 x1 +  0.268 x1^2 +  0.002 x0^3 + -0.005 x0 x1^2 +  0.003 x1^3
2,80.0,1000.0,37.49490932254601,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,20,20,100.0,0.2680805679410696,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-23.865003460273858, 212.40493531200943, -220.93829917534558, -0.1560004314643095, 0.39592091435437304, -0.21128274376826625, -0.0009208662658639862, -0.0028260923869281116, 0.008053495776207741, -0.004140582862781373], [11.678291372859174, 220.87691153907642, -212.41932367405929, 0.3420804650420247, -0.700179621532158, 0.3272431278181188, 0.001657102754722987, 0.00023988970163704978, -0.005609553118358429, 0.003573828682780866]]",(x0)' = -23.865 1 +  212.405 x0 + -220.938 x1 + -0.156 x0^2 +  0.396 x0 x1 + -0.211 x1^2 + -0.001 x0^3 + -0.003 x0^2 x1 +  0.008 x0 x1^2 + -0.004 x1^3 | (x1)' =  11.678 1 +  220.877 x0 + -212.419 x1 +  0.342 x0^2 + -0.700 x0 x1 +  0.327 x1^2 +  0.002 x0^3 + -0.006 x0 x1^2 +  0.004 x1^3
3,80.0,1000.0,37.49490932254601,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,20,20,100.0,0.2605939991772175,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-10.768116516131114, 231.89126159799224, -238.30512144747647, -0.22585775441476078, 0.49543961930939256, -0.2513229778035853, -0.00466709884651247, 0.008143067330526544, -0.0023074972938733427, -0.0010096732003480558], [4.681057958057003, 238.34323555164482, -231.96823052648028, 0.3477797771441504, -0.6697040553579353, 0.30472988024707814, -0.0002867916376549157, 0.0076119060841566095, -0.014663240554703307, 0.007174448984606058]]",(x0)' = -10.768 1 +  231.891 x0 + -238.305 x1 + -0.226 x0^2 +  0.495 x0 x1 + -0.251 x1^2 + -0.005 x0^3 +  0.008 x0^2 x1 + -0.002 x0 x1^2 + -0.001 x1^3 | (x1)' =  4.681 1 +  238.343 x0 + -231.968 x1 +  0.348 x0^2 + -0.670 x0 x1 +  0.305 x1^2 +  0.008 x0^2 x1 + -0.015 x0 x1^2 +  0.007 x1^3
4,80.0,1000.0,37.49490932254601,3,2,2,8.0,8.0,0,0.0,finite_difference,success,,20,20,100.0,0.23948800191283226,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-45.076220987843804, 81.87894326185146, -96.29384092680594, -0.03159221052789853, 0.15025161599295644, -0.07084278236405969, -0.0007645659397792929, -0.00015977015305745307, 0.002581226634418743, -0.0013348989535122663], [16.700071993809065, 96.42608936868109, -82.0877827491452, 0.14165796393972346, -0.31735510322819466, 0.12464592425713399, 0.000870575983008425, -0.0004296561810362548, -0.0021354322455547927, 0.0014109794848973889]]",(x0)' = -45.076 1 +  81.879 x0 + -96.294 x1 + -0.032 x0^2 +  0.150 x0 x1 + -0.071 x1^2 + -0.001 x0^3 +  0.003 x0 x1^2 + -0.001 x1^3 | (x1)' =  16.700 1 +  96.426 x0 + -82.088 x1 +  0.142 x0^2 + -0.317 x0 x1 +  0.125 x1^2 +  0.001 x0^3 + -0.002 x0 x1^2 +  0.001 x1^3
5,80.0,1000.0,37.49490932254601,3,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,19,20,95.0,0.27506172098219395,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-52.71936588718005, 90.55617449595448, -104.75295825081879, 0.0, 0.10700410212837586, -0.06043962677491926, -0.0006741543015539104, -0.0003327936128335951, 0.0026734743413839497, -0.0013434585139856542], [10.848729722271376, 104.89426479930871, -90.77206202549753, 0.17287959681395043, -0.3644257949418669, 0.14307537942341714, 0.0009271779402524896, -0.00039267583896884783, -0.0024399831374809105, 0.0016110673265715115]]",(x0)' = -52.719 1 +  90.556 x0 + -104.753 x1 +  0.107 x0 x1 + -0.060 x1^2 + -0.001 x0^3 +  0.003 x0 x1^2 + -0.001 x1^3 | (x1)' =  10.849 1 +  104.894 x0 + -90.772 x1 +  0.173 x0^2 + -0.364 x0 x1 +  0.143 x1^2 +  0.001 x0^3 + -0.002 x0 x1^2 +  0.002 x1^3
6,80.0,1000.0,37.49490932254601,3,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,20,20,100.0,0.25014040991663933,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-18.017859239433264, 105.45352778390439, -117.40375965519337, -0.09426000571310188, 0.24381859562349414, -0.11779221947035613, -0.0016974648110550182, 0.0023862198577660077, 0.0006591320163137797, -0.0010141287110541472], [8.187379262957222, 117.20605783255695, -105.3619202303618, 0.16558221965905204, -0.31571508913550866, 0.11950937431028895, 0.001026960961667445, 1.9028653288972813e-05, -0.003572777309136943, 0.0021966602972599294]]",(x0)' = -18.018 1 +  105.454 x0 + -117.404 x1 + -0.094 x0^2 +  0.244 x0 x1 + -0.118 x1^2 + -0.002 x0^3 +  0.002 x0^2 x1 +  0.001 x0 x1^2 + -0.001 x1^3 | (x1)' =  8.187 1 +  117.206 x0 + -105.362 x1 +  0.166 x0^2 + -0.316 x0 x1 +  0.120 x1^2 +  0.001 x0^3 + -0.004 x0 x1^2 +  0.002 x1^3
7,80.0,1000.0,37.49490932254601,3,2,5,20.0,20.0,0,0.0,finite_difference,success,,19,20,95.0,0.2638044375926256,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-31.43481569445284, 17.888109648344106, -34.809328784848255, 0.02794010013721464, 0.0, -0.011063798363827041, -0.0003591125336500865, 0.0009288402774749281, 0.00019439051569901608, -3.741490248813653e-05], [-48.819862099170756, 35.42748668028267, -18.149794754982786, 0.11236615753427295, -0.129098451868106, 0.001174737143909081, 4.554679338170362e-05, -0.0002929842086180654, -0.0009026278540399747, 0.00042350245605759064]]",(x0)' = -31.435 1 +  17.888 x0 + -34.809 x1 +  0.028 x0^2 + -0.011 x1^2 +  0.001 x0^2 x1 | (x1)' = -48.820 1 +  35.427 x0 + -18.150 x1 +  0.112 x0^2 + -0.129 x0 x1 +  0.001 x1^2 + -0.001 x0 x1^2
8,80.0,1000.0,37.49490932254601,3,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,20,20,100.0,0.2432408221065998,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-27.404478846225924, 18.288325193108253, -35.08995404484779, 0.025151921991016207, 0.007138207102862751, -0.015220753789774671, -0.0004024662194923508, 0.0010060083361158017, 0.00017907831668354638, -5.454229785260141e-05], [-46.25815855212863, 35.63216999947063, -18.452593189677756, 0.11028589230676958, -0.12666156292821285, 0.001229298974643962, 4.49026356237832e-05, -0.0002472837808998228, -0.0009585366619463986, 0.00043176574769761625]]",(x0)' = -27.404 1 +  18.288 x0 + -35.090 x1 +  0.025 x0^2 +  0.007 x0 x1 + -0.015 x1^2 +  0.001 x0^2 x1 | (x1)' = -46.258 1 +  35.632 x0 + -18.453 x1 +  0.110 x0^2 + -0.127 x0 x1 +  0.001 x1^2 + -0.001 x0 x1^2
9,80.0,1000.0,37.49490932254601,3,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,19,20,95.0,0.2687222398817539,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-12.736763890396732, 22.191475947682214, -40.12483241812035, 0.006315708821312535, 0.04535743296667193, -0.030130891391774436, -0.0005504278070693636, 0.0012416279968014878, 0.0002598328805752338, -0.0001722176143131769], [0.0, 40.299284304862, -22.17708259666772, 0.07700389208959334, -0.09092136501551065, -0.00744544122578583, 0.0001159517108628234, -8.6835426984446e-05, -0.0013061813271916937, 0.0005073157525949208]]",(x0)' = -12.737 1 +  22.191 x0 + -40.125 x1 +  0.006 x0^2 +  0.045 x0 x1 + -0.030 x1^2 + -0.001 x0^3 +  0.001 x0^2 x1 | (x1)' =  40.299 x0 + -22.177 x1 +  0.077 x0^2 + -0.091 x0 x1 + -0.007 x1^2 + -0.001 x0 x1^2 +  0.001 x1^3
10,80.0,1000.0,37.49490932254601,3,4,1,4.0,12.0,0,0.0,finite_difference,success,,135,140,96.42857142857143,2.2493966054171324,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2"", ""x0^3"", ""x0^2 x1"", ""x0^2 x2"", ""x0^2 x3"", ""x0 x1^2"", ""x0 x1 x2"", ""x0 x1 x3"", ""x0 x2^2"", ""x0 x2 x3"", ""x0 x3^2"", ""x1^3"", ""x1^2 x2"", ""x1^2 x3"", ""x1 x2^2"", ""x1 x2 x3"", ""x1 x3^2"", ""x2^3"", ""x2^2 x3"", ""x2 x3^2"", ""x3^3""]","[[-46.751593729612566, 257.8937504684517, -373.13589444006476, 168.7032223289247, -61.133884264700704, -0.42783485139617, 1.5765192702998667, -1.2564206935972473, 0.5475400126939505, -1.1251570852170458, 1.3993306184829348, -0.7291550920553488, -0.0552354133599034, 0.020583536745466004, 0.06260788520487941, 0.009258443628327987, -0.061465783746874524, 0.054792747696987054, -0.025446774976019864, 0.12679081207584064, -0.20516754266570425, 0.09228454271956858, 0.06583335771853836, -0.048987069951077315, 0.005946203746526913, -0.08533233487827095, 0.19538413779136385, -0.08884713683901144, -0.12146288234512287, 0.09883136819787425, -0.013144625423505796, 0.0159844572519881, -0.01647217294606101, 0.000585956839034118, 0.0009298672884134486], [0.0, 124.94519233183803, 0.1084833940257646, -125.0638109637077, 0.024738921915811677, -0.002061600544080887, 0.00415329524670011, 0.0010848445944652005, -0.0005484813030818337, -0.0018511597618449216, -0.0034953667587442135, 0.0015176103194421238, 0.00554965507026754, -0.0066455532336353535, 0.00227189444345, 0.0002058499465023252, -0.001602699272858992, 0.0018266841097273824, -0.0008259259012717981, 0.0038858864145664895, -0.008136774564282724, 0.0035524847511506567, 0.003772148379137247, -0.0031114756828758638, 0.0006290106857924765, -0.0029146912154603874, 0.00782865281093525, -0.0031927816130625708, -0.005022326443722092, 0.0035631033506484345, -0.0006592126514635638, -9.819167418269102e-05, 0.0005300386839186394, -0.0002294476090246515, 0.0], [0.0, -0.04785796052915143, 125.03632107686236, 0.10651160746708552, -125.08131173485798, 0.0007718528389539814, 0.00012050914272311888, -0.007112222494669699, 0.005727924722361892, -0.0008450555176085828, 0.008587267565369676, -0.006874396488641949, -0.001399227657184627, 0.00027003860534089054, 0.0007594875711876577, 7.980979243998492e-05, -0.0008716785895745939, 0.0010782189955006736, -0.00047564397424973746, 0.0019883989401912067, -0.003184902989327777, 0.0008979838517157102, 0.00038507981825767026, 0.00045909164577879953, -0.0002581274645186774, -0.0011134757935257757, 0.0007719936507911624, 0.0005886531170864984, 0.0035326219918279883, -0.005214488757979226, 0.0014929090055715078, -0.003172276609571948, 0.005138885025455046, -0.0025033688698674747, 0.00037984236378087996], [27.342035763860512, 61.54564294141448, -166.93851044522563, 371.38277755054213, -258.46526306491995, 0.24144942154213034, -0.5154530491888646, 0.12912747954958542, 0.0, 0.0, 0.7266176481972442, -0.3103804726386928, -0.6501649482630579, 0.4411361752592215, -0.07333052338846692, -0.0033616365068220044, 0.024236438947421807, -0.01250890715305196, 0.0016707449491252702, -0.05624190489418214, 0.06305674678825476, -0.011673462632805864, -0.0050425259650187905, -0.021966910647204105, 0.014284649593544689, 0.0437086086285936, -0.08244282680401654, 0.024598437627975908, 0.035230570505814796, 0.0026702024316802332, -0.016192704116356652, -0.00011833549591425326, -0.00994030915787608, 0.011358220683186922, -0.001624650400973028]]",(x0)' = -46.752 1 +  257.894 x0 + -373.136 x1 +  168.703 x2 + -61.134 x3 + -0.428 x0^2 +  1.577 x0 x1 + -1.256 x0 x2 +  0.548 x0 x3 + -1.125 x1^2 +  1.399 x1 x2 + -0.729 x1 x3 + -0.055 x2^2 +  0.021 x2 x3 +  0.063 x3^2 +  0.009 x0^3 + -0.061 x0^2 x1 +  0.055 x0^2 x2 + -0.025 x0^2 x3 +  0.127 x0 x1^2 + -0.205 x0 x1 x2 +  0.092 x0 x1 x3 +  0.066 x0 x2^2 + -0.049 x0 x2 x3 +  0.006 x0 x3^2 + -0.085 x1^3 +  0.195 x1^2 x2 + -0.089 x1^2 x3 + -0.121 x1 x2^2 +  0.099 x1 x2 x3 + -0.013 x1 x3^2 +  0.016 x2^3 + -0.016 x2^2 x3 +  0.001 x2 x3^2 +  0.001 x3^3 | (x1)' =  124.945 x0 +  0.108 x1 + -125.064 x2 +  0.025 x3 + -0.002 x0^2 +  0.004 x0 x1 +  0.001 x0 x2 + -0.001 x0 x3 + -0.002 x1^2 + -0.003 x1 x2 +  0.002 x1 x3 +  0.006 x2^2 + -0.007 x2 x3 +  0.002 x3^2 + -0.002 x0^2 x1 +  0.002 x0^2 x2 + -0.001 x0^2 x3 +  0.004 x0 x1^2 + -0.008 x0 x1 x2 +  0.004 x0 x1 x3 +  0.004 x0 x2^2 + -0.003 x0 x2 x3 +  0.001 x0 x3^2 + -0.003 x1^3 +  0.008 x1^2 x2 + -0.003 x1^2 x3 + -0.005 x1 x2^2 +  0.004 x1 x2 x3 + -0.001 x1 x3^2 +  0.001 x2^2 x3 | (x2)' = -0.048 x0 +  125.036 x1 +  0.107 x2 + -125.081 x3 +  0.001 x0^2 + -0.007 x0 x2 +  0.006 x0 x3 + -0.001 x1^2 +  0.009 x1 x2 + -0.007 x1 x3 + -0.001 x2^2 +  0.001 x3^2 + -0.001 x0^2 x1 +  0.001 x0^2 x2 +  0.002 x0 x1^2 + -0.003 x0 x1 x2 +  0.001 x0 x1 x3 + -0.001 x1^3 +  0.001 x1^2 x2 +  0.001 x1^2 x3 +  0.004 x1 x2^2 + -0.005 x1 x2 x3 +  0.001 x1 x3^2 + -0.003 x2^3 +  0.005 x2^2 x3 + -0.003 x2 x3^2 | (x3)' =  27.342 1 +  61.546 x0 + -166.939 x1 +  371.383 x2 + -258.465 x3 +  0.241 x0^2 + -0.515 x0 x1 +  0.129 x0 x2 +  0.727 x1 x2 + -0.310 x1 x3 + -0.650 x2^2 +  0.441 x2 x3 + -0.073 x3^2 + -0.003 x0^3 +  0.024 x0^2 x1 + -0.013 x0^2 x2 +  0.002 x0^2 x3 + -0.056 x0 x1^2 +  0.063 x0 x1 x2 + -0.012 x0 x1 x3 + -0.005 x0 x2^2 + -0.022 x0 x2 x3 +  0.014 x0 x3^2 +  0.044 x1^3 + -0.082 x1^2 x2 +  0.025 x1^2 x3 +  0.035 x1 x2^2 +  0.003 x1 x2 x3 + -0.016 x1 x3^2 + -0.010 x2^2 x3 +  0.011 x2 x3^2 + -0.002 x3^3
