configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,nonzero_terms,subthreshold_count,n_trials,n_completed,n_failed,mean_trajectory_rmse,mean_x0_correlation,mean_max_amplitude_ratio,mean_collapse_std_ratio,mean_psd_similarity,mean_distribution_ks
59,3,35.0,6,2,5,0.05,1.0,20,201,3,9,0,9,nan,nan,nan,nan,nan,nan
59,3,35.0,6,2,5,0.05,1.0,150,201,3,9,0,9,nan,nan,nan,nan,nan,nan
59,3,35.0,6,2,5,0.0,1.0,20,272,2,9,0,9,nan,nan,nan,nan,nan,nan
59,3,35.0,6,2,5,0.0,1.0,150,272,2,9,0,9,nan,nan,nan,nan,nan,nan
