configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
56,3,35.0,6,1,5,0.05,1.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.9779431772555505,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.9775844612759897,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.951239855059528,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.951239855059528,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,1.4264034256626752,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,1.4255349504542425,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,1.3161815372658252,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,1.3180121976149886,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.8433957241982628,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.8458456168382125,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.93916381675582,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.9416676586387654,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.9442218371292062,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.9492307329551677,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,1.0128689472713077,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,1.0149461386596177,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.1774901963823396,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.1748927282450754,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.345380865356032,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.357784488238306,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,20,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.410346761320625,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,150,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.410346761320625,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,20,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.318222104774908,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.0,1.0,150,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.3163103954291409,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,20,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.1913403016498177,nan,nan,nan,nan,nan,nan
56,3,35.0,6,1,5,0.05,1.0,150,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.1913403016498177,nan,nan,nan,nan,nan,nan
