configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
82,5,35.0,4,1,0,0.05,1.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.9919667483916085,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.9902554841143832,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.9960712673165456,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.9972599797360235,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.9173563464033114,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.9192670116408517,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.9796565032555664,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.9796935191073487,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,1.152094631617369,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,1.157187152741556,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,1.223216102520026,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,1.2274458614682933,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.8236498090782622,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.8258532875488451,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.8078323307320199,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.807662046036903,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.1083514804531953,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.103868725912073,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.152547733041803,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.1504461610301453,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,20,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.1715945539984784,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,150,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.1734647763495165,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,20,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.1306120040385215,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,150,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.1306120040385215,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,20,1244,False,integration error: simulation exceeded 30 wall-clock seconds,1.0755236315943568,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,150,1244,False,integration error: simulation exceeded 30 wall-clock seconds,1.0775486075642429,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,20,1244,False,integration error: simulation exceeded 30 wall-clock seconds,1.1563509309979016,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,150,1244,False,integration error: simulation exceeded 30 wall-clock seconds,1.1563509309979016,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,20,778,False,integration error: simulation exceeded 30 wall-clock seconds,0.9552952328200351,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,150,778,False,integration error: simulation exceeded 30 wall-clock seconds,0.9607906995917984,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,20,778,False,integration error: simulation exceeded 30 wall-clock seconds,0.9829313085206688,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,150,778,False,integration error: simulation exceeded 30 wall-clock seconds,0.9791795882444115,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,20,312,False,integration error: simulation exceeded 30 wall-clock seconds,1.1431016387350688,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.05,1.0,150,312,False,integration error: simulation exceeded 30 wall-clock seconds,1.1436281153123293,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,20,312,False,integration error: simulation exceeded 30 wall-clock seconds,1.0710839265858356,nan,nan,nan,nan,nan,nan
82,5,35.0,4,1,0,0.0,1.0,150,312,False,integration error: simulation exceeded 30 wall-clock seconds,1.0771707928131655,nan,nan,nan,nan,nan,nan
