configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,nonzero_terms,subthreshold_count,n_trials,n_completed,n_failed,mean_trajectory_rmse,mean_x0_correlation,mean_max_amplitude_ratio,mean_collapse_std_ratio,mean_psd_similarity,mean_distribution_ks
50,3,35.0,4,2,5,0.05,1.0,20,87,0,9,9,0,1.3690717803356924,0.050662222343830235,0.710323983344787,1.1099240151313359,0.1931258965776508,0.1763140385894877
50,3,35.0,4,2,5,0.05,1.0,150,87,0,9,9,0,1.3690717803356924,0.050662222343830235,0.710323983344787,1.1099240151313359,0.1931258965776508,0.1763140385894877
50,3,35.0,4,2,5,0.0,1.0,20,103,0,9,9,0,1.370572874757241,0.05186481807014943,0.7437855625937286,1.1197624049095631,0.1961903754661309,0.17498336660013306
50,3,35.0,4,2,5,0.0,1.0,150,103,0,9,9,0,1.370572874757241,0.05186481807014943,0.7437855625937286,1.1197624049095631,0.1961903754661309,0.17498336660013306
