configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
121,7,35.0,4,2,0,0.05,1.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.3393220032116233,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.3422591280108782,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.27196931519669554,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.27549308864569483,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.44091145797572434,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.43563146211928455,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.3684988294856443,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.36908996543521944,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.38689342366747764,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.39435481837031,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.39978710614515817,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.39978710614515817,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.42262003470712656,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.42262003470712656,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.3996963661433174,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.39877856384799304,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,0.3839571942597198,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,0.3839571942597198,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,0.37802402437561666,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.0,1.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,0.3791302421932309,nan,nan,nan,nan,nan,nan
121,7,35.0,4,2,0,0.05,1.0,20,3,False,integration error: simulation exceeded 30 wall-clock seconds,0.48722997779812804,nan,nan,nan,nan,nan,nan
