configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,,,stlsq,20000.0,0.05,1.0,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,8,12,66.66666666666667,1.0390525609254837,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 233.19783228315467, -239.33192441301102, 0.021815732838539742, 0.0, -0.005374917616785795], [0.0, 239.49761924947342, -233.36490594572456, 0.01941928566077722, 0.0, -0.03547411861738938]]",(x0)' =  233.198 x0 + -239.332 x1 +  0.022 x0^2 + -0.005 x1^2 | (x1)' =  239.498 x0 + -233.365 x1 +  0.019 x0^2 + -0.035 x1^2
2,35.0,,,stlsq,20000.0,0.05,1.0,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,8,12,66.66666666666667,0.17575535364449024,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 233.46891877787988, -239.53548992434702, 0.020818187139065972, 0.0, -0.004657551067085678], [0.0, 239.70977527161068, -233.6444313925856, 0.019646893917491606, 0.0, -0.03540689549708612]]",(x0)' =  233.469 x0 + -239.535 x1 +  0.021 x0^2 + -0.005 x1^2 | (x1)' =  239.710 x0 + -233.644 x1 +  0.020 x0^2 + -0.035 x1^2
3,35.0,,,stlsq,20000.0,0.05,1.0,2,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,8,12,66.66666666666667,0.1675757933408022,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 235.80891861477383, -241.24475767631176, 0.012346886905550062, 0.0, 0.0012034102101606229], [0.0, 241.4520981402686, -236.01535504169456, 0.021746045970024386, 0.0, -0.03484995968888446]]",(x0)' =  235.809 x0 + -241.245 x1 +  0.012 x0^2 +  0.001 x1^2 | (x1)' =  241.452 x0 + -236.015 x1 +  0.022 x0^2 + -0.035 x1^2
4,35.0,,,stlsq,20000.0,0.05,1.0,2,2,2,8.0,8.0,0,0.0,finite_difference,success,,9,12,75.0,0.14407672174274921,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 106.05556174506447, -117.43331080793665, 0.026337466172612154, 0.0, 0.003417124321662767], [0.0, 117.64614064040813, -106.08567547621328, 0.14229497749402698, -0.26723661596117326, 0.0878067932339778]]",(x0)' =  106.056 x0 + -117.433 x1 +  0.026 x0^2 +  0.003 x1^2 | (x1)' =  117.646 x0 + -106.086 x1 +  0.142 x0^2 + -0.267 x0 x1 +  0.088 x1^2
5,35.0,,,stlsq,20000.0,0.05,1.0,2,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,9,12,75.0,0.17303449660539627,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 106.32010323384968, -117.58993680420757, 0.02539208302370991, 0.0, 0.003909067094683191], [0.0, 117.80120202251328, -106.35450757004827, 0.14132300422293761, -0.2644950598747368, 0.0867146221058075]]",(x0)' =  106.320 x0 + -117.590 x1 +  0.025 x0^2 +  0.004 x1^2 | (x1)' =  117.801 x0 + -106.355 x1 +  0.141 x0^2 + -0.264 x0 x1 +  0.087 x1^2
6,35.0,,,stlsq,20000.0,0.05,1.0,2,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,9,12,75.0,0.2018911950290203,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 108.65623056528963, -118.88333059594363, 0.01692124087517911, 0.0, 0.008082016340778427], [0.0, 119.06462535686578, -108.70860114045236, 0.13197156471629665, -0.23909961111308092, 0.07683911320846251]]",(x0)' =  108.656 x0 + -118.883 x1 +  0.017 x0^2 +  0.008 x1^2 | (x1)' =  119.065 x0 + -108.709 x1 +  0.132 x0^2 + -0.239 x0 x1 +  0.077 x1^2
7,35.0,,,stlsq,20000.0,0.05,1.0,2,2,5,20.0,20.0,0,0.0,finite_difference,success,,6,12,50.0,0.1458585485816002,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 21.687651712213942, -37.238413384161944, 0.0, 0.0, 0.0], [0.0, 37.70855137265004, -21.69347301362542, 0.06864770463072141, -0.11096319208401244, 0.0]]",(x0)' =  21.688 x0 + -37.238 x1 | (x1)' =  37.709 x0 + -21.693 x1 +  0.069 x0^2 + -0.111 x0 x1
8,35.0,,,stlsq,20000.0,0.05,1.0,2,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,12,50.0,0.23365986719727516,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 21.9155699092135, -37.48095152288855, 0.0, 0.0, 0.0], [0.0, 37.94012640076362, -21.917047534127235, 0.06798507824188911, -0.11018286799654332, 0.0]]",(x0)' =  21.916 x0 + -37.481 x1 | (x1)' =  37.940 x0 + -21.917 x1 +  0.068 x0^2 + -0.110 x0 x1
9,35.0,,,stlsq,20000.0,0.05,1.0,2,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,7,12,58.333333333333336,0.1616861093789339,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 24.071051591359335, -39.828520793292064, 0.0, 0.04056139336750081, 0.0], [0.0, 40.02099218755227, -24.135045297532997, 0.06167102361384776, -0.10184671784543561, 0.0]]",(x0)' =  24.071 x0 + -39.829 x1 +  0.041 x0 x1 | (x1)' =  40.021 x0 + -24.135 x1 +  0.062 x0^2 + -0.102 x0 x1
10,35.0,,,stlsq,20000.0,0.05,1.0,2,4,1,4.0,12.0,0,0.0,finite_difference,success,,31,60,51.666666666666664,0.893399178981781,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[0.0, 432.10590400229876, -725.7852632560372, 399.12717772608886, -106.52000885734171, -0.030514010388434938, 0.0, 0.0, 0.1466174645512598, 0.5456910163804365, -1.2940359416764187, 0.0, 0.7296061462431908, 0.0, -0.09645973261398723], [0.0, 125.02366654935402, -0.01959917003460171, -125.0186129878477, 0.015494619609396115, 4.403729616665864e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.4843660705428155e-06, 0.0, 0.0], [0.0, -0.05151856729806989, 125.11063186566095, -0.06547426392987483, -124.99361351861792, 0.0, 0.0, 0.0, 0.0, 1.3055614221667568e-05, 0.0, 0.0, 0.0, 0.0, -1.5847172634547102e-05], [0.0, 105.92519855474028, -397.73149967304505, 724.8300978239688, -431.9503197980561, -0.012799582677559004, 0.0, 0.0, 0.0, -0.07139157272922061, 0.1746070852732955, 0.0, -0.07723923275939172, 0.0, -0.013976201105445198]]",(x0)' =  432.106 x0 + -725.785 x1 +  399.127 x2 + -106.520 x3 + -0.031 x0^2 +  0.147 x0 x3 +  0.546 x1^2 + -1.294 x1 x2 +  0.730 x2^2 + -0.096 x3^2 | (x1)' =  125.024 x0 + -0.020 x1 + -125.019 x2 +  0.015 x3 | (x2)' = -0.052 x0 +  125.111 x1 + -0.065 x2 + -124.994 x3 | (x3)' =  105.925 x0 + -397.731 x1 +  724.830 x2 + -431.950 x3 + -0.013 x0^2 + -0.071 x1^2 +  0.175 x1 x2 + -0.077 x2^2 + -0.014 x3^2
