configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,,,stlsq,20000.0,0.05,1.0,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,16,20,80.0,2.0731581561267376,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 233.30361651230473, -240.061313066815, 0.019234352695556435, 0.0, -0.005936626312302728, -0.0020273729746456705, 0.002206911195995868, 0.0016732117248237652, -0.0016788966478618328], [0.0, 240.16819753577272, -233.40987632250327, 0.01904686284910854, 0.0, -0.032106663575379404, -0.0004870590380661623, 0.004866060753755542, -0.008403803152066158, 0.003855627297597766]]",(x0)' =  233.304 x0 + -240.061 x1 +  0.019 x0^2 + -0.006 x1^2 + -0.002 x0^3 +  0.002 x0^2 x1 +  0.002 x0 x1^2 + -0.002 x1^3 | (x1)' =  240.168 x0 + -233.410 x1 +  0.019 x0^2 + -0.032 x1^2 +  0.005 x0^2 x1 + -0.008 x0 x1^2 +  0.004 x1^3
2,35.0,,,stlsq,20000.0,0.05,1.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.44408388435840607,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 233.57264327533534, -240.26505939265095, 0.018360831527212736, 0.0, -0.00534495459977185, -0.0020889249538264825, 0.0023708563532522002, 0.0015391226063745636, -0.0016469526590796742], [0.0, 240.3559694956688, -233.66378973308056, 0.019325362600314106, 0.0, -0.032073498728061395, -0.00039986585144084427, 0.00466291308498382, -0.008258228005197946, 0.0038254816564935214]]",(x0)' =  233.573 x0 + -240.265 x1 +  0.018 x0^2 + -0.005 x1^2 + -0.002 x0^3 +  0.002 x0^2 x1 +  0.002 x0 x1^2 + -0.002 x1^3 | (x1)' =  240.356 x0 + -233.664 x1 +  0.019 x0^2 + -0.032 x1^2 +  0.005 x0^2 x1 + -0.008 x0 x1^2 +  0.004 x1^3
3,35.0,,,stlsq,20000.0,0.05,1.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.32023208402097225,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 235.87619168292554, -241.94699488245436, 0.010919514655632873, 0.0, -0.0005590802535637583, -0.0025235458913113644, 0.003348056088654875, 0.0009461211251188596, -0.0015953361068086324], [0.0, 241.90733407182452, -235.83045218177037, 0.02167584614703526, 0.0, -0.03168836379292104, 0.0004298482800410185, 0.0025323562870715253, -0.006499823027492216, 0.003365388583739748]]",(x0)' =  235.876 x0 + -241.947 x1 +  0.011 x0^2 + -0.001 x1^2 + -0.003 x0^3 +  0.003 x0^2 x1 +  0.001 x0 x1^2 + -0.002 x1^3 | (x1)' =  241.907 x0 + -235.830 x1 +  0.022 x0^2 + -0.032 x1^2 +  0.003 x0^2 x1 + -0.006 x0 x1^2 +  0.003 x1^3
4,35.0,,,stlsq,20000.0,0.05,1.0,3,2,2,8.0,8.0,0,0.0,finite_difference,success,,12,20,60.0,0.4250140208750963,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 106.04508149892924, -118.75641554560123, 0.0, 0.0, 0.02069812551791846, -0.0013775257665967484, 0.0021559419175477723, 0.0, -0.00041084552053248665], [0.0, 118.35473494055324, -105.71502693411432, 0.0, -0.025076116860624602, 0.0, 0.0005216523386230154, 0.0, -0.0021685070973483296, 0.0012965197773940563]]",(x0)' =  106.045 x0 + -118.756 x1 +  0.021 x1^2 + -0.001 x0^3 +  0.002 x0^2 x1 | (x1)' =  118.355 x0 + -105.715 x1 + -0.025 x0 x1 +  0.001 x0^3 + -0.002 x0 x1^2 +  0.001 x1^3
5,35.0,,,stlsq,20000.0,0.05,1.0,3,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,20,60.0,0.5200116522610188,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 106.30027660120662, -118.90294228798646, 0.0, 0.0, 0.020348019644993044, -0.0013862566226793104, 0.002175555985593848, 0.0, -0.00042196682583931796], [0.0, 118.51266025653044, -105.98090488145183, 0.0, -0.024489122642676973, 0.0, 0.0005326513083545403, 0.0, -0.00219685358723427, 0.001313387955297485]]",(x0)' =  106.300 x0 + -118.903 x1 +  0.020 x1^2 + -0.001 x0^3 +  0.002 x0^2 x1 | (x1)' =  118.513 x0 + -105.981 x1 + -0.024 x0 x1 +  0.001 x0^3 + -0.002 x0 x1^2 +  0.001 x1^3
6,35.0,,,stlsq,20000.0,0.05,1.0,3,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,10,20,50.0,0.29817186295986176,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 108.62281929943337, -120.23186659550467, 0.0, 0.0, 0.0, -0.0017842087445861365, 0.0028870264174493277, 0.0, -0.0006959505795078329], [0.0, 119.90452251457963, -108.31714815459874, 0.0, 0.0, 0.0, 0.0007470930721253423, 0.0, -0.0028720231508697442, 0.00172336803407924]]",(x0)' =  108.623 x0 + -120.232 x1 + -0.002 x0^3 +  0.003 x0^2 x1 + -0.001 x1^3 | (x1)' =  119.905 x0 + -108.317 x1 +  0.001 x0^3 + -0.003 x0 x1^2 +  0.002 x1^3
7,35.0,,,stlsq,20000.0,0.05,1.0,3,2,5,20.0,20.0,0,0.0,finite_difference,success,,10,20,50.0,0.3213730063289404,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 19.569660829149093, -38.650854112389126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001035597310825528, -0.00018220580997901407], [0.0, 38.60310098871804, -19.67978510971023, 0.07478738483411851, -0.09949201551987609, 0.0, 0.0002835900728512799, -0.0010464795426374798, 0.0, 0.0]]",(x0)' =  19.570 x0 + -38.651 x1 +  0.001 x0 x1^2 | (x1)' =  38.603 x0 + -19.680 x1 +  0.075 x0^2 + -0.099 x0 x1 + -0.001 x0^2 x1
8,35.0,,,stlsq,20000.0,0.05,1.0,3,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,10,20,50.0,0.3615608736872673,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 19.781968499152537, -38.87794532101693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010472617984375145, -0.00019203907429143053], [0.0, 38.82226651346786, -19.88888670940514, 0.07405868756853135, -0.0985721104725557, 0.0, 0.0002925423745982575, -0.0010573753790744595, 0.0, 0.0]]",(x0)' =  19.782 x0 + -38.878 x1 +  0.001 x0 x1^2 | (x1)' =  38.822 x0 + -19.889 x1 +  0.074 x0^2 + -0.099 x0 x1 + -0.001 x0^2 x1
9,35.0,,,stlsq,20000.0,0.05,1.0,3,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,11,20,55.0,0.319527268409729,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 21.908966449798594, -40.89664142006121, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011523684697505403, -0.00029027199950661234], [0.0, 40.791687548375535, -22.11968672162099, 0.06706025893351182, -0.08911021909985095, 0.0, 0.00040666991759016256, -0.0012326408536145958, 0.0, 5.800583063125215e-05]]",(x0)' =  21.909 x0 + -40.897 x1 +  0.001 x0 x1^2 | (x1)' =  40.792 x0 + -22.120 x1 +  0.067 x0^2 + -0.089 x0 x1 + -0.001 x0^2 x1
10,35.0,,,stlsq,20000.0,0.05,1.0,3,4,1,4.0,12.0,0,0.0,finite_difference,success,,83,140,59.285714285714285,3.149136297404766,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2"", ""x0^3"", ""x0^2 x1"", ""x0^2 x2"", ""x0^2 x3"", ""x0 x1^2"", ""x0 x1 x2"", ""x0 x1 x3"", ""x0 x2^2"", ""x0 x2 x3"", ""x0 x3^2"", ""x1^3"", ""x1^2 x2"", ""x1^2 x3"", ""x1 x2^2"", ""x1 x2 x3"", ""x1 x3^2"", ""x2^3"", ""x2^2 x3"", ""x2 x3^2"", ""x3^3""]","[[0.0, 432.7713600133362, -727.7493654742511, 400.9724809723007, -107.1746401063961, 0.005427401893564303, 0.0, 0.0, 0.0, 0.03991244233775217, -0.06648646873177722, 0.0, 0.0, 0.0, 0.02154314378745901, -0.006788647296186065, 0.016949540126564158, -0.004731117023081922, -0.00966717987217553, 0.038991801328516575, -0.08668748787778162, 0.07975272788568204, 0.0, -0.010228942356185192, -0.00599965125452293, -0.12030812113248412, 0.35299536190767306, -0.18923129520480259, -0.26444818636842465, 0.2367107244299035, -0.027748940164210242, 0.04752812308170147, -0.05065722679216962, 0.0, 0.003629544626050619], [0.0, 125.00338985294978, 0.035121444617912466, -125.07290339698822, 0.03541355290101399, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.851888998527745e-05, -9.49509942335922e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00011354277733485448, -5.8887778096215084e-05, 2.4720286934818882e-05, 0.00013199815457457588, 0.0, -0.00026914724571518644, 0.0, 0.0, 0.00022016070006803664, -0.000319612047348048, 0.000295838572208259, -9.22206817730067e-05], [0.0, 0.005718808104953546, 124.98622672927603, 0.028209908408813, -125.01848564766532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00011841134359252359, 0.0003498296880693284, 0.0, -4.2317832628642074e-05, -0.00033716122765880505, 0.0, 4.7054255445247766e-05, 0.0, 0.0, 0.0, 0.0001265015138432702, -6.310148980779655e-05, 0.0, 9.065737851741527e-05, 0.0, 0.0, -5.813472555407361e-05, 0.0, 2.1817009962233406e-06, 2.743332836372427e-06], [0.0, 105.44295931368852, -395.91467800697626, 722.8288878234829, -431.17554653286334, -0.006646836860146056, 0.0, 0.0, 0.0, -0.09030922190798842, 0.19392327937427017, 0.0, -0.0859524627545469, 0.0, -0.009881646657471004, 0.002046640388518685, 0.0, 0.05559484986309975, -0.0375508638184666, -0.08397654790649184, -0.10963242558862415, 0.13666322800085964, 0.20983667775947076, -0.27860980695340926, 0.08309708023513218, 0.20606043748557434, -0.3282592167313511, 0.0, 0.050268424542436796, 0.2456044753401173, -0.11623422892762096, 0.04996425797020868, -0.19266213272706223, 0.1306554330550385, -0.02293126059524282]]",(x0)' =  432.771 x0 + -727.749 x1 +  400.972 x2 + -107.175 x3 +  0.005 x0^2 +  0.040 x1^2 + -0.066 x1 x2 +  0.022 x3^2 + -0.007 x0^3 +  0.017 x0^2 x1 + -0.005 x0^2 x2 + -0.010 x0^2 x3 +  0.039 x0 x1^2 + -0.087 x0 x1 x2 +  0.080 x0 x1 x3 + -0.010 x0 x2 x3 + -0.006 x0 x3^2 + -0.120 x1^3 +  0.353 x1^2 x2 + -0.189 x1^2 x3 + -0.264 x1 x2^2 +  0.237 x1 x2 x3 + -0.028 x1 x3^2 +  0.048 x2^3 + -0.051 x2^2 x3 +  0.004 x3^3 | (x1)' =  125.003 x0 +  0.035 x1 + -125.073 x2 +  0.035 x3 | (x2)' =  0.006 x0 +  124.986 x1 +  0.028 x2 + -125.018 x3 | (x3)' =  105.443 x0 + -395.915 x1 +  722.829 x2 + -431.176 x3 + -0.007 x0^2 + -0.090 x1^2 +  0.194 x1 x2 + -0.086 x2^2 + -0.010 x3^2 +  0.002 x0^3 +  0.056 x0^2 x2 + -0.038 x0^2 x3 + -0.084 x0 x1^2 + -0.110 x0 x1 x2 +  0.137 x0 x1 x3 +  0.210 x0 x2^2 + -0.279 x0 x2 x3 +  0.083 x0 x3^2 +  0.206 x1^3 + -0.328 x1^2 x2 +  0.050 x1 x2^2 +  0.246 x1 x2 x3 + -0.116 x1 x3^2 +  0.050 x2^3 + -0.193 x2^2 x3 +  0.131 x2 x3^2 + -0.023 x3^3
