configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,,,stlsq,20000.0,0.05,1.0,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,9,12,75.0,1.6253369934856892,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 197.15405137365246, -206.31704466398313, -0.1254298227674599, 0.3289775674627351, -0.17249907467125764], [0.0, 206.04575744925373, -197.0073510216766, -0.01794664830772252, 0.0, -0.009928103567908606]]",(x0)' =  197.154 x0 + -206.317 x1 + -0.125 x0^2 +  0.329 x0 x1 + -0.172 x1^2 | (x1)' =  206.046 x0 + -197.007 x1 + -0.018 x0^2 + -0.010 x1^2
2,80.0,,,stlsq,20000.0,0.05,1.0,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,8,12,66.66666666666667,0.18294103257358074,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 212.46085799525184, -220.57782082923288, 0.04395341399671806, 0.0, -0.019795085478569757], [0.0, 220.26481285869482, -212.15167681645212, -0.0038145217057816198, 0.0, -0.021255277069167466]]",(x0)' =  212.461 x0 + -220.578 x1 +  0.044 x0^2 + -0.020 x1^2 | (x1)' =  220.265 x0 + -212.152 x1 + -0.004 x0^2 + -0.021 x1^2
3,80.0,,,stlsq,20000.0,0.05,1.0,2,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,8,12,66.66666666666667,0.17956975661218166,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 231.24171138313892, -237.15624529475073, 0.021635982343782962, 0.0, -0.005406920051067514], [0.0, 237.29026404420964, -231.3823367833831, 0.02027384940698831, 0.0, -0.03585019458909932]]",(x0)' =  231.242 x0 + -237.156 x1 +  0.022 x0^2 + -0.005 x1^2 | (x1)' =  237.290 x0 + -231.382 x1 +  0.020 x0^2 + -0.036 x1^2
4,80.0,,,stlsq,20000.0,0.05,1.0,2,2,2,8.0,8.0,0,0.0,finite_difference,success,,12,12,100.0,0.15910322219133377,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-65.7913398464665, 82.13038453631854, -95.76623141323611, 0.0139989923393027, 0.07440585832394574, -0.031357460999691396], [39.04303710268161, 95.87372278887284, -82.04992236145975, 0.09301949571173039, -0.22877942857684297, 0.07569522826895297]]",(x0)' = -65.791 1 +  82.130 x0 + -95.766 x1 +  0.014 x0^2 +  0.074 x0 x1 + -0.031 x1^2 | (x1)' =  39.043 1 +  95.874 x0 + -82.050 x1 +  0.093 x0^2 + -0.229 x0 x1 +  0.076 x1^2
5,80.0,,,stlsq,20000.0,0.05,1.0,2,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,10,12,83.33333333333333,0.17113098688423634,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 90.68393323928174, -104.09036113834941, -0.025612707193292596, 0.15366412838316743, -0.08221365652033498], [0.0, 104.2612022597134, -90.68709280067617, 0.14014236185791312, -0.30100999910888787, 0.10821158060769268]]",(x0)' =  90.684 x0 + -104.090 x1 + -0.026 x0^2 +  0.154 x0 x1 + -0.082 x1^2 | (x1)' =  104.261 x0 + -90.687 x1 +  0.140 x0^2 + -0.301 x0 x1 +  0.108 x1^2
6,80.0,,,stlsq,20000.0,0.05,1.0,2,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,9,12,75.0,0.2724991235882044,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 105.39313900410292, -116.23362910428959, 0.025267693957059325, 0.0, 0.00330821815423942], [0.0, 116.3861712698051, -105.36899697772635, 0.1400750822656222, -0.26145309669878336, 0.08569915616332206]]",(x0)' =  105.393 x0 + -116.234 x1 +  0.025 x0^2 +  0.003 x1^2 | (x1)' =  116.386 x0 + -105.369 x1 +  0.140 x0^2 + -0.261 x0 x1 +  0.086 x1^2
7,80.0,,,stlsq,20000.0,0.05,1.0,2,2,5,20.0,20.0,0,0.0,finite_difference,success,,7,12,58.333333333333336,0.14227009192109108,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 18.385491809659595, -32.68463189197299, 0.02938451316511824, 0.0, 0.0], [0.0, 33.25985262256698, -18.44834972022663, 0.09640467045963494, -0.13705756504233726, 0.0]]",(x0)' =  18.385 x0 + -32.685 x1 +  0.029 x0^2 | (x1)' =  33.260 x0 + -18.448 x1 +  0.096 x0^2 + -0.137 x0 x1
8,80.0,,,stlsq,20000.0,0.05,1.0,2,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,7,12,58.333333333333336,0.16439413093030453,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 18.710780277733797, -32.925233674873134, 0.029461749551984866, 0.0, 0.0], [0.0, 33.46302450041527, -18.76506921405825, 0.09487339943359216, -0.13494945317223844, 0.0]]",(x0)' =  18.711 x0 + -32.925 x1 +  0.029 x0^2 | (x1)' =  33.463 x0 + -18.765 x1 +  0.095 x0^2 + -0.135 x0 x1
9,80.0,,,stlsq,20000.0,0.05,1.0,2,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,12,50.0,0.15026036277413368,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 22.620378155282733, -37.72804884230708, 0.0, 0.0, 0.0], [0.0, 38.19591030875116, -22.65197216178021, 0.07211749921515644, -0.11226760116945125, 0.0]]",(x0)' =  22.620 x0 + -37.728 x1 | (x1)' =  38.196 x0 + -22.652 x1 +  0.072 x0^2 + -0.112 x0 x1
10,80.0,,,stlsq,20000.0,0.05,1.0,2,4,1,4.0,12.0,0,0.0,finite_difference,success,,32,60,53.333333333333336,0.8670790437608957,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-45.61022098414185, 259.829319560735, -374.76669622921014, 167.84596694947638, -60.197267245571986, -0.04351247386402315, 0.21373594274191046, 0.0, -0.11736766348179019, -0.1947253026626636, 0.15165666048486134, 0.011246923877362189, 0.0, 0.0, 0.0], [0.0, 125.0366654230143, 0.0, -125.09199440859224, 0.05195116459112991, -0.00023261679825347514, 0.0, 0.0, 0.0, 0.0, 0.00022281696993180027, 0.0, 0.00016811909084978784, 0.0, 0.0], [0.0, -0.047493703919311236, 125.07103826023739, 0.0, -125.03032878843575, 0.0, 0.0, 0.0, 0.0, -0.0009204558321963811, 0.001497653466924664, 0.0, 0.0, 0.0, -0.00040874941427267045], [0.0, 60.21322498927647, -167.48864907655175, 374.3236586235708, -259.75207978999657, 0.04154766580569329, 0.0, 0.0, 0.0, -0.12130645825701444, 0.20982021652080815, 0.0, -0.15242253267080827, 0.0, 0.009345286754006431]]",(x0)' = -45.610 1 +  259.829 x0 + -374.767 x1 +  167.846 x2 + -60.197 x3 + -0.044 x0^2 +  0.214 x0 x1 + -0.117 x0 x3 + -0.195 x1^2 +  0.152 x1 x2 +  0.011 x1 x3 | (x1)' =  125.037 x0 + -125.092 x2 +  0.052 x3 | (x2)' = -0.047 x0 +  125.071 x1 + -125.030 x3 + -0.001 x1^2 +  0.001 x1 x2 | (x3)' =  60.213 x0 + -167.489 x1 +  374.324 x2 + -259.752 x3 +  0.042 x0^2 + -0.121 x1^2 +  0.210 x1 x2 + -0.152 x2^2 +  0.009 x3^2
