configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,,,stlsq,20000.0,0.05,1.0,5,2,1,4.0,4.0,0,0.0,finite_difference,success,,20,42,47.61904761904762,1.7456878870725632,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 232.94507796558776, -240.35234164287752, 0.019999110032457832, 0.0, -0.005355733647864394, -0.0019147906571048928, 0.002271181750280225, 0.001609132898158601, -0.001555305901813884, 0.0, 0.0, 0.0, 0.0, 0.0, -5.972605627790905e-09, 0.0, 0.0, 0.0, 0.0, -4.534525417360101e-09], [0.0, 240.39179555701455, -232.9925266837619, 0.018654423024568514, 0.0, -0.03304137824502326, -0.0005522207092798298, 0.0048312407874394, -0.008371111573569729, 0.0036896483371780774, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3179713475254337e-09, 0.0, 0.0, 0.0, 0.0, 7.051032375626458e-09]]",(x0)' =  232.945 x0 + -240.352 x1 +  0.020 x0^2 + -0.005 x1^2 + -0.002 x0^3 +  0.002 x0^2 x1 +  0.002 x0 x1^2 + -0.002 x1^3 | (x1)' =  240.392 x0 + -232.993 x1 +  0.019 x0^2 + -0.033 x1^2 + -0.001 x0^3 +  0.005 x0^2 x1 + -0.008 x0 x1^2 +  0.004 x1^3
2,35.0,,,stlsq,20000.0,0.05,1.0,5,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,20,42,47.61904761904762,0.3421814516186714,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 233.21742941424486, -240.55129530969018, 0.019126429428423356, 0.0, -0.004771313475292832, -0.001979195563513532, 0.0024388957675761332, 0.0014735582251388106, -0.0015253376104372442, 0.0, 0.0, 0.0, 0.0, 0.0, -5.947435911793681e-09, 0.0, 0.0, 0.0, 0.0, -4.46062357000363e-09], [0.0, 240.57119209582473, -233.24680880371122, 0.018951760192884998, 0.0, -0.03301915325437806, -0.0004613561994035586, 0.004629404958181213, -0.008229252283215407, 0.0036610117087258636, 0.0, 0.0, 0.0, 0.0, 0.0, 3.163511078868977e-09, 0.0, 0.0, 0.0, 0.0, 7.095937902705879e-09]]",(x0)' =  233.217 x0 + -240.551 x1 +  0.019 x0^2 + -0.005 x1^2 + -0.002 x0^3 +  0.002 x0^2 x1 +  0.001 x0 x1^2 + -0.002 x1^3 | (x1)' =  240.571 x0 + -233.247 x1 +  0.019 x0^2 + -0.033 x1^2 +  0.005 x0^2 x1 + -0.008 x0 x1^2 +  0.004 x1^3
3,35.0,,,stlsq,20000.0,0.05,1.0,5,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,20,42,47.61904761904762,0.34213235788047314,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 235.57115211897917, -242.21343542467466, 0.011620629558732809, 0.0, 1.336829721075155e-05, -0.002445619579892596, 0.0034470631549572256, 0.0008644624471172672, -0.001478887536668529, 0.0, 0.0, 0.0, 0.0, 0.0, -5.277766120321295e-09, 0.0, 0.0, 0.0, 0.0, -4.263320342046146e-09], [0.0, 242.06840814467688, -235.4349595269731, 0.02143237589489142, 0.0, -0.03268442465836043, 0.00039130073676404953, 0.0025087218299494392, -0.006495334607458979, 0.003216841984565774, 0.0, 0.0, 0.0, 0.0, 0.0, 2.138349541622158e-09, 0.0, 0.0, 0.0, 0.0, 7.155150058276272e-09]]",(x0)' =  235.571 x0 + -242.213 x1 +  0.012 x0^2 + -0.002 x0^3 +  0.003 x0^2 x1 +  0.001 x0 x1^2 + -0.001 x1^3 | (x1)' =  242.068 x0 + -235.435 x1 +  0.021 x0^2 + -0.033 x1^2 +  0.003 x0^2 x1 + -0.006 x0 x1^2 +  0.003 x1^3
4,35.0,,,stlsq,20000.0,0.05,1.0,5,2,2,8.0,8.0,0,0.0,finite_difference,success,,20,42,47.61904761904762,0.3226119391620159,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 105.16464245317808, -119.43716706123037, 0.0, 0.0, 0.02304205111321882, -0.0004324830551971111, 0.0011386394794185755, 0.0, 0.0001681026375582795, 0.0, 0.0, 0.0, 0.0, 0.0, -8.481886701878245e-08, 1.0469113416746474e-07, 0.0, 0.0, -3.324716097468213e-08, -7.401868092325801e-09], [0.0, 119.00281450737097, -104.78379339293872, 0.0, -0.027402397045373065, 0.0, 1.5215548961837902e-05, 0.0, -0.0013178260171925603, 0.0004272304525849479, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4334785354724086e-08, 1.608693611675297e-08, 0.0, 0.0, -8.151914099818041e-08, 7.285046656636134e-08]]",(x0)' =  105.165 x0 + -119.437 x1 +  0.023 x1^2 +  0.001 x0^2 x1 | (x1)' =  119.003 x0 + -104.784 x1 + -0.027 x0 x1 + -0.001 x0 x1^2
5,35.0,,,stlsq,20000.0,0.05,1.0,5,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,20,42,47.61904761904762,0.342139083892107,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 105.42625896299909, -119.5745378241381, 0.0, 0.0, 0.02267886593108227, -0.00044269048302075895, 0.0011613858588654963, 0.0, 0.00015211461060498936, 0.0, 0.0, 0.0, 0.0, 0.0, -8.646849774322613e-08, 1.0695244914343753e-07, 0.0, 0.0, -3.428612820177731e-08, -6.859755699244293e-09], [0.0, 119.14940281968936, -105.05856042037013, 0.0, -0.026806643642620073, 0.0, 3.3278416757121464e-05, 0.0, -0.0013529908688254709, 0.00044889878963275527, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3538729148174302e-08, 1.7256577377212664e-08, 0.0, 0.0, -8.321100017724453e-08, 7.398872277259912e-08]]",(x0)' =  105.426 x0 + -119.575 x1 +  0.023 x1^2 +  0.001 x0^2 x1 | (x1)' =  119.149 x0 + -105.059 x1 + -0.027 x0 x1 + -0.001 x0 x1^2
6,35.0,,,stlsq,20000.0,0.05,1.0,5,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,42,38.095238095238095,0.34676360338926315,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 107.93827715072024, -120.40580214048856, 0.0, 0.0, 0.0, -0.0014576704719095473, 0.0022696756103443272, 0.0008259080493149719, -0.0009047594891625231, 0.0, 0.0, 0.0, 0.0, 0.0, -7.175022793496182e-09, 0.0, 0.0, 0.0, -7.361116034679518e-09, 0.0], [0.0, 120.49758405053755, -108.04480740509092, 0.0, 0.0, 0.0, 0.0003522020532456434, 0.0009823704123630747, -0.003974502190106613, 0.001916354106302792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.077000615545261e-09, 0.0, 0.0, 0.0, 8.260325923041757e-09]]",(x0)' =  107.938 x0 + -120.406 x1 + -0.001 x0^3 +  0.002 x0^2 x1 +  0.001 x0 x1^2 + -0.001 x1^3 | (x1)' =  120.498 x0 + -108.045 x1 +  0.001 x0^2 x1 + -0.004 x0 x1^2 +  0.002 x1^3
7,35.0,,,stlsq,20000.0,0.05,1.0,5,2,5,20.0,20.0,0,0.0,finite_difference,success,,16,42,38.095238095238095,0.3996316734701395,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 19.652132805013053, -40.01921667598367, 0.0, 0.0, 0.0, 8.801407542145765e-06, 0.0013820688676321254, 0.0001204494600237362, -3.971214010143537e-05, 0.0, 0.0, 0.0, 0.0, 0.0, -2.5649081783172274e-08, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 40.053140335344, -19.37661517464871, 0.076827956140965, -0.10415210813822064, 0.0, 0.00015344929625311406, -0.00013655091067381916, -0.001447176895758971, -0.0001284348194549004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3348433150598876e-08]]",(x0)' =  19.652 x0 + -40.019 x1 +  0.001 x0^2 x1 | (x1)' =  40.053 x0 + -19.377 x1 +  0.077 x0^2 + -0.104 x0 x1 + -0.001 x0 x1^2
8,35.0,,,stlsq,20000.0,0.05,1.0,5,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,16,42,38.095238095238095,0.36196572706103325,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 19.857765159788766, -40.24782171689584, 0.0, 0.0, 0.0, 7.63918287714893e-06, 0.0013894554874324127, 0.000127693365776494, -4.7552918259011e-05, 0.0, 0.0, 0.0, 0.0, 0.0, -2.586296618549615e-08, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 40.280305870438575, -19.584838658997196, 0.07616328094215977, -0.1033654082878247, 0.0, 0.0001584712550463959, -0.00013713920606322347, -0.0014594306133335125, -0.0001261425058349235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3562165040941565e-08]]",(x0)' =  19.858 x0 + -40.248 x1 +  0.001 x0^2 x1 | (x1)' =  40.280 x0 + -19.585 x1 +  0.076 x0^2 + -0.103 x0 x1 + -0.001 x0 x1^2
9,35.0,,,stlsq,20000.0,0.05,1.0,5,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,42,38.095238095238095,0.3692800160497427,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3"", ""x0^4"", ""x0^3 x1"", ""x0^2 x1^2"", ""x0 x1^3"", ""x1^4"", ""x0^5"", ""x0^4 x1"", ""x0^3 x1^2"", ""x0^2 x1^3"", ""x0 x1^4"", ""x1^5""]","[[0.0, 21.927694622056787, -42.26304255547787, 0.0, 0.0, 0.0, -1.2176474786591395e-05, 0.0014558704451592597, 0.00019393328723444427, -0.00012703353925252718, 0.0, 0.0, 0.0, 0.0, 0.0, -2.751438788090685e-08, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 42.296581354052655, -21.691351316764447, 0.0695374529382725, -0.09481214676369987, 0.0, 0.0002050912477831862, -0.0001438941368397375, -0.0015617549820846927, -9.353570509172229e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.496559362411937e-08]]",(x0)' =  21.928 x0 + -42.263 x1 +  0.001 x0^2 x1 | (x1)' =  42.297 x0 + -21.691 x1 +  0.070 x0^2 + -0.095 x0 x1 + -0.002 x0 x1^2
10,35.0,,,stlsq,20000.0,0.05,1.0,5,4,1,4.0,12.0,0,0.0,finite_difference,success,,75,504,14.880952380952381,3.498857179656625,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2"", ""x0^3"", ""x0^2 x1"", ""x0^2 x2"", ""x0^2 x3"", ""x0 x1^2"", ""x0 x1 x2"", ""x0 x1 x3"", ""x0 x2^2"", ""x0 x2 x3"", ""x0 x3^2"", ""x1^3"", ""x1^2 x2"", ""x1^2 x3"", ""x1 x2^2"", ""x1 x2 x3"", ""x1 x3^2"", ""x2^3"", ""x2^2 x3"", ""x2 x3^2"", ""x3^3"", ""x0^4"", ""x0^3 x1"", ""x0^3 x2"", ""x0^3 x3"", ""x0^2 x1^2"", ""x0^2 x1 x2"", ""x0^2 x1 x3"", ""x0^2 x2^2"", ""x0^2 x2 x3"", ""x0^2 x3^2"", ""x0 x1^3"", ""x0 x1^2 x2"", ""x0 x1^2 x3"", ""x0 x1 x2^2"", ""x0 x1 x2 x3"", ""x0 x1 x3^2"", ""x0 x2^3"", ""x0 x2^2 x3"", ""x0 x2 x3^2"", ""x0 x3^3"", ""x1^4"", ""x1^3 x2"", ""x1^3 x3"", ""x1^2 x2^2"", ""x1^2 x2 x3"", ""x1^2 x3^2"", ""x1 x2^3"", ""x1 x2^2 x3"", ""x1 x2 x3^2"", ""x1 x3^3"", ""x2^4"", ""x2^3 x3"", ""x2^2 x3^2"", ""x2 x3^3"", ""x3^4"", ""x0^5"", ""x0^4 x1"", ""x0^4 x2"", ""x0^4 x3"", ""x0^3 x1^2"", ""x0^3 x1 x2"", ""x0^3 x1 x3"", ""x0^3 x2^2"", ""x0^3 x2 x3"", ""x0^3 x3^2"", ""x0^2 x1^3"", ""x0^2 x1^2 x2"", ""x0^2 x1^2 x3"", ""x0^2 x1 x2^2"", ""x0^2 x1 x2 x3"", ""x0^2 x1 x3^2"", ""x0^2 x2^3"", ""x0^2 x2^2 x3"", ""x0^2 x2 x3^2"", ""x0^2 x3^3"", ""x0 x1^4"", ""x0 x1^3 x2"", ""x0 x1^3 x3"", ""x0 x1^2 x2^2"", ""x0 x1^2 x2 x3"", ""x0 x1^2 x3^2"", ""x0 x1 x2^3"", ""x0 x1 x2^2 x3"", ""x0 x1 x2 x3^2"", ""x0 x1 x3^3"", ""x0 x2^4"", ""x0 x2^3 x3"", ""x0 x2^2 x3^2"", ""x0 x2 x3^3"", ""x0 x3^4"", ""x1^5"", ""x1^4 x2"", ""x1^4 x3"", ""x1^3 x2^2"", ""x1^3 x2 x3"", ""x1^3 x3^2"", ""x1^2 x2^3"", ""x1^2 x2^2 x3"", ""x1^2 x2 x3^2"", ""x1^2 x3^3"", ""x1 x2^4"", ""x1 x2^3 x3"", ""x1 x2^2 x3^2"", ""x1 x2 x3^3"", ""x1 x3^4"", ""x2^5"", ""x2^4 x3"", ""x2^3 x3^2"", ""x2^2 x3^3"", ""x2 x3^4"", ""x3^5""]","[[0.0, 432.1586072700499, -726.7118779281413, 400.251372276264, -107.0593568219918, 0.007886429741656974, 0.0, 0.0, 0.0, -0.008022866450191537, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0053414674973900405, 0.01873552132108125, -0.017189870258868985, 0.01533716193649513, 0.0, 0.0, -0.032708143890299975, 0.0, 0.020723204682352548, -0.0052654169925639635, -0.039506440397282176, 0.11014472029104998, -0.010922941937399512, -0.09493128213708993, 0.028719266279581223, 0.0, 0.022511997148085296, -0.010195085274783194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.932987830540817e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 125.00332251723115, 0.03658162358269372, -125.07553758653428, 0.03659334628023729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.6454236759226014e-05, -8.765045693324138e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.610753941262644e-05, -5.032269907955229e-05, 0.0, 0.00016703747974150814, 0.0, -0.000270033599270962, 0.0, 0.0, 0.00021199403019886377, -0.0003154904954072071, 0.0002929826746785276, -9.110492823169795e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.004357865540731664, 124.98898584637095, 0.028040442500408623, -125.01962867454922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00012097114047301285, 0.00035545955765656955, 0.0, -6.171690634448994e-05, -0.00034497433280172754, 0.0, 8.683931615524516e-05, 0.0, 0.0, 0.0, 0.00014433285734914543, -5.9991621879039796e-05, 0.0, 8.447194216243754e-06, 0.0, 0.0, 0.0, 0.0, -1.6076047622645963e-05, 8.463039747667905e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 105.96300419210795, -396.4249924114617, 722.531813513023, -430.66654427381275, -0.008371108527868794, 0.0, 0.0, 0.0, -0.07662423400282098, 0.1686707907057933, 0.0, -0.0704915078950467, 0.0, -0.012564643802617424, 0.0, 0.0, 0.0, -0.01081285387637259, -0.0142446476659713, 0.0424435264134173, 0.03724792834220907, -0.02187906043576698, -0.044875392196834236, 0.02219392033251064, 0.04432475956657273, -0.17962442123003383, 0.0, 0.21397347365945446, 0.0, -0.03813672016775274, -0.08082005032000253, 0.0, 0.04058604500664458, -0.010496942571156865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.653156604653573e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.9836798317664387e-08, 1.972404386015916e-08, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  432.159 x0 + -726.712 x1 +  400.251 x2 + -107.059 x3 +  0.008 x0^2 + -0.008 x1^2 + -0.005 x0^3 +  0.019 x0^2 x1 + -0.017 x0^2 x2 +  0.015 x0^2 x3 + -0.033 x0 x1 x3 +  0.021 x0 x2 x3 + -0.005 x0 x3^2 + -0.040 x1^3 +  0.110 x1^2 x2 + -0.011 x1^2 x3 + -0.095 x1 x2^2 +  0.029 x1 x2 x3 +  0.023 x2^3 + -0.010 x2^2 x3 | (x1)' =  125.003 x0 +  0.037 x1 + -125.076 x2 +  0.037 x3 | (x2)' =  0.004 x0 +  124.989 x1 +  0.028 x2 + -125.020 x3 | (x3)' =  105.963 x0 + -396.425 x1 +  722.532 x2 + -430.667 x3 + -0.008 x0^2 + -0.077 x1^2 +  0.169 x1 x2 + -0.070 x2^2 + -0.013 x3^2 + -0.011 x0^2 x3 + -0.014 x0 x1^2 +  0.042 x0 x1 x2 +  0.037 x0 x1 x3 + -0.022 x0 x2^2 + -0.045 x0 x2 x3 +  0.022 x0 x3^2 +  0.044 x1^3 + -0.180 x1^2 x2 +  0.214 x1 x2^2 + -0.038 x1 x3^2 + -0.081 x2^3 +  0.041 x2 x3^2 + -0.010 x3^3
