configuration_index,stlsq_threshold,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations
216,10000.0,4,success,,13.948,13.948,521.2013645283878,34757
216,10000.0,1088,success,,14.06,14.06,510.54360157996416,34389
216,10000.0,622,success,,14.056000000000001,14.056000000000001,537.7462280411273,36149
216,10000.0,620,success,,14.056000000000001,14.056000000000001,520.7081657145172,34854
216,10000.0,2,success,,14.056000000000001,14.056000000000001,455.4919638931751,30564
216,10000.0,3,success,,14.056000000000001,14.056000000000001,537.7823697254062,35996
216,10000.0,1244,failed,integration error: model derivative became non-finite,13.948,0.7769040329169914,950.75862268731,63767
216,10000.0,778,success,,14.056000000000001,14.056000000000001,496.52392321266234,33303
216,10000.0,312,success,,14.056000000000001,14.056000000000001,541.1163489334285,36347
