configuration_index,stlsq_threshold,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations
216,100000.0,4,success,,13.948,13.948,310.89686902984977,20966
216,100000.0,1088,success,,14.06,14.06,348.5732858385891,23601
216,100000.0,622,success,,14.056000000000001,14.056000000000001,424.19242037273943,28731
216,100000.0,620,success,,14.056000000000001,14.056000000000001,383.9872132129967,26076
216,100000.0,2,success,,14.056000000000001,14.056000000000001,310.25624319538474,21067
216,100000.0,3,success,,14.056000000000001,14.056000000000001,415.32628720253706,28200
216,100000.0,1244,success,,13.948,13.948,401.6233733147383,27277
216,100000.0,778,success,,14.056000000000001,14.056000000000001,400.8431361094117,27030
216,100000.0,312,success,,14.056000000000001,14.056000000000001,390.01488613523543,26361
