configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,stlsq_threshold,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,0.00022397498597370244,37.49490932187706,1.0,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,16,20,80.0,1.7475594319403172,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 196.65070057888278, -206.19916789718712, -7.078420398209, 16.70194122764139, -8.584436454935153, 0.0, -7.220011334915952, 14.085314001180118, -6.602163381751968], [0.0, 206.5846047789175, -197.21632271230672, 11.12284129900213, -23.703103384367772, 11.39131081993203, 2.375274941130273, 0.0, -7.258843736075815, 4.672010472147696]]",(x0)' =  196.651 x0 + -206.199 x1 + -7.078 x0^2 +  16.702 x0 x1 + -8.584 x1^2 + -7.220 x0^2 x1 +  14.085 x0 x1^2 + -6.602 x1^3 | (x1)' =  206.585 x0 + -197.216 x1 +  11.123 x0^2 + -23.703 x0 x1 +  11.391 x1^2 +  2.375 x0^3 + -7.259 x0 x1^2 +  4.672 x1^3
2,80.0,0.00022397498597370244,37.49490932187706,1.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,17,20,85.0,0.22095211036503315,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 212.4483841385867, -220.9916004986001, -8.00786156026689, 19.018757450825557, -10.072735268227156, -2.0215516856313775, -2.4491086267875293, 10.494666351762193, -5.781440557561016], [0.0, 220.88721620146308, -212.42555718754727, 13.854208110058968, -28.248326447017657, 13.304090101079195, 2.5535872739777368, 0.0, -7.89844882268418, 5.145267158784198]]",(x0)' =  212.448 x0 + -220.992 x1 + -8.008 x0^2 +  19.019 x0 x1 + -10.073 x1^2 + -2.022 x0^3 + -2.449 x0^2 x1 +  10.495 x0 x1^2 + -5.781 x1^3 | (x1)' =  220.887 x0 + -212.426 x1 +  13.854 x0^2 + -28.248 x0 x1 +  13.304 x1^2 +  2.554 x0^3 + -7.898 x0 x1^2 +  5.145 x1^3
3,80.0,0.00022397498597370244,37.49490932187706,1.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,17,20,85.0,0.21424271911382675,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 231.91144821032225, -238.32946949745264, -9.884616688065957, 21.35822660330238, -10.852787592147122, -6.88471187757212, 11.980617839029195, -3.3214979673552234, -1.5463465538731902], [0.0, 238.2923106337273, -231.9168770794434, 13.676015380621967, -26.35128717328649, 12.058272804221804, 0.0, 9.70991180598687, -19.85100298303061, 9.90888146685071]]",(x0)' =  231.911 x0 + -238.329 x1 + -9.885 x0^2 +  21.358 x0 x1 + -10.853 x1^2 + -6.885 x0^3 +  11.981 x0^2 x1 + -3.321 x0 x1^2 + -1.546 x1^3 | (x1)' =  238.292 x0 + -231.917 x1 +  13.676 x0^2 + -26.351 x0 x1 +  12.058 x1^2 +  9.710 x0^2 x1 + -19.851 x0 x1^2 +  9.909 x1^3
4,80.0,0.00022397498597370244,37.49490932187706,1.0,3,2,2,8.0,8.0,0,0.0,finite_difference,success,,17,20,85.0,0.20087540801614523,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-1.1930163543532861, 81.94011047631287, -96.35704453011034, -1.2313429722670988, 5.706848351299783, -2.682729199929463, -1.1460799451518278, 0.0, 3.407323934085897, -1.8081008090700588], [0.0, 96.62755030137282, -82.28719601033126, 5.5897527776644695, -12.419848520432463, 5.021329833594564, 1.076184650874766, 0.0, -3.7405431954234674, 2.258753777006423]]",(x0)' = -1.193 1 +  81.940 x0 + -96.357 x1 + -1.231 x0^2 +  5.707 x0 x1 + -2.683 x1^2 + -1.146 x0^3 +  3.407 x0 x1^2 + -1.808 x1^3 | (x1)' =  96.628 x0 + -82.287 x1 +  5.590 x0^2 + -12.420 x0 x1 +  5.021 x1^2 +  1.076 x0^3 + -3.741 x0 x1^2 +  2.259 x1^3
5,80.0,0.00022397498597370244,37.49490932187706,1.0,3,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,17,20,85.0,0.2066348483785987,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-1.0738584134808768, 90.58906415723142, -104.75171553971198, -1.5186538614387017, 6.616549553704015, -3.3816646635260827, -1.2662671718579364, 0.0, 3.7413561770794352, -2.0156843895520735], [0.0, 105.0550408337133, -90.93072127037053, 6.677124031865587, -14.041278123250345, 5.6157582979451215, 1.1584523466796828, 0.0, -4.078377364238801, 2.5012954804309384]]",(x0)' = -1.074 1 +  90.589 x0 + -104.752 x1 + -1.519 x0^2 +  6.617 x0 x1 + -3.382 x1^2 + -1.266 x0^3 +  3.741 x0 x1^2 + -2.016 x1^3 | (x1)' =  105.055 x0 + -90.931 x1 +  6.677 x0^2 + -14.041 x0 x1 +  5.616 x1^2 +  1.158 x0^3 + -4.078 x0 x1^2 +  2.501 x1^3
6,80.0,0.00022397498597370244,37.49490932187706,1.0,3,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.21268094424158335,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 105.64687975351026, -117.61570911371476, -4.200048935347447, 10.332759918086666, -5.049108296360099, -2.777073504405811, 4.4237358527807915, 0.0, -1.1687389164931594], [0.0, 117.20898018191528, -105.36082767544744, 6.504477692427477, -12.388180833426265, 4.7852745573803395, 1.4809062484794835, 0.0, -5.090194292618061, 3.1410150180764993]]",(x0)' =  105.647 x0 + -117.616 x1 + -4.200 x0^2 +  10.333 x0 x1 + -5.049 x1^2 + -2.777 x0^3 +  4.424 x0^2 x1 + -1.169 x1^3 | (x1)' =  117.209 x0 + -105.361 x1 +  6.504 x0^2 + -12.388 x0 x1 +  4.785 x1^2 +  1.481 x0^3 + -5.090 x0 x1^2 +  3.141 x1^3
7,80.0,0.00022397498597370244,37.49490932187706,1.0,3,2,5,20.0,20.0,0,0.0,finite_difference,success,,8,20,40.0,0.1837475122883916,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 16.564973610222705, -34.17105803987198, 0.0, 0.0, 0.0, 0.0, 1.094103415726832, 0.0, 0.0], [-1.000630854050461, 33.2998798618754, -18.500580291357647, 3.922518769833629, -5.213556835198461, 0.0, 0.0, 0.0, 0.0, 0.0]]",(x0)' =  16.565 x0 + -34.171 x1 +  1.094 x0^2 x1 | (x1)' = -1.001 1 +  33.300 x0 + -18.501 x1 +  3.923 x0^2 + -5.214 x0 x1
8,80.0,0.00022397498597370244,37.49490932187706,1.0,3,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,9,20,45.0,0.18724310584366322,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 16.883272267451925, -34.420414603367874, 0.0, 0.0, 0.0, 0.0, 1.1016880490394083, 0.0, 0.0], [-1.2612967809879743, 35.03419935132631, -17.320820933479443, 4.072092590687097, -4.675451435278613, 0.0, 0.0, 0.0, -1.0044007861006539, 0.0]]",(x0)' =  16.883 x0 + -34.420 x1 +  1.102 x0^2 x1 | (x1)' = -1.261 1 +  35.034 x0 + -17.321 x1 +  4.072 x0^2 + -4.675 x0 x1 + -1.004 x0 x1^2
9,80.0,0.00022397498597370244,37.49490932187706,1.0,3,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,10,20,50.0,0.189057944342494,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 20.936732278984096, -39.71314751052415, 0.0, 1.8284467650002227, -1.0568225297495397, 0.0, 1.1141645743609716, 0.0, 0.0], [0.0, 39.832116367982735, -20.962559843047003, 2.810002699891205, -3.642501452506435, 0.0, 0.0, 0.0, -1.1004521145120119, 0.0]]",(x0)' =  20.937 x0 + -39.713 x1 +  1.828 x0 x1 + -1.057 x1^2 +  1.114 x0^2 x1 | (x1)' =  39.832 x0 + -20.963 x1 +  2.810 x0^2 + -3.643 x0 x1 + -1.100 x0 x1^2
10,80.0,0.00022397498597370244,37.49490932187706,1.0,3,4,1,4.0,12.0,0,0.0,finite_difference,success,,70,140,50.0,1.321994855068624,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2"", ""x0^3"", ""x0^2 x1"", ""x0^2 x2"", ""x0^2 x3"", ""x0 x1^2"", ""x0 x1 x2"", ""x0 x1 x3"", ""x0 x2^2"", ""x0 x2 x3"", ""x0 x3^2"", ""x1^3"", ""x1^2 x2"", ""x1^2 x3"", ""x1 x2^2"", ""x1 x2 x3"", ""x1 x3^2"", ""x2^3"", ""x2^2 x3"", ""x2 x3^2"", ""x3^3""]","[[-1.253217258173074, 257.89347235939545, -373.13577241638126, 168.70327893122706, -61.13431632385943, -15.986611328493892, 58.77590424211875, -46.67001888491921, 20.309803676351653, -41.69408960364613, 51.20301859498791, -26.708344262398548, -1.283134760982389, 0.0, 2.5327375966354144, 13.020967163825063, -86.44394272907107, 77.04283829717323, -35.75750143245852, 178.30014027772924, -288.4458341493635, 129.63071346032083, 92.52105822486519, -68.70821562826121, 8.287998885614426, -119.97211554848784, 274.60893069465413, -124.74016747574223, -170.6411248588209, 138.54074788579697, -18.3108536567161, 22.446014548888467, -22.966935941843168, 0.6569276400648386, 1.3458411849884377], [0.0, 125.0279927197209, 0.0, -125.03529037948236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 125.01433214184453, 0.0, -125.0169695777306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 61.40951487186936, -166.52263602711625, 370.8049282748915, -258.1972042845926, 15.848979467819843, -52.91675951676481, 51.0571802000855, -26.978504391763327, 38.995706594888574, -70.13684990135599, 42.36529455319415, 26.93419971236664, -34.62390216814797, 9.114842254878925, -3.1682169583457505, 25.043017297243093, -9.629094313498213, 0.0, -61.95216984673822, 61.277863166966235, -12.004859520043007, 3.5883516949486864, -30.35238220727791, 16.773344184755356, 49.856984584822044, -86.80912126965593, 31.225794798601093, 21.87236098159217, 6.689764625680657, -16.874600287981238, 9.817661049842622, -15.262595356797934, 9.480004819477346, 0.0]]",(x0)' = -1.253 1 +  257.893 x0 + -373.136 x1 +  168.703 x2 + -61.134 x3 + -15.987 x0^2 +  58.776 x0 x1 + -46.670 x0 x2 +  20.310 x0 x3 + -41.694 x1^2 +  51.203 x1 x2 + -26.708 x1 x3 + -1.283 x2^2 +  2.533 x3^2 +  13.021 x0^3 + -86.444 x0^2 x1 +  77.043 x0^2 x2 + -35.758 x0^2 x3 +  178.300 x0 x1^2 + -288.446 x0 x1 x2 +  129.631 x0 x1 x3 +  92.521 x0 x2^2 + -68.708 x0 x2 x3 +  8.288 x0 x3^2 + -119.972 x1^3 +  274.609 x1^2 x2 + -124.740 x1^2 x3 + -170.641 x1 x2^2 +  138.541 x1 x2 x3 + -18.311 x1 x3^2 +  22.446 x2^3 + -22.967 x2^2 x3 +  0.657 x2 x3^2 +  1.346 x3^3 | (x1)' =  125.028 x0 + -125.035 x2 | (x2)' =  125.014 x1 + -125.017 x3 | (x3)' =  61.410 x0 + -166.523 x1 +  370.805 x2 + -258.197 x3 +  15.849 x0^2 + -52.917 x0 x1 +  51.057 x0 x2 + -26.979 x0 x3 +  38.996 x1^2 + -70.137 x1 x2 +  42.365 x1 x3 +  26.934 x2^2 + -34.624 x2 x3 +  9.115 x3^2 + -3.168 x0^3 +  25.043 x0^2 x1 + -9.629 x0^2 x2 + -61.952 x0 x1^2 +  61.278 x0 x1 x2 + -12.005 x0 x1 x3 +  3.588 x0 x2^2 + -30.352 x0 x2 x3 +  16.773 x0 x3^2 +  49.857 x1^3 + -86.809 x1^2 x2 +  31.226 x1^2 x3 +  21.872 x1 x2^2 +  6.690 x1 x2 x3 + -16.875 x1 x3^2 +  9.818 x2^3 + -15.263 x2^2 x3 +  9.480 x2 x3^2
