baseline_configuration_index,baseline_threshold,baseline_nonzero_terms,stlsq_threshold,refit_nonzero_terms,terms_removed,term_reduction_fraction,lowpass_hz,degree,n_delays,delay_samples,smooth_window_samples,alpha,normalize_columns,fit_status,fit_failure_reason,fit_runtime_s,feature_names_json,coefficients_json,equations
55,0.1,168,0.2,168,0,0.0,35.0,2,6,1,0,0.05,True,success,,0.6959067910211161,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x0 x4"", ""x0 x5"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x1 x4"", ""x1 x5"", ""x2^2"", ""x2 x3"", ""x2 x4"", ""x2 x5"", ""x3^2"", ""x3 x4"", ""x3 x5"", ""x4^2"", ""x4 x5"", ""x5^2""]","[[-3.598750730950896, 601.3184690028501, -1417.039835068294, 1588.1982884350202, -1177.2856415496876, 498.57021819039124, -94.04425540596239, -2.0927483581828596, 13.958567782454077, -18.717370113935402, 12.32525513714871, -3.896666360910266, 0.5760266550404307, -20.591177004412437, 45.89339197830421, -20.83482794898656, 1.518450612396728, 0.4420245619771347, -16.135989576482412, -8.649599180101916, 18.9174810942274, -4.883168056768818, 21.81347838966636, -34.285712488596126, 7.613276298141253, 11.217183091193062, -4.6201110084805075, 0.4329055202144008], [-0.015195869631349024, 125.30790479043266, -1.3697252003184288, -122.2855557752795, -2.915748369647633, 1.6528265196759084, -0.38910272611099717, 0.14430239458442026, -0.9401868711321607, 1.4266782255494255, -1.272840001018556, 0.6200066710090927, -0.12371481766256323, 1.2757297919511326, -3.0281436687306367, 2.07107178173306, -0.7007510576479327, 0.049594473527506025, 0.9276307815621678, 0.44897347620702677, -1.2484011238660984, 0.5446182371878652, -1.6096036572898655, 2.9449155699589338, -0.9750916755597424, -1.1615972199013214, 0.7095457769970788, -0.10274056514201396], [-0.033573211356726806, 0.5225781937697174, 122.67826198452754, 4.4395535308144405, -129.53118936028991, 2.4590865173293217, -0.5679222466755812, 0.1755917025463859, -1.1647521640392013, 1.7541390182535577, -1.5530479350818456, 0.7898665834166071, -0.18139375161049426, 1.6982484324924, -4.173104160233588, 2.872746429039967, -1.1193301504930089, 0.2043359923507102, 1.4496206039883013, 0.46992706816278657, -1.5426408332810757, 0.5664863126431142, -2.418803624357964, 4.412797641520943, -1.3447341411837035, -1.8097249797819623, 1.071118446143395, -0.15733382730775133], [-0.0276991721818259, 0.36879410362656334, -1.6182752541704257, 127.9806009578005, -2.888844851219546, -123.50419372468609, -0.33804480958616623, 0.10081818740330856, -0.6727599088695435, 0.9996273529434052, -0.880549828743555, 0.4751208385016619, -0.12656011861001576, 1.0379799173372855, -2.613642139256653, 1.822293186205794, -0.8189725125182984, 0.22369860182410278, 0.9828533710387792, 0.23393337298217634, -0.8423141146072156, 0.22769419293465032, -1.640163044839287, 2.95879132577797, -0.8298534100778201, -1.2519238169477702, 0.7213547750487926, -0.10740907701915482], [-0.0030302453339950235, -0.09760274774283519, 0.44759315995832777, -0.9941882974961805, 126.21419551264023, -0.7512424388874209, -124.81911830689948, -0.03247208299011292, 0.19208938365889755, -0.3243590435511092, 0.3580000381963475, -0.18893582411673554, 0.02978402522462069, -0.13743467745999566, 0.18749579245252304, -0.24870819432531943, 0.1070968399909459, 0.033364380786684515, 0.19659240724277052, -0.27260669414153355, 0.13479326632261057, -0.11463033851240145, 0.008180772480055032, 0.1311394832832464, 0.011801894032854419, -0.12170445848928502, 0.06255975090871219, -0.012033727144909393], [3.1346715071919147, 93.25658685101223, -495.1185373249756, 1170.9076112446348, -1582.0515656173282, 1413.967812874051, -600.6788187464563, 0.10234859297195775, 0.40861445360275084, -2.0545722947538825, 2.4176178928728844, -0.5482111548873483, -0.39724457295074794, -3.186943629001247, 13.93026568707923, -11.009121058689423, -0.15101191006668324, 3.0175259964295402, -11.094305493684343, 8.775961062760683, 11.151325947852136, -9.205625964629537, 6.079213071394568, -26.475737076870537, 13.644084569106035, 13.504904183250511, -10.675360787763777, 1.7656127992697208]]",(x0)' = -3.599 1 +  601.318 x0 + -1417.040 x1 +  1588.198 x2 + -1177.286 x3 +  498.570 x4 + -94.044 x5 + -2.093 x0^2 +  13.959 x0 x1 + -18.717 x0 x2 +  12.325 x0 x3 + -3.897 x0 x4 +  0.576 x0 x5 + -20.591 x1^2 +  45.893 x1 x2 + -20.835 x1 x3 +  1.518 x1 x4 +  0.442 x1 x5 + -16.136 x2^2 + -8.650 x2 x3 +  18.917 x2 x4 + -4.883 x2 x5 +  21.813 x3^2 + -34.286 x3 x4 +  7.613 x3 x5 +  11.217 x4^2 + -4.620 x4 x5 +  0.433 x5^2 | (x1)' = -0.015 1 +  125.308 x0 + -1.370 x1 + -122.286 x2 + -2.916 x3 +  1.653 x4 + -0.389 x5 +  0.144 x0^2 + -0.940 x0 x1 +  1.427 x0 x2 + -1.273 x0 x3 +  0.620 x0 x4 + -0.124 x0 x5 +  1.276 x1^2 + -3.028 x1 x2 +  2.071 x1 x3 + -0.701 x1 x4 +  0.050 x1 x5 +  0.928 x2^2 +  0.449 x2 x3 + -1.248 x2 x4 +  0.545 x2 x5 + -1.610 x3^2 +  2.945 x3 x4 + -0.975 x3 x5 + -1.162 x4^2 +  0.710 x4 x5 + -0.103 x5^2 | (x2)' = -0.034 1 +  0.523 x0 +  122.678 x1 +  4.440 x2 + -129.531 x3 +  2.459 x4 + -0.568 x5 +  0.176 x0^2 + -1.165 x0 x1 +  1.754 x0 x2 + -1.553 x0 x3 +  0.790 x0 x4 + -0.181 x0 x5 +  1.698 x1^2 + -4.173 x1 x2 +  2.873 x1 x3 + -1.119 x1 x4 +  0.204 x1 x5 +  1.450 x2^2 +  0.470 x2 x3 + -1.543 x2 x4 +  0.566 x2 x5 + -2.419 x3^2 +  4.413 x3 x4 + -1.345 x3 x5 + -1.810 x4^2 +  1.071 x4 x5 + -0.157 x5^2 | (x3)' = -0.028 1 +  0.369 x0 + -1.618 x1 +  127.981 x2 + -2.889 x3 + -123.504 x4 + -0.338 x5 +  0.101 x0^2 + -0.673 x0 x1 +  1.000 x0 x2 + -0.881 x0 x3 +  0.475 x0 x4 + -0.127 x0 x5 +  1.038 x1^2 + -2.614 x1 x2 +  1.822 x1 x3 + -0.819 x1 x4 +  0.224 x1 x5 +  0.983 x2^2 +  0.234 x2 x3 + -0.842 x2 x4 +  0.228 x2 x5 + -1.640 x3^2 +  2.959 x3 x4 + -0.830 x3 x5 + -1.252 x4^2 +  0.721 x4 x5 + -0.107 x5^2 | (x4)' = -0.003 1 + -0.098 x0 +  0.448 x1 + -0.994 x2 +  126.214 x3 + -0.751 x4 + -124.819 x5 + -0.032 x0^2 +  0.192 x0 x1 + -0.324 x0 x2 +  0.358 x0 x3 + -0.189 x0 x4 +  0.030 x0 x5 + -0.137 x1^2 +  0.187 x1 x2 + -0.249 x1 x3 +  0.107 x1 x4 +  0.033 x1 x5 +  0.197 x2^2 + -0.273 x2 x3 +  0.135 x2 x4 + -0.115 x2 x5 +  0.008 x3^2 +  0.131 x3 x4 +  0.012 x3 x5 + -0.122 x4^2 +  0.063 x4 x5 + -0.012 x5^2 | (x5)' =  3.135 1 +  93.257 x0 + -495.119 x1 +  1170.908 x2 + -1582.052 x3 +  1413.968 x4 + -600.679 x5 +  0.102 x0^2 +  0.409 x0 x1 + -2.055 x0 x2 +  2.418 x0 x3 + -0.548 x0 x4 + -0.397 x0 x5 + -3.187 x1^2 +  13.930 x1 x2 + -11.009 x1 x3 + -0.151 x1 x4 +  3.018 x1 x5 + -11.094 x2^2 +  8.776 x2 x3 +  11.151 x2 x4 + -9.206 x2 x5 +  6.079 x3^2 + -26.476 x3 x4 +  13.644 x3 x5 +  13.505 x4^2 + -10.675 x4 x5 +  1.766 x5^2
55,0.1,168,0.3,168,0,0.0,35.0,2,6,1,0,0.05,True,success,,0.2755514170276001,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x0 x4"", ""x0 x5"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x1 x4"", ""x1 x5"", ""x2^2"", ""x2 x3"", ""x2 x4"", ""x2 x5"", ""x3^2"", ""x3 x4"", ""x3 x5"", ""x4^2"", ""x4 x5"", ""x5^2""]","[[-3.598750730950896, 601.3184690028501, -1417.039835068294, 1588.1982884350202, -1177.2856415496876, 498.57021819039124, -94.04425540596239, -2.0927483581828596, 13.958567782454077, -18.717370113935402, 12.32525513714871, -3.896666360910266, 0.5760266550404307, -20.591177004412437, 45.89339197830421, -20.83482794898656, 1.518450612396728, 0.4420245619771347, -16.135989576482412, -8.649599180101916, 18.9174810942274, -4.883168056768818, 21.81347838966636, -34.285712488596126, 7.613276298141253, 11.217183091193062, -4.6201110084805075, 0.4329055202144008], [-0.015195869631349024, 125.30790479043266, -1.3697252003184288, -122.2855557752795, -2.915748369647633, 1.6528265196759084, -0.38910272611099717, 0.14430239458442026, -0.9401868711321607, 1.4266782255494255, -1.272840001018556, 0.6200066710090927, -0.12371481766256323, 1.2757297919511326, -3.0281436687306367, 2.07107178173306, -0.7007510576479327, 0.049594473527506025, 0.9276307815621678, 0.44897347620702677, -1.2484011238660984, 0.5446182371878652, -1.6096036572898655, 2.9449155699589338, -0.9750916755597424, -1.1615972199013214, 0.7095457769970788, -0.10274056514201396], [-0.033573211356726806, 0.5225781937697174, 122.67826198452754, 4.4395535308144405, -129.53118936028991, 2.4590865173293217, -0.5679222466755812, 0.1755917025463859, -1.1647521640392013, 1.7541390182535577, -1.5530479350818456, 0.7898665834166071, -0.18139375161049426, 1.6982484324924, -4.173104160233588, 2.872746429039967, -1.1193301504930089, 0.2043359923507102, 1.4496206039883013, 0.46992706816278657, -1.5426408332810757, 0.5664863126431142, -2.418803624357964, 4.412797641520943, -1.3447341411837035, -1.8097249797819623, 1.071118446143395, -0.15733382730775133], [-0.0276991721818259, 0.36879410362656334, -1.6182752541704257, 127.9806009578005, -2.888844851219546, -123.50419372468609, -0.33804480958616623, 0.10081818740330856, -0.6727599088695435, 0.9996273529434052, -0.880549828743555, 0.4751208385016619, -0.12656011861001576, 1.0379799173372855, -2.613642139256653, 1.822293186205794, -0.8189725125182984, 0.22369860182410278, 0.9828533710387792, 0.23393337298217634, -0.8423141146072156, 0.22769419293465032, -1.640163044839287, 2.95879132577797, -0.8298534100778201, -1.2519238169477702, 0.7213547750487926, -0.10740907701915482], [-0.0030302453339950235, -0.09760274774283519, 0.44759315995832777, -0.9941882974961805, 126.21419551264023, -0.7512424388874209, -124.81911830689948, -0.03247208299011292, 0.19208938365889755, -0.3243590435511092, 0.3580000381963475, -0.18893582411673554, 0.02978402522462069, -0.13743467745999566, 0.18749579245252304, -0.24870819432531943, 0.1070968399909459, 0.033364380786684515, 0.19659240724277052, -0.27260669414153355, 0.13479326632261057, -0.11463033851240145, 0.008180772480055032, 0.1311394832832464, 0.011801894032854419, -0.12170445848928502, 0.06255975090871219, -0.012033727144909393], [3.1346715071919147, 93.25658685101223, -495.1185373249756, 1170.9076112446348, -1582.0515656173282, 1413.967812874051, -600.6788187464563, 0.10234859297195775, 0.40861445360275084, -2.0545722947538825, 2.4176178928728844, -0.5482111548873483, -0.39724457295074794, -3.186943629001247, 13.93026568707923, -11.009121058689423, -0.15101191006668324, 3.0175259964295402, -11.094305493684343, 8.775961062760683, 11.151325947852136, -9.205625964629537, 6.079213071394568, -26.475737076870537, 13.644084569106035, 13.504904183250511, -10.675360787763777, 1.7656127992697208]]",(x0)' = -3.599 1 +  601.318 x0 + -1417.040 x1 +  1588.198 x2 + -1177.286 x3 +  498.570 x4 + -94.044 x5 + -2.093 x0^2 +  13.959 x0 x1 + -18.717 x0 x2 +  12.325 x0 x3 + -3.897 x0 x4 +  0.576 x0 x5 + -20.591 x1^2 +  45.893 x1 x2 + -20.835 x1 x3 +  1.518 x1 x4 +  0.442 x1 x5 + -16.136 x2^2 + -8.650 x2 x3 +  18.917 x2 x4 + -4.883 x2 x5 +  21.813 x3^2 + -34.286 x3 x4 +  7.613 x3 x5 +  11.217 x4^2 + -4.620 x4 x5 +  0.433 x5^2 | (x1)' = -0.015 1 +  125.308 x0 + -1.370 x1 + -122.286 x2 + -2.916 x3 +  1.653 x4 + -0.389 x5 +  0.144 x0^2 + -0.940 x0 x1 +  1.427 x0 x2 + -1.273 x0 x3 +  0.620 x0 x4 + -0.124 x0 x5 +  1.276 x1^2 + -3.028 x1 x2 +  2.071 x1 x3 + -0.701 x1 x4 +  0.050 x1 x5 +  0.928 x2^2 +  0.449 x2 x3 + -1.248 x2 x4 +  0.545 x2 x5 + -1.610 x3^2 +  2.945 x3 x4 + -0.975 x3 x5 + -1.162 x4^2 +  0.710 x4 x5 + -0.103 x5^2 | (x2)' = -0.034 1 +  0.523 x0 +  122.678 x1 +  4.440 x2 + -129.531 x3 +  2.459 x4 + -0.568 x5 +  0.176 x0^2 + -1.165 x0 x1 +  1.754 x0 x2 + -1.553 x0 x3 +  0.790 x0 x4 + -0.181 x0 x5 +  1.698 x1^2 + -4.173 x1 x2 +  2.873 x1 x3 + -1.119 x1 x4 +  0.204 x1 x5 +  1.450 x2^2 +  0.470 x2 x3 + -1.543 x2 x4 +  0.566 x2 x5 + -2.419 x3^2 +  4.413 x3 x4 + -1.345 x3 x5 + -1.810 x4^2 +  1.071 x4 x5 + -0.157 x5^2 | (x3)' = -0.028 1 +  0.369 x0 + -1.618 x1 +  127.981 x2 + -2.889 x3 + -123.504 x4 + -0.338 x5 +  0.101 x0^2 + -0.673 x0 x1 +  1.000 x0 x2 + -0.881 x0 x3 +  0.475 x0 x4 + -0.127 x0 x5 +  1.038 x1^2 + -2.614 x1 x2 +  1.822 x1 x3 + -0.819 x1 x4 +  0.224 x1 x5 +  0.983 x2^2 +  0.234 x2 x3 + -0.842 x2 x4 +  0.228 x2 x5 + -1.640 x3^2 +  2.959 x3 x4 + -0.830 x3 x5 + -1.252 x4^2 +  0.721 x4 x5 + -0.107 x5^2 | (x4)' = -0.003 1 + -0.098 x0 +  0.448 x1 + -0.994 x2 +  126.214 x3 + -0.751 x4 + -124.819 x5 + -0.032 x0^2 +  0.192 x0 x1 + -0.324 x0 x2 +  0.358 x0 x3 + -0.189 x0 x4 +  0.030 x0 x5 + -0.137 x1^2 +  0.187 x1 x2 + -0.249 x1 x3 +  0.107 x1 x4 +  0.033 x1 x5 +  0.197 x2^2 + -0.273 x2 x3 +  0.135 x2 x4 + -0.115 x2 x5 +  0.008 x3^2 +  0.131 x3 x4 +  0.012 x3 x5 + -0.122 x4^2 +  0.063 x4 x5 + -0.012 x5^2 | (x5)' =  3.135 1 +  93.257 x0 + -495.119 x1 +  1170.908 x2 + -1582.052 x3 +  1413.968 x4 + -600.679 x5 +  0.102 x0^2 +  0.409 x0 x1 + -2.055 x0 x2 +  2.418 x0 x3 + -0.548 x0 x4 + -0.397 x0 x5 + -3.187 x1^2 +  13.930 x1 x2 + -11.009 x1 x3 + -0.151 x1 x4 +  3.018 x1 x5 + -11.094 x2^2 +  8.776 x2 x3 +  11.151 x2 x4 + -9.206 x2 x5 +  6.079 x3^2 + -26.476 x3 x4 +  13.644 x3 x5 +  13.505 x4^2 + -10.675 x4 x5 +  1.766 x5^2
56,0.1,168,0.2,168,0,0.0,35.0,2,6,1,5,0.05,True,success,,0.2684323340654373,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x4"", ""x5"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x0 x4"", ""x0 x5"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x1 x4"", ""x1 x5"", ""x2^2"", ""x2 x3"", ""x2 x4"", ""x2 x5"", ""x3^2"", ""x3 x4"", ""x3 x5"", ""x4^2"", ""x4 x5"", ""x5^2""]","[[-3.3607620695186324, 607.2185336875693, -1439.824616370309, 1625.1754843361568, -1208.7202129109942, 512.4653482606839, -96.57467461100877, -1.7386125412376137, 11.823611343603975, -15.99070928015447, 10.493013899396702, -3.3279241844263785, 0.5416510133670438, -17.75371545498953, 39.89084390302691, -18.003050638391848, 1.5083643582927624, 0.07135984043834698, -14.12156405101868, -7.814708844617264, 16.068147910550802, -3.600283140959466, 19.33837735349745, -29.521481999744378, 5.946525039334918, 9.4391824571131, -3.5305455606417007, 0.2821273155815974], [-0.0031435538942372237, 125.37591552121755, -1.7401184333955397, -121.43589409509958, -3.9250769871985396, 2.2690641132279548, -0.5434695765916885, 0.2344649414043056, -1.548978645315577, 2.3256141130663557, -1.998016962761806, 0.9182948775683578, -0.16538308314030975, 2.176358080096797, -5.221338176878004, 3.3918066237559863, -0.9646567289131494, -0.015477367033276642, 1.765279021346047, 0.6092401048202956, -2.2527395966932655, 1.0252237967101603, -2.69708759908161, 5.104015635852981, -1.7331054328797126, -2.021097553687863, 1.2491911800878994, -0.18161195784723957], [-0.018281189487607496, 0.7115776755756985, 121.81466689799507, 6.125594041371445, -131.27954633304552, 3.418775283071315, -0.7907185590490625, 0.2604087952455394, -1.7689953239411462, 2.6740180165288403, -2.3176384728602306, 1.1316003584261085, -0.24492385116332585, 2.6662428377939196, -6.653454097662801, 4.445508738467055, -1.549095990027911, 0.21368062560995044, 2.4771784627879487, 0.5686347686164527, -2.597848371792408, 1.0240475665274236, -3.7725174237184365, 7.093487351820824, -2.2235081731953987, -2.9141665687141876, 1.743377963604827, -0.2560264079398739], [-0.016222110144303834, 0.5114545071245686, -2.221231282210682, 129.05350181234925, -3.893901766621679, -123.00562824471994, -0.44400759611518653, 0.13007809163982093, -0.9035681154403289, 1.3655131074660118, -1.19398720986768, 0.6310087075319066, -0.1650311342985213, 1.4627968246587073, -3.7805275062145056, 2.6025112505162187, -1.0975020950925527, 0.2799103543164874, 1.5230590542948022, 0.22245114328452048, -1.2846068614432666, 0.38595743002235783, -2.35533822069016, 4.373874246282466, -1.2566005514799008, -1.8583278791842492, 1.0785278797876223, -0.16018331337424993], [-0.0021943143729828765, -0.1466727997917438, 0.728829808161318, -1.6683046927416774, 127.04675418377711, -1.2764046473874868, -124.68432361574702, -0.07271442455042551, 0.44354763938148506, -0.7093224541028309, 0.7165044162134111, -0.3643955334664938, 0.060166650738204805, -0.4349251879438346, 0.8362165979229798, -0.7156223051861895, 0.2609759779583805, 0.04421176196029552, 0.0813959666890351, -0.45009347056975546, 0.4248772463978083, -0.266574484259273, 0.3103951461685351, -0.37743733224424353, 0.20768278169741267, 0.056387358095947075, -0.05639951844422616, 0.005136308239913488], [2.9713897687656927, 95.54501425871479, -507.9446730576434, 1200.332861763381, -1617.0089312633559, 1435.6630983254495, -606.326930558222, 0.1376784218099744, 0.08580966653222166, -1.6229624495230601, 2.2171145410711866, -0.5466232948475448, -0.37801621638890587, -2.5044499581714645, 12.1972779320345, -10.256283528626392, -0.1123923846123086, 2.9177238327235915, -10.216144180652986, 8.720168358435417, 10.372685560033375, -8.827930923897574, 5.312397944799692, -24.78331389694434, 12.991625988565712, 12.747224041797747, -10.116938316582605, 1.6647468936925778]]",(x0)' = -3.361 1 +  607.219 x0 + -1439.825 x1 +  1625.175 x2 + -1208.720 x3 +  512.465 x4 + -96.575 x5 + -1.739 x0^2 +  11.824 x0 x1 + -15.991 x0 x2 +  10.493 x0 x3 + -3.328 x0 x4 +  0.542 x0 x5 + -17.754 x1^2 +  39.891 x1 x2 + -18.003 x1 x3 +  1.508 x1 x4 +  0.071 x1 x5 + -14.122 x2^2 + -7.815 x2 x3 +  16.068 x2 x4 + -3.600 x2 x5 +  19.338 x3^2 + -29.521 x3 x4 +  5.947 x3 x5 +  9.439 x4^2 + -3.531 x4 x5 +  0.282 x5^2 | (x1)' = -0.003 1 +  125.376 x0 + -1.740 x1 + -121.436 x2 + -3.925 x3 +  2.269 x4 + -0.543 x5 +  0.234 x0^2 + -1.549 x0 x1 +  2.326 x0 x2 + -1.998 x0 x3 +  0.918 x0 x4 + -0.165 x0 x5 +  2.176 x1^2 + -5.221 x1 x2 +  3.392 x1 x3 + -0.965 x1 x4 + -0.015 x1 x5 +  1.765 x2^2 +  0.609 x2 x3 + -2.253 x2 x4 +  1.025 x2 x5 + -2.697 x3^2 +  5.104 x3 x4 + -1.733 x3 x5 + -2.021 x4^2 +  1.249 x4 x5 + -0.182 x5^2 | (x2)' = -0.018 1 +  0.712 x0 +  121.815 x1 +  6.126 x2 + -131.280 x3 +  3.419 x4 + -0.791 x5 +  0.260 x0^2 + -1.769 x0 x1 +  2.674 x0 x2 + -2.318 x0 x3 +  1.132 x0 x4 + -0.245 x0 x5 +  2.666 x1^2 + -6.653 x1 x2 +  4.446 x1 x3 + -1.549 x1 x4 +  0.214 x1 x5 +  2.477 x2^2 +  0.569 x2 x3 + -2.598 x2 x4 +  1.024 x2 x5 + -3.773 x3^2 +  7.093 x3 x4 + -2.224 x3 x5 + -2.914 x4^2 +  1.743 x4 x5 + -0.256 x5^2 | (x3)' = -0.016 1 +  0.511 x0 + -2.221 x1 +  129.054 x2 + -3.894 x3 + -123.006 x4 + -0.444 x5 +  0.130 x0^2 + -0.904 x0 x1 +  1.366 x0 x2 + -1.194 x0 x3 +  0.631 x0 x4 + -0.165 x0 x5 +  1.463 x1^2 + -3.781 x1 x2 +  2.603 x1 x3 + -1.098 x1 x4 +  0.280 x1 x5 +  1.523 x2^2 +  0.222 x2 x3 + -1.285 x2 x4 +  0.386 x2 x5 + -2.355 x3^2 +  4.374 x3 x4 + -1.257 x3 x5 + -1.858 x4^2 +  1.079 x4 x5 + -0.160 x5^2 | (x4)' = -0.002 1 + -0.147 x0 +  0.729 x1 + -1.668 x2 +  127.047 x3 + -1.276 x4 + -124.684 x5 + -0.073 x0^2 +  0.444 x0 x1 + -0.709 x0 x2 +  0.717 x0 x3 + -0.364 x0 x4 +  0.060 x0 x5 + -0.435 x1^2 +  0.836 x1 x2 + -0.716 x1 x3 +  0.261 x1 x4 +  0.044 x1 x5 +  0.081 x2^2 + -0.450 x2 x3 +  0.425 x2 x4 + -0.267 x2 x5 +  0.310 x3^2 + -0.377 x3 x4 +  0.208 x3 x5 +  0.056 x4^2 + -0.056 x4 x5 +  0.005 x5^2 | (x5)' =  2.971 1 +  95.545 x0 + -507.945 x1 +  1200.333 x2 + -1617.009 x3 +  1435.663 x4 + -606.327 x5 +  0.138 x0^2 +  0.086 x0 x1 + -1.623 x0 x2 +  2.217 x0 x3 + -0.547 x0 x4 + -0.378 x0 x5 + -2.504 x1^2 +  12.197 x1 x2 + -10.256 x1 x3 + -0.112 x1 x4 +  2.918 x1 x5 + -10.216 x2^2 +  8.720 x2 x3 +  10.373 x2 x4 + -8.828 x2 x5 +  5.312 x3^2 + -24.783 x3 x4 +  12.992 x3 x5 +  12.747 x4^2 + -10.117 x4 x5 +  1.665 x5^2
