configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
55,3,35.0,6,1,0,0.05,1.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.8842780089683648,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.8871345917015037,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,1.0151982067427063,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,1.01607362689814,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,1.3689872524644155,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,1.3689872524644155,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,1.2947447566165275,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,1.2947447566165275,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.9413599826645437,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.9256979227567973,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.8496657618661607,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.8563972776572965,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.9551587522939747,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.9518908370166238,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,1.0123101932048482,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,1.0138519172564366,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.2569414335483473,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.2673395865321442,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.339824726522409,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.3526561867029918,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,20,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.506932374436466,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,150,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.4809262235518146,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,20,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.2537859544932395,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,150,3,False,integration error: simulation exceeded 30 wall-clock seconds,1.2537859544932395,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,20,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.2044952225125027,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,150,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.2044952225125027,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,20,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.4624518769252522,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,150,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.4624518769252522,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,20,778,False,integration error: simulation exceeded 30 wall-clock seconds,1.406422531526056,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,150,778,False,integration error: simulation exceeded 30 wall-clock seconds,1.406422531526056,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,20,778,False,integration error: simulation exceeded 30 wall-clock seconds,1.4126559256442768,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,150,778,False,integration error: simulation exceeded 30 wall-clock seconds,1.4092015712892805,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,20,312,False,integration error: simulation exceeded 30 wall-clock seconds,0.9708469575382438,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.05,1.0,150,312,False,integration error: simulation exceeded 30 wall-clock seconds,0.9645572224058608,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,20,312,False,integration error: simulation exceeded 30 wall-clock seconds,1.0812939219347166,nan,nan,nan,nan,nan,nan
55,3,35.0,6,1,0,0.0,1.0,150,312,False,integration error: simulation exceeded 30 wall-clock seconds,1.0876454126907142,nan,nan,nan,nan,nan,nan
