configuration_index,lowpass_hz,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,simulation_attempts,completed_simulations,failed_simulations,completion_fraction,all_held_out_completed,failure_reasons,figure_exists
163,80.0,2,6,1,4.0,20.0,0,0.0,finite_difference,168,168,100.0,1.7999141439795494,9,9,0,1.0,True,,True
164,80.0,2,6,1,4.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,168,168,100.0,1.365717587992549,9,9,0,1.0,True,,True
165,80.0,2,6,1,4.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,168,168,100.0,1.3870231304317713,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
166,80.0,2,6,2,8.0,40.0,0,0.0,finite_difference,168,168,100.0,1.5092447008937597,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
167,80.0,2,6,2,8.0,40.0,5,20.0,smoothed_finite_difference_savgol_order_3,168,168,100.0,1.418682772666216,9,3,6,0.3333333333333333,False,integration error: model derivative became non-finite,True
168,80.0,2,6,2,8.0,40.0,9,36.0,smoothed_finite_difference_savgol_order_3,168,168,100.0,1.2084283214062452,9,8,1,0.8888888888888888,False,integration error: model derivative became non-finite,True
169,80.0,2,6,5,20.0,100.0,0,0.0,finite_difference,168,168,100.0,1.4059757888317108,9,9,0,1.0,True,,True
170,80.0,2,6,5,20.0,100.0,5,20.0,smoothed_finite_difference_savgol_order_3,168,168,100.0,1.2051383666694164,9,9,0,1.0,True,,True
171,80.0,2,6,5,20.0,100.0,9,36.0,smoothed_finite_difference_savgol_order_3,168,168,100.0,1.265431609004736,9,7,2,0.7777777777777778,False,integration error: model derivative became non-finite,True
172,80.0,2,8,1,4.0,28.0,0,0.0,finite_difference,360,360,100.0,5.221474038437009,9,9,0,1.0,True,,True
173,80.0,2,8,1,4.0,28.0,5,20.0,smoothed_finite_difference_savgol_order_3,360,360,100.0,4.820288151502609,9,0,9,0.0,False,integration error: model derivative became non-finite,True
174,80.0,2,8,1,4.0,28.0,9,36.0,smoothed_finite_difference_savgol_order_3,360,360,100.0,5.237993309274316,9,0,9,0.0,False,integration error: model derivative became non-finite,True
175,80.0,2,8,2,8.0,56.0,0,0.0,finite_difference,360,360,100.0,4.752879498526454,9,4,5,0.4444444444444444,False,integration error: model derivative became non-finite,True
176,80.0,2,8,2,8.0,56.0,5,20.0,smoothed_finite_difference_savgol_order_3,360,360,100.0,5.258899236097932,9,2,7,0.2222222222222222,False,integration error: model derivative became non-finite,True
177,80.0,2,8,2,8.0,56.0,9,36.0,smoothed_finite_difference_savgol_order_3,360,360,100.0,4.653773613274097,9,0,9,0.0,False,integration error: model derivative became non-finite,True
178,80.0,2,8,5,20.0,140.0,0,0.0,finite_difference,360,360,100.0,5.178796799853444,9,9,0,1.0,True,,True
179,80.0,2,8,5,20.0,140.0,5,20.0,smoothed_finite_difference_savgol_order_3,360,360,100.0,5.092343434691429,9,9,0,1.0,True,,True
180,80.0,2,8,5,20.0,140.0,9,36.0,smoothed_finite_difference_savgol_order_3,360,360,100.0,5.14473938383162,9,3,6,0.3333333333333333,False,integration error: model derivative became non-finite,True
181,80.0,3,2,1,4.0,4.0,0,0.0,finite_difference,20,20,100.0,0.7753163762390614,9,9,0,1.0,True,,True
182,80.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.21138152107596397,9,9,0,1.0,True,,True
183,80.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.21051165834069252,9,9,0,1.0,True,,True
184,80.0,3,2,2,8.0,8.0,0,0.0,finite_difference,20,20,100.0,0.1941848024725914,9,9,0,1.0,True,,True
185,80.0,3,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.19201526790857315,9,9,0,1.0,True,,True
186,80.0,3,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.1985925640910864,9,9,0,1.0,True,,True
187,80.0,3,2,5,20.0,20.0,0,0.0,finite_difference,20,20,100.0,0.19613089598715305,9,9,0,1.0,True,,True
188,80.0,3,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.18348916061222553,9,9,0,1.0,True,,True
189,80.0,3,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,20,20,100.0,0.186368178576231,9,9,0,1.0,True,,True
190,80.0,3,4,1,4.0,12.0,0,0.0,finite_difference,140,140,100.0,1.6952915247529745,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
191,80.0,3,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,140,140,100.0,1.4454255513846874,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
192,80.0,3,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,140,140,100.0,1.520406423136592,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
193,80.0,3,4,2,8.0,24.0,0,0.0,finite_difference,140,140,100.0,1.4361004866659641,9,9,0,1.0,True,,True
194,80.0,3,4,2,8.0,24.0,5,20.0,smoothed_finite_difference_savgol_order_3,140,140,100.0,1.3808979857712984,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
195,80.0,3,4,2,8.0,24.0,9,36.0,smoothed_finite_difference_savgol_order_3,140,140,100.0,1.4389321561902761,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
196,80.0,3,4,5,20.0,60.0,0,0.0,finite_difference,140,140,100.0,1.5234145168215036,9,0,9,0.0,False,integration error: model derivative became non-finite,True
197,80.0,3,4,5,20.0,60.0,5,20.0,smoothed_finite_difference_savgol_order_3,140,140,100.0,1.447695855051279,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
198,80.0,3,4,5,20.0,60.0,9,36.0,smoothed_finite_difference_savgol_order_3,140,140,100.0,1.309588696807623,9,4,5,0.4444444444444444,False,integration error: model derivative became non-finite,True
199,80.0,3,6,1,4.0,20.0,0,0.0,finite_difference,504,504,100.0,10.207591408863664,9,9,0,1.0,True,,True
200,80.0,3,6,1,4.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,504,504,100.0,10.615429479628801,9,9,0,1.0,True,,True
201,80.0,3,6,1,4.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,504,504,100.0,10.19968843087554,9,0,9,0.0,False,integration error: model derivative became non-finite,True
202,80.0,3,6,2,8.0,40.0,0,0.0,finite_difference,504,504,100.0,10.207148130983114,9,9,0,1.0,True,,True
203,80.0,3,6,2,8.0,40.0,5,20.0,smoothed_finite_difference_savgol_order_3,504,504,100.0,10.048633487895131,9,9,0,1.0,True,,True
204,80.0,3,6,2,8.0,40.0,9,36.0,smoothed_finite_difference_savgol_order_3,504,504,100.0,9.059043798595667,9,2,7,0.2222222222222222,False,integration error: model derivative became non-finite,True
205,80.0,3,6,5,20.0,100.0,0,0.0,finite_difference,504,504,100.0,9.045925375074148,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
206,80.0,3,6,5,20.0,100.0,5,20.0,smoothed_finite_difference_savgol_order_3,504,504,100.0,8.782356511801481,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
207,80.0,3,6,5,20.0,100.0,9,36.0,smoothed_finite_difference_savgol_order_3,504,504,100.0,8.457739043980837,9,2,7,0.2222222222222222,False,integration error: model derivative became non-finite,True
208,80.0,3,8,1,4.0,28.0,0,0.0,finite_difference,1320,1320,100.0,25.579378973692656,9,0,9,0.0,False,integration error: model derivative became non-finite,True
209,80.0,3,8,1,4.0,28.0,5,20.0,smoothed_finite_difference_savgol_order_3,1320,1320,100.0,27.31378118880093,9,3,6,0.3333333333333333,False,integration error: model derivative became non-finite,True
210,80.0,3,8,1,4.0,28.0,9,36.0,smoothed_finite_difference_savgol_order_3,1320,1320,100.0,25.608399281278253,9,0,9,0.0,False,integration error: model derivative became non-finite,True
211,80.0,3,8,2,8.0,56.0,0,0.0,finite_difference,1320,1320,100.0,28.36481325700879,9,5,4,0.5555555555555556,False,integration error: model derivative became non-finite,True
212,80.0,3,8,2,8.0,56.0,5,20.0,smoothed_finite_difference_savgol_order_3,1320,1320,100.0,37.30224208533764,9,3,6,0.3333333333333333,False,integration error: model derivative became non-finite,True
213,80.0,3,8,2,8.0,56.0,9,36.0,smoothed_finite_difference_savgol_order_3,1320,1320,100.0,31.371614642441273,9,1,8,0.1111111111111111,False,integration error: model derivative became non-finite,True
214,80.0,3,8,5,20.0,140.0,0,0.0,finite_difference,1320,1320,100.0,28.3990032132715,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
215,80.0,3,8,5,20.0,140.0,5,20.0,smoothed_finite_difference_savgol_order_3,1320,1320,100.0,25.61602316237986,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
216,80.0,3,8,5,20.0,140.0,9,36.0,smoothed_finite_difference_savgol_order_3,1320,1320,100.0,24.187698297202587,9,6,3,0.6666666666666666,False,integration error: model derivative became non-finite,True
