configuration_index,test_trial_id,window_index,window_start_s,window_duration_s,simulation_status,failure_reason,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
135,4,0,0.0,1.996,success,,1.996,778.184096975252,4498,500,16.48399628924547,500,25.906107569197147,24.72393459480954
135,4,1,2.0,1.996,success,,1.996,713.5625488776714,4032,500,18.567967648440998,500,35.89000454405423,36.189412716430596
135,4,2,4.0,1.996,success,,1.996,628.7042999379337,3604,500,11.790373573310605,500,31.93929738108994,31.1775914240294
135,4,3,6.0,1.996,success,,1.996,825.1355067677796,4760,500,30.32609605403028,500,41.86349398754223,41.06152456810133
135,4,4,8.0,1.996,success,,1.996,898.2133761513978,5117,500,21.392790621360827,500,31.619405480925188,32.1783352836132
135,4,5,10.0,1.996,success,,1.996,856.5839580185711,4864,500,17.351324546087113,500,31.4444176888598,32.05692789449598
135,4,6,12.0,1.988,success,,1.988,777.532514134422,4469,498,32.59152800073271,498,37.795370287553226,38.06472813444912
135,1088,0,0.0,1.996,success,,1.996,793.8122494909912,4598,500,26.01275237411074,500,47.17927413232784,47.28327245216235
135,1088,1,2.0,1.996,success,,1.996,844.6206070967019,4838,500,16.927961088085777,500,39.627020353154215,39.114985630399865
135,1088,2,4.0,1.996,success,,1.996,796.4794201087207,4612,500,19.15672680688127,500,35.680449436482725,36.487771904822694
135,1088,3,6.0,1.996,success,,1.996,798.5326431170106,4674,500,31.21898951421475,500,47.59582385296332,46.631845761861626
135,1088,4,8.0,1.996,success,,1.996,858.6947461515665,4980,500,33.52018791839762,500,90.74318081034347,90.80500159107574
135,1088,5,10.0,1.996,success,,1.996,618.0280042476952,3628,500,19.3941804423347,500,44.0281296298729,43.817894075790704
135,1088,6,12.0,1.996,success,,1.996,919.9108621161431,5399,500,19.1308036228231,500,39.76848386969537,42.07437831351883
135,1088,7,14.0,0.1,success,,0.1,43.15622028335929,255,26,18.953235262947864,26,20.43083563788027,17.291126669124825
