configuration_index,test_trial_id,window_index,window_start_s,window_duration_s,simulation_status,failure_reason,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
32,4,0,0.0,1.996,success,,1.996,63.790263569913805,13023,500,8.330615623553348,500,25.561707311083538,25.584905767062796
32,4,1,2.0,1.996,success,,1.996,43.38902123924345,8949,500,19.327361636372025,500,39.579363025011524,39.46265329195443
32,4,2,4.0,1.996,success,,1.996,38.596744081005454,8117,500,13.832604039837493,500,32.76487346998006,32.65391020672898
32,4,3,6.0,1.996,success,,1.996,52.36338639911264,10663,500,35.32784955508119,500,42.55963837083454,42.54139944620232
32,4,4,8.0,1.996,success,,1.996,45.26010946370661,9655,500,22.699911024464242,500,35.88410457428766,35.361800318719645
32,4,5,10.0,1.996,success,,1.996,35.75906463526189,7881,500,20.305195257599983,500,32.46029689315889,32.33119500947854
32,4,6,12.0,1.996,success,,1.996,33.9559370810166,7462,500,28.39529773686372,500,35.59705023520094,35.46677835986977
32,4,7,14.0,0.032,success,,0.032,1.085435758344829,239,9,12.378220470331021,9,10.677815747665445,4.944467625879798
32,1088,0,0.0,1.996,success,,1.996,32.59954556450248,7179,500,55.03355243232205,500,70.1090037087229,69.93104956285354
32,1088,1,2.0,1.996,success,,1.996,43.31936149764806,9513,500,17.902636056329307,500,42.21219959154989,42.02379516462352
32,1088,2,4.0,1.996,success,,1.996,53.554497425444424,11747,500,22.42532577789702,500,38.495467116905985,38.614109584219364
32,1088,3,6.0,1.996,success,,1.996,63.16428635455668,13866,500,21.80503320960263,500,42.098510911572994,41.739331087011195
32,1088,4,8.0,1.996,success,,1.996,45.29703760892153,9992,500,33.09603746537285,500,82.87242753391774,82.85290720214903
32,1088,5,10.0,1.996,success,,1.996,26.80345582216978,5897,500,28.727214664091722,500,48.723112483325174,48.10879872809983
32,1088,6,12.0,1.996,success,,1.996,33.335775007493794,7353,500,43.07170737834949,500,56.83577245523999,56.68885144620386
32,1088,7,14.0,0.14400000000000002,success,,0.14400000000000002,2.9858285766094923,663,37,43.62596417483342,37,36.8155822419453,34.09362011127518
32,622,0,0.0,1.996,success,,1.996,41.37652479764074,9090,500,31.19029728516751,500,44.20581203625857,43.92809124251054
32,622,1,2.0,1.996,success,,1.996,24.334535405039787,5359,500,41.35513180566134,500,67.57122364820063,67.59019427337977
32,622,2,4.0,1.996,success,,1.996,34.59304693900049,7566,500,31.72741214780318,500,48.19832573179636,47.98329080739614
32,622,3,6.0,1.996,success,,1.996,37.48583725094795,8258,500,53.47120574445573,500,64.35129285266906,63.85641374932974
32,622,4,8.0,1.996,success,,1.996,45.886542179621756,10077,500,13.177432800481833,500,34.949945202024985,34.902346473080534
32,622,5,10.0,1.996,success,,1.996,36.11576350592077,7975,500,29.11812314567982,500,43.668744911610126,43.50348065837037
32,622,6,12.0,1.996,success,,1.996,37.41997236665338,8308,500,27.208186415115687,500,46.853413792584,45.66499009989807
32,622,7,14.0,0.14,success,,0.14,2.7180237295106053,614,36,43.68908828271367,36,46.8205670978773,38.615612615627924
32,620,0,0.0,1.996,success,,1.996,41.12040062714368,9103,500,17.544327760953472,500,40.08046827151708,40.014253834224206
32,620,1,2.0,1.996,success,,1.996,35.59667893033475,7845,500,42.44258767439612,500,56.50853773138597,56.346025426614474
32,620,2,4.0,1.996,success,,1.996,23.66285777837038,5238,500,67.73613972447092,500,73.14566282636741,72.74108104296553
32,620,3,6.0,1.996,success,,1.996,55.712916071526706,12302,500,37.71548880290848,500,46.81122007076225,46.644803460618675
32,620,4,8.0,1.996,success,,1.996,56.38292586710304,12503,500,22.785151975658163,500,41.49712136349739,41.14131126159808
32,620,5,10.0,1.996,success,,1.996,45.6152359098196,10120,500,27.03918151178984,500,59.10556924927944,58.82316231641571
32,620,6,12.0,1.996,success,,1.996,45.987673837691545,10342,500,16.219454535357634,500,35.01253130839104,34.8261953125493
32,620,7,14.0,0.14,success,,0.14,1.857010138221085,447,36,31.38817081857128,36,30.004754577104382,26.3976116088077
