configuration_index,test_trial_id,window_index,window_start_s,window_duration_s,simulation_status,failure_reason,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
234,4,0,0.0,1.996,success,,1.996,46.772769978269935,4069,500,14.274103605135329,500,28.08464746641705,27.48178275660244
234,4,1,2.0,1.996,success,,1.996,40.28055577352643,3499,500,8.093746700331291,500,33.24271115736699,33.205319459990946
234,4,2,4.0,1.996,success,,1.996,30.13160934485495,2623,500,11.341643576679049,500,32.5023581677403,32.04722110595067
234,4,3,6.0,1.996,success,,1.996,48.82654759474099,4248,500,30.89433332456324,500,40.404332786606155,40.593571251623175
234,4,4,8.0,1.996,success,,1.996,52.51517612673342,4583,500,25.108362751828675,500,37.9164126643866,38.81481301037609
234,4,5,10.0,1.996,success,,1.996,51.51303090713918,4495,500,18.93080298734208,500,33.01482453440638,33.73829241140391
234,4,6,12.0,1.996,success,,1.996,41.1154057122767,3570,500,25.891739445175233,500,39.15851785931494,39.123228817453416
234,4,7,14.0,0.028,success,,0.028,0.8016621693968773,69,8,3.678963348555998,8,24.04402546628607,13.25759050063793
234,1088,0,0.0,1.996,success,,1.996,51.975437166169286,4461,500,20.878841830757104,500,45.158866444217324,46.04944288935764
234,1088,1,2.0,1.996,success,,1.996,48.24531511031091,4160,500,18.094115808000073,500,39.20649928410293,38.95076432534067
234,1088,2,4.0,1.996,success,,1.996,29.985510669648647,2601,500,16.631868820486897,500,39.207300107073166,38.65856380815951
234,1088,3,6.0,1.996,success,,1.996,55.72791934385896,4835,500,25.272478712574173,500,52.008323212219565,52.55976170262392
234,1088,4,8.0,1.996,success,,1.996,49.20483371429145,4275,500,39.539078594381714,500,88.98620623738732,88.94854239796248
234,1088,5,10.0,1.996,success,,1.996,36.031844448298216,3118,500,12.290157334544574,500,44.88027191225273,44.60458981552457
234,1088,6,12.0,1.996,success,,1.996,50.281401831656694,4324,500,29.750620796746272,500,46.04375293429161,48.65328121431182
234,1088,7,14.0,0.14,success,,0.14,4.1218604650348425,354,36,24.881926021799472,36,31.96359507591704,32.38756527294106
234,622,0,0.0,1.996,success,,1.996,49.80275032296777,4310,500,22.974518045285556,500,44.66412780046187,46.688777664857376
234,622,1,2.0,1.996,failed,integration error: model derivative became non-finite,0.8014886783329613,119.32153051905334,10306,0,,0,,
234,622,2,4.0,1.996,success,,1.996,46.85711685009301,4102,500,27.102921757550423,500,42.881570068848625,42.25315575881696
234,622,3,6.0,1.996,success,,1.996,43.7104323990643,3831,500,42.47148085988174,500,53.67068558957169,52.20181120692257
234,622,4,8.0,1.996,success,,1.996,32.73034493252635,2864,500,12.851105748376105,500,36.822515323042936,36.240960375781505
234,622,5,10.0,1.996,success,,1.996,47.12035114504397,4126,500,27.32335782190771,500,43.214563046511586,44.02601054032692
234,622,6,12.0,1.996,success,,1.996,49.86319467239082,4385,500,22.060129222307495,500,46.98875189862195,45.99642179733686
234,622,7,14.0,0.136,success,,0.136,2.08690076880157,183,35,50.47381979803434,35,20.766622627835982,22.307169908830637
234,620,0,0.0,1.996,success,,1.996,44.00870217010379,3874,500,15.1446830071516,500,40.56779438855999,40.9879978169623
234,620,1,2.0,1.996,success,,1.996,41.073285184800625,3522,500,29.524789777424907,500,52.940869898106655,52.77598829267153
234,620,2,4.0,1.996,success,,1.996,37.253253929317,3247,500,35.36671885089032,500,61.498995838916166,60.55555151517711
234,620,3,6.0,1.996,success,,1.996,53.44000376202166,4657,500,32.985276376378096,500,43.69290609256921,44.728077382813176
234,620,4,8.0,1.996,success,,1.996,52.08869585953653,4572,500,22.226165164135047,500,45.126680711123925,48.17156595109449
234,620,5,10.0,1.996,success,,1.996,50.8574147913605,4486,500,25.103782588240936,500,58.32923471184928,57.3648903716498
234,620,6,12.0,1.996,success,,1.996,35.45936276204884,3131,500,12.862237116916473,500,36.0140875455658,35.43452451189057
234,620,7,14.0,0.136,success,,0.136,2.688688872382045,237,35,31.8780170545066,35,35.23162717147717,29.634004384522502
