configuration_index,test_trial_id,window_index,window_start_s,window_duration_s,simulation_status,failure_reason,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
22,4,0,0.0,1.996,success,,1.996,25.85526691749692,8503,500,12.191945913579847,500,25.908379410131502,25.764569278024343
22,4,1,2.0,1.996,success,,1.996,21.200548151507974,6994,500,15.166937358896522,500,35.489072218217174,35.4628430450308
22,4,2,4.0,1.996,success,,1.996,16.716917756944895,5513,500,18.925902176875404,500,35.88047010196218,35.81084913237307
22,4,3,6.0,1.996,success,,1.996,26.406624983996153,8609,500,22.027285962263775,500,33.2389093622868,33.15034406945609
22,4,4,8.0,1.996,success,,1.996,22.052835803478956,7270,500,36.4402301820091,500,41.9332242217764,41.60510067214377
22,4,5,10.0,1.996,success,,1.996,19.053372843191028,6190,500,32.60837199711488,500,42.75264014436198,42.25833876477297
22,4,6,12.0,1.996,success,,1.996,20.338518884032965,6629,500,28.51268024100175,500,36.09630323622985,35.89685353461266
22,4,7,14.0,0.048,success,,0.048,0.6466850358992815,211,13,13.779542553606925,13,15.918768774557092,9.445702170315354
22,1088,0,0.0,1.996,success,,1.996,21.136457908898592,6962,500,45.876885676191534,500,60.11536086705731,59.80628484157206
22,1088,1,2.0,1.996,success,,1.996,15.39515651203692,5023,500,21.423031327712618,500,38.10209756963559,38.090243229062345
22,1088,2,4.0,1.996,success,,1.996,21.434234274551272,6998,500,44.701796353953064,500,59.078372125958154,59.04121252222529
22,1088,3,6.0,1.996,success,,1.996,21.881376329809427,7245,500,27.615820913133618,500,47.960677783820536,47.762307895780474
22,1088,4,8.0,1.996,success,,1.996,15.983577892184258,5274,500,49.685592242646564,500,94.29885449995987,93.63759080127436
22,1088,5,10.0,1.996,success,,1.996,16.13727534748614,5326,500,40.84782508115619,500,57.647385374269284,57.05141512681042
22,1088,6,12.0,1.996,success,,1.996,21.12131559662521,6938,500,48.673100268618775,500,56.54761601734128,56.59881106543818
22,1088,7,14.0,0.16,success,,0.16,1.8307861126959324,597,41,42.61250553900846,41,29.859589962616518,28.431639746644166
22,622,0,0.0,1.996,success,,1.996,15.883421659469604,5205,500,62.32976067448767,500,74.32554369034588,73.64731274408557
22,622,1,2.0,1.996,success,,1.996,16.991609279066324,5605,500,48.81679013398089,500,71.01080026079391,70.47746375530288
22,622,2,4.0,1.996,success,,1.996,23.55578977242112,7854,500,30.276568888064173,500,45.459926684975784,45.20250971034225
22,622,3,6.0,1.996,success,,1.996,19.097789427265525,6304,500,65.36501549361262,500,76.95120353190943,76.76263923651364
22,622,4,8.0,1.996,success,,1.996,24.402516035363078,7942,500,13.037140169198178,500,35.86449032163758,35.73041716742721
22,622,5,10.0,1.996,success,,1.996,19.91329221613705,6488,500,27.25758043986442,500,42.88928501131432,42.71524660347774
22,622,6,12.0,1.996,success,,1.996,25.05872293934226,8301,500,20.372874627515227,500,45.27666153258015,44.67625743894917
22,622,7,14.0,0.156,success,,0.156,1.4909814558923244,485,40,42.45627125144083,40,64.60304134911289,61.44120313293714
22,620,0,0.0,1.996,success,,1.996,21.5454397238791,7146,500,14.642069864006148,500,37.99670008779387,37.89272110550419
22,620,1,2.0,1.996,success,,1.996,14.694558078423142,4836,500,74.44230228416288,500,83.19659524087184,82.99383060126617
22,620,2,4.0,1.996,failed,integration error: model derivative became non-finite,1.7310098730948822,58.616997526958585,19467,0,,0,,
22,620,3,6.0,1.996,success,,1.996,24.89490669220686,8337,500,56.42195851121615,500,62.92240976483136,62.42717196846008
22,620,4,8.0,1.996,success,,1.996,22.386809188872576,7468,500,36.63099773071998,500,51.36829137817072,51.31964919363792
22,620,5,10.0,1.996,success,,1.996,26.25275356695056,8584,500,22.635166188155406,500,57.135705570654125,57.131464325593484
22,620,6,12.0,1.996,success,,1.996,17.986330695450306,6245,500,23.36169834887575,500,39.36625423964203,38.95523494094396
22,620,7,14.0,0.156,success,,0.156,1.2016921620815992,426,40,43.54244237263432,40,40.316380381865024,37.614837462225694
