-0,5.4843431,-15.798996,-7.3037796,10.141193,-0,9.774456,11.278247
11.577092,5.5345688,-8.9705782,-17.581486,-15.383652,20.523733,-7.2589812,20.213974
6.1186547,-14.865185,-11.416876,8.4425297,-0,7.0300965,7.8109074,-9.8748245
24.010494,-0,-0,0,-0,-0,-0,7.0981426
-0,-0,11.161793,-18.145784,-11.546728,-20.233538,-6.5758729,0
-8.3533659,14.380774,18.951479,10.597999,-0,8.4035683,0,0
-10.463738,0,0,0,5.8356996,-9.5187273,-6.4589944,7.6009712
-0,-0,7.1540523,-9.189764,-0,0,-10.637185,-0
-16.129955,-9.4886618,0,-7.6378431,13.131531,-5.9195843,0,0
-7.7533116,6.4046884,-0,0,6.1107326,0,-0,15.561136
-26.063717,-11.171827,5.3403769,8.9550238,-0,-10.417311,-8.3419552,12.009784
-0,-15.903402,16.30983,9.9280481,-9.1420202,-10.941401,-8.7863197,0
0,0,-10.871449,-0,-8.9354935,21.82836,-14.17284,0
8.0847902,5.0993304,-11.18837,-5.3457303,-9.0495319,6.3550963,-12.611093,-0
17.397308,-10.491664,-0,18.398336,-6.2407489,-6.6657462,0,-5.5234308
15.835309,-0,-22.919472,-0,14.625363,0,0,-11.047419
-6.6704884,0,-0,0,-0,9.5846844,0,6.1115766
22.543953,21.189663,-6.553566,12.289608,11.549755,14.364814,-10.053806,11.628054
-0,-0,10.682743,-5.5517783,0,0,0,0
8.3138666,0,-6.7630949,8.421834,-0,0,-0,17.098816
0,0,13.194388,0,0,-6.8936625,-15.652692,-14.995977
0,-0,-5.7132268,-5.5288482,5.8038278,-0,-14.388798,-0
0,8.0401793,0,-13.042611,18.550135,0,8.3127508,5.0512342
-18.728121,-13.288687,0,-9.6171665,-0,-6.7279634,0,10.781448
9.510952,0,-10.365567,-7.7946701,-0,-14.736151,0,-10.446301
-16.929167,8.2223978,20.745516,-0,-15.147978,-13.640652,-0,-7.3822923
8.1795006,-12.325929,0,-7.0605993,0,-12.553889,-9.4398184,0
12.81045,0,7.1852217,-0,0,14.604592,-18.107092,-0
-6.0865006,0,12.992888,0,-0,-8.3167734,14.251616,0
0,-11.630072,6.6885452,-0,-7.446178,-18.580904,-12.888781,0
-14.865053,5.1078801,9.8176117,-10.044271,0,0,-0,9.9009981
-16.858339,-0,0,20.445318,-13.066523,0,18.875204,-0
0,0,-21.827112,8.6870861,0,-0,5.7700067,0
-12.161014,19.839258,12.092295,-17.464079,16.510202,0,-20.121733,-8.4033384
-7.8968911,16.668688,11.194808,-6.5306277,-5.394444,15.468294,0,0
-0,-6.4943728,-9.4812527,-0,-14.68732,-10.904524,-7.6017799,-13.046425
-0,0,0,13.248643,-8.4172001,-0,0,14.212978
7.7321033,26.361044,10.376854,-24.947571,-6.0347705,-0,-0,13.1258
0,-9.3697357,0,9.0598335,0,8.6403351,-6.8578196,-5.1277099
-0,0,-0,-6.0138621,-0,15.964542,-0,-5.9959502
0,0,-5.9783311,0,0,-15.155188,-0,-0
-0,-5.5183792,8.2192268,6.7617745,0,15.343006,0,-21.672592
-7.1611505,9.3238039,15.309519,0,-18.581999,0,0,-0
16.713541,0,0,5.8270464,13.166976,16.508318,-0,0
7.4281864,15.565398,0,-5.8845439,22.209957,-16.574688,0,0
