configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,,,sr3,0.1,0.05,0.01,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,12,12,100.0,1.404814855195582,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-38.925929722961875, 197.23602080606477, -206.35556012941765, -0.06235884794667366, 0.20723090350346743, -0.1081794826641926], [32.120755049409055, 206.29604117211983, -197.11870493052882, 0.16132743338767444, -0.3737465323686259, 0.17325149502958864]]",(x0)' = -38.926 1 +  197.236 x0 + -206.356 x1 + -0.062 x0^2 +  0.207 x0 x1 + -0.108 x1^2 | (x1)' =  32.121 1 +  206.296 x0 + -197.119 x1 +  0.161 x0^2 + -0.374 x0 x1 +  0.173 x1^2
2,80.0,,,sr3,0.1,0.05,0.1,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,10,12,83.33333333333333,0.08931183815002441,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-38.9259297696535, 197.23602080648635, -206.35556012955348, -0.0, 0.2072309027235012, -0.0], [32.12075504940821, 206.29604117211994, -197.1187049305289, 0.1613274333876803, -0.3737465323686376, 0.17325149502959458]]",(x0)' = -38.926 1 +  197.236 x0 + -206.356 x1 +  0.207 x0 x1 | (x1)' =  32.121 1 +  206.296 x0 + -197.119 x1 +  0.161 x0^2 + -0.374 x0 x1 +  0.173 x1^2
3,80.0,,,sr3,0.1,0.05,1.0,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,6,12,50.0,0.08734279870986938,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-38.92592973844995, 197.2360208062347, -206.35556012948948, -0.0, 0.0, -0.0], [32.120755078060306, 206.2960411717911, -197.1187049303813, 0.0, -0.0, 0.0]]",(x0)' = -38.926 1 +  197.236 x0 + -206.356 x1 | (x1)' =  32.121 1 +  206.296 x0 + -197.119 x1
4,80.0,,,sr3,0.1,0.05,10.0,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,6,12,50.0,0.08624359406530857,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-38.925929724511576, 197.23602080608194, -206.355560129425, -0.0, 0.0, -0.0], [32.12075505227623, 206.29604117208712, -197.1187049305142, 0.0, -0.0, 0.0]]",(x0)' = -38.926 1 +  197.236 x0 + -206.356 x1 | (x1)' =  32.121 1 +  206.296 x0 + -197.119 x1
5,80.0,,,sr3,0.1,0.05,0.01,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,12,100.0,0.09695251099765301,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-36.05383428073312, 212.34962724141008, -220.53285218103989, -0.05186408861374059, 0.20269370488889102, -0.1174907971256627], [24.47316778221118, 220.52961242123402, -212.26285956951781, 0.23124406150587384, -0.48482689914449134, 0.2182612824123476]]",(x0)' = -36.054 1 +  212.350 x0 + -220.533 x1 + -0.052 x0^2 +  0.203 x0 x1 + -0.117 x1^2 | (x1)' =  24.473 1 +  220.530 x0 + -212.263 x1 +  0.231 x0^2 + -0.485 x0 x1 +  0.218 x1^2
6,80.0,,,sr3,0.1,0.05,0.1,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,10,12,83.33333333333333,0.10007593035697937,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-36.05383433599139, 212.3496272418378, -220.53285218112381, -0.0, 0.20269370377524618, -0.0], [24.47316778221604, 220.52961242123408, -212.26285956951787, 0.2312440615058256, -0.484826899144392, 0.21826128241229664]]",(x0)' = -36.054 1 +  212.350 x0 + -220.533 x1 +  0.203 x0 x1 | (x1)' =  24.473 1 +  220.530 x0 + -212.263 x1 +  0.231 x0^2 + -0.485 x0 x1 +  0.218 x1^2
7,80.0,,,sr3,0.1,0.05,1.0,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,7,12,58.333333333333336,0.099923400208354,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-36.053834298952175, 212.34962724159732, -220.53285218111046, -0.0, 0.0, -0.0], [24.47316779683203, 220.52961242106974, -212.26285956944443, 0.0, -0.4848268988499237, 0.0]]",(x0)' = -36.054 1 +  212.350 x0 + -220.533 x1 | (x1)' =  24.473 1 +  220.530 x0 + -212.263 x1 + -0.485 x0 x1
8,80.0,,,sr3,0.1,0.05,10.0,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,12,50.0,0.09580525010824203,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-36.05383428255532, 212.34962724142972, -220.5328521810479, -0.0, 0.0, -0.0], [24.473167786709684, 220.52961242118386, -212.2628595694964, 0.0, -0.0, 0.0]]",(x0)' = -36.054 1 +  212.350 x0 + -220.533 x1 | (x1)' =  24.473 1 +  220.530 x0 + -212.263 x1
9,80.0,,,sr3,0.1,0.05,0.01,2,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,12,100.0,0.1005611652508378,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-19.443141789051833, 231.25917843878253, -237.23364685478924, -0.13081725171893765, 0.31155279151733667, -0.158493983611173], [14.302265966548026, 237.26207983679623, -231.27079518221885, 0.24496592505384537, -0.4563559201467336, 0.18976388183010268]]",(x0)' = -19.443 1 +  231.259 x0 + -237.234 x1 + -0.131 x0^2 +  0.312 x0 x1 + -0.158 x1^2 | (x1)' =  14.302 1 +  237.262 x0 + -231.271 x1 +  0.245 x0^2 + -0.456 x0 x1 +  0.190 x1^2
10,80.0,,,sr3,0.1,0.05,0.1,2,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,11,12,91.66666666666667,0.09599074814468622,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-19.443141858660816, 231.25917843909107, -237.23364685475343, -0.0, 0.3115527893891142, -0.15849398258153088], [14.302265966554467, 237.2620798367965, -231.27079518221913, 0.24496592505375012, -0.45635592014653914, 0.18976388183000356]]",(x0)' = -19.443 1 +  231.259 x0 + -237.234 x1 +  0.312 x0 x1 + -0.158 x1^2 | (x1)' =  14.302 1 +  237.262 x0 + -231.271 x1 +  0.245 x0^2 + -0.456 x0 x1 +  0.190 x1^2
