configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,,,sr3,0.1,0.05,0.01,3,2,1,4.0,4.0,0,0.0,finite_difference,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,1.7189822290092707,,,
2,35.0,,,sr3,0.1,0.05,0.1,3,2,1,4.0,4.0,0,0.0,finite_difference,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0006716717034578323,,,
3,35.0,,,sr3,0.1,0.05,1.0,3,2,1,4.0,4.0,0,0.0,finite_difference,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0007270313799381256,,,
4,35.0,,,sr3,0.1,0.05,10.0,3,2,1,4.0,4.0,0,0.0,finite_difference,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0006119683384895325,,,
5,35.0,,,sr3,0.1,0.05,0.01,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.000631062313914299,,,
6,35.0,,,sr3,0.1,0.05,0.1,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0008224844932556152,,,
7,35.0,,,sr3,0.1,0.05,1.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0011760387569665909,,,
8,35.0,,,sr3,0.1,0.05,10.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0006909798830747604,,,
9,35.0,,,sr3,0.1,0.05,0.01,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0007560309022665024,,,
10,35.0,,,sr3,0.1,0.05,0.1,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0007067117840051651,,,
11,35.0,,,sr3,0.1,0.05,1.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0006031375378370285,,,
12,35.0,,,sr3,0.1,0.05,10.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0006091799587011337,,,
13,35.0,,,sr3,0.1,0.05,0.01,3,2,2,8.0,8.0,0,0.0,finite_difference,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0009846370667219162,,,
14,35.0,,,sr3,0.1,0.05,0.1,3,2,2,8.0,8.0,0,0.0,finite_difference,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0011262614279985428,,,
15,35.0,,,sr3,0.1,0.05,1.0,3,2,2,8.0,8.0,0,0.0,finite_difference,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.000687774270772934,,,
16,35.0,,,sr3,0.1,0.05,10.0,3,2,2,8.0,8.0,0,0.0,finite_difference,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0005918648093938828,,,
17,35.0,,,sr3,0.1,0.05,0.01,3,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,failed,SR3.__init__() got an unexpected keyword argument 'threshold',0,20,,0.0007054843008518219,,,
