n_modes,degree,threshold,explained_variance,nonzero_terms,n_completed,n_test,psd_similarity,x0_correlation,collapse_std_ratio,x0_rmse
3,1,0.0,0.5735971025106139,12,9,9,0.756717819605985,0.007707540995946441,0.3417518721345709,42.33599147482552
3,1,100.0,0.5735971025106139,12,9,9,0.756717819605985,0.007707540995946441,0.3417518721345709,42.33599147482552
3,1,1000.0,0.5735971025106139,4,9,9,0.757543627615899,0.022794754935453177,0.35842181764285247,42.45374460447395
3,1,10000.0,0.5735971025106139,4,9,9,0.757543627615899,0.022794754935453177,0.35842181764285247,42.45374460447395
3,2,0.0,0.5735971025106139,30,9,9,0.7636001008279037,-0.06181984116319464,0.3192499875966588,42.60229987871651
3,2,100.0,0.5735971025106139,28,9,9,0.7635728413341362,-0.0617082954266,0.31826072795856514,42.61539526428519
3,2,1000.0,0.5735971025106139,16,9,9,0.7641909051927847,-0.06700405314654173,0.31926016332459145,42.29476283847162
3,2,10000.0,0.5735971025106139,6,9,9,0.7667763773200693,-0.07465284172803946,0.36403638115471265,42.53451761146929
3,3,0.0,0.5735971025106139,60,9,9,0.7587472748416236,0.011194009629254377,0.41259976626344896,43.19246028245341
3,3,100.0,0.5735971025106139,59,9,9,0.7577863910456551,0.010989086945256243,0.41037977157783484,43.16101703807074
3,3,1000.0,0.5735971025106139,45,9,9,0.7585283242027335,0.018912710582074353,0.3639801853558452,42.47486751066493
3,3,10000.0,0.5735971025106139,15,9,9,0.757521432394548,0.016387168368727965,0.36307978241293254,42.17223300655529
