case,n_train,replicates,mean_completed,mean_terms,psd_similarity_mean,psd_similarity_std,x0_correlation_mean,x0_correlation_std,collapse_std_ratio_mean,collapse_std_ratio_std,x0_rmse_mean,x0_rmse_std
nd4,4,5,8.2,33.8,0.13386734099120023,0.01113265782767475,0.003108466205765692,0.007703182808863228,0.992348407442704,0.2565008689374933,50.79444921252567,7.320193774365692
nd4,8,5,7.2,46.0,0.14313849719117178,0.02894095524448431,-0.019692064303048203,0.01144569572866807,1.0152496313955233,0.5593507477431438,52.189102831481755,9.55273135381833
nd4,12,5,5.6,55.4,0.1388805944575827,0.030386145541314424,-0.018582854638686586,0.023260451179192693,1.040277149024595,0.3304849240781681,51.64092003553948,5.560329405249689
nd4,16,5,5.6,60.8,0.12099225508867292,0.012347873893396585,-0.0022651171112388867,0.020537387143116915,1.0858800900111443,0.4769012747828711,52.67769748672371,8.446324963439485
nd4,20,5,7.4,66.2,0.11998780229741987,0.006547071651404286,0.016689502170390568,0.01928914616271215,1.461167157846583,0.10655324476806562,59.48782160052359,1.692117871954691
nd4,24,5,8.6,71.8,0.11872005896461571,0.011798960569930983,0.001635506165433668,0.012160307331720778,1.376499359793943,0.05303951453670689,57.99753846905221,1.0059732115644837
nd4,28,1,8.0,74.0,0.11607241546517194,0.0,0.028924739988596043,0.0,1.384896793977659,0.0,56.44088650512639,0.0
