configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,stlsq_threshold,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,0.00022397498597370244,37.49490932187706,0.1,1,2,1,4.0,4.0,0,0.0,finite_difference,success,,6,6,100.0,1.4399231523275375,"[""1"", ""x0"", ""x1""]","[[-0.0028696350321407633, 197.01721811321872, -206.0532722596879], [0.001998334732733376, 206.11249253088084, -197.07960132253484]]",(x0)' = -0.003 1 +  197.017 x0 + -206.053 x1 | (x1)' =  0.002 1 +  206.112 x0 + -197.080 x1
2,80.0,0.00022397498597370244,37.49490932187706,0.1,1,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,6,100.0,0.08979155868291855,"[""1"", ""x0"", ""x1""]","[[-0.0010131213604517783, 211.94030706708887, -220.04651504621575], [0.003668698673526812, 220.11859705258104, -212.0157520352352]]",(x0)' = -0.001 1 +  211.940 x0 + -220.047 x1 | (x1)' =  0.004 1 +  220.119 x0 + -212.016 x1
3,80.0,0.00022397498597370244,37.49490932187706,0.1,1,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,6,100.0,0.08109729737043381,"[""1"", ""x0"", ""x1""]","[[7.533213912894391e-05, 231.08308261381288, -236.9714080408641], [0.01284189302650957, 236.91480229836628, -231.03179126357387]]",(x0)' =  231.083 x0 + -236.971 x1 | (x1)' =  0.013 1 +  236.915 x0 + -231.032 x1
4,80.0,0.00022397498597370244,37.49490932187706,0.1,1,2,2,8.0,8.0,0,0.0,finite_difference,success,,6,6,100.0,0.06971956789493561,"[""1"", ""x0"", ""x1""]","[[-0.01006654657533877, 81.89456739600378, -95.37696895300152], [0.0004586037817967444, 95.3784787403125, -81.89579555799875]]",(x0)' = -0.010 1 +  81.895 x0 + -95.377 x1 | (x1)' =  95.378 x0 + -81.896 x1
5,80.0,0.00022397498597370244,37.49490932187706,0.1,1,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,6,100.0,0.07724371179938316,"[""1"", ""x0"", ""x1""]","[[-0.013092146252100284, 90.44370542622907, -103.62699052815155], [0.00041566511158674853, 103.6194527742666, -90.43118280898692]]",(x0)' = -0.013 1 +  90.444 x0 + -103.627 x1 | (x1)' =  103.619 x0 + -90.431 x1
6,80.0,0.00022397498597370244,37.49490932187706,0.1,1,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,6,100.0,0.07861168868839741,"[""1"", ""x0"", ""x1""]","[[-0.013003693136212757, 105.29285539859177, -116.07268126222166], [0.005046853368871508, 116.01032223380575, -105.2260222180691]]",(x0)' = -0.013 1 +  105.293 x0 + -116.073 x1 | (x1)' =  0.005 1 +  116.010 x0 + -105.226 x1
7,80.0,0.00022397498597370244,37.49490932187706,0.1,1,2,5,20.0,20.0,0,0.0,finite_difference,success,,6,6,100.0,0.06769763492047787,"[""1"", ""x0"", ""x1""]","[[0.007643436899733236, 18.261413681889852, -32.469119878274306], [-0.013190497738648365, 32.47721019388664, -18.282581510709747]]",(x0)' =  0.008 1 +  18.261 x0 + -32.469 x1 | (x1)' = -0.013 1 +  32.477 x0 + -18.283 x1
8,80.0,0.00022397498597370244,37.49490932187706,0.1,1,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,6,100.0,0.07920278236269951,"[""1"", ""x0"", ""x1""]","[[0.008467575333958657, 18.594625316262274, -32.71155799044186], [-0.01092150101578421, 32.717785472050515, -18.61428509628377]]",(x0)' =  0.008 1 +  18.595 x0 + -32.712 x1 | (x1)' = -0.011 1 +  32.718 x0 + -18.614 x1
9,80.0,0.00022397498597370244,37.49490932187706,0.1,1,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,6,100.0,0.08168052695691586,"[""1"", ""x0"", ""x1""]","[[0.015326617046461792, 22.620379873870935, -37.72805145417211], [-0.006922980752698424, 37.743591227360064, -22.650866126659935]]",(x0)' =  0.015 1 +  22.620 x0 + -37.728 x1 | (x1)' = -0.007 1 +  37.744 x0 + -22.651 x1
10,80.0,0.00022397498597370244,37.49490932187706,0.1,1,4,1,4.0,12.0,0,0.0,finite_difference,success,,20,20,100.0,0.13834837451577187,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.01386625778580535, 260.2582152960399, -375.43911221049666, 167.34713235542023, -59.49979876399711], [0.0070666506968885745, 124.99349306871939, 0.11114835726289538, -125.19923962525344, 0.09129576829336984], [0.010592925632033755, -0.07080610095616266, 125.1476528549542, -0.09819073850914352, -124.98404773404044], [-0.0069324552831753535, 59.51025750703363, -167.41145995492715, 375.55567934934004, -260.31427339043455]]",(x0)' = -0.014 1 +  260.258 x0 + -375.439 x1 +  167.347 x2 + -59.500 x3 | (x1)' =  0.007 1 +  124.993 x0 +  0.111 x1 + -125.199 x2 +  0.091 x3 | (x2)' =  0.011 1 + -0.071 x0 +  125.148 x1 + -0.098 x2 + -124.984 x3 | (x3)' = -0.007 1 +  59.510 x0 + -167.411 x1 +  375.556 x2 + -260.314 x3
11,80.0,0.00022397498597370244,37.49490932187706,0.1,1,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,20,20,100.0,0.1469800528138876,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.013479888564214705, 311.2690516331546, -472.7821559273063, 227.40918798950727, -71.00398721823049], [0.007461940857285396, 124.91470062460385, 0.3509253415593634, -125.46116391452384, 0.19226727940944105], [0.013423557489104369, -0.17488152865404957, 125.40196596622349, -0.3275340799198683, -124.9059503302268], [-0.0063565358821282844, 71.09835509689835, -227.6862677844108, 473.0762386591511, -311.37182697442876]]",(x0)' = -0.013 1 +  311.269 x0 + -472.782 x1 +  227.409 x2 + -71.004 x3 | (x1)' =  0.007 1 +  124.915 x0 +  0.351 x1 + -125.461 x2 +  0.192 x3 | (x2)' =  0.013 1 + -0.175 x0 +  125.402 x1 + -0.328 x2 + -124.906 x3 | (x3)' = -0.006 1 +  71.098 x0 + -227.686 x1 +  473.076 x2 + -311.372 x3
12,80.0,0.00022397498597370244,37.49490932187706,0.1,1,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,20,20,100.0,0.14983176440000534,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[4.150678673387074e-05, 358.1392141262146, -538.5918759392642, 232.62893159829778, -54.16619006428961], [-0.00033287489703809705, 125.94849614340929, -2.995162704330472, -121.5409647322046, -1.4283634998790213], [0.003094736298207084, 0.8683221166838327, 122.70912955997643, 2.1458251184837187, -125.71666071312791], [0.0034352503126898735, 54.00884826525342, -231.98934673301846, 537.5321780105656, -357.5476516932165]]",(x0)' =  358.139 x0 + -538.592 x1 +  232.629 x2 + -54.166 x3 | (x1)' =  125.948 x0 + -2.995 x1 + -121.541 x2 + -1.428 x3 | (x2)' =  0.003 1 +  0.868 x0 +  122.709 x1 +  2.146 x2 + -125.717 x3 | (x3)' =  0.003 1 +  54.009 x0 + -231.989 x1 +  537.532 x2 + -357.548 x3
13,80.0,0.00022397498597370244,37.49490932187706,0.1,1,4,2,8.0,24.0,0,0.0,finite_difference,success,,20,20,100.0,0.13843117468059063,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.011202263194157736, 86.81188371439286, -112.76248237338717, 13.37938414199572, 2.5576262261639258], [0.003317908240352889, 72.77426078874456, 4.875231571893385, -89.75777267920101, 14.770753418707821], [0.0018973235027025348, -14.736859278915103, 89.69788211339028, -4.824619631656743, -72.79898781065933], [-0.011502661156569593, -2.5859285544690183, -13.335268549465077, 112.76088371945518, -86.83391810969435]]",(x0)' = -0.011 1 +  86.812 x0 + -112.762 x1 +  13.379 x2 +  2.558 x3 | (x1)' =  0.003 1 +  72.774 x0 +  4.875 x1 + -89.758 x2 +  14.771 x3 | (x2)' =  0.002 1 + -14.737 x0 +  89.698 x1 + -4.825 x2 + -72.799 x3 | (x3)' = -0.012 1 + -2.586 x0 + -13.335 x1 +  112.761 x2 + -86.834 x3
14,80.0,0.00022397498597370244,37.49490932187706,0.1,1,4,2,8.0,24.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,20,20,100.0,0.14476269111037254,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[-0.017042892125605568, 103.81911591553204, -144.50128046802126, 39.0544251466051, -7.364705978579363], [0.0065391327502320575, 70.32142636037142, 11.465505356900424, -97.88879453103867, 19.00599789275464], [0.001565373697724292, -18.94524480161287, 97.76979678763855, -11.35552704169535, -70.37351306435521], [-0.013583678599305043, 7.3199662330046005, -38.98130706045166, 144.47145701914064, -103.82112647059884]]",(x0)' = -0.017 1 +  103.819 x0 + -144.501 x1 +  39.054 x2 + -7.365 x3 | (x1)' =  0.007 1 +  70.321 x0 +  11.466 x1 + -97.889 x2 +  19.006 x3 | (x2)' =  0.002 1 + -18.945 x0 +  97.770 x1 + -11.356 x2 + -70.374 x3 | (x3)' = -0.014 1 +  7.320 x0 + -38.981 x1 +  144.471 x2 + -103.821 x3
