configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,stlsq_threshold,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,0.00022397498597370244,37.49490932187706,0.1,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,12,12,100.0,1.8066981229931116,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-1.0382202003911785, 197.23603928696295, -206.35556217387884, -2.3381393491783387, 7.7701039355562544, -4.056179892983462], [0.8567245826746139, 206.2960297288686, -197.1187110324047, 6.048957486000415, -14.01359234052324, 6.496049096011283]]",(x0)' = -1.038 1 +  197.236 x0 + -206.356 x1 + -2.338 x0^2 +  7.770 x0 x1 + -4.056 x1^2 | (x1)' =  0.857 1 +  206.296 x0 + -197.119 x1 +  6.049 x0^2 + -14.014 x0 x1 +  6.496 x1^2
2,80.0,0.00022397498597370244,37.49490932187706,0.1,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,12,100.0,0.14184332452714443,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-0.9616149970458171, 212.3496494072114, -220.53285941271798, -1.9446392996182198, 7.599982084892185, -4.405306784365534], [0.6527557945587603, 220.52960741790508, -212.2628703884787, 8.670475117379484, -18.178540620218374, 8.183686992522256]]",(x0)' = -0.962 1 +  212.350 x0 + -220.533 x1 + -1.945 x0^2 +  7.600 x0 x1 + -4.405 x1^2 | (x1)' =  0.653 1 +  220.530 x0 + -212.263 x1 +  8.670 x0^2 + -18.179 x0 x1 +  8.184 x1^2
3,80.0,0.00022397498597370244,37.49490932187706,0.1,2,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,12,100.0,0.12853581458330154,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-0.5185898638252294, 231.2591896192237, -237.23364807212613, -4.904980990963324, 11.681643666968315, -5.942717543587441], [0.38148132965474296, 237.26208735695775, -231.27081238979738, 9.184975146824646, -17.111023844366724, 7.115179541769324]]",(x0)' = -0.519 1 +  231.259 x0 + -237.234 x1 + -4.905 x0^2 +  11.682 x0 x1 + -5.943 x1^2 | (x1)' =  0.381 1 +  237.262 x0 + -231.271 x1 +  9.185 x0^2 + -17.111 x0 x1 +  7.115 x1^2
4,80.0,0.00022397498597370244,37.49490932187706,0.1,2,2,2,8.0,8.0,0,0.0,finite_difference,success,,12,12,100.0,0.11517570726573467,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-1.7547553820547341, 82.13040747221768, -95.76622879475876, 0.5248909483598868, 2.78984091087274, -1.1757451567477566], [1.0413715886063675, 95.87371321608401, -82.04993969465369, 3.4877575568781287, -8.578063929199637, 2.8381857200431644]]",(x0)' = -1.755 1 +  82.130 x0 + -95.766 x1 +  0.525 x0^2 +  2.790 x0 x1 + -1.176 x1^2 | (x1)' =  1.041 1 +  95.874 x0 + -82.050 x1 +  3.488 x0^2 + -8.578 x0 x1 +  2.838 x1^2
5,80.0,0.00022397498597370244,37.49490932187706,0.1,2,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,12,100.0,0.12601661309599876,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-1.6375458815934296, 90.7506131405036, -104.09877853496879, 0.4038002582619514, 3.343016829747826, -1.6806360084274437], [0.8857516790999721, 104.22514428020557, -90.68256025821773, 4.516787237925902, -9.978169970514456, 3.299094214782349]]",(x0)' = -1.638 1 +  90.751 x0 + -104.099 x1 +  0.404 x0^2 +  3.343 x0 x1 + -1.681 x1^2 | (x1)' =  0.886 1 +  104.225 x0 + -90.683 x1 +  4.517 x0^2 + -9.978 x0 x1 +  3.299 x1^2
6,80.0,0.00022397498597370244,37.49490932187706,0.1,2,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,12,100.0,0.12649212777614594,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-0.9213504858505259, 105.3866967875931, -116.34892441830107, -1.8301106775796303, 6.026015364575714, -2.6832122001489105], [0.6956682756928123, 116.39314667728421, -105.39285370973315, 4.3918015442824165, -8.225654816853806, 2.346007475463366]]",(x0)' = -0.921 1 +  105.387 x0 + -116.349 x1 + -1.830 x0^2 +  6.026 x0 x1 + -2.683 x1^2 | (x1)' =  0.696 1 +  116.393 x0 + -105.393 x1 +  4.392 x0^2 + -8.226 x0 x1 +  2.346 x1^2
7,80.0,0.00022397498597370244,37.49490932187706,0.1,2,2,5,20.0,20.0,0,0.0,finite_difference,success,,12,12,100.0,0.11492075212299824,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-1.5094367475431398, 18.44674361364143, -32.75697657584662, 1.5888397959377147, -0.17923143500902688, 0.030083270620184812], [-0.562007910089812, 33.390935590290695, -18.653137227395064, 3.790535064583063, -4.424193395001645, -0.7506274715790282]]",(x0)' = -1.509 1 +  18.447 x0 + -32.757 x1 +  1.589 x0^2 + -0.179 x0 x1 +  0.030 x1^2 | (x1)' = -0.562 1 +  33.391 x0 + -18.653 x1 +  3.791 x0^2 + -4.424 x0 x1 + -0.751 x1^2
8,80.0,0.00022397498597370244,37.49490932187706,0.1,2,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,12,100.0,0.11357505992054939,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-1.458730342779909, 18.77365512180414, -33.00873392350736, 1.5701521645780605, -0.09609205743365452, -0.0324199414188728], [-0.5035759409535294, 33.58751719035531, -18.960159508192707, 3.7131079952402257, -4.34448159089466, -0.7431309223056741]]",(x0)' = -1.459 1 +  18.774 x0 + -33.009 x1 +  1.570 x0^2 + -0.096 x0 x1 + -0.032 x1^2 | (x1)' = -0.504 1 +  33.588 x0 + -18.960 x1 +  3.713 x0^2 + -4.344 x0 x1 + -0.743 x1^2
9,80.0,0.00022397498597370244,37.49490932187706,0.1,2,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,12,100.0,0.11014150269329548,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-1.0798599783240126, 22.681987105110125, -38.057654032652614, 0.8539986987118791, 1.3251887019926696, -0.4982829017356375], [0.22801868229291594, 38.2990482231988, -22.809331154731044, 2.586905738754875, -3.2396435565056603, -0.8891075433134608]]",(x0)' = -1.080 1 +  22.682 x0 + -38.058 x1 +  0.854 x0^2 +  1.325 x0 x1 + -0.498 x1^2 | (x1)' =  0.228 1 +  38.299 x0 + -22.809 x1 +  2.587 x0^2 + -3.240 x0 x1 + -0.889 x1^2
10,80.0,0.00022397498597370244,37.49490932187706,0.1,2,4,1,4.0,12.0,0,0.0,finite_difference,success,,60,60,100.0,0.3574534896761179,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-1.7267302488624512, 259.2967699291961, -374.0459761067952, 167.96815657774243, -60.39150368340271, -16.071978984168027, 59.20206410234899, -47.13786015752661, 20.88315676758764, -38.37112259259063, 40.20876757610873, -23.002958091960448, 9.376814827454627, -9.468311649621995, 5.225239065139033], [-0.009014895397972515, 124.98369809966634, 0.1067267711852328, -125.16008752401297, 0.06896459331926458, -0.11736568450867836, 0.31442948622264355, -0.017455695602468554, -0.04916316819160059, -0.04183904034050825, -0.8539388616240424, 0.5437524359413468, 1.1236318354638777, -1.227421370114184, 0.326385154768092], [-0.01257588867743727, -0.06881756757988394, 125.1347295092443, -0.06054229669046841, -125.00671286221417, 0.064179634507262, -0.047787209003482045, -0.28223826490609566, 0.2225612167440151, 0.10685080826343592, -0.25163611330353153, 0.04651135698827141, 0.6151122623385767, -0.6588090365688083, 0.1874802725219074], [1.115153807650841, 60.54715472275204, -167.95814116511175, 374.1098624749246, -259.3858749984791, 13.381356341078861, -43.8722381710167, 43.77824228847258, -24.10296191609925, 25.69614708759888, -40.10704345298082, 30.42101074032205, 5.349689110430876, -15.065506216460605, 3.6575559169349328]]",(x0)' = -1.727 1 +  259.297 x0 + -374.046 x1 +  167.968 x2 + -60.392 x3 + -16.072 x0^2 +  59.202 x0 x1 + -47.138 x0 x2 +  20.883 x0 x3 + -38.371 x1^2 +  40.209 x1 x2 + -23.003 x1 x3 +  9.377 x2^2 + -9.468 x2 x3 +  5.225 x3^2 | (x1)' = -0.009 1 +  124.984 x0 +  0.107 x1 + -125.160 x2 +  0.069 x3 + -0.117 x0^2 +  0.314 x0 x1 + -0.017 x0 x2 + -0.049 x0 x3 + -0.042 x1^2 + -0.854 x1 x2 +  0.544 x1 x3 +  1.124 x2^2 + -1.227 x2 x3 +  0.326 x3^2 | (x2)' = -0.013 1 + -0.069 x0 +  125.135 x1 + -0.061 x2 + -125.007 x3 +  0.064 x0^2 + -0.048 x0 x1 + -0.282 x0 x2 +  0.223 x0 x3 +  0.107 x1^2 + -0.252 x1 x2 +  0.047 x1 x3 +  0.615 x2^2 + -0.659 x2 x3 +  0.187 x3^2 | (x3)' =  1.115 1 +  60.547 x0 + -167.958 x1 +  374.110 x2 + -259.386 x3 +  13.381 x0^2 + -43.872 x0 x1 +  43.778 x0 x2 + -24.103 x0 x3 +  25.696 x1^2 + -40.107 x1 x2 +  30.421 x1 x3 +  5.350 x2^2 + -15.066 x2 x3 +  3.658 x3^2
