configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,,,sr3,0.1,0.05,0.01,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,12,20,60.0,1.852351799607277,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-27.192176778925486, 196.9285204974917, -206.4563700229473, -0.14366470769965828, 0.356900971740999, -0.18133322065025792, -0.0, -0.0, 0.0, -0.0], [18.648930841332493, 206.51159702104547, -197.1480697676148, 0.2613765729901265, -0.5638775747666518, 0.2679407317907224, 0.0, -0.0, -0.0, 0.0]]",(x0)' = -27.192 1 +  196.929 x0 + -206.456 x1 + -0.144 x0^2 +  0.357 x0 x1 + -0.181 x1^2 | (x1)' =  18.649 1 +  206.512 x0 + -197.148 x1 +  0.261 x0^2 + -0.564 x0 x1 +  0.268 x1^2
2,80.0,,,sr3,0.1,0.05,0.1,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,12,20,60.0,0.923170754685998,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-27.192176779416, 196.92852049717786, -206.45637002261228, -0.14366470769347284, 0.3569009717310466, -0.18133322064661445, -0.0, -0.0, 0.0, -0.0], [18.64893084143701, 206.51159702116547, -197.14806976774608, 0.2613765729884668, -0.5638775747642188, 0.26794073179001776, 0.0, -0.0, -0.0, 0.0]]",(x0)' = -27.192 1 +  196.929 x0 + -206.456 x1 + -0.144 x0^2 +  0.357 x0 x1 + -0.181 x1^2 | (x1)' =  18.649 1 +  206.512 x0 + -197.148 x1 +  0.261 x0^2 + -0.564 x0 x1 +  0.268 x1^2
3,80.0,,,sr3,0.1,0.05,1.0,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,7,20,35.0,0.10553565993905067,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-27.192176815667676, 196.92852049671438, -206.45637002223782, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0], [18.648930860375376, 206.5115970213992, -197.14806976793565, 0.0, -0.5638775744463194, 0.0, 0.0, -0.0, -0.0, 0.0]]",(x0)' = -27.192 1 +  196.929 x0 + -206.456 x1 | (x1)' =  18.649 1 +  206.512 x0 + -197.148 x1 + -0.564 x0 x1
4,80.0,,,sr3,0.1,0.05,10.0,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,6,20,30.0,0.10617273859679699,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-27.192176783097498, 196.92852049709992, -206.45637002254122, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0], [18.64893084721984, 206.51159702124409, -197.14806976781128, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0]]",(x0)' = -27.192 1 +  196.929 x0 + -206.456 x1 | (x1)' =  18.649 1 +  206.512 x0 + -197.148 x1
5,80.0,,,sr3,0.1,0.05,0.01,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,20,60.0,0.15194722451269627,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-23.865003459973284, 212.40493531226227, -220.93829917561717, -0.15600043146910228, 0.3959209143619859, -0.21128274377096298, -0.0, -0.0, 0.0, -0.0], [11.678291372420414, 220.87691153876833, -212.41932367373218, 0.3420804650486202, -0.7001796215428457, 0.32724312782209075, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -23.865 1 +  212.405 x0 + -220.938 x1 + -0.156 x0^2 +  0.396 x0 x1 + -0.211 x1^2 | (x1)' =  11.678 1 +  220.877 x0 + -212.419 x1 +  0.342 x0^2 + -0.700 x0 x1 +  0.327 x1^2
6,80.0,,,sr3,0.1,0.05,0.1,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,20,60.0,0.11423050984740257,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-23.865003460485667, 212.4049353118514, -220.93829917518153, -0.15600043146107115, 0.39592091434923776, -0.21128274376640455, -0.0, -0.0, 0.0, -0.0], [11.678291372599586, 220.8769115389794, -212.4193236739594, 0.3420804650453461, -0.7001796215379694, 0.32724312782059306, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -23.865 1 +  212.405 x0 + -220.938 x1 + -0.156 x0^2 +  0.396 x0 x1 + -0.211 x1^2 | (x1)' =  11.678 1 +  220.877 x0 + -212.419 x1 +  0.342 x0^2 + -0.700 x0 x1 +  0.327 x1^2
7,80.0,,,sr3,0.1,0.05,1.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,7,20,35.0,0.13029910810291767,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-23.86500350887791, 212.4049353112053, -220.93829917465834, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0], [11.678291401164987, 220.87691153935677, -212.41932367426725, 0.0, -0.70017962096034, 0.0, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -23.865 1 +  212.405 x0 + -220.938 x1 | (x1)' =  11.678 1 +  220.877 x0 + -212.419 x1 + -0.700 x0 x1
8,80.0,,,sr3,0.1,0.05,10.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,20,30.0,0.11385922878980637,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-23.86500346535768, 212.40493531175946, -220.93829917510018, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0], [11.678291381261674, 220.87691153912382, -212.41932367408387, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -23.865 1 +  212.405 x0 + -220.938 x1 | (x1)' =  11.678 1 +  220.877 x0 + -212.419 x1
9,80.0,,,sr3,0.1,0.05,0.01,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,20,60.0,0.4827637877315283,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-10.768116516901719, 231.8912615965164, -238.3051214460138, -0.2258577543988064, 0.49543961928669095, -0.2513229777968319, -0.0, 0.0, -0.0, -0.0], [4.681057957501705, 238.34323554851474, -231.96823052331746, 0.34777977716108965, -0.6697040553714976, 0.30472988024343084, -0.0, 0.0, -0.0, 0.0]]",(x0)' = -10.768 1 +  231.891 x0 + -238.305 x1 + -0.226 x0^2 +  0.495 x0 x1 + -0.251 x1^2 | (x1)' =  4.681 1 +  238.343 x0 + -231.968 x1 +  0.348 x0^2 + -0.670 x0 x1 +  0.305 x1^2
10,80.0,,,sr3,0.1,0.05,0.1,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,20,60.0,0.11867989599704742,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-10.768116516255365, 231.89126159788273, -238.30512144736977, -0.2258577544122515, 0.4954396193050719, -0.25132297780177176, -0.0, 0.0, -0.0, -0.0], [4.681057957979413, 238.343235551345, -231.96823052617984, 0.34777977714645764, -0.6697040553605522, 0.30472988024736575, -0.0, 0.0, -0.0, 0.0]]",(x0)' = -10.768 1 +  231.891 x0 + -238.305 x1 + -0.226 x0^2 +  0.495 x0 x1 + -0.251 x1^2 | (x1)' =  4.681 1 +  238.343 x0 + -231.968 x1 +  0.348 x0^2 + -0.670 x0 x1 +  0.305 x1^2
