configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,optimizer,stlsq_threshold,alpha,nu,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,,,sr3,0.1,0.05,0.01,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,12,20,60.0,0.8457872802391648,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-11.071707652106134, 233.4706395780123, -240.12249671442973, -0.22342413165451172, 0.49366237299087096, -0.25173469241901736, -0.0, 0.0, 0.0, -0.0], [5.416246135532767, 239.95382357077457, -233.31929362820188, 0.33638735533496256, -0.6437618910311779, 0.2893010760886704, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -11.072 1 +  233.471 x0 + -240.122 x1 + -0.223 x0^2 +  0.494 x0 x1 + -0.252 x1^2 | (x1)' =  5.416 1 +  239.954 x0 + -233.319 x1 +  0.336 x0^2 + -0.644 x0 x1 +  0.289 x1^2
2,35.0,,,sr3,0.1,0.05,0.1,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,12,20,60.0,0.12326055392622948,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-11.07170765176266, 233.47063957826091, -240.12249671466506, -0.22342413166017197, 0.4936623730007652, -0.2517346924233106, -0.0, 0.0, 0.0, -0.0], [5.416246135578029, 239.95382357199452, -233.3192936294518, 0.3363873553313372, -0.6437618910319651, 0.2893010760932541, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -11.072 1 +  233.471 x0 + -240.122 x1 + -0.223 x0^2 +  0.494 x0 x1 + -0.252 x1^2 | (x1)' =  5.416 1 +  239.954 x0 + -233.319 x1 +  0.336 x0^2 + -0.644 x0 x1 +  0.289 x1^2
3,35.0,,,sr3,0.1,0.05,1.0,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,8,20,40.0,0.12541962042450905,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-11.071707679953477, 233.4706395780241, -240.12249671453048, -0.0, 0.49366237217453424, -0.0, -0.0, 0.0, 0.0, -0.0], [5.416246172679293, 239.95382357245288, -233.31929362977962, 0.0, -0.6437618899448752, 0.0, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -11.072 1 +  233.471 x0 + -240.122 x1 +  0.494 x0 x1 | (x1)' =  5.416 1 +  239.954 x0 + -233.319 x1 + -0.644 x0 x1
4,35.0,,,sr3,0.1,0.05,10.0,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,6,20,30.0,0.12125342525541782,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-11.071707660280092, 233.47063957821464, -240.12249671465017, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0], [5.41624614675033, 239.95382357224824, -233.31929362966795, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -11.072 1 +  233.471 x0 + -240.122 x1 | (x1)' =  5.416 1 +  239.954 x0 + -233.319 x1
5,35.0,,,sr3,0.1,0.05,0.01,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,20,60.0,0.14608639106154442,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-10.739032227120962, 233.72886091586787, -240.31681523975263, -0.22359032474161905, 0.49224926353887094, -0.250539126601667, -0.0, 0.0, 0.0, -0.0], [5.389593909866738, 240.15748555731196, -233.5864698572399, 0.3319014458833988, -0.6342134731984106, 0.2846525285003527, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -10.739 1 +  233.729 x0 + -240.317 x1 + -0.224 x0^2 +  0.492 x0 x1 + -0.251 x1^2 | (x1)' =  5.390 1 +  240.157 x0 + -233.586 x1 +  0.332 x0^2 + -0.634 x0 x1 +  0.285 x1^2
6,35.0,,,sr3,0.1,0.05,0.1,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,20,60.0,0.1381169157102704,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-10.739032226784444, 233.7288609161042, -240.31681523997437, -0.22359032474717347, 0.49224926354869736, -0.2505391266060024, -0.0, 0.0, 0.0, -0.0], [5.3895939098818, 240.1574855585621, -233.58646985851982, 0.331901445880359, -0.6342134732004241, 0.28465252850557543, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -10.739 1 +  233.729 x0 + -240.317 x1 + -0.224 x0^2 +  0.492 x0 x1 + -0.251 x1^2 | (x1)' =  5.390 1 +  240.157 x0 + -233.586 x1 +  0.332 x0^2 + -0.634 x0 x1 +  0.285 x1^2
7,35.0,,,sr3,0.1,0.05,1.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,8,20,40.0,0.14243290480226278,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-10.73903225525172, 233.72886091589493, -240.31681523986757, -0.0, 0.49224926270299313, -0.0, -0.0, 0.0, 0.0, -0.0], [5.389593946951805, 240.15748555904915, -233.58646985887512, 0.0, -0.6342134720995616, 0.0, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -10.739 1 +  233.729 x0 + -240.317 x1 +  0.492 x0 x1 | (x1)' =  5.390 1 +  240.157 x0 + -233.586 x1 + -0.634 x0 x1
8,35.0,,,sr3,0.1,0.05,10.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,20,30.0,0.1450121123343706,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-10.7390322353564, 233.72886091611352, -240.31681524001496, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0], [5.389593921056868, 240.15748555887453, -233.58646985879423, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -10.739 1 +  233.729 x0 + -240.317 x1 | (x1)' =  5.390 1 +  240.157 x0 + -233.586 x1
9,35.0,,,sr3,0.1,0.05,0.01,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,20,60.0,0.1482470715418458,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-8.236993400223133, 235.92683632995758, -241.91105985225497, -0.21420608161011567, 0.45810366086509924, -0.2293723801957043, -0.0, 0.0, 0.0, -0.0], [4.895524470787782, 241.84557933669217, -235.86406794927677, 0.29211654508698004, -0.5492635666714938, 0.24313935837225167, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -8.237 1 +  235.927 x0 + -241.911 x1 + -0.214 x0^2 +  0.458 x0 x1 + -0.229 x1^2 | (x1)' =  4.896 1 +  241.846 x0 + -235.864 x1 +  0.292 x0^2 + -0.549 x0 x1 +  0.243 x1^2
10,35.0,,,sr3,0.1,0.05,0.1,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,12,20,60.0,0.1457397360354662,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-8.2369933999607, 235.92683633012217, -241.91105985240048, -0.21420608161476454, 0.45810366087383037, -0.2293723801998577, -0.0, 0.0, 0.0, -0.0], [4.895524470435429, 241.84557933900064, -235.86406795162443, 0.2921165450913313, -0.5492635666928755, 0.24313935838948783, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -8.237 1 +  235.927 x0 + -241.911 x1 + -0.214 x0^2 +  0.458 x0 x1 + -0.229 x1^2 | (x1)' =  4.896 1 +  241.846 x0 + -235.864 x1 +  0.292 x0^2 + -0.549 x0 x1 +  0.243 x1^2
11,35.0,,,sr3,0.1,0.05,1.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,8,20,40.0,0.14967017993330956,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-8.236993430474811, 235.92683632989832, -241.9110598522844, -0.0, 0.4581036598371849, -0.0, -0.0, 0.0, 0.0, -0.0], [4.895524507252242, 241.8455793392686, -235.86406795176106, 0.0, -0.5492635654421107, 0.0, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -8.237 1 +  235.927 x0 + -241.911 x1 +  0.458 x0 x1 | (x1)' =  4.896 1 +  241.846 x0 + -235.864 x1 + -0.549 x0 x1
12,35.0,,,sr3,0.1,0.05,10.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,20,30.0,0.14985575713217258,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-8.236993409151156, 235.92683633002724, -241.91105985233597, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0], [4.895524481513067, 241.8455793392286, -235.8640679518132, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0]]",(x0)' = -8.237 1 +  235.927 x0 + -241.911 x1 | (x1)' =  4.896 1 +  241.846 x0 + -235.864 x1
13,35.0,,,sr3,0.1,0.05,0.01,3,2,2,8.0,8.0,0,0.0,finite_difference,success,,12,20,60.0,0.12686159927397966,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-18.80735459035856, 106.06892296656606, -118.54028220338401, -0.09381566307909563, 0.2455975491662678, -0.11867066893883854, -0.0, 0.0, 0.0, -0.0], [8.022297854561218, 118.39621401526749, -105.93890557178666, 0.16752628104945133, -0.31925989722062986, 0.11962582356401921, 0.0, -0.0, -0.0, 0.0]]",(x0)' = -18.807 1 +  106.069 x0 + -118.540 x1 + -0.094 x0^2 +  0.246 x0 x1 + -0.119 x1^2 | (x1)' =  8.022 1 +  118.396 x0 + -105.939 x1 +  0.168 x0^2 + -0.319 x0 x1 +  0.120 x1^2
14,35.0,,,sr3,0.1,0.05,0.1,3,2,2,8.0,8.0,0,0.0,finite_difference,success,,9,20,45.0,0.12039154674857855,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-18.807354625100977, 106.06892296642076, -118.54028220336285, -0.0, 0.24559754890593993, -0.0, -0.0, 0.0, 0.0, -0.0], [8.022297874315734, 118.3962140153224, -105.93890557176485, 0.1675262809851356, -0.31925989707240987, 0.0, 0.0, -0.0, -0.0, 0.0]]",(x0)' = -18.807 1 +  106.069 x0 + -118.540 x1 +  0.246 x0 x1 | (x1)' =  8.022 1 +  118.396 x0 + -105.939 x1 +  0.168 x0^2 + -0.319 x0 x1
15,35.0,,,sr3,0.1,0.05,1.0,3,2,2,8.0,8.0,0,0.0,finite_difference,success,,6,20,30.0,0.1270853541791439,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[-18.807354601128242, 106.06892296652089, -118.54028220338054, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0], [8.022297868749485, 118.39621401537438, -105.93890557183978, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0]]",(x0)' = -18.807 1 +  106.069 x0 + -118.540 x1 | (x1)' =  8.022 1 +  118.396 x0 + -105.939 x1
