configuration_index,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations
13,622,success,,14.172,14.172,19.724974744021893,33091
13,778,success,,14.172,14.172,19.407779198139906,34821
13,1088,success,,14.176,14.176,19.563264925032854,33644
13,1244,success,,14.064,14.064,19.41364749521017,33315
14,2,success,,14.172,14.172,18.14356272853911,33236
14,3,success,,14.172,14.172,17.21805472113192,31671
14,4,success,,14.064,14.064,26.48047522827983,49129
14,312,success,,14.172,14.172,18.585310583934188,34403
14,620,success,,14.172,14.172,20.76004133373499,38238
14,622,success,,14.172,14.172,18.60618374310434,34431
14,778,success,,14.172,14.172,18.798480032011867,35078
14,1088,success,,14.176,14.176,17.336485531181097,32068
14,1244,success,,14.064,14.064,17.062097892165184,31914
15,2,success,,14.172,14.172,18.231366999447346,31689
15,3,success,,14.172,14.172,17.189157851971686,29977
15,4,success,,14.064,14.064,24.24969227705151,42957
15,312,success,,14.172,14.172,19.498705140314996,34874
15,620,success,,14.172,14.172,21.368351435288787,37303
15,622,success,,14.172,14.172,17.54320697207004,30637
15,778,success,,14.172,14.172,19.70131152588874,35199
15,1088,success,,14.176,14.176,17.247947454452515,30163
15,1244,success,,14.064,14.064,17.470539352856576,31400
16,2,success,,14.136000000000001,14.136000000000001,9.172439870424569,15882
16,3,success,,14.136000000000001,14.136000000000001,11.088815147057176,19374
16,4,success,,14.028,14.028,11.255991372279823,18867
16,312,success,,14.136000000000001,14.136000000000001,9.409448646008968,16397
16,620,success,,14.136000000000001,14.136000000000001,11.338084539398551,19738
16,622,success,,14.136000000000001,14.136000000000001,16.358309510163963,28925
16,778,success,,14.136000000000001,14.136000000000001,10.787500699050725,18797
16,1088,success,,14.14,14.14,12.415004208683968,21530
16,1244,success,,14.028,14.028,14.817752450704575,26199
17,2,success,,14.136000000000001,14.136000000000001,8.970498006790876,15949
17,3,success,,14.136000000000001,14.136000000000001,10.361081404611468,18503
17,4,success,,14.028,14.028,10.572975667193532,18840
17,312,success,,14.136000000000001,14.136000000000001,9.290635673329234,16559
17,620,success,,14.136000000000001,14.136000000000001,10.6111383959651,18915
17,622,success,,14.136000000000001,14.136000000000001,16.407875332981348,29634
17,778,success,,14.136000000000001,14.136000000000001,10.255176991224289,18349
17,1088,success,,14.14,14.14,12.070679042488337,21589
17,1244,success,,14.028,14.028,14.143697464838624,25497
18,2,success,,14.136000000000001,14.136000000000001,10.216163468547165,17465
18,3,success,,14.136000000000001,14.136000000000001,10.909448745660484,18595
18,4,success,,14.028,14.028,12.133604886941612,20003
18,312,success,,14.136000000000001,14.136000000000001,10.095032184384763,17157
18,620,success,,14.136000000000001,14.136000000000001,11.549461487680674,19581
18,622,success,,14.136000000000001,14.136000000000001,18.350622456520796,31883
18,778,success,,14.136000000000001,14.136000000000001,11.280935331247747,19259
18,1088,success,,14.14,14.14,12.371746130287647,21045
18,1244,success,,14.028,14.028,15.615267517976463,27070
19,2,success,,14.176,14.176,43.0608813483268,60179
19,3,success,,14.176,14.176,44.14176214672625,61529
19,4,success,,14.068,14.068,61.46615379303694,82094
19,312,success,,14.176,14.176,52.09163174405694,72744
19,620,success,,14.176,14.176,45.18899896927178,63247
19,622,success,,14.176,14.176,65.1529038362205,90625
19,778,success,,14.176,14.176,40.64502282254398,56911
19,1088,success,,14.18,14.18,38.686028411611915,53378
19,1244,success,,14.068,14.068,47.92422718182206,67040
20,2,success,,14.176,14.176,47.290823390707374,63283
20,3,success,,14.176,14.176,43.38611180707812,60436
20,4,success,,14.068,14.068,55.838927837088704,74190
20,312,success,,14.176,14.176,59.9985770219937,80743
20,620,success,,14.176,14.176,50.631412143819034,67679
20,622,success,,14.176,14.176,70.12031641695648,94833
20,778,success,,14.176,14.176,45.71218368783593,61747
20,1088,success,,14.18,14.18,42.25047621503472,55929
20,1244,success,,14.068,14.068,43.90166645497084,59082
21,2,success,,14.176,14.176,74.36817065812647,101797
21,3,success,,14.176,14.176,74.85699537023902,103764
21,4,success,,14.068,14.068,81.61946017481387,105921
21,312,success,,14.176,14.176,80.47724447399378,111239
21,620,success,,14.176,14.176,77.59052660502493,103130
21,622,success,,14.176,14.176,84.51691325195134,116652
21,778,success,,14.176,14.176,60.398459665477276,82503
21,1088,success,,14.18,14.18,72.767417864874,99862
21,1244,success,,14.068,14.068,63.43741316907108,87968
22,2,success,,14.156,14.156,38.26350189652294,44322
22,3,success,,14.156,14.156,33.77688594069332,38658
22,4,success,,14.048,14.048,54.823530218563974,63776
22,312,success,,14.156,14.156,43.26368626393378,50403
22,620,success,,14.156,14.156,52.458749417215586,61323
22,622,success,,14.156,14.156,39.74218934122473,45638
22,778,success,,14.156,14.156,44.383508237078786,51027
22,1088,success,,14.16,14.16,42.32912329211831,48969
22,1244,success,,14.048,14.048,49.60343805514276,58062
23,2,success,,14.156,14.156,39.01501885801554,45450
23,3,success,,14.156,14.156,36.95108902081847,43020
23,4,success,,14.048,14.048,54.71404707618058,63350
23,312,success,,14.156,14.156,40.86602050438523,47953
23,620,success,,14.156,14.156,52.121524604037404,60590
23,622,success,,14.156,14.156,38.73423009738326,44745
23,778,success,,14.156,14.156,44.949175195768476,52444
23,1088,success,,14.16,14.16,43.46467255894095,50683
23,1244,success,,14.048,14.048,50.09798370208591,58686
24,2,success,,14.156,14.156,37.75238428451121,48617
24,3,success,,14.156,14.156,31.590619567781687,40529
24,4,success,,14.048,14.048,57.639577159658074,75628
24,312,success,,14.156,14.156,43.983219562098384,56985
24,620,success,,14.156,14.156,50.923496847972274,65680
24,622,success,,14.156,14.156,36.52366610430181,49291
24,778,success,,14.156,14.156,36.10321361012757,46414
24,1088,success,,14.16,14.16,49.01376540772617,62646
24,1244,success,,14.048,14.048,52.927296252921224,68739
25,2,success,,14.096,14.096,14.620701465755701,19522
25,3,success,,14.096,14.096,19.92935054190457,26694
25,4,success,,13.988,13.988,20.670990573242307,26540
25,312,success,,14.096,14.096,21.216747200116515,28458
25,620,success,,14.096,14.096,15.31156094558537,20452
25,622,success,,14.096,14.096,21.666887667030096,28937
25,778,success,,14.096,14.096,17.11952712573111,22905
25,1088,success,,14.1,14.1,22.278117874637246,29711
25,1244,success,,13.988,13.988,23.09512704052031,30868
26,2,success,,14.096,14.096,14.043904716148973,19295
26,3,success,,14.096,14.096,19.80722809396684,27700
26,4,success,,13.988,13.988,20.136826675385237,26379
26,312,success,,14.096,14.096,20.645482156425714,28978
26,620,success,,14.096,14.096,15.350421296432614,20850
26,622,success,,14.096,14.096,22.685066739097238,30712
26,778,success,,14.096,14.096,15.904950821772218,22186
26,1088,success,,14.1,14.1,22.291861167177558,30032
26,1244,success,,13.988,13.988,22.214815279468894,31068
27,2,success,,14.096,14.096,15.5556774828583,20999
27,3,success,,14.096,14.096,21.659688968211412,29376
27,4,success,,13.988,13.988,22.14934246428311,29212
27,312,success,,14.096,14.096,22.451389279216528,30039
27,620,success,,14.096,14.096,15.649042028933764,21039
27,622,success,,14.096,14.096,23.653047600761056,31750
27,778,success,,14.096,14.096,18.125242944806814,23748
27,1088,success,,14.1,14.1,23.037524113431573,30842
27,1244,success,,13.988,13.988,25.651412338018417,34487
28,2,success,,14.168000000000001,14.168000000000001,59.38672856986523,65372
28,3,success,,14.168000000000001,14.168000000000001,63.66766872815788,70178
28,4,success,,14.06,14.06,92.06419257633388,99347
28,312,success,,14.168000000000001,14.168000000000001,72.62161963433027,80367
28,620,success,,14.168000000000001,14.168000000000001,88.11914989724755,96075
28,622,success,,14.168000000000001,14.168000000000001,76.30100702494383,84581
28,778,success,,14.168000000000001,14.168000000000001,72.50481048040092,80249
28,1088,success,,14.172,14.172,61.91477504372597,68663
28,1244,success,,14.06,14.06,76.05013841204345,84177
29,2,success,,14.168000000000001,14.168000000000001,65.97579715028405,72842
29,3,success,,14.168000000000001,14.168000000000001,63.77134502492845,70608
29,4,success,,14.06,14.06,95.91160834021866,105325
29,312,success,,14.168000000000001,14.168000000000001,76.29729581065476,85054
29,620,success,,14.168000000000001,14.168000000000001,108.71091346815228,119042
29,622,success,,14.168000000000001,14.168000000000001,78.96536330319941,87570
29,778,success,,14.168000000000001,14.168000000000001,78.40389824099839,87064
29,1088,success,,14.172,14.172,65.85992971807718,72359
29,1244,success,,14.06,14.06,74.55187001824379,82684
30,2,success,,14.168000000000001,14.168000000000001,141.2424333896488,153401
30,3,success,,14.168000000000001,14.168000000000001,139.33867378905416,151889
30,4,success,,14.06,14.06,149.6797539908439,161352
30,312,success,,14.168000000000001,14.168000000000001,152.30884837545455,166425
30,620,success,,14.168000000000001,14.168000000000001,160.04929942823946,172140
30,622,success,,14.168000000000001,14.168000000000001,153.74289848282933,162534
30,778,success,,14.168000000000001,14.168000000000001,148.27210115268826,162393
30,1088,success,,14.172,14.172,147.58331979066133,156136
30,1244,success,,14.06,14.06,151.4167066346854,165416
31,2,success,,14.14,14.14,53.73388911411166,58029
31,3,success,,14.14,14.14,78.13460961170495,85700
31,4,success,,14.032,14.032,92.19504594057798,100535
31,312,success,,14.14,14.14,53.30278139561415,59458
31,620,success,,14.14,14.14,67.79993252083659,73624
31,622,success,,14.14,14.14,87.24315888434649,96222
31,778,success,,14.14,14.14,60.821291549131274,67690
31,1088,success,,14.144,14.144,62.50878274068236,68237
31,1244,success,,14.032,14.032,76.91147045604885,85630
32,2,success,,14.14,14.14,58.67752352356911,65103
32,3,success,,14.14,14.14,76.65977368876338,84109
32,4,success,,14.032,14.032,85.08137093670666,94126
32,312,success,,14.14,14.14,49.67958667129278,54989
32,620,success,,14.14,14.14,70.49390477314591,78446
32,622,success,,14.14,14.14,82.5582774002105,91447
32,778,success,,14.14,14.14,55.822581984102726,61467
32,1088,success,,14.144,14.144,58.95140933804214,64966
32,1244,success,,14.032,14.032,76.1817025076598,84094
33,2,success,,14.14,14.14,97.67105220258236,104370
33,3,success,,14.14,14.14,95.71086813695729,102788
33,4,success,,14.032,14.032,100.84635764732957,108082
33,312,success,,14.14,14.14,76.46963817253709,83019
33,620,success,,14.14,14.14,103.33848515152931,110530
33,622,success,,14.14,14.14,108.69212759844959,116970
33,778,success,,14.14,14.14,72.99621459841728,79029
33,1088,success,,14.144,14.144,92.18951318971813,97668
33,1244,success,,14.032,14.032,101.0628815907985,108485
34,2,success,,14.056000000000001,14.056000000000001,22.108100133016706,23755
34,3,success,,14.056000000000001,14.056000000000001,27.98236188851297,30076
34,4,success,,13.948,13.948,30.538817692548037,32086
34,312,success,,14.056000000000001,14.056000000000001,27.919399220496416,30129
34,620,success,,14.056000000000001,14.056000000000001,27.738244328647852,29937
34,622,success,,14.056000000000001,14.056000000000001,28.920742763206363,31156
34,778,success,,14.056000000000001,14.056000000000001,24.511273799464107,26428
34,1088,success,,14.06,14.06,27.70279879309237,29694
34,1244,success,,13.948,13.948,28.573775025084615,30866
35,2,success,,14.056000000000001,14.056000000000001,22.522898269817233,23560
35,3,success,,14.056000000000001,14.056000000000001,28.331381123512983,31053
35,4,success,,13.948,13.948,30.76923563145101,31269
35,312,success,,14.056000000000001,14.056000000000001,27.796189710497856,30542
35,620,success,,14.056000000000001,14.056000000000001,28.394181480631232,28915
35,622,success,,14.056000000000001,14.056000000000001,30.83707334846258,31295
35,778,success,,14.056000000000001,14.056000000000001,26.129285404458642,28712
35,1088,success,,14.06,14.06,29.81895701214671,30257
35,1244,success,,13.948,13.948,28.278112763538957,31013
36,2,success,,14.056000000000001,14.056000000000001,25.007399121299386,27739
36,3,success,,14.056000000000001,14.056000000000001,29.39655883051455,32462
36,4,success,,13.948,13.948,30.99830404855311,34116
36,312,success,,14.056000000000001,14.056000000000001,31.46066739037633,35035
36,620,success,,14.056000000000001,14.056000000000001,31.272468373179436,34657
36,622,success,,14.056000000000001,14.056000000000001,29.473234007135034,32198
36,778,success,,14.056000000000001,14.056000000000001,25.538779992610216,28285
36,1088,success,,14.06,14.06,29.46716402284801,32188
36,1244,success,,13.948,13.948,29.822259444743395,33017
37,2,success,,14.192,14.192,16.167592944577336,23794
37,3,success,,14.192,14.192,16.102580316364765,23883
37,4,success,,14.084,14.084,14.549905365332961,19961
37,312,success,,14.192,14.192,15.13168629258871,22401
37,620,success,,14.192,14.192,14.050948137417436,20606
37,622,success,,14.192,14.192,15.847939286381006,23235
37,778,success,,14.192,14.192,15.109510213136673,22352
37,1088,success,,14.196,14.196,16.499442780390382,23859
37,1244,success,,14.084,14.084,15.980137053877115,23562
38,2,success,,14.192,14.192,16.406145320273936,23945
38,3,success,,14.192,14.192,16.236606809310615,23772
38,4,success,,14.084,14.084,13.88006085716188,20160
38,312,success,,14.192,14.192,15.477191810496151,22608
38,620,success,,14.192,14.192,13.92808346170932,20365
38,622,success,,14.192,14.192,16.1888807406649,23764
38,778,success,,14.192,14.192,15.287860868498683,22275
38,1088,success,,14.196,14.196,16.316372049972415,23855
38,1244,success,,14.084,14.084,16.00696574151516,23308
39,2,success,,14.192,14.192,14.965778494253755,22851
39,3,success,,14.192,14.192,14.39999270439148,22041
39,4,success,,14.084,14.084,12.83957783319056,18914
39,312,success,,14.192,14.192,13.96764006279409,21298
39,620,success,,14.192,14.192,12.82194197922945,19223
39,622,success,,14.192,14.192,15.11078148521483,22745
39,778,success,,14.192,14.192,14.215737849473953,21598
39,1088,success,,14.196,14.196,15.339822633191943,23052
39,1244,success,,14.084,14.084,14.328991321846843,21633
40,2,success,,14.188,14.188,13.742069195955992,21343
40,3,success,,14.188,14.188,13.365267638117075,20830
40,4,success,,14.08,14.08,11.610523929819465,18001
40,312,success,,14.188,14.188,12.93440961651504,20304
40,620,success,,14.188,14.188,11.363045850768685,17623
40,622,success,,14.188,14.188,13.448289269581437,20880
40,778,success,,14.188,14.188,13.030692745000124,20439
40,1088,success,,14.192,14.192,13.704944169148803,21166
40,1244,success,,14.08,14.08,12.976400882005692,20254
41,2,success,,14.188,14.188,14.189426597207785,21252
41,3,success,,14.188,14.188,13.722286269068718,20382
41,4,success,,14.08,14.08,13.187103681266308,18263
41,312,success,,14.188,14.188,13.804361805319786,20516
41,620,success,,14.188,14.188,11.730259031057358,17460
41,622,success,,14.188,14.188,15.267998322844505,20942
41,778,success,,14.188,14.188,13.579533087089658,20158
41,1088,success,,14.192,14.192,15.11223566904664,20896
41,1244,success,,14.08,14.08,13.427914693951607,19942
42,2,success,,14.188,14.188,13.628295290283859,19747
42,3,success,,14.188,14.188,12.98653857037425,18814
42,4,success,,14.08,14.08,12.479385969229043,17934
42,312,success,,14.188,14.188,13.384502747096121,20227
42,620,success,,14.188,14.188,11.51518733240664,16620
42,622,success,,14.188,14.188,13.672608953900635,19903
42,778,success,,14.188,14.188,13.23277358431369,19663
42,1088,success,,14.192,14.192,13.767332218587399,19934
42,1244,success,,14.08,14.08,12.886411057785153,19012
43,2,success,,14.176,14.176,8.670110942795873,12206
43,3,success,,14.176,14.176,8.69992253370583,12210
43,4,success,,14.068,14.068,7.718063587322831,11033
43,312,success,,14.176,14.176,8.577521213330328,12165
43,620,success,,14.176,14.176,7.061071081086993,9934
43,622,success,,14.176,14.176,8.435315449722111,12018
43,778,success,,14.176,14.176,8.786106988787651,12428
43,1088,success,,14.18,14.18,8.6139559103176,12175
43,1244,success,,14.068,14.068,8.575941669754684,12079
44,2,success,,14.176,14.176,8.077185917645693,11975
44,3,success,,14.176,14.176,8.37832485884428,12460
44,4,success,,14.068,14.068,7.362356096506119,10943
44,312,success,,14.176,14.176,8.54479374550283,12610
44,620,success,,14.176,14.176,6.675463128834963,9850
44,622,success,,14.176,14.176,7.881397856399417,11683
44,778,success,,14.176,14.176,8.212077988311648,12215
44,1088,success,,14.18,14.18,8.340709511190653,12257
44,1244,success,,14.068,14.068,8.1125154402107,12068
45,2,success,,14.176,14.176,8.559580424800515,12979
45,3,success,,14.176,14.176,8.561059748753905,12931
45,4,success,,14.068,14.068,7.7391394935548306,11427
45,312,success,,14.176,14.176,8.079005982726812,12135
45,620,success,,14.176,14.176,6.76726222038269,10190
45,622,success,,14.176,14.176,8.280675426125526,12564
45,778,success,,14.176,14.176,8.429770953953266,12691
45,1088,success,,14.18,14.18,8.471619933843613,12661
45,1244,success,,14.068,14.068,8.48321950621903,12785
46,2,success,,14.184000000000001,14.184000000000001,43.84053646400571,29226
46,3,success,,14.184000000000001,14.184000000000001,44.24343146197498,29762
46,4,success,,14.076,14.076,52.632470700889826,35209
46,312,success,,14.184000000000001,14.184000000000001,47.624522315338254,32201
46,620,success,,14.184000000000001,14.184000000000001,66.97853526473045,44960
46,622,success,,14.184000000000001,14.184000000000001,46.00245613232255,30948
46,778,success,,14.184000000000001,14.184000000000001,53.13606252335012,36030
46,1088,success,,14.188,14.188,51.0443721935153,34316
46,1244,success,,14.076,14.076,47.17287106439471,31772
47,2,success,,14.184000000000001,14.184000000000001,41.73756765387952,29272
47,3,success,,14.184000000000001,14.184000000000001,42.34462454728782,29733
47,4,success,,14.076,14.076,50.28766200132668,35306
47,312,success,,14.184000000000001,14.184000000000001,45.71748013049364,32579
47,620,success,,14.184000000000001,14.184000000000001,63.12482315674424,44547
47,622,success,,14.184000000000001,14.184000000000001,43.809295289218426,30734
47,778,success,,14.184000000000001,14.184000000000001,52.39023978821933,37131
47,1088,success,,14.188,14.188,49.957384917885065,35051
47,1244,success,,14.076,14.076,44.99099825695157,31758
48,2,success,,14.184000000000001,14.184000000000001,43.69989324454218,29781
48,3,success,,14.184000000000001,14.184000000000001,47.037839719094336,31992
48,4,success,,14.076,14.076,73.4534191666171,49982
48,312,success,,14.184000000000001,14.184000000000001,52.60555253922939,36094
48,620,success,,14.184000000000001,14.184000000000001,86.33589837234467,58876
48,622,success,,14.184000000000001,14.184000000000001,48.470814877189696,32853
48,778,success,,14.184000000000001,14.184000000000001,65.89605007506907,45126
48,1088,success,,14.188,14.188,56.635303064249456,38403
48,1244,success,,14.076,14.076,50.11393836606294,34190
49,2,success,,14.172,14.172,63.50932939350605,43205
49,3,success,,14.172,14.172,56.52169534377754,38644
49,4,success,,14.064,14.064,84.82658621668816,57965
49,312,success,,14.172,14.172,67.53087829053402,48231
49,620,success,,14.172,14.172,79.38856438919902,54207
49,622,success,,14.172,14.172,64.68160990998149,44025
49,778,success,,14.172,14.172,66.3295065946877,45694
49,1088,success,,14.176,14.176,57.467444281093776,39058
49,1244,success,,14.064,14.064,57.92503543384373,39637
50,2,success,,14.172,14.172,61.45190767943859,42217
50,3,success,,14.172,14.172,57.39835864678025,39185
50,4,success,,14.064,14.064,86.11191977187991,58919
50,312,success,,14.172,14.172,71.24097819067538,48990
50,620,success,,14.172,14.172,79.1909159552306,54311
50,622,success,,14.172,14.172,64.37178031913936,44092
50,778,success,,14.172,14.172,66.61264997534454,45788
50,1088,success,,14.176,14.176,57.56306239403784,39312
50,1244,success,,14.064,14.064,59.42305072769523,40871
51,2,success,,14.172,14.172,61.33239188231528,39461
51,3,success,,14.172,14.172,60.06149021908641,38279
51,4,success,,14.064,14.064,78.77045949734747,50639
51,312,success,,14.172,14.172,66.3824810758233,45052
51,620,success,,14.172,14.172,77.92078379169106,50418
51,622,success,,14.172,14.172,61.96274729818106,40431
51,778,success,,14.172,14.172,60.84491529688239,39849
51,1088,success,,14.176,14.176,58.49376755580306,37073
51,1244,success,,14.064,14.064,55.81957893073559,36647
52,2,success,,14.136000000000001,14.136000000000001,42.22886744141579,29071
52,3,success,,14.136000000000001,14.136000000000001,37.50289013981819,25715
52,4,success,,14.028,14.028,46.65960196219385,31592
52,312,success,,14.136000000000001,14.136000000000001,34.99424475803971,23877
52,620,success,,14.136000000000001,14.136000000000001,44.379290759563446,30559
52,622,success,,14.136000000000001,14.136000000000001,45.00804751738906,30933
52,778,success,,14.136000000000001,14.136000000000001,39.00087402947247,26589
52,1088,success,,14.14,14.14,41.11968832463026,28133
52,1244,failed,integration error: model derivative became non-finite,14.028,2.1976577795617316,24.33496073074639,16814
53,2,success,,14.136000000000001,14.136000000000001,42.652660481631756,28994
53,3,success,,14.136000000000001,14.136000000000001,38.61855601705611,26310
53,4,success,,14.028,14.028,45.07390370592475,31285
53,312,success,,14.136000000000001,14.136000000000001,34.83321610093117,23937
53,620,success,,14.136000000000001,14.136000000000001,46.24787252023816,31457
53,622,success,,14.136000000000001,14.136000000000001,46.97010751999915,31932
53,778,success,,14.136000000000001,14.136000000000001,39.07949344813824,26766
53,1088,success,,14.14,14.14,40.9783961456269,28132
53,1244,failed,integration error: model derivative became non-finite,14.028,2.195398174949941,32.10896509513259,22263
54,2,success,,14.136000000000001,14.136000000000001,42.77421012427658,29409
54,3,success,,14.136000000000001,14.136000000000001,43.49291157629341,29864
54,4,success,,14.028,14.028,48.676401214674115,32695
54,312,success,,14.136000000000001,14.136000000000001,36.889495820738375,25425
54,620,success,,14.136000000000001,14.136000000000001,47.2354430006817,32509
54,622,success,,14.136000000000001,14.136000000000001,51.78419496677816,35560
54,778,success,,14.136000000000001,14.136000000000001,42.92058895062655,29591
54,1088,success,,14.14,14.14,47.94430543016642,32901
54,1244,failed,integration error: model derivative became non-finite,14.028,3.2950536285227656,26.607911520637572,18488
55,2,success,,14.176,14.176,139.00885671190917,53443
55,3,success,,14.176,14.176,136.5147751122713,52595
55,4,success,,14.068,14.068,167.02513046003878,64206
55,312,success,,14.176,14.176,152.52027982100844,58976
55,620,success,,14.176,14.176,168.30754804052413,64713
55,622,success,,14.176,14.176,187.0077671725303,71597
55,778,success,,14.176,14.176,128.1742079500109,49455
55,1088,success,,14.18,14.18,133.58554119989276,51013
55,1244,failed,integration error: model derivative became non-finite,14.068,13.49246479586846,146.54252304509282,56378
56,2,success,,14.176,14.176,135.1026671063155,50892
56,3,success,,14.176,14.176,122.3381598610431,46074
56,4,success,,14.068,14.068,180.01476445049047,69456
56,312,success,,14.176,14.176,162.452460212633,61019
56,620,success,,14.176,14.176,166.60943195410073,62943
56,622,success,,14.176,14.176,194.5650675650686,73783
56,778,success,,14.176,14.176,131.2770422399044,49319
56,1088,success,,14.18,14.18,118.00193709693849,45483
56,1244,failed,integration error: model derivative became non-finite,14.068,7.335802861225268,94.9916720520705,35878
57,2,success,,14.176,14.176,90.41820359788835,35236
57,3,success,,14.176,14.176,99.67143044807017,38999
57,4,success,,14.068,14.068,103.13248291797936,40139
57,312,success,,14.176,14.176,131.30447860620916,51292
57,620,success,,14.176,14.176,98.4023755826056,38420
57,622,success,,14.176,14.176,126.91640615835786,49633
57,778,success,,14.176,14.176,86.9445734731853,33845
57,1088,success,,14.18,14.18,91.86239947937429,36351
57,1244,success,,14.068,14.068,75.19269494339824,29442
58,2,success,,14.156,14.156,133.6953642591834,50489
58,3,success,,14.156,14.156,103.93108073621988,39171
58,4,success,,14.048,14.048,180.09086819179356,67296
58,312,success,,14.156,14.156,147.2239410225302,56275
58,620,success,,14.156,14.156,159.63980358466506,60426
58,622,success,,14.156,14.156,141.72335357032716,53289
58,778,success,,14.156,14.156,117.70212339609861,44801
58,1088,success,,14.16,14.16,156.9239645600319,58445
58,1244,failed,integration error: model derivative became non-finite,14.048,8.7420245056356,127.74182178452611,48353
59,2,success,,14.156,14.156,140.07420594990253,50281
59,3,failed,integration error: model derivative became non-finite,14.156,14.14252175516832,143.08037083689123,51375
59,4,success,,14.048,14.048,175.50041307043284,63848
59,312,success,,14.156,14.156,157.84011030662805,55656
59,620,success,,14.156,14.156,173.9531594729051,62775
59,622,success,,14.156,14.156,140.44676191918552,51884
59,778,success,,14.156,14.156,129.4401182672009,46278
59,1088,success,,14.16,14.16,151.5276603065431,55109
59,1244,failed,integration error: model derivative became non-finite,14.048,7.490036618589251,118.51111521851271,42718
60,2,success,,14.156,14.156,134.4395165424794,46071
60,3,success,,14.156,14.156,128.93924088869244,44747
60,4,success,,14.048,14.048,129.7002838300541,45562
60,312,success,,14.156,14.156,148.5021549249068,51793
60,620,success,,14.156,14.156,132.6333349905908,47057
60,622,success,,14.156,14.156,130.30584483686835,46559
60,778,success,,14.156,14.156,113.60680058784783,39532
60,1088,success,,14.16,14.16,144.1142112966627,50771
60,1244,failed,integration error: model derivative became non-finite,14.048,3.677575347904798,76.68560366146266,26685
61,2,success,,14.096,14.096,90.86452974565327,34301
61,3,failed,integration error: model derivative became non-finite,14.096,3.1326884056089397,54.98732268251479,20642
61,4,success,,13.988,13.988,99.79716546274722,37431
61,312,success,,14.096,14.096,90.40582633204758,33851
61,620,success,,14.096,14.096,96.66928839869797,36400
61,622,success,,14.096,14.096,102.41462607868016,38463
61,778,success,,14.096,14.096,91.0173633992672,34041
61,1088,success,,14.1,14.1,87.10510430112481,32658
61,1244,success,,13.988,13.988,70.39441079460084,26311
62,2,success,,14.096,14.096,103.38276559486985,34401
62,3,failed,integration error: model derivative became non-finite,14.096,3.1235629752979217,68.14578261040151,22800
62,4,success,,13.988,13.988,109.58482048474252,37778
62,312,success,,14.096,14.096,103.74754900485277,34950
62,620,success,,14.096,14.096,108.89818895980716,36266
62,622,success,,14.096,14.096,115.78143106400967,38583
62,778,success,,14.096,14.096,105.33258740790188,35394
62,1088,failed,integration error: model derivative became non-finite,14.1,13.267791584730979,140.44622541218996,46519
62,1244,success,,13.988,13.988,81.29864024743438,27108
63,2,success,,14.096,14.096,106.19452254567295,37472
63,3,failed,integration error: model derivative became non-finite,14.096,3.6730279046657,64.9361128685996,23016
63,4,success,,13.988,13.988,108.01222104299814,39371
63,312,success,,14.096,14.096,115.56386059895158,39903
63,620,success,,14.096,14.096,110.5110864713788,39041
63,622,success,,14.096,14.096,110.24929516855627,39442
63,778,success,,14.096,14.096,98.35519734490663,34522
63,1088,success,,14.1,14.1,92.19113223720342,33539
63,1244,success,,13.988,13.988,117.19694415386766,41049
64,2,failed,integration error: model derivative became non-finite,14.168000000000001,4.734240846865008,143.03206088393927,34290
64,3,failed,integration error: model derivative became non-finite,14.168000000000001,4.918282053482555,137.87161053530872,32964
64,4,failed,integration error: model derivative became non-finite,14.06,14.058044499421433,327.45475187152624,76952
64,312,failed,integration error: model derivative became non-finite,14.168000000000001,8.859693895350247,209.6618530191481,50683
64,620,failed,integration error: model derivative became non-finite,14.168000000000001,11.444153069623304,261.05259674973786,61373
64,622,failed,integration error: model derivative became non-finite,14.168000000000001,7.0172627666036576,186.67662985436618,43712
64,778,failed,integration error: model derivative became non-finite,14.168000000000001,6.312659040640512,168.21542920544744,40772
64,1088,failed,integration error: model derivative became non-finite,14.172,6.301457061654858,175.21828295849264,41047
64,1244,failed,integration error: model derivative became non-finite,14.06,2.844297668071094,109.01723899319768,26193
65,2,failed,integration error: model derivative became non-finite,14.168000000000001,3.9257326408314013,167.0396017562598,40014
65,3,failed,integration error: model derivative became non-finite,14.168000000000001,4.361631476839266,167.45256797596812,40026
65,4,failed,integration error: model derivative became non-finite,14.06,7.982019318356105,188.75473502464592,39145
65,312,failed,integration error: model derivative became non-finite,14.168000000000001,7.808534644482418,244.37745181843638,54830
65,620,failed,integration error: model derivative became non-finite,14.168000000000001,12.495833561251123,370.42201580293477,81330
65,622,failed,integration error: model derivative became non-finite,14.168000000000001,6.150916969374565,233.60078164935112,48890
65,778,failed,integration error: model derivative became non-finite,14.168000000000001,6.007123533462819,201.60296078026295,48386
65,1088,failed,integration error: model derivative became non-finite,14.172,5.691568739039058,215.6493033003062,45006
65,1244,failed,integration error: model derivative became non-finite,14.06,2.290315442074183,136.4278397448361,32652
66,2,failed,integration error: model derivative became non-finite,14.168000000000001,0.10742993302223686,57.88109759427607,13829
66,3,failed,integration error: model derivative became non-finite,14.168000000000001,0.1912613212737306,58.59927020408213,14019
66,4,failed,integration error: model derivative became non-finite,14.06,4.39982032638501,170.4262494277209,40200
66,312,failed,integration error: model derivative became non-finite,14.168000000000001,4.636108072867913,176.31016333959997,42233
