configuration_index,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations
6,620,success,,14.188,14.188,7.230435884557664,16265
6,622,success,,14.188,14.188,7.728487698361278,17387
6,778,success,,14.188,14.188,6.739903395995498,17265
6,1088,success,,14.192,14.192,7.717520548962057,17280
6,1244,success,,14.08,14.08,6.6318950690329075,16451
7,2,success,,14.176,14.176,5.012958611361682,10902
7,3,success,,14.176,14.176,5.06098563130945,11054
7,4,success,,14.068,14.068,5.1018998539075255,11022
7,312,success,,14.176,14.176,5.018955668434501,11016
7,620,success,,14.176,14.176,5.090696993283927,11070
7,622,success,,14.176,14.176,5.140456915833056,11119
7,778,success,,14.176,14.176,5.125240195542574,11231
7,1088,success,,14.18,14.18,4.938053851947188,10672
7,1244,success,,14.068,14.068,5.096213770098984,11169
8,2,success,,14.176,14.176,4.651660481467843,11445
8,3,success,,14.176,14.176,4.65634985640645,11727
8,4,success,,14.068,14.068,4.562140818685293,11101
8,312,success,,14.176,14.176,4.208104345947504,10785
8,620,success,,14.176,14.176,4.243962401524186,10356
8,622,success,,14.176,14.176,4.450754230841994,11145
8,778,success,,14.176,14.176,4.425163019448519,11331
8,1088,success,,14.18,14.18,4.3743821401149035,11012
8,1244,success,,14.068,14.068,4.224470628425479,10750
9,2,success,,14.176,14.176,4.29628673940897,11185
9,3,success,,14.176,14.176,4.403687998652458,11433
9,4,success,,14.068,14.068,4.217765519395471,10851
9,312,success,,14.176,14.176,4.319894654676318,11339
9,620,success,,14.176,14.176,4.038195196539164,10447
9,622,success,,14.176,14.176,4.276987820863724,11050
9,778,success,,14.176,14.176,4.133678864687681,10768
9,1088,success,,14.18,14.18,4.348550854250789,11191
9,1244,success,,14.068,14.068,4.325779819861054,11226
10,2,success,,14.184000000000001,14.184000000000001,19.11526783555746,34285
10,3,success,,14.184000000000001,14.184000000000001,17.803413588553667,32027
10,4,success,,14.076,14.076,21.666379187256098,38484
10,312,success,,14.184000000000001,14.184000000000001,18.068914560601115,32719
10,620,success,,14.184000000000001,14.184000000000001,33.88680942542851,61603
10,622,success,,14.184000000000001,14.184000000000001,18.754503531381488,33545
10,778,success,,14.184000000000001,14.184000000000001,20.71537801809609,37521
10,1088,success,,14.188,14.188,19.292413337156177,34298
10,1244,success,,14.076,14.076,18.63316486403346,33538
11,2,success,,14.184000000000001,14.184000000000001,18.20978957042098,33107
11,3,success,,14.184000000000001,14.184000000000001,16.600301161408424,29973
11,4,success,,14.076,14.076,21.24977163411677,38231
11,312,success,,14.184000000000001,14.184000000000001,19.294812420383096,34897
11,620,success,,14.184000000000001,14.184000000000001,33.90796673297882,61921
11,622,success,,14.184000000000001,14.184000000000001,18.008932383731008,32684
11,778,success,,14.184000000000001,14.184000000000001,20.768009435385466,37594
11,1088,success,,14.188,14.188,18.992925377562642,34433
11,1244,success,,14.076,14.076,18.913793731480837,34172
12,2,success,,14.184000000000001,14.184000000000001,17.46494418568909,31358
12,3,success,,14.184000000000001,14.184000000000001,17.509573752060533,31813
12,4,success,,14.076,14.076,25.8205372877419,46607
12,312,success,,14.184000000000001,14.184000000000001,18.042055865749717,32485
12,620,success,,14.184000000000001,14.184000000000001,36.24383575282991,64962
12,622,success,,14.184000000000001,14.184000000000001,16.950979061424732,30514
12,778,success,,14.184000000000001,14.184000000000001,22.00922879949212,39599
12,1088,success,,14.188,14.188,20.1065290607512,35912
12,1244,success,,14.076,14.076,19.70118453539908,35553
13,2,success,,14.172,14.172,18.83002318441868,34103
13,3,success,,14.172,14.172,19.339553341269493,32571
13,4,success,,14.064,14.064,29.56269937194884,51607
13,312,success,,14.172,14.172,19.129698108881712,34648
13,620,success,,14.172,14.172,21.068992851302028,37943
